seed,group,cos
0,alive,0.06093243152348701
0,alive,-0.3121084343080218
0,alive,0.17094870033555445
0,alive,-0.10263091742425946
0,alive,-0.15264684539791182
0,alive,0.17227593084035456
0,alive,0.15995520559910092
0,alive,0.34788091119839326
0,alive,-0.3472157043548789
0,alive,0.5474537471524333
0,alive,0.1338635050676992
0,alive,-0.3392382540711173
0,alive,0.16801838720296616
0,alive,-0.12544792605190605
0,alive,0.029951318696543727
0,alive,0.2887676222076759
0,alive,-0.046854100960452574
0,alive,0.15788254482928182
0,alive,0.016104962951999768
0,alive,0.5989534244402318
0,alive,0.2448119282266344
0,alive,-0.10807806302491332
0,alive,-0.0997062806528605
0,alive,-0.2930735614435742
0,alive,-0.45738026895520084
0,alive,0.4985650447422722
0,alive,0.29419053157787817
0,alive,-0.43504312284394187
0,alive,0.32515197165941695
0,alive,-0.01234959120195592
0,alive,-0.13169699914768385
0,alive,0.11393491484667706
0,alive,0.04117558049902957
0,alive,0.11858931311400102
0,alive,-0.17621317744976095
0,alive,-0.236172127998744
0,alive,0.0063788647833392395
0,alive,-0.2338346106882505
0,alive,0.09856283819214204
0,alive,0.11916792675741752
0,alive,-0.4957936030968006
0,alive,0.40181542037149875
0,alive,-0.28988191296768345
0,alive,0.7893323370339348
0,alive,-0.3720567922346174
0,alive,-0.33213003505644717
0,alive,-0.1204585825148421
0,alive,0.38949246190193515
0,alive,-0.08518336695832436
0,alive,-0.5984189652294031
0,alive,0.1839809165007493
0,alive,-0.1867437353808629
0,alive,-0.35609690110782843
0,alive,0.4629084024958735
0,alive,-0.4761064108552853
0,alive,0.6307230028538688
0,alive,0.25389938940725665
0,alive,-0.15376628460429834
0,alive,0.1845146070004344
0,alive,-0.10928772300811197
0,alive,-0.257832074637968
0,alive,0.2989189263644986
0,alive,0.316855862995564
0,alive,0.17800997323086137
0,alive,0.07259669340022666
0,alive,-0.25657666970508
0,alive,0.2973130737224042
0,alive,-0.5661022040275677
0,alive,-0.4372298792179587
0,alive,-0.18229809962362295
0,alive,-0.877034573950834
0,alive,-0.22513657654454539
0,alive,-0.4479683378959891
0,alive,-0.010211074387648589
0,alive,0.8472120761198899
0,alive,-0.5297246127480474
0,alive,0.6478814441727457
0,alive,-0.2867520785064416
0,alive,0.04364315334912353
0,alive,0.12300947975218271
0,alive,0.21160710058258628
0,alive,0.08804369676384874
0,alive,-0.01672106122118462
0,alive,-0.010677994877041524
0,alive,0.6323898298578048
0,alive,0.4742328478193463
0,alive,0.36131312507245034
0,alive,0.3314398447371405
0,alive,0.02238328157974838
0,alive,0.7634254049378218
0,alive,-0.21086485686096063
0,alive,-0.022679117842383474
0,alive,0.4931498115187575
0,alive,-0.4286833936089529
0,alive,0.32209226588992074
0,alive,-0.5740408670434551
0,alive,-0.5577604043882904
0,alive,-0.09893590364000186
0,alive,0.08980745432766465
0,alive,0.10374801628657492
0,alive,-0.3694212644718702
0,alive,0.38783677614577655
0,alive,-0.06098699077192508
0,alive,-0.28899926589657937
0,alive,0.6819106786013703
0,alive,-0.11238701381204402
0,alive,0.4864530463590806
0,alive,0.2921420685188993
0,alive,-0.031386617378249985
0,alive,-0.045322529611935905
0,alive,0.12177215624937095
0,alive,0.8129437729924052
0,alive,0.036413821878796826
0,alive,0.1055208518550792
0,alive,0.029972980616788904
0,alive,0.2367923535334082
0,alive,-0.28730302466844504
0,alive,0.263454559854961
0,alive,-0.1998777295349862
0,alive,-0.6830611816930688
0,alive,0.09371042303367563
0,alive,-0.21549778286105223
0,alive,0.2748956826369869
0,alive,-0.029418100050748644
0,alive,0.3964525420204233
0,alive,-0.273708769595864
0,alive,0.25849630718369865
0,alive,0.32886980041480524
0,alive,-0.08628012330438446
0,alive,0.3094358614326871
0,alive,-0.3094518119993869
0,alive,0.31384249949613224
0,alive,-0.047549797035668806
0,alive,-0.5756073352523541
0,alive,0.2195439458614569
0,alive,-0.14947418568617413
0,alive,0.08762955169819346
0,alive,0.17400278559240592
0,alive,0.3891919958404457
0,alive,-0.06584767838736542
0,alive,-0.11041551073617142
0,alive,-0.012894726661607885
0,alive,0.37051275075613976
0,alive,-0.5305086556848949
0,alive,0.18284900685732888
0,alive,0.07023137697415188
0,alive,-0.3240805297316753
0,alive,0.36599941962213256
0,alive,0.2649321768376419
0,alive,0.06605009604615439
0,alive,-0.02545708273095017
0,alive,0.48326322062741234
0,alive,0.6831682868842698
0,alive,-0.49668594346181977
0,alive,0.049566390467749355
0,alive,0.2778268962818272
0,alive,0.26280177595208964
0,alive,0.2983930689382112
0,alive,0.1302600814942166
0,alive,0.005910787002988601
0,alive,0.5456515923585796
0,alive,-0.36586678567745795
0,alive,0.324958259195593
0,alive,-0.018862418104920925
0,alive,-0.05222495896324052
0,alive,-0.11865896374449073
0,alive,0.0016604513364575774
0,alive,0.1817732145103912
0,alive,-0.48677653949728555
0,alive,0.2664075136684021
0,alive,-0.021126373643136073
0,alive,-0.07814622469134361
0,alive,0.3483806738796371
0,alive,-0.05694287515779519
0,alive,0.3149457948359782
0,alive,-0.07798508004670149
0,alive,0.13208207136759892
0,alive,0.49954285449088315
0,alive,0.624533079410923
0,alive,-0.19518105809233502
0,alive,0.8118508278246007
0,alive,-0.07758232481109764
0,alive,-0.39621327781427235
0,alive,0.5626465364176906
0,alive,-0.23116230362126486
0,alive,0.5870762582719284
0,alive,0.21970795482247737
0,alive,0.36169427637818696
0,alive,0.6126972260967335
0,alive,0.2838060868626688
0,alive,0.15945644215685045
0,alive,-0.33350751634468995
0,alive,0.5451065090198186
0,alive,-0.6731914157684772
0,alive,0.012256098476245265
0,alive,0.2539234413141313
0,alive,0.01882670118566
0,alive,0.3722689803298077
0,alive,0.2567693309331013
0,alive,-0.2690103821933938
0,alive,0.32148398335309253
0,alive,0.05291103068843735
0,alive,0.3716586587718972
0,alive,0.10704508982434019
0,alive,0.541297745520943
0,alive,0.0061830446447109855
0,alive,-0.8185319757172173
0,alive,0.5621271612202252
0,alive,-0.5530800361566982
0,alive,0.36685736014225234
0,alive,0.016909128352938
0,alive,0.3400019513029561
0,alive,-0.19475306551198035
0,alive,0.3528451043981011
0,alive,-0.32234282639103745
0,alive,0.038123725665860864
0,alive,-0.05643984705506502
0,alive,-0.22746070870118457
0,alive,0.5805360646527812
0,alive,-0.2087605664309889
0,alive,0.5753323105679292
0,alive,-0.1952704434365801
0,alive,0.11803945476382703
0,alive,0.31417909501535696
0,alive,0.3051700308504518
0,alive,-0.5319167057586568
0,alive,0.46504465907597486
0,alive,-0.18832607858498432
0,alive,-0.3709310593990481
0,alive,0.2190540688256925
0,alive,0.0659633607006844
0,dead,0.03589376727519011
0,dead,0.17530653045459574
0,dead,0.5756479352943171
0,dead,0.10419215578926178
0,dead,0.8797810598572905
0,dead,0.5564184679666743
0,dead,0.5316358389392453
0,dead,0.43724133801942316
0,dead,0.3696075698467484
0,dead,0.09715523736741032
0,dead,0.32568883695069656
0,dead,0.31918817193454463
0,dead,0.12920994553892418
0,dead,0.028481193322917705
0,dead,0.3693120785359877
0,dead,0.27919555842873095
0,dead,-0.11308558523443747
0,dead,0.290468120663479
0,dead,0.05216909383951545
0,dead,0.20635597737222025
0,dead,0.3962890968462584
0,dead,-0.275540371544881
0,dead,0.33188557359425686
0,dead,0.38682119675968196
0,dead,0.41517548605947124
0,dead,-0.039370525364429095
0,dead,0.43350821081018626
0,dead,-0.1619979516625088
0,dead,-0.020735403642363186
0,dead,0.29465606575043546
0,dead,0.14461581078618135
0,dead,0.19102883223097633
0,dead,0.19400422800903086
0,dead,0.46549116364348564
0,dead,0.29182419224784534
0,dead,0.1967658518734052
0,dead,0.44364977243785525
0,dead,-0.3916781623401109
0,dead,0.554061977269372
0,dead,0.32250938222574654
0,dead,0.23836159644368593
0,dead,0.6225865553023598
0,dead,0.1713821013599673
0,dead,0.3675097367317632
0,dead,0.24594927190902185
0,dead,0.28520475278425017
0,dead,0.2097070912401067
0,dead,0.0010023327459395316
0,dead,0.011828847744826239
0,dead,0.31553048661375593
0,dead,0.4889495277038061
0,dead,0.18619661429684808
0,dead,-0.02371976153337874
0,dead,-0.09224277952465029
0,dead,0.49941586128011445
0,dead,0.6140757094298708
0,dead,0.10072482525339699
0,dead,0.7326319173662614
0,dead,0.00998395808987167
0,dead,0.21789189849596527
0,dead,-0.11502914995115456
0,dead,0.13053040268969512
0,dead,0.17914720235061957
0,dead,0.44527172025364037
0,dead,0.24487144417870965
0,dead,0.8088435652529568
0,dead,0.5497919317452177
0,dead,0.5951409425127501
0,dead,0.4537133367123445
0,dead,0.469945088469054
0,dead,0.034529729057576224
0,dead,0.5456835966905137
0,dead,0.6050518046159927
0,dead,0.2073559739977897
0,dead,0.3588091132708501
0,dead,0.8581808907698438
0,dead,0.4036780173071964
0,dead,0.333279889679729
