seed,n_alive,n_dead,a3_signed_alive,a3_abs_alive,a3_effrank_w_alive,a3_effrank_a_alive,a3_signed_dead,a3_abs_dead,a3_effrank_w_dead,a3_effrank_a_dead,a3_signed_all,a3_abs_all,a3_effrank_w_all,a3_effrank_a_all
0,22,78,0.05595832452156157,0.27790394826227566,12.923351483535555,13.394840215766383,0.20362080662415846,0.2615019613487413,16.159410930528253,,0.1700403759482611,0.2595539236737948,15.959898365670364,13.394840215766393
1,3,97,-0.2743332481033407,0.2743332481033407,2.879725896044677,1.4482204391269033,0.16880433817754034,0.2651829846227342,15.194580841678405,,0.1621703618980356,0.26482741678720684,15.240958180409637,1.4482204391269036
2,6,94,0.11810435797664592,0.32669228789510085,5.125861110305029,2.95217166877666,0.1589841327606246,0.24881369856345073,16.161747036393873,,0.1506569379514635,0.25068567837524286,16.05766450664141,2.9521716687766633
3,6,94,0.004398313990419078,0.3231797268900784,5.1822415564112925,3.6225656098946084,0.17874127469969422,0.2611360835886876,16.06110129484058,,0.16927024408679567,0.2613691278798619,16.048691119251952,3.62256560989461
4,5,95,0.051111705093956294,0.32284571385359023,4.603450084415867,2.8087628458935754,0.16133884211216384,0.2513216627157616,15.927383341787987,,0.1529829627203018,0.2539405915244141,15.79312310210765,2.808762845893578
5,9,91,0.06946418934947261,0.3044353508307139,7.254548150100321,5.783465429564339,0.13921873471536528,0.23845593359719552,17.116462139859884,,0.1267365902416003,0.24282449367906236,16.92876990286692,5.783465429564351
6,27,73,0.17235078101968046,0.3119188611019157,13.557511346694278,12.927446541674854,0.19598714630795466,0.2740766509266702,15.928777306270668,,0.1685862927524499,0.2735129665977931,15.948770149081003,12.927446541674867
7,9,91,-0.010997997404362242,0.3325770181563175,7.14475579598274,5.247611855769044,0.1737906445234681,0.2539322082381485,16.331365774969,,0.15476732324914763,0.2571755857066061,16.26106245270991,5.247611855769051
8,31,69,0.1378980345426602,0.28637618559670674,14.660027541160382,16.62992439262722,0.22500544099734673,0.2705031724830034,16.296893066830396,,0.1849935852169142,0.2669819788652095,16.380127363900268,16.629924392627228
9,2,98,0.01089008153207949,0.01089008153207949,1.9906813326044803,1.2738948459909272,0.19286318430567448,0.2688126279242764,16.32133685772657,,0.1866622524314391,0.2678944283222279,16.289072277849765,1.2738948459909272
