arm,cell,freeze_steps,seed,task,open_frac,n_img,n_unit,npos,apos,a1_rms,mu2,zbar2_med,p_pos2,w2_row_med,cos2_med,dcos,dcos_pos,drms,dcos_grad
LE_ref,LE,0,0,0,1,1200,100,46,0.2088992568,0.1901983437,1.679303167,0.0001640600152,0.5131333333,0.5771517015,0.003017402122,nan,nan,nan,nan
LE_ref,LE,0,0,1,0.9622833333,1200,100,5,3.847556676,3.798034281,24.27636869,-5.214929129,0.2146833333,1.537666536,-0.1359526841,0.07956865974,0.01154338202,0.1161217604,0.1115412862
LE_ref,LE,0,0,2,0.4062416667,1200,100,5,10.71846499,6.562875895,37.93946355,-22.64690936,0.094075,2.431348102,-0.2563640563,0.0611889354,0.08381330521,0.1546191608,0.04169590812
LE_ref,LE,0,0,3,0.003166666667,148,61,14,53.5470549,36.71297062,346.7932192,-178.4041193,0.001716666667,2.572870112,-0.2102095508,0.2122870349,0.1909276337,0.1428111,0.2794795835
LE_ref,LE,0,0,4,0.0002666666667,12,20,19,82.69437773,64.71780902,620.6583207,-348.7251495,0.00015,2.57159733,-0.226402837,0.674831006,0.5334780413,0.1181504345,0.2162957771
LE_ref,LE,0,0,5,0,0,0,17,115.7235969,83.39092212,802.8895174,-457.4670628,0,2.575835823,-0.2305391017,0.8362650736,0.7461908558,0.06313857688,0.2429017445
LE_ref,LE,0,0,6,3.333333333e-05,1,4,20,115.8442674,89.21348598,859.0946569,-464.3120428,8.333333333e-06,2.576421486,-0.2148026858,0.5866830911,0.6090445012,0.03583797288,0.2230787357
LE_ref,LE,0,0,7,0,0,0,17,142.0017255,91.74590228,883.9238297,-490.3284563,0,2.576421486,-0.2178301804,0.7760013814,0.696602759,0.01867327574,0.4831852079
LE_ref,LE,0,0,8,0,0,0,17,142.0024414,91.74610896,883.9259091,-490.3286441,0,2.576421486,-0.2178295913,0.09827655289,0.1934351191,2.165538886e-06,0.7843951024
LE_ref,LE,0,0,9,3.333333333e-05,1,4,19,121.3138596,88.85503493,855.6790774,-488.968383,1.666666667e-05,2.572738262,-0.2275467927,0.9837614523,0.6518317716,0.02393903878,-0.2055649362
LE_ref,LE,0,0,10,5e-05,1,6,19,139.3266911,95.02138517,914.4984077,-522.0610156,1.666666667e-05,2.576421486,-0.2254192015,0.785691489,0.5793786201,0.04304142241,-0.05998843363
LE_ref,LE,0,0,11,3.333333333e-05,1,4,22,126.6637626,98.80837046,951.1210068,-558.8613621,2.5e-05,2.572738262,-0.2252971133,0.6789309544,0.4246668933,0.03664996583,0.1524048328
LE_ref,LE,0,0,12,3.333333333e-05,1,4,22,126.6434434,98.79951494,951.0346555,-562.7461031,2.5e-05,2.572738262,-0.225288371,0.4875050302,-0.6309370751,2.353907892e-05,0.1900449917
LE_ref,LE,0,0,13,4.166666667e-05,1,5,22,136.5824932,102.6116378,988.4044511,-598.5438125,2.5e-05,2.572738262,-0.2315581624,0.9296560354,0.853652191,0.04531187606,0.06995213803
LE_ref,LE,0,0,14,4.166666667e-05,1,5,22,136.617707,102.6221403,988.5082077,-598.4086882,1.666666667e-05,2.572738262,-0.2315612378,0.4323446142,0.3440917281,6.066147421e-05,0.04150606079
LE_ref,LE,0,0,15,2.5e-05,1,3,20,143.7792013,103.9212054,1001.079526,-621.3868784,1.666666667e-05,2.572738262,-0.2389442456,0.9865396375,0.9623371836,0.03726774808,0.2663244367
LE_ref,LE,0,0,16,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0.968104351,0.9700035256,0.05010369757,0.184270238
LE_ref,LE,0,0,17,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,1.957533416e-13,0.004133595716
LE_ref,LE,0,0,18,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,1.510447965e-12,0.006518656917
LE_ref,LE,0,0,19,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,4.314398036e-12,0.008009006074
LE_ref,LE,0,0,20,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,1.713968952e-12,0.004286725655
LE_ref,LE,0,0,21,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,2.391470854e-12,0.006030867826
LE_ref,LE,0,0,22,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,2.555789462e-12,0.004083488081
LE_ref,LE,0,0,23,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,6.571903923e-12,0.02171944871
LE_ref,LE,0,0,24,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,4.451399206e-12,0.007805575909
LE_ref,LE,0,0,25,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,4.442133082e-12,0.008029592145
LE_ref,LE,0,0,26,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,5.907341373e-14,0.01471456971
LE_ref,LE,0,0,27,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,8.598053321e-12,0.02260435231
LE_ref,LE,0,0,28,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,6.555188659e-12,0.02040914773
LE_ref,LE,0,0,29,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,4.881761273e-14,0.01215053832
LE_ref,LE,0,0,30,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,2.592177217e-12,0.005971761197
LE_ref,LE,0,0,31,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,2.50272683e-12,0.004087234884
LE_ref,LE,0,0,32,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,4.669595626e-12,0.01125653565
LE_ref,LE,0,0,33,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,1.639797837e-12,0.005742159418
LE_ref,LE,0,0,34,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,6.745005931e-12,0.0208120075
LE_ref,LE,0,0,35,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,1.849389007e-12,0.004277901065
LE_ref,LE,0,0,36,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,4.513714382e-12,0.01455732755
LE_ref,LE,0,0,37,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,1.570817532e-12,0.006703264369
LE_ref,LE,0,0,38,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,7.016047355e-14,0.01342739793
LE_ref,LE,0,0,39,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,2.541162196e-12,0.006412648406
LE_ref,LE,0,0,40,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,4.548493356e-12,0.01278441152
LE_ref,LE,0,0,41,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,6.1945038e-14,0.0114482585
LE_ref,LE,0,0,42,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,4.456390621e-12,0.008296616691
LE_ref,LE,0,0,43,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,5.291993313e-14,0.0124770153
LE_ref,LE,0,0,44,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,6.340150349e-12,0.02031569438
LE_ref,LE,0,0,45,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,1.932197262e-13,0.00717294826
LE_ref,LE,0,0,46,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,2.469412404e-12,0.004105776022
LE_ref,LE,0,0,47,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,3.113063883e-13,0.004286420047
LE_ref,LE,0,0,48,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,1.759081109e-12,0.004280537446
LE_ref,LE,0,0,49,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,1.792322608e-12,0.004264920965
LE_ref,LE,0,0,50,0,0,0,20,187.4792116,120.4465868,1161.478244,-706.412613,0,2.576421485,-0.2367001543,0,0,2.544161677e-12,0.004121879072
LE_ref,LE,0,1,0,1,1200,100,53,0.2548215225,0.2427107718,2.196044389,-0.001914780677,0.4801333333,0.574613114,-0.03136665102,nan,nan,nan,nan
LE_ref,LE,0,1,1,0.988175,1200,100,8,3.348256051,3.710577873,16.61544466,-0.5327617149,0.4573666667,1.585871331,-0.01903897158,0.04738734511,0.007699685343,0.1212347823,0.07222864176
LE_ref,LE,0,1,2,0.3018916667,1200,100,10,11.89807645,7.840790586,49.82811306,-31.00786982,0.08280833333,2.456988827,-0.2616194094,0.0578973218,0.04528253339,0.1601548131,0.06286116139
LE_ref,LE,0,1,3,0.002508333333,159,40,15,60.70124843,39.17112464,370.1292158,-213.8015419,0.001508333333,2.531367128,-0.2258176102,0.3098615063,0.2580159124,0.1415594688,0.256555416
LE_ref,LE,0,1,4,0.0001083333333,8,7,12,162.7261472,78.14818204,750.6613536,-421.5248881,8.333333333e-05,2.555062848,-0.2286811643,0.6449774756,0.7400140462,0.1053259752,0.3201122221
LE_ref,LE,0,1,5,0,0,0,13,172.4592604,89.70183275,863.6407713,-511.6104199,0,2.555062848,-0.2342314399,0.8958462379,0.5504163795,0.04773659442,0.2611746503
LE_ref,LE,0,1,6,0,0,0,14,182.9062524,97.47743958,938.6647358,-563.6739062,0,2.555062848,-0.2362761637,0.9837532028,0.9824375792,0.03681109997,-0.1763229702
LE_ref,LE,0,1,7,8.333333333e-06,1,1,14,209.8953724,106.4580379,1025.083387,-570.7222894,8.333333333e-06,2.555062848,-0.2271081654,0.9144015471,0.8601665288,0.04781646765,-0.09390986025
LE_ref,LE,0,1,8,0,0,0,17,186.0663675,111.3967836,1072.714938,-587.0330701,0,2.555062848,-0.2286124525,0.8920652071,0.8898365658,0.01989968618,0.3429560892
LE_ref,LE,0,1,9,0,0,0,17,186.0663677,111.3967835,1072.714938,-587.0330693,0,2.555062848,-0.2286124522,0.01674371464,0,8.572637985e-09,0.1078352288
LE_ref,LE,0,1,10,0,0,0,17,186.0663659,111.396784,1072.714943,-587.0330752,0,2.555062848,-0.2286124545,0.02184404196,0.02214567375,4.517348049e-08,0.199294493
LE_ref,LE,0,1,11,0,0,0,17,186.0663663,111.3967839,1072.714941,-587.0330734,0,2.555062848,-0.2286124538,0.01755281461,-0.01672867308,1.770773205e-08,0.1364637527
LE_ref,LE,0,1,12,0,0,0,17,186.0663662,111.3967839,1072.714942,-587.0330742,0,2.555062848,-0.2286124541,0.01675829981,0,8.90943093e-09,0.1073022325
LE_ref,LE,0,1,13,0,0,0,17,186.0663658,111.3967841,1072.714944,-587.033076,0,2.555062848,-0.2286124547,0.01743589959,0.01672867308,1.715932273e-08,0.1343443435
LE_ref,LE,0,1,14,0,0,0,17,186.0663659,111.396784,1072.714943,-587.0330751,0,2.555062848,-0.2286124544,0.0167557951,0,9.850963468e-09,0.1107241126
LE_ref,LE,0,1,15,0,0,0,17,186.0663663,111.3967839,1072.714941,-587.0330733,0,2.555062848,-0.2286124538,0.01772283348,-0.01672867308,1.679801804e-08,0.1340978615
LE_ref,LE,0,1,16,0,0,0,17,186.0663659,111.396784,1072.714943,-587.0330753,0,2.555062848,-0.2286124545,0.01780500721,0.01672867308,1.876247885e-08,0.1396259536
LE_ref,LE,0,1,17,0,0,0,17,186.0663657,111.3967841,1072.714944,-587.0330761,0,2.555062848,-0.2286124548,0,0,8.874379285e-09,0.1065827133
LE_ref,LE,0,1,18,0,0,0,17,186.0663657,111.3967841,1072.714944,-587.0330763,0,2.555062848,-0.2286124548,0,0,2.497685723e-09,0.06943262859
LE_ref,LE,0,1,19,0,0,0,17,186.0663657,111.3967841,1072.714944,-587.0330766,0,2.555062848,-0.2286124549,0,0,4.103713959e-09,0.08129831445
LE_ref,LE,0,1,20,0,0,0,17,186.0663657,111.3967841,1072.714944,-587.0330765,0,2.555062848,-0.2286124549,0,0,1.784647616e-09,0.0636565625
LE_ref,LE,0,1,21,0,0,0,17,186.0663657,111.3967841,1072.714944,-587.0330762,0,2.555062848,-0.2286124548,0,0,4.033973767e-09,0.08128620276
LE_ref,LE,0,1,22,0,0,0,17,186.0663657,111.3967841,1072.714944,-587.0330759,0,2.555062848,-0.2286124547,0,0,3.013705979e-09,0.0738716614
LE_ref,LE,0,1,23,0,0,0,17,186.0663657,111.3967841,1072.714944,-587.0330759,0,2.555062848,-0.2286124547,0,0,1.051542018e-09,0.05710634443
LE_ref,LE,0,1,24,0,0,0,17,186.0663657,111.3967841,1072.714944,-587.0330764,0,2.555062848,-0.2286124549,0,0,6.664746235e-09,0.09604062215
LE_ref,LE,0,1,25,0,0,0,17,186.0663657,111.3967841,1072.714944,-587.0330766,0,2.555062848,-0.228612455,0,0,2.193294077e-09,0.06710726183
LE_ref,LE,0,1,26,0,0,0,17,186.0663656,111.3967841,1072.714944,-587.0330767,0,2.555062848,-0.228612455,0,0,1.821047101e-09,0.06407508444
LE_ref,LE,0,1,27,0,0,0,17,186.0663656,111.3967842,1072.714944,-587.033077,0,2.555062848,-0.228612455,0,0,3.309424627e-09,0.07569351171
LE_ref,LE,0,1,28,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.033077,0,2.555062848,-0.228612455,0,0,1.035399346e-09,0.05565063729
LE_ref,LE,0,1,29,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.0330773,0,2.555062848,-0.2286124551,0,0,3.604359743e-09,0.0779174241
LE_ref,LE,0,1,30,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.0330775,0,2.555062848,-0.2286124552,0,0,2.732361111e-09,0.0707737049
LE_ref,LE,0,1,31,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.0330774,0,2.555062848,-0.2286124551,0,0,1.723900506e-09,0.06287830028
LE_ref,LE,0,1,32,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.0330775,0,2.555062848,-0.2286124552,0,0,1.649032063e-09,0.06223741861
LE_ref,LE,0,1,33,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.0330776,0,2.555062848,-0.2286124552,0,0,1.321603578e-09,0.05957431844
LE_ref,LE,0,1,34,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.0330775,0,2.555062848,-0.2286124552,0,0,1.155908382e-09,0.05740134041
LE_ref,LE,0,1,35,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.0330774,0,2.555062848,-0.2286124551,0,0,1.352055934e-09,0.05975003988
LE_ref,LE,0,1,36,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.0330775,0,2.555062848,-0.2286124552,0,0,5.728054592e-10,0.04241967985
LE_ref,LE,0,1,37,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.0330776,0,2.555062848,-0.2286124552,0,0,1.460442206e-09,0.06052559741
LE_ref,LE,0,1,38,0,0,0,17,186.0663656,111.3967842,1072.714945,-587.0330776,0,2.555062848,-0.2286124552,0,0,7.975996755e-11,0.02624840947
