arm,quantity,window,mean,n_censored,diff_mean,diff_lo95,diff_hi95,diff_pos_seeds
cap1,level_s2_sd,51-100,33.21533420191069,,,,,
cap1,level_s2_sd,2-10,14.569745388845073,,,,,
cap1,level_s2_sd,11-50,26.176650870694694,,,,,
cap1,level_memo_acc,51-100,0.10774333338439461,,,,,
cap1,level_memo_acc,2-10,0.9891944454775915,,,,,
cap1,level_memo_acc,11-50,0.287175000552088,,,,,
cap1,level_online_acc,51-100,0.10086172916666662,,,,,
cap1,level_online_acc,2-10,0.7817686342592592,,,,,
cap1,level_online_acc,11-50,0.1965726041666666,,,,,
cap1,absorb_l1_frac_absorbed,1-100,0.015,,,,,
cap1,absorb_l1_median_absorb_task,1-100,75.66666666666667,,,,,
cap1,absorb_l1_frac_neg_at_end,1-100,0.015,,,,,
cap1,absorb_l1_frac_ever_neg,1-100,0.097,,,,,
cap1,absorb_l2_frac_absorbed,1-100,1.0,,,,,
cap1,absorb_l2_median_absorb_task,1-100,29.45,,,,,
cap1,absorb_l2_frac_neg_at_end,1-100,0.9970000000000001,,,,,
cap1,absorb_l2_frac_ever_neg,1-100,1.0,,,,,
cap1,t_half_median_observed,2-100,14.5,0.0,,,,
cap1,seeds_at_floor,51-100,10.0,,,,,
cap2,delta_E1,51-100,-0.6867818125,,0.009690416666666656,0.0044844172616707685,0.014896416071662543,10.0
cap2,delta_E1,2-10,-0.10575682870370369,,0.19213703703703705,0.18022548982463882,0.20404858424943528,10.0
cap2,delta_E1,11-50,-0.6206382031250001,,0.07087125000000004,0.06329263971063334,0.07844986028936674,10.0
cap2,delta_E2,51-100,-0.7752725797678292,,0.0009588902190715177,0.00038960374275030275,0.0015281766953927326,10.0
cap2,delta_E2,2-10,-0.4453336018852392,,0.1315311862399236,0.11925357464780949,0.14380879783203773,10.0
cap2,delta_E2,11-50,-0.7644087268801616,,0.011461594586407175,0.010135654160154266,0.012787535012660084,10.0
cap2,level_g2_exp,51-100,0.0009603680547995239,,,,,
cap2,level_g2_exp,2-10,0.3308993465567811,,,,,
cap2,level_g2_exp,11-50,0.01182422160495388,,,,,
cap2,level_dtrain0_l2,51-100,0.9905669166666667,,,,,
cap2,level_dtrain0_l2,2-10,0.09577175925925926,,,,,
cap2,level_dtrain0_l2,11-50,0.8702852083333333,,,,,
cap2,level_dtrain_l1,51-100,0.37335026901803914,,,,,
cap2,level_dtrain_l1,2-10,0.4714841540611839,,,,,
cap2,level_dtrain_l1,11-50,0.4846810356245103,,,,,
cap2,level_g1,51-100,0.3733502701706315,,,,,
cap2,level_g1,2-10,0.47148415417174416,,,,,
cap2,level_g1,11-50,0.4846810364793538,,,,,
cap2,level_pplus_l2,51-100,0.0008347166666666666,,,,,
cap2,level_pplus_l2,2-10,0.23874259259259262,,,,,
cap2,level_pplus_l2,11-50,0.0093454375,,,,,
cap2,level_zbar_l2,51-100,-143.26677073342975,,,,,
cap2,level_zbar_l2,2-10,-5.485553051027306,,,,,
cap2,level_zbar_l2,11-50,-56.93310819060609,,,,,
cap2,level_d_l2,51-100,-2.8484760121402983,,,,,
cap2,level_d_l2,2-10,-0.8572594062931517,,,,,
cap2,level_d_l2,11-50,-2.35335193035752,,,,,
cap2,level_sigma_l2,51-100,49.755575891437125,,,,,
cap2,level_sigma_l2,2-10,4.601460931929108,,,,,
cap2,level_sigma_l2,11-50,23.022352432137694,,,,,
cap2,level_d_l1,51-100,-0.3059790831836792,,,,,
cap2,level_d_l1,2-10,-0.34861819744270695,,,,,
cap2,level_d_l1,11-50,-0.04405394069556006,,,,,
cap2,level_sigma_l1,51-100,14.333642066675043,,,,,
cap2,level_sigma_l1,2-10,4.217111921964745,,,,,
cap2,level_sigma_l1,11-50,10.193241351334454,,,,,
cap2,level_v_norm_l1,51-100,24.93055747411787,,,,,
cap2,level_v_norm_l1,2-10,8.615779792837172,,,,,
cap2,level_v_norm_l1,11-50,19.12904205851297,,,,,
cap2,level_q_l1,51-100,0.042122368012355936,,,,,
cap2,level_q_l1,2-10,-0.22341221051714094,,,,,
cap2,level_q_l1,11-50,-0.1432287860782661,,,,,
cap2,level_b2,51-100,-0.3144649536905421,,,,,
cap2,level_b2,2-10,-0.03897621033490678,,,,,
cap2,level_b2,11-50,-0.23060278213030316,,,,,
cap2,level_row_norm_l2,51-100,1.5575192591025964,,,,,
cap2,level_row_norm_l2,2-10,1.6124049543529189,,,,,
cap2,level_row_norm_l2,11-50,1.5845588577666652,,,,,
cap2,level_frac_q_pos,51-100,0.25786,,,,,
cap2,level_frac_always_on,51-100,0.11472000000000002,,,,,
cap2,level_mu2sq_share_q_pos,51-100,0.9981008850426841,,,,,
cap2,level_mu2sq_share_always_on,51-100,0.9552015316960787,,,,,
cap2,level_frac_q_pos,2-10,0.25422222222222224,,,,,
cap2,level_frac_always_on,2-10,0.0008888888888888889,,,,,
cap2,level_mu2sq_share_q_pos,2-10,0.7494696710265284,,,,,
cap2,level_mu2sq_share_always_on,2-10,0.024919583005336282,,,,,
cap2,level_frac_q_pos,11-50,0.36397500000000005,,,,,
cap2,level_frac_always_on,11-50,0.051949999999999996,,,,,
cap2,level_mu2sq_share_q_pos,11-50,0.985802924165648,,,,,
cap2,level_mu2sq_share_always_on,11-50,0.5092709952587391,,,,,
cap2,level_q2mu2,51-100,-142.9523057022406,,,,,
cap2,level_q2mu2,2-10,-5.446576839499053,,,,,
cap2,level_q2mu2,11-50,-56.702505379523004,,,,,
cap2,level_mu2_norm,51-100,280.32352537921236,,,,,
cap2,level_mu2_norm,2-10,18.614729445214916,,,,,
cap2,level_mu2_norm,11-50,111.18115908178349,,,,,
cap2,level_mu2_proj_sd,51-100,95.5383259674131,,,,,
cap2,level_mu2_proj_sd,2-10,6.388372533265979,,,,,
cap2,level_mu2_proj_sd,11-50,41.78878223539664,,,,,
cap2,level_s2_mean,51-100,1075.5332465276458,,,,,
cap2,level_s2_mean,2-10,94.86775085022848,,,,,
cap2,level_s2_mean,11-50,556.489733824279,,,,,
cap2,level_s2_sd,51-100,346.2127336641209,,,,,
cap2,level_s2_sd,2-10,36.79682365836213,,,,,
cap2,level_s2_sd,11-50,183.17189194490055,,,,,
cap2,level_memo_acc,51-100,0.12888166652619834,,,,,
cap2,level_memo_acc,2-10,0.9846851865450542,,,,,
cap2,level_memo_acc,11-50,0.30968958310782907,,,,,
cap2,level_online_acc,51-100,0.10981714583333328,,,,,
cap2,level_online_acc,2-10,0.6908421296296297,,,,,
cap2,level_online_acc,11-50,0.17596075520833332,,,,,
cap2,absorb_l1_frac_absorbed,1-100,0.0,,,,,
cap2,absorb_l1_median_absorb_task,1-100,,,,,,
cap2,absorb_l1_frac_neg_at_end,1-100,0.0,,,,,
cap2,absorb_l1_frac_ever_neg,1-100,0.008,,,,,
cap2,absorb_l2_frac_absorbed,1-100,0.993,,,,,
cap2,absorb_l2_median_absorb_task,1-100,37.75,,,,,
cap2,absorb_l2_frac_neg_at_end,1-100,0.9470000000000001,,,,,
cap2,absorb_l2_frac_ever_neg,1-100,1.0,,,,,
cap2,t_half_median_observed,2-100,11.0,0.0,,,,
cap2,seeds_at_floor,51-100,9.0,,,,,
cap12,delta_E1,51-100,0.038247729166666654,,0.7347199583333333,0.7290083799030228,0.7404315367636437,10.0
cap12,delta_E1,2-10,0.06519120370370368,,0.3630850694444444,0.33167203453485394,0.3944981043540349,10.0
cap12,delta_E1,11-50,0.050203802083333374,,0.7417132552083333,0.736750808150985,0.7466757022656816,10.0
cap12,delta_E2,51-100,-0.5658577555192291,,0.21037371446767153,0.2019665886591719,0.21878084027617117,10.0
cap12,delta_E2,2-10,-0.35646686006901984,,0.22039792805614294,0.19995864828408816,0.24083720782819773,10.0
cap12,delta_E2,11-50,-0.52956376627551,,0.24630655519105868,0.2393464262356963,0.25326668414642106,10.0
cap12,level_g2_exp,51-100,0.21037519222831014,,,,,
cap12,level_g2_exp,2-10,0.4197660876662625,,,,,
cap12,level_g2_exp,11-50,0.24666918147204106,,,,,
cap12,level_dtrain0_l2,51-100,4.711666666666666e-05,,,,,
cap12,level_dtrain0_l2,2-10,3.324074074074074e-05,,,,,
cap12,level_dtrain0_l2,11-50,5.452083333333333e-05,,,,,
cap12,level_dtrain_l1,51-100,0.7823821969104449,,,,,
cap12,level_dtrain_l1,2-10,0.7212192221780066,,,,,
cap12,level_dtrain_l1,11-50,0.7768412060115039,,,,,
cap12,level_g1,51-100,0.78238219690962,,,,,
cap12,level_g1,2-10,0.7212192221740967,,,,,
cap12,level_g1,11-50,0.7768412060117998,,,,,
cap12,level_pplus_l2,51-100,0.09568646666666666,,,,,
cap12,level_pplus_l2,2-10,0.2612425,,,,,
cap12,level_pplus_l2,11-50,0.12342547916666669,,,,,
cap12,level_zbar_l2,51-100,-3.1520252244370113,,,,,
cap12,level_zbar_l2,2-10,-1.6069134620598802,,,,,
cap12,level_zbar_l2,11-50,-2.878350665195175,,,,,
cap12,level_d_l2,51-100,-1.2999392178976767,,,,,
cap12,level_d_l2,2-10,-0.6606614922942452,,,,,
cap12,level_d_l2,11-50,-1.161571398232209,,,,,
cap12,level_sigma_l2,51-100,2.4230790892800593,,,,,
cap12,level_sigma_l2,2-10,2.3212486447187812,,,,,
cap12,level_sigma_l2,11-50,2.4689882480871725,,,,,
cap12,level_d_l1,51-100,0.2046266648494318,,,,,
cap12,level_d_l1,2-10,0.01111612119034525,,,,,
cap12,level_d_l1,11-50,0.21071805660714937,,,,,
cap12,level_sigma_l1,51-100,1.3202054388535265,,,,,
cap12,level_sigma_l1,2-10,1.441911719659108,,,,,
cap12,level_sigma_l1,11-50,1.370842419875974,,,,,
cap12,level_v_norm_l1,51-100,3.407627709583943,,,,,
cap12,level_v_norm_l1,2-10,3.4076512812421895,,,,,
cap12,level_v_norm_l1,11-50,3.4076530028587926,,,,,
cap12,level_q_l1,51-100,-0.041505608244888303,,,,,
cap12,level_q_l1,2-10,-0.0008849549485432998,,,,,
cap12,level_q_l1,11-50,-0.016714823806616333,,,,,
cap12,level_b2,51-100,-1.1075097132170202,,,,,
cap12,level_b2,2-10,-0.25614603284085025,,,,,
cap12,level_b2,11-50,-0.66844470542669,,,,,
cap12,level_row_norm_l2,51-100,1.6125092793939575,,,,,
cap12,level_row_norm_l2,2-10,1.612873969875741,,,,,
cap12,level_row_norm_l2,11-50,1.6128589852270516,,,,,
cap12,level_frac_q_pos,51-100,0.23529999999999998,,,,,
cap12,level_frac_always_on,51-100,0.0,,,,,
cap12,level_mu2sq_share_q_pos,51-100,0.30379476953339785,,,,,
cap12,level_mu2sq_share_always_on,51-100,0.0,,,,,
cap12,level_frac_q_pos,2-10,0.5234444444444445,,,,,
cap12,level_frac_always_on,2-10,0.0,,,,,
cap12,level_mu2sq_share_q_pos,2-10,0.657599946069601,,,,,
cap12,level_mu2sq_share_always_on,2-10,0.0,,,,,
cap12,level_frac_q_pos,11-50,0.37124999999999997,,,,,
cap12,level_frac_always_on,11-50,0.0,,,,,
cap12,level_mu2sq_share_q_pos,11-50,0.3190308534443019,,,,,
cap12,level_mu2sq_share_always_on,11-50,0.0,,,,,
cap12,level_q2mu2,51-100,-2.0445155113077,,,,,
cap12,level_q2mu2,2-10,-1.3507674295046814,,,,,
cap12,level_q2mu2,11-50,-2.2099059598068416,,,,,
cap12,level_mu2_norm,51-100,4.9651628776100125,,,,,
cap12,level_mu2_norm,2-10,4.249845146065837,,,,,
cap12,level_mu2_norm,11-50,5.494580589634674,,,,,
cap12,level_mu2_proj_sd,51-100,1.957556823315695,,,,,
cap12,level_mu2_proj_sd,2-10,2.0543816022537738,,,,,
cap12,level_mu2_proj_sd,11-50,2.0685318688633894,,,,,
cap12,level_s2_mean,51-100,44.799317682657126,,,,,
cap12,level_s2_mean,2-10,30.56358667720385,,,,,
cap12,level_s2_mean,11-50,47.2208585770633,,,,,
cap12,level_s2_sd,51-100,17.47397885332974,,,,,
cap12,level_s2_sd,2-10,13.990089626415037,,,,,
cap12,level_s2_sd,11-50,17.34140191066023,,,,,
cap12,level_memo_acc,51-100,0.9943833335638047,,,,,
cap12,level_memo_acc,2-10,0.9934444453981188,,,,,
cap12,level_memo_acc,11-50,0.9956520834565163,,,,,
cap12,level_online_acc,51-100,0.8348466875,,,,,
cap12,level_online_acc,2-10,0.861790162037037,,,,,
cap12,level_online_acc,11-50,0.8468027604166666,,,,,
cap12,absorb_l1_frac_absorbed,1-100,0.0,,,,,
cap12,absorb_l1_median_absorb_task,1-100,,,,,,
cap12,absorb_l1_frac_neg_at_end,1-100,0.0,,,,,
cap12,absorb_l1_frac_ever_neg,1-100,0.0,,,,,
cap12,absorb_l2_frac_absorbed,1-100,0.0,,,,,
cap12,absorb_l2_median_absorb_task,1-100,,,,,,
cap12,absorb_l2_frac_neg_at_end,1-100,0.0,,,,,
cap12,absorb_l2_frac_ever_neg,1-100,0.068,,,,,
cap12,t_half_median_observed,2-100,,10.0,,,,
cap12,seeds_at_floor,51-100,0.0,,,,,
cap12_bfix,delta_E1,51-100,0.05110902083333337,,0.7475812500000001,0.7432767105018875,0.7518857894981127,10.0
cap12_bfix,delta_E1,2-10,0.06394722222222224,,0.36184108796296294,0.3291142768439691,0.3945678990819568,10.0
cap12_bfix,delta_E1,11-50,0.057232265625,,0.7487417187500001,0.7437230456512607,0.7537603918487394,10.0
cap12_bfix,delta_E2,51-100,-0.3234180411032169,,0.45281342888368376,0.44375624425670435,0.46187061351066316,10.0
cap12_bfix,delta_E2,2-10,-0.25264045161945947,,0.32422433650570337,0.3065795914250999,0.34186908158630686,10.0
cap12_bfix,delta_E2,11-50,-0.3052126391664035,,0.47065768230016536,0.4658566813340268,0.4754586832663039,10.0
cap12_bfix,level_g2_exp,51-100,0.4528149066476016,,,,,
cap12_bfix,level_g2_exp,2-10,0.5235924961237765,,,,,
cap12_bfix,level_g2_exp,11-50,0.47102030858096555,,,,,
cap12_bfix,level_dtrain0_l2,51-100,0.0001518,,,,,
cap12_bfix,level_dtrain0_l2,2-10,5.351851851851852e-05,,,,,
cap12_bfix,level_dtrain0_l2,11-50,0.00015783333333333334,,,,,
cap12_bfix,level_dtrain_l1,51-100,0.7365205869051774,,,,,
cap12_bfix,level_dtrain_l1,2-10,0.7100498848902461,,,,,
cap12_bfix,level_dtrain_l1,11-50,0.7302342005929524,,,,,
cap12_bfix,level_g1,51-100,0.736520586902676,,,,,
cap12_bfix,level_g1,2-10,0.7100498848808685,,,,,
cap12_bfix,level_g1,11-50,0.7302342005868843,,,,,
cap12_bfix,level_pplus_l2,51-100,0.31732131666666663,,,,,
cap12_bfix,level_pplus_l2,2-10,0.37188194444444445,,,,,
cap12_bfix,level_pplus_l2,11-50,0.3350047083333333,,,,,
cap12_bfix,level_zbar_l2,51-100,-1.634203724778417,,,,,
cap12_bfix,level_zbar_l2,2-10,-1.0452591238774347,,,,,
cap12_bfix,level_zbar_l2,11-50,-1.512574324853466,,,,,
cap12_bfix,level_d_l2,51-100,-0.5703719949358128,,,,,
cap12_bfix,level_d_l2,2-10,-0.3934914871267378,,,,,
cap12_bfix,level_d_l2,11-50,-0.5235009456972586,,,,,
cap12_bfix,level_sigma_l2,51-100,2.7523977202709324,,,,,
cap12_bfix,level_sigma_l2,2-10,2.4777813140747655,,,,,
cap12_bfix,level_sigma_l2,11-50,2.76260952452879,,,,,
cap12_bfix,level_d_l1,51-100,0.038609811719271844,,,,,
cap12_bfix,level_d_l1,2-10,-0.03662424505813119,,,,,
cap12_bfix,level_d_l1,11-50,0.026640539515350413,,,,,
cap12_bfix,level_sigma_l1,51-100,1.3473774105825371,,,,,
cap12_bfix,level_sigma_l1,2-10,1.425184901021298,,,,,
cap12_bfix,level_sigma_l1,11-50,1.3742490503783955,,,,,
cap12_bfix,level_v_norm_l1,51-100,3.4076193946446134,,,,,
cap12_bfix,level_v_norm_l1,2-10,3.407634255534179,,,,,
cap12_bfix,level_v_norm_l1,11-50,3.407617215391963,,,,,
cap12_bfix,level_q_l1,51-100,0.009769653227553809,,,,,
cap12_bfix,level_q_l1,2-10,-0.009373006856469456,,,,,
cap12_bfix,level_q_l1,11-50,0.0074335348220221946,,,,,
cap12_bfix,level_b2,51-100,0.03628518345295743,,,,,
cap12_bfix,level_b2,2-10,0.03628518345295743,,,,,
cap12_bfix,level_b2,11-50,0.03628518345295743,,,,,
cap12_bfix,level_row_norm_l2,51-100,1.610774619140717,,,,,
cap12_bfix,level_row_norm_l2,2-10,1.612163206146231,,,,,
cap12_bfix,level_row_norm_l2,11-50,1.611341711355135,,,,,
cap12_bfix,level_frac_q_pos,51-100,0.6604600000000002,,,,,
cap12_bfix,level_frac_always_on,51-100,0.0,,,,,
cap12_bfix,level_mu2sq_share_q_pos,51-100,0.9251589657644281,,,,,
cap12_bfix,level_mu2sq_share_always_on,51-100,0.0,,,,,
cap12_bfix,level_frac_q_pos,2-10,0.5050000000000001,,,,,
cap12_bfix,level_frac_always_on,2-10,0.0,,,,,
cap12_bfix,level_mu2sq_share_q_pos,2-10,0.8426236701052432,,,,,
cap12_bfix,level_mu2sq_share_always_on,2-10,0.0,,,,,
cap12_bfix,level_frac_q_pos,11-50,0.640975,,,,,
cap12_bfix,level_frac_always_on,11-50,0.0,,,,,
cap12_bfix,level_mu2sq_share_q_pos,11-50,0.9178593088816941,,,,,
cap12_bfix,level_mu2sq_share_always_on,11-50,0.0,,,,,
cap12_bfix,level_q2mu2,51-100,-1.6704889076831329,,,,,
cap12_bfix,level_q2mu2,2-10,-1.0815443071403166,,,,,
cap12_bfix,level_q2mu2,11-50,-1.5488595078166671,,,,,
