arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_c1,zeroout_c1,zbar_c1,zsd_c1,zbar_min_c1,mob_c1,mob_pool_c1,eff_rank_c1,dead_frac_c2,zeroout_c2,zbar_c2,zsd_c2,zbar_min_c2,mob_c2,mob_pool_c2,eff_rank_c2,dead_frac_f1,zeroout_f1,zbar_f1,zsd_f1,zbar_min_f1,mob_f1,eff_rank_f1,dead_frac_f2,zeroout_f2,zbar_f2,zsd_f2,zbar_min_f2,mob_f2,eff_rank_f2,w_norm_c1,w_norm_c2,w_norm_f1,w_norm_f2,w_norm_f3
SW1,5,0.001,1,none,0.9662229167,1,1,0,0,-0.01412827801,0.5818884373,-0.6437765956,0.4855624437,0.5617658496,10.20159565,0,0,-1.480420589,2.283617735,-2.334988356,0.2312073857,0.4756705761,14.97955866,0,0,-2.677592516,6.890935421,-14.34273148,0.3130048811,83.45639834,0,0,2.193279028,4.378174305,-2.539573908,0.7114312649,58.68452044,1.094762325,2.202896357,2.989940643,1.177296519,1.416641831
SW1,5,0.001,2,none,0.5996020833,0.113333337,0.113333337,0,0,1.074152827,0.8997045159,-4.0801301,0.9022215009,0.9438214302,5.175768754,0,0,-28.56633949,12.63669682,-42.21670914,-0.0008451863541,1.976659587e-05,1.697302008,0.9899999499,0,-164.9442444,36.09443665,-326.1598816,-4.826605438e-22,1.001897705,0,0,0.2313591242,1.220250965e-06,0.03113704175,0.6146559119,1.000108958,1.279746413,3.01553607,4.943883419,4.810347557,6.67409277
SW1,5,0.001,3,none,0.1000125,0.1091666669,0.1091666669,0,0,0.7541024089,0.8791220784,-5.086489677,0.8028581142,0.8612251878,5.136808476,0,0,-32.1110611,13.19874668,-49.85958481,-0.0006181687349,-0.0001452934521,1.5616313,1,0,-154.5023956,33.08945465,-263.1079712,-9.448678554e-22,3.466163512,0,0,0.1595417708,0,-0.005270268302,0.57943362,1.000002454,1.331144571,3.105594158,4.953160286,4.802971363,6.412436008
SW1,5,0.001,4,none,0.09595208333,0.1066666692,0.1066666692,0,0,0.7854489088,0.8838191032,-4.742242813,0.8022056818,0.8696599603,5.39747561,0,0,-36.19084167,14.67691231,-45.92988205,-0.0003764155845,-7.229475159e-05,1.424292178,1,0.03999999911,-170.6815033,34.00105286,-343.4287415,-2.654881794e-26,1.413530707,0,0,0.082149975,0,-0.0009888034547,0.5410289764,1.000001963,1.292928219,3.268491745,4.953160286,4.800339222,5.757251263
SW1,5,0.001,5,none,0.09756666667,0.1075000018,0.1075000018,0,0,0.7855133414,0.8839325309,-4.742242336,0.8022708297,0.8696783781,5.397028783,0,0,-36.19821548,14.68121624,-45.94062424,-0.0003761532425,-7.219935651e-05,1.424319949,1,0.03999999911,-170.7957306,34.01726532,-343.571991,-2.546794908e-26,1.45394197,0,0,0.009681038558,0,-0.01104596443,0.504840672,1.000001367,1.292944908,3.268504381,4.953160286,4.800339222,4.485385895
SW1,5,0.001,6,none,0.105775,0.1116666719,0.1116666719,0,0,0.7854738235,0.8838357925,-4.742242813,0.8022298813,0.8696670532,5.397351316,0,0,-36.1929245,14.67801857,-45.932724,-0.0003763699497,-7.22834011e-05,1.4242882,1,0.03999999911,-170.7037811,34.0049324,-343.4587097,-2.637575542e-26,1.391569141,0,0,0.0001800395985,0,-0.01223927643,0.5000898838,1.00000068,1.29293251,3.268497944,4.953160286,4.800339222,2.593235731
SW1,5,0.001,7,none,0.1017708333,0.1075000018,0.1075000018,0,0,0.7854738235,0.8838371038,-4.742242813,0.8022300005,0.8696670532,5.397350361,0,0,-36.19293213,14.67802715,-45.93273544,-0.0003763696586,-7.228332834e-05,1.424288547,1,0.03999999911,-170.7041473,34.00497818,-343.4590759,-2.637229799e-26,1.393898401,0,0,-0.0006919967127,0,-0.02433878556,0.4996540546,1.000000744,1.29293251,3.268497944,4.953160286,4.800339222,1.782693148
SW1,5,0.001,8,none,0.1146979167,0.1174999997,0.1174999997,0,0,0.7854744792,0.8838407397,-4.742242813,0.8022300005,0.8696671724,5.397337517,0,0,-36.19322205,14.67821789,-45.93318939,-0.0003763587447,-7.227962487e-05,1.424292787,1,0.03999999911,-170.7107391,34.005867,-343.4665222,-2.63080428e-26,1.408910737,0,0,7.668671606e-05,0,-0.005087093916,0.5000382066,1.000000656,1.292932987,3.268497944,4.953160286,4.800339222,1.601774931
SW1,5,0.001,9,none,0.1248895833,0.125,0.125,0,0,0.7854744792,0.8838407397,-4.742242813,0.8022300005,0.8696671724,5.397336671,0,0,-36.19324493,14.67823505,-45.93323517,-0.0003763577552,-7.227934839e-05,1.424294027,1,0.03999999911,-170.7118073,34.00598907,-343.4674683,-2.629729765e-26,1.417760878,0,0,1.803879422e-05,0,-0.08904907852,0.5000092983,1.000000805,1.292933106,3.268497944,4.953160286,4.800339222,1.616813898
SW1,5,0.001,10,none,0.1157541667,0.1158333346,0.1158333346,0,0,0.7854744792,0.8838407397,-4.742242813,0.8022300005,0.8696671724,5.39733648,0,0,-36.19324875,14.67823696,-45.93325043,-0.0003763575805,-7.227931201e-05,1.424294365,1,0.03999999911,-170.7119904,34.00600433,-343.4676514,-2.629493415e-26,1.419589942,0,0,-0.0002181264281,0,-0.1618504524,0.4998911023,1.000000585,1.292933106,3.268497944,4.953160286,4.800339222,1.616662979
SW1,5,0.001,11,none,0.11556875,0.1158333346,0.1158333346,0,0,0.7854744792,0.8838407397,-4.742242813,0.8022300005,0.8696671724,5.397336507,0,0,-36.19324875,14.67823505,-45.9332428,-0.0003763576678,-7.227932656e-05,1.424294169,1,0.03999999911,-170.7118225,34.00598907,-343.4675598,-2.629670601e-26,1.418572879,0,0,-0.0001504845277,0,-0.08394390345,0.4999247789,1.000000588,1.292933106,3.268497944,4.953160286,4.800339222,1.569362164
SW1,5,0.001,12,none,0.1163583333,0.1208333373,0.1208333373,0,0,0.7854744792,0.8838407397,-4.742242813,0.8022300005,0.8696671724,5.397336409,0,0,-36.19324875,14.67823696,-45.93325043,-0.0003763575805,-7.227934111e-05,1.424294239,1,0.03999999911,-170.711853,34.00599289,-343.4675598,-2.629611744e-26,1.418730435,0,0,-0.0004325525661,0,-0.1929878742,0.4997837543,1.000000179,1.292933106,3.268497944,4.953160286,4.800339222,1.560913324
SW1,5,0.001,13,none,0.12485625,0.125,0.125,0,0,0.7854744792,0.8838407397,-4.742242813,0.8022300005,0.8696671724,5.397336437,0,0,-36.19324875,14.67823601,-45.93325043,-0.0003763575805,-7.227932656e-05,1.42429431,1,0.03999999911,-170.7118988,34.0059967,-343.4676208,-2.629601267e-26,1.418909536,0,0,0.0007962431991,0,-0.09459716827,0.5003983974,1.000000766,1.292933106,3.268497944,4.953160286,4.800339222,1.59442842
SW1,5,0.001,14,none,0.1137979167,0.1141666695,0.1141666695,0,0,0.7854744792,0.8838407397,-4.742242813,0.8022300005,0.8696671724,5.397336509,0,0,-36.19324875,14.67823505,-45.9332428,-0.000376357697,-7.227932656e-05,1.424294183,1,0.03999999911,-170.7118225,34.00598907,-343.4675598,-2.62966074e-26,1.418298159,0,0,0.0007079574862,0,-0.01845485531,0.500353992,1.000001781,1.292933106,3.268497944,4.953160286,4.800339222,1.55726707
SW1,5,0.001,15,none,0.1075979167,0.1141666695,0.1141666695,0,0,0.7854744792,0.8838407397,-4.742242813,0.8022300005,0.8696671724,5.397336482,0,0,-36.19324875,14.67823505,-45.9332428,-0.000376357697,-7.227934111e-05,1.424294144,1,0.03999999911,-170.7118073,34.00598907,-343.4674988,-2.629700183e-26,1.418105184,0,0,-4.75718407e-05,0,-0.07168022543,0.4999763072,1.000001623,1.292933106,3.268497944,4.953160286,4.800339222,1.586157084
SW1,5,0.001,16,none,0.10455,0.1099999994,0.1099999994,0,0,0.7854744792,0.8838407397,-4.742242813,0.8022300005,0.8696671724,5.397336893,0,0,-36.19324112,14.67823029,-45.93322372,-0.0003763580753,-7.227942842e-05,1.424293827,1,0.03999999911,-170.7116089,34.00596237,-343.4672852,-2.629906951e-26,1.416876406,0,0,-0.0002676540753,0,-0.02325070091,0.4998663068,1.000001793,1.292933106,3.268497944,4.953160286,4.800339222,1.567667961
SW1,5,0.001,17,none,0.1098770833,0.1108333394,0.1108333394,0,0,0.7854744792,0.8838407397,-4.742242813,0.8022300005,0.8696671724,5.397336515,0,0,-36.19324493,14.67823505,-45.93323898,-0.0003763577552,-7.227936294e-05,1.42429403,1,0.03999999911,-170.7117462,34.00598145,-343.4674683,-2.629769517e-26,1.417571967,0,0,0.0001458372426,0,-0.002060728613,0.5000727177,1.000002016,1.292933106,3.268497944,4.953160286,4.800339222,1.553907275
SW1,5,0.001,18,none,0.1174416667,0.1174999997,0.1174999997,0,0,0.7854744792,0.8838407397,-4.742242813,0.8022300005,0.8696671724,5.397336877,0,0,-36.1932373,14.67822742,-45.93322372,-0.0003763581044,-7.227945025e-05,1.424293822,1,0.03999999911,-170.7115173,34.00594711,-343.4671936,-2.630005559e-26,1.416368613,0,0,-0.0001187787129,0,-0.0607759878,0.4999408126,1.000000956,1.292933106,3.268497944,4.953160286,4.800339222,1.56325388
SW1,5,0.001,19,none,0.1224166667,0.1225000024,0.1225000024,0,0,0.7854744792,0.8838407397,-4.742242813,0.8022300005,0.8696671724,5.397336889,0,0,-36.19324112,14.67823029,-45.93322372,-0.0003763580462,-7.227942842e-05,1.424293891,1,0.03999999911,-170.7116241,34.00596237,-343.4672852,-2.629897398e-26,1.4167114,0,0,-0.0005836641067,0,-0.04694125429,0.4997081757,1.000001268,1.292933106,3.268497944,4.953160286,4.800339222,1.549374819
SW1,5,0.001,20,none,0.11991875,0.1200000048,0.1200000048,0,0,0.7854744792,0.8838407397,-4.742242813,0.8022298813,0.8696671724,5.397336456,0,0,-36.19324875,14.67823505,-45.9332428,-0.0003763577552,-7.227934839e-05,1.42429413,1,0.03999999911,-170.7117767,34.00598145,-343.4674683,-2.629739626e-26,1.418411223,0,0,1.869803964e-05,0,-0.1033567935,0.5000094771,1.000000913,1.292933106,3.268497944,4.953160286,4.800339222,1.580993176
SW1,5,0.001,21,none,0.1095708333,0.1099999994,0.1099999994,0,0,0.7854744792,0.8838407397,-4.742242813,0.8022300005,0.8696671724,5.39733634,0,0,-36.19324875,14.67823601,-45.93325043,-0.0003763576387,-7.227934111e-05,1.424294246,1,0.03999999911,-170.7118225,34.00599289,-343.4675598,-2.62968077e-26,1.418187191,0,0,0.000190272578,0,-0.001865734695,0.5000953078,1.000000557,1.292933106,3.268497944,4.953160286,4.800339222,1.55612874
SW1,5,0.001,22,none,0.11034375,0.1108333394,0.1108333394,0,0,0.7854744792,0.8838407397,-4.742242813,0.8022300005,0.8696671724,5.397336342,0,0,-36.19324875,14.67823601,-45.93325043,-0.0003763576387,-7.227934111e-05,1.424294244,1,0.03999999911,-170.7118225,34.00598907,-343.4675598,-2.629670601e-26,1.418241792,0,0,0.0002693823189,0,-0.004062811844,0.5001347065,1.000001756,1.292933106,3.268497944,4.953160286,4.800339222,1.558571339
SW1,5,0.001,23,none,0.1114875,0.1116666719,0.1116666719,0,0,0.7854744792,0.8838407397,-4.742242813,0.8022300005,0.8696671724,5.397336352,0,0,-36.19324875,14.67823601,-45.93325043,-0.0003763576387,-7.227934111e-05,1.424294294,1,0.03999999911,-170.711853,34.00598907,-343.4675598,-2.629650879e-26,1.418466675,0,0,-0.0001054338645,0,-0.007878293283,0.4999473691,1.000001887,1.292933106,3.268497944,4.953160286,4.800339222,1.558788419
SW1,5,0.001,24,none,0.1046541667,0.1091666669,0.1091666669,0,0,0.7854744792,0.8838407397,-4.742242813,0.8022298813,0.8696671724,5.39733634,0,0,-36.19325256,14.67823696,-45.93325043,-0.0003763575223,-7.227931201e-05,1.424294509,1,0.03999999911,-170.7119598,34.00600052,-343.4676514,-2.62953255e-26,1.419759049,0,0,-5.962304203e-05,0,-0.00327123655,0.4999702573,1.000001957,1.292933106,3.268497944,4.953160286,4.800339222,1.559132934
SW1,5,0.001,25,none,0.1087729167,0.1099999994,0.1099999994,0,0,0.7854744792,0.8838407397,-4.742242813,0.8022298813,0.8696671724,5.39733634,0,0,-36.19325256,14.67823601,-45.93325043,-0.0003763575514,-7.227931201e-05,1.4242945,1,0.03999999911,-170.7119293,34.00600052,-343.4676514,-2.62953255e-26,1.419721827,0,0,-0.0003980582405,0,-0.05907760188,0.4998009801,1.000000772,1.292933106,3.268497944,4.953160286,4.800339222,1.582929373
SW1,5,0.001,26,none,0.1129583333,0.113333337,0.113333337,0,0,0.7854744792,0.8838407397,-4.742242813,0.8022298813,0.8696671724,5.397336353,0,0,-36.19325256,14.67823696,-45.93325043,-0.0003763575223,-7.227931201e-05,1.424294502,1,0.03999999911,-170.7119293,34.0059967,-343.4676514,-2.629522689e-26,1.419976419,0,0,-4.039832857e-05,0,-0.03724098206,0.4999797642,1.000000799,1.292933106,3.268497944,4.953160286,4.800339222,1.542458892
SW1,5,0.001,27,none,0.1131979167,0.113333337,0.113333337,0,0,0.7854744792,0.8838407397,-4.742242813,0.8022298813,0.8696671724,5.397336367,0,0,-36.19325256,14.67823601,-45.93325043,-0.0003763575223,-7.227931201e-05,1.424294528,1,0.03999999911,-170.7119598,34.0059967,-343.4676514,-2.629522689e-26,1.4200427,0,0,0.0001924060052,0,-0.003959491383,0.5000961423,1.00000022,1.292933106,3.268497944,4.953160286,4.800339222,1.549077749
SW1,5,0.001,28,none,0.1148875,0.1150000021,0.1150000021,0,0,0.7854744792,0.8838407397,-4.742242813,0.8022298813,0.8696671724,5.397336248,0,0,-36.19325638,14.67823792,-45.93325806,-0.0003763574059,-7.227927563e-05,1.424294764,1,0.03999999911,-170.7120819,34.00600815,-343.4677734,-2.629364917e-26,1.420851185,0,0,-0.0001802248007,0,-0.004017159343,0.499910146,1.000002148,1.292933106,3.268497944,4.953160286,4.800339222,1.550125122
SW1,5,0.001,29,none,0.1103791667,0.1108333394,0.1108333394,0,0,0.7854744792,0.8838407397,-4.742242813,0.8022298813,0.8696671724,5.397336284,0,0,-36.19324875,14.67823601,-45.93325043,-0.0003763575514,-7.227932656e-05,1.424294396,1,0.03999999911,-170.7118988,34.00599289,-343.4676208,-2.629601267e-26,1.419361926,0,0,0.0001450752461,0,-0.002347225789,0.5000725389,1.00000177,1.292933106,3.268497944,4.953160286,4.800339222,1.549188018
SW1,5,0.001,30,none,0.1095041667,0.1125000045,0.1125000045,0,0,0.7854744792,0.8838407397,-4.742242813,0.8022298813,0.8696671724,5.397336341,0,0,-36.19322968,14.67822552,-45.93321991,-0.0003763581335,-7.227947935e-05,1.42429381,1,0.03999999911,-170.71138,34.00593185,-343.4671021,-2.630094614e-26,1.417493744,0,0,-0.0003031364467,0,-0.1239991263,0.499848485,1.000001017,1.292933106,3.268497944,4.953160286,4.800339222,1.564298511
SW1,5,0.001,31,none,0.1028395833,0.1075000018,0.1075000018,0,0,0.7854744792,0.8838407397,-4.742242813,0.8022298813,0.8696671724,5.397336343,0,0,-36.19322968,14.67822552,-45.93321609,-0.0003763581335,-7.227948663e-05,1.424293859,1,0.03999999911,-170.7114105,34.00593185,-343.4671021,-2.630084445e-26,1.417603422,0,0,-0.0001628450409,0,-0.01466334052,0.4999185801,1.000001656,1.292933106,3.268497944,4.953160286,4.800339222,1.552901268
