switch_step,run_id,post_err
10000,B_w100_K10000_c0.0_lr0.01_s0,1.15531
10000,B_w100_K10000_c0.0_lr0.01_s1,0.858572
10000,B_w100_K10000_c0.0_lr0.01_s2,1.8597
10000,B_w100_K10000_c0.0_lr0.01_s3,1.79683
10000,B_w100_K10000_c0.0_lr0.01_s4,1.02508
10000,B_w100_K10000_c2.0_lr0.01_s0,0.813852
10000,B_w100_K10000_c2.0_lr0.01_s1,1.00067
10000,B_w100_K10000_c2.0_lr0.01_s2,1.26075
10000,B_w100_K10000_c2.0_lr0.01_s3,2.80863
10000,B_w100_K10000_c2.0_lr0.01_s4,1.07718
20000,B_w100_K10000_c0.0_lr0.01_s0,1.21671
20000,B_w100_K10000_c0.0_lr0.01_s1,1.65246
20000,B_w100_K10000_c0.0_lr0.01_s2,1.13183
20000,B_w100_K10000_c0.0_lr0.01_s3,1.65477
20000,B_w100_K10000_c0.0_lr0.01_s4,1.51787
20000,B_w100_K10000_c2.0_lr0.01_s0,1.27857
20000,B_w100_K10000_c2.0_lr0.01_s1,2.82818
20000,B_w100_K10000_c2.0_lr0.01_s2,0.6014
20000,B_w100_K10000_c2.0_lr0.01_s3,1.26657
20000,B_w100_K10000_c2.0_lr0.01_s4,0.580059
30000,B_w100_K10000_c0.0_lr0.01_s0,1.60289
30000,B_w100_K10000_c0.0_lr0.01_s1,0.834233
30000,B_w100_K10000_c0.0_lr0.01_s2,1.27734
30000,B_w100_K10000_c0.0_lr0.01_s3,2.01732
30000,B_w100_K10000_c0.0_lr0.01_s4,0.987531
30000,B_w100_K10000_c2.0_lr0.01_s0,0.833437
30000,B_w100_K10000_c2.0_lr0.01_s1,1.58034
30000,B_w100_K10000_c2.0_lr0.01_s2,0.920266
30000,B_w100_K10000_c2.0_lr0.01_s3,1.80905
30000,B_w100_K10000_c2.0_lr0.01_s4,1.49398
40000,B_w100_K10000_c0.0_lr0.01_s0,2.19078
40000,B_w100_K10000_c0.0_lr0.01_s1,1.07455
40000,B_w100_K10000_c0.0_lr0.01_s2,1.10138
40000,B_w100_K10000_c0.0_lr0.01_s3,1.10128
40000,B_w100_K10000_c0.0_lr0.01_s4,1.48875
40000,B_w100_K10000_c2.0_lr0.01_s0,0.727992
40000,B_w100_K10000_c2.0_lr0.01_s1,2.6634
40000,B_w100_K10000_c2.0_lr0.01_s2,1.02386
40000,B_w100_K10000_c2.0_lr0.01_s3,1.76735
40000,B_w100_K10000_c2.0_lr0.01_s4,1.24723
50000,B_w100_K10000_c0.0_lr0.01_s0,2.96241
50000,B_w100_K10000_c0.0_lr0.01_s1,3.24087
50000,B_w100_K10000_c0.0_lr0.01_s2,0.779961
50000,B_w100_K10000_c0.0_lr0.01_s3,0.862159
50000,B_w100_K10000_c0.0_lr0.01_s4,0.898481
50000,B_w100_K10000_c2.0_lr0.01_s0,1.32329
50000,B_w100_K10000_c2.0_lr0.01_s1,2.41877
50000,B_w100_K10000_c2.0_lr0.01_s2,1.26274
50000,B_w100_K10000_c2.0_lr0.01_s3,1.57052
50000,B_w100_K10000_c2.0_lr0.01_s4,2.25436
60000,B_w100_K10000_c0.0_lr0.01_s0,2.97477
60000,B_w100_K10000_c0.0_lr0.01_s1,1.15949
60000,B_w100_K10000_c0.0_lr0.01_s2,2.32754
60000,B_w100_K10000_c0.0_lr0.01_s3,1.37077
60000,B_w100_K10000_c0.0_lr0.01_s4,2.57071
60000,B_w100_K10000_c2.0_lr0.01_s0,1.27134
60000,B_w100_K10000_c2.0_lr0.01_s1,0.982284
60000,B_w100_K10000_c2.0_lr0.01_s2,1.74031
60000,B_w100_K10000_c2.0_lr0.01_s3,1.38783
60000,B_w100_K10000_c2.0_lr0.01_s4,1.77023
70000,B_w100_K10000_c0.0_lr0.01_s0,1.38158
70000,B_w100_K10000_c0.0_lr0.01_s1,1.45872
70000,B_w100_K10000_c0.0_lr0.01_s2,1.99149
70000,B_w100_K10000_c0.0_lr0.01_s3,1.75995
70000,B_w100_K10000_c0.0_lr0.01_s4,0.947083
70000,B_w100_K10000_c2.0_lr0.01_s0,1.50087
70000,B_w100_K10000_c2.0_lr0.01_s1,1.00422
70000,B_w100_K10000_c2.0_lr0.01_s2,1.23474
70000,B_w100_K10000_c2.0_lr0.01_s3,2.09039
70000,B_w100_K10000_c2.0_lr0.01_s4,1.54878
80000,B_w100_K10000_c0.0_lr0.01_s0,2.52178
80000,B_w100_K10000_c0.0_lr0.01_s1,1.2217
80000,B_w100_K10000_c0.0_lr0.01_s2,3.2572
80000,B_w100_K10000_c0.0_lr0.01_s3,1.0693
80000,B_w100_K10000_c0.0_lr0.01_s4,2.30336
80000,B_w100_K10000_c2.0_lr0.01_s0,1.3096
80000,B_w100_K10000_c2.0_lr0.01_s1,2.91623
80000,B_w100_K10000_c2.0_lr0.01_s2,1.1722
80000,B_w100_K10000_c2.0_lr0.01_s3,0.728218
80000,B_w100_K10000_c2.0_lr0.01_s4,0.961935
90000,B_w100_K10000_c0.0_lr0.01_s0,1.84641
90000,B_w100_K10000_c0.0_lr0.01_s1,1.31099
90000,B_w100_K10000_c0.0_lr0.01_s2,1.02763
90000,B_w100_K10000_c0.0_lr0.01_s3,5.0661
90000,B_w100_K10000_c0.0_lr0.01_s4,2.5945
90000,B_w100_K10000_c2.0_lr0.01_s0,1.23786
90000,B_w100_K10000_c2.0_lr0.01_s1,2.89126
90000,B_w100_K10000_c2.0_lr0.01_s2,0.7513
90000,B_w100_K10000_c2.0_lr0.01_s3,1.26792
90000,B_w100_K10000_c2.0_lr0.01_s4,1.94367
100000,B_w100_K10000_c0.0_lr0.01_s0,1.27455
100000,B_w100_K10000_c0.0_lr0.01_s1,1.06644
100000,B_w100_K10000_c0.0_lr0.01_s2,1.09592
100000,B_w100_K10000_c0.0_lr0.01_s3,5.08085
100000,B_w100_K10000_c0.0_lr0.01_s4,1.33186
100000,B_w100_K10000_c2.0_lr0.01_s0,0.793521
100000,B_w100_K10000_c2.0_lr0.01_s1,1.41813
100000,B_w100_K10000_c2.0_lr0.01_s2,1.88108
100000,B_w100_K10000_c2.0_lr0.01_s3,2.00594
100000,B_w100_K10000_c2.0_lr0.01_s4,1.55045
110000,B_w100_K10000_c0.0_lr0.01_s0,1.55351
110000,B_w100_K10000_c0.0_lr0.01_s1,1.96516
110000,B_w100_K10000_c0.0_lr0.01_s2,1.4388
110000,B_w100_K10000_c0.0_lr0.01_s3,3.59356
110000,B_w100_K10000_c0.0_lr0.01_s4,1.73096
110000,B_w100_K10000_c2.0_lr0.01_s0,0.623088
110000,B_w100_K10000_c2.0_lr0.01_s1,1.62161
110000,B_w100_K10000_c2.0_lr0.01_s2,1.80925
110000,B_w100_K10000_c2.0_lr0.01_s3,1.32795
110000,B_w100_K10000_c2.0_lr0.01_s4,1.57154
120000,B_w100_K10000_c0.0_lr0.01_s0,1.72778
120000,B_w100_K10000_c0.0_lr0.01_s1,2.43604
120000,B_w100_K10000_c0.0_lr0.01_s2,1.10273
120000,B_w100_K10000_c0.0_lr0.01_s3,2.8587
120000,B_w100_K10000_c0.0_lr0.01_s4,0.32364
120000,B_w100_K10000_c2.0_lr0.01_s0,1.07489
120000,B_w100_K10000_c2.0_lr0.01_s1,2.13044
120000,B_w100_K10000_c2.0_lr0.01_s2,4.91726
120000,B_w100_K10000_c2.0_lr0.01_s3,1.17128
120000,B_w100_K10000_c2.0_lr0.01_s4,0.903029
130000,B_w100_K10000_c0.0_lr0.01_s0,1.85993
130000,B_w100_K10000_c0.0_lr0.01_s1,3.31897
130000,B_w100_K10000_c0.0_lr0.01_s2,1.21825
130000,B_w100_K10000_c0.0_lr0.01_s3,1.27379
130000,B_w100_K10000_c0.0_lr0.01_s4,3.11393
130000,B_w100_K10000_c2.0_lr0.01_s0,1.5491
130000,B_w100_K10000_c2.0_lr0.01_s1,0.936262
130000,B_w100_K10000_c2.0_lr0.01_s2,3.85379
130000,B_w100_K10000_c2.0_lr0.01_s3,0.289207
130000,B_w100_K10000_c2.0_lr0.01_s4,1.41371
140000,B_w100_K10000_c0.0_lr0.01_s0,1.8007
140000,B_w100_K10000_c0.0_lr0.01_s1,1.23042
