endpoint,arm,baseline,layer,seed,metric,point,ci_lo,ci_hi,label,basis,n_seed,n_unit,note
E1,L1w100_A1,L2_A1,1,,onset_beta_contrast,-0.02588281175121665,-0.053173677530139685,-0.0006511383689939976,WITHIN_EQUIVALENCE_BAND,"unpaired seed clusters; CI must fit in [-0.15,+0.15]",10.0,,
E1,L1w100_A1,L2_none,1,,onset_beta_contrast,-0.03485803818330169,-0.0667445226572454,0.014009823556989431,WITHIN_EQUIVALENCE_BAND,"unpaired seed clusters; CI must fit in [-0.15,+0.15]",10.0,,
E1,L1w100_A1,,1,,onset_beta_level,-2.2621464035473764,-2.280700699891895,-2.2473828927613795,REPORT_ONLY,seed median of final-run onset beta; percentile seed bootstrap,10.0,,
E1,L2_A1,L2_none,1,,onset_beta_contrast,-0.013467908836901188,-0.04486425966024399,0.035840731812641025,WITHIN_EQUIVALENCE_BAND,"paired seeds; CI must fit in [-0.15,+0.15]",10.0,,
E1,L2_A1,,1,,onset_beta_level,-2.2362635917961597,-2.2552112536504865,-2.2184198971372098,REPORT_ONLY,seed median of final-run onset beta; percentile seed bootstrap,10.0,,
E1,L2_none,,1,,onset_beta_level,-2.2272883653640747,-2.275806501507759,-2.2044892981648445,REPORT_ONLY,seed median of final-run onset beta; percentile seed bootstrap,10.0,,
E1_VERDICT,,,1,,all_pairwise_onset_beta,,,,WALL_INVARIANT,"all three pairwise 95% CIs within [-0.15,+0.15]",,,
E2,L1w100_A1,,1,,rho_M,0.6321316965108414,0.5592898047556574,0.7396148117150815,MU_CHANNEL_ALIVE,"abs(sum delta M)/abs(delta beta), literal registered sum from step 0",10.0,,step 0 precedes EMA convergence; S5's construction-near-zero statement has this startup exception
E2,L2_A1,,1,,rho_M,0.7189845889843025,0.6618122795434748,0.8048026022987158,MU_CHANNEL_ALIVE,"abs(sum delta M)/abs(delta beta), literal registered sum from step 0",10.0,,step 0 precedes EMA convergence; S5's construction-near-zero statement has this startup exception
E2_REPORT_ONLY,L1w100_A1,,1,,abs_b_multiplier,10.494635220302449,9.693464593980561,20.367029436979152,REPORT_ONLY,median unitwise final/step10000 multiplier; |b_raw| for bias,10.0,,
E2_REPORT_ONLY,L1w100_A1,,1,,sigma_multiplier,1.8791162294252701,1.7933282972451665,1.9417711088773664,REPORT_ONLY,median unitwise final/step10000 multiplier; |b_raw| for bias,10.0,,
E2_REPORT_ONLY,L2_A1,,1,,abs_b_multiplier,18.64877356716636,15.16838012206917,25.344190236653716,REPORT_ONLY,median unitwise final/step10000 multiplier; |b_raw| for bias,10.0,,
E2_REPORT_ONLY,L2_A1,,1,,sigma_multiplier,1.5986960266078352,1.5189059354396384,1.6233627519527027,REPORT_ONLY,median unitwise final/step10000 multiplier; |b_raw| for bias,10.0,,
E2_SENSITIVITY_REPORT_ONLY,L1w100_A1,,1,,rho_M_from_step10000,0.04048716548812372,0.03089998297879881,0.047384504500472095,BIAS_CHANNEL_DOMINANT,unregistered sensitivity excluding EMA startup; does not replace E2,10.0,,shown because step 0 is initialization and sigma multiplier already uses step 10000
E2_SENSITIVITY_REPORT_ONLY,L2_A1,,1,,rho_M_from_step10000,0.04528425249483713,0.036326886768640196,0.05904618135306123,BIAS_CHANNEL_DOMINANT,unregistered sensitivity excluding EMA startup; does not replace E2,10.0,,shown because step 0 is initialization and sigma multiplier already uses step 10000
E3,L1w100_A1,,1,,delta_b_raw_bnd,-2.0317902905987584,-2.271051656250415,-1.87813630508366,COMPONENT,seed median of unitwise additive decomposition; percentile seed bootstrap,10.0,,
E3,L1w100_A1,,1,,delta_b_raw_int,0.7564767631249294,0.6713885074283465,1.0186492840219872,COMPONENT,seed median of unitwise additive decomposition; percentile seed bootstrap,10.0,,
