seed,env,checkpoint,layer,branch,task,step,ce,acc,online_ce,online_acc
0,PM,20,2,A,21,0,17.932722091674805,0.17083333432674408,,
0,PM,20,2,B20,21,0,17.932722091674805,0.17083333432674408,,
0,PM,20,2,C20,21,0,18.428714752197266,0.15833333134651184,,
0,PM,20,2,D20,21,0,18.428714752197266,0.15833333134651184,,
0,PM,20,2,C5,21,0,18.428714752197266,0.15833333134651184,,
0,PM,20,2,D5,21,0,18.428714752197266,0.15833333134651184,,
0,PM,20,2,C10,21,0,18.428714752197266,0.15833333134651184,,
0,PM,20,2,D10,21,0,18.428714752197266,0.15833333134651184,,
0,PM,20,2,RB20,21,0,17.932722091674805,0.17083333432674408,,
0,PM,20,2,RC20,21,0,17.0880126953125,0.15583333373069763,,
0,PM,20,2,RD20,21,0,17.0880126953125,0.15583333373069763,,
1,PM,20,2,A,21,0,18.90732192993164,0.13583333790302277,,
1,PM,20,2,B20,21,0,18.90732192993164,0.13583333790302277,,
1,PM,20,2,C20,21,0,18.90732192993164,0.13583333790302277,,
1,PM,20,2,D20,21,0,18.90732192993164,0.13583333790302277,,
1,PM,20,2,C5,21,0,18.90732192993164,0.13583333790302277,,
1,PM,20,2,D5,21,0,18.90732192993164,0.13583333790302277,,
1,PM,20,2,C10,21,0,18.90732192993164,0.13583333790302277,,
1,PM,20,2,D10,21,0,18.90732192993164,0.13583333790302277,,
1,PM,20,2,RB20,21,0,18.90732192993164,0.13583333790302277,,
1,PM,20,2,RC20,21,0,18.90732192993164,0.13583333790302277,,
1,PM,20,2,RD20,21,0,18.90732192993164,0.13583333790302277,,
2,PM,20,2,A,21,0,9.036478996276855,0.07833333313465118,,
2,PM,20,2,B20,21,0,9.036478996276855,0.07833333313465118,,
2,PM,20,2,C20,21,0,9.036478996276855,0.07833333313465118,,
2,PM,20,2,D20,21,0,9.036478996276855,0.07833333313465118,,
2,PM,20,2,C5,21,0,9.036478996276855,0.07833333313465118,,
2,PM,20,2,D5,21,0,9.036478996276855,0.07833333313465118,,
2,PM,20,2,C10,21,0,9.036478996276855,0.07833333313465118,,
2,PM,20,2,D10,21,0,9.036478996276855,0.07833333313465118,,
2,PM,20,2,RB20,21,0,9.036478996276855,0.07833333313465118,,
2,PM,20,2,RC20,21,0,9.036478996276855,0.07833333313465118,,
2,PM,20,2,RD20,21,0,9.036478996276855,0.07833333313465118,,
0,PM,20,2,A,21,75,0.5161394476890564,0.830833375453949,2.5303521156311035,0.5908333659172058
0,PM,20,2,B20,21,75,0.5160971283912659,0.8316667079925537,2.529503345489502,0.5908333659172058
0,PM,20,2,C20,21,75,0.5085264444351196,0.8341667056083679,2.462846040725708,0.6008333563804626
0,PM,20,2,D20,21,75,0.5154826045036316,0.8291667103767395,2.468966007232666,0.5991666913032532
0,PM,20,2,C5,21,75,0.5085264444351196,0.8341667056083679,2.462846040725708,0.6008333563804626
0,PM,20,2,D5,21,75,0.5154826045036316,0.8291667103767395,2.468966007232666,0.5991666913032532
0,PM,20,2,C10,21,75,0.5085264444351196,0.8341667056083679,2.462846040725708,0.6008333563804626
0,PM,20,2,D10,21,75,0.5154826045036316,0.8291667103767395,2.468966007232666,0.5991666913032532
0,PM,20,2,RB20,21,75,0.520002543926239,0.8258333802223206,2.535928249359131,0.5900000333786011
0,PM,20,2,RC20,21,75,0.5945293307304382,0.8133333325386047,2.647089719772339,0.5841667056083679
0,PM,20,2,RD20,21,75,0.58875572681427,0.8133333325386047,2.650496482849121,0.5866667032241821
1,PM,20,2,A,21,75,0.4783918261528015,0.8558333516120911,2.5411837100982666,0.5975000262260437
1,PM,20,2,B20,21,75,0.4783918261528015,0.8558333516120911,2.5411837100982666,0.5975000262260437
1,PM,20,2,C20,21,75,0.4783918261528015,0.8558333516120911,2.5411837100982666,0.5975000262260437
1,PM,20,2,D20,21,75,0.4783918261528015,0.8558333516120911,2.5411837100982666,0.5975000262260437
1,PM,20,2,C5,21,75,0.4783918261528015,0.8558333516120911,2.5411837100982666,0.5975000262260437
1,PM,20,2,D5,21,75,0.4783918261528015,0.8558333516120911,2.5411837100982666,0.5975000262260437
1,PM,20,2,C10,21,75,0.4783918261528015,0.8558333516120911,2.5411837100982666,0.5975000262260437
1,PM,20,2,D10,21,75,0.4783918261528015,0.8558333516120911,2.5411837100982666,0.5975000262260437
1,PM,20,2,RB20,21,75,0.4783918261528015,0.8558333516120911,2.5411837100982666,0.5975000262260437
1,PM,20,2,RC20,21,75,0.4783918261528015,0.8558333516120911,2.5411837100982666,0.5975000262260437
1,PM,20,2,RD20,21,75,0.4783918261528015,0.8558333516120911,2.5411837100982666,0.5975000262260437
2,PM,20,2,A,21,75,0.40949198603630066,0.8691666722297668,1.6476120948791504,0.6233333349227905
2,PM,20,2,B20,21,75,0.40949198603630066,0.8691666722297668,1.6476120948791504,0.6233333349227905
