arm,seed,t,correct,spread,zy_c,m_med,m_p05,m_min,M_mean,M_med,ce,shift,zc_norm,n1,n2,n3,nb3,trace_m_med,trace_correct,rank2,old_c,acc_old
A,0,16,1200,14.3210881610006,28.270397722464438,13.676943908577003,7.827285394948932,5.978789731499507,0.0007748587110300739,1.8559833200477803e-05,9.437317291495056e-05,13.20211293861225,1720.0669393701226,26212.922315151445,825.708492230702,10.461427536236204,0.44072379195353717,13.676957130432129,1200,0.16821561753749847,4.835741601399267,0.10333333909511566
A,0,17,1200,14.379845774816632,27.829462339926415,12.880208414809086,7.842304488147891,6.148263714798684,0.0007634662181476116,3.927926735560005e-05,9.1370031423603e-05,13.089672837218451,1718.0018424976997,27701.659172580527,858.2046333651855,9.510642507089958,0.30525208433519124,12.880239486694336,1200,0.1855955719947815,5.1035544102999575,0.09750000387430191
A,0,18,1200,15.122127822206743,29.426029724639758,13.809548819885674,7.763450808281672,6.288888395068103,0.0007534419033637797,1.6303716084425883e-05,9.128266959471757e-05,4.037654662392152,1801.6585598857814,29304.82722632485,893.5008875721666,9.374842988937441,0.2926158339384623,13.809616088867188,1200,0.1776556819677353,5.258924456787895,0.09000000357627869
A,0,19,1200,14.741274889241687,28.44183985555953,12.893608479943772,8.049336233788878,6.975996620221238,0.0006178689958197839,3.940505734544871e-05,7.059255456660301e-05,5.363266037950965,1781.405912144763,31045.259156494823,938.2143253279298,9.340990920232716,0.3841538416850308,12.893585205078125,1200,0.16743755340576172,4.575970841530822,0.09916666895151138
A,0,20,1200,14.523175983623416,28.38772800255759,13.204164254715993,7.7362109087734705,6.073352315196694,0.0007736318098850569,2.8320032900103377e-05,9.50454956654894e-05,-8.812125991516222,1728.150354123876,32578.916466708375,967.0535282246638,9.138098861918033,0.4644058010701436,13.204166412353516,1200,0.16883116960525513,5.660981346125639,0.10166666656732559
A,0,21,1200,15.123808341782206,29.08832790132806,12.845104287033942,7.690847424432855,6.196015009406759,0.0008838562818745797,4.111436078990545e-05,0.00010836929736258679,-12.16660189579418,1822.4517941037245,34270.52786581321,1004.7480210957092,9.858278301459144,0.4179633563822636,12.845111846923828,1200,0.1776556819677353,5.334815301712783,0.09000000357627869
A,0,22,1200,15.653604910825939,30.660287227618156,14.373163934403202,7.8987183850069265,6.262606390290818,0.0006581254130782159,1.1310923793873984e-05,8.059480360738736e-05,-20.573115646883128,1879.6719244334768,35982.499705487564,1048.8528454719087,10.112292850912127,0.5037095407884775,14.372980117797852,1200,0.15650591254234314,5.0848773100805404,0.08416666835546494
A,0,23,1065,18.98525097546624,33.18241598150566,14.236055695442595,-7.847454590174045,-58.97365484589358,-0.9479047919791006,9.993088453900552e-07,1.000006461375787,-57.728030745999675,2256.358136888736,36946.338218177814,1075.877292428528,11.690499836484182,0.7989122110709037,14.236072540283203,1065,0.1592417061328888,5.800563879950987,0.1274999976158142
A,0,24,1200,15.842162680168022,31.100093630362718,15.09569729825548,7.988762017788393,6.572922223201184,0.0005278679463958977,4.767207700354855e-06,6.407837265358441e-05,-61.173347108959035,1885.6696388779721,38889.95531304374,1124.5882951129047,11.757689568953868,0.6538296098105335,15.095670700073242,1200,0.150749072432518,5.402305526387685,0.10999999940395355
A,0,25,1200,16.534076180687965,31.938024395167876,14.719349995054692,7.949593754445617,6.198234274608254,0.0006310504165414648,6.53435032228706e-06,7.724340105747577e-05,-71.04357035810978,1973.7514637568204,40796.738598878685,1176.823803098705,12.406821011296145,0.6017516652825086,14.71932601928711,1200,0.17034991085529327,6.281874992830762,0.0949999988079071
A,0,26,1200,16.851316025293766,33.013193443683654,15.51220055848757,7.724347304378091,6.270341491063476,0.0005888328428036792,3.180985795820373e-06,7.405187493551884e-05,-86.21374407257365,2017.4512935799546,42770.4393447747,1234.0471373366372,12.604247568209873,0.7341761984722841,15.512176513671875,1200,0.17387303709983826,5.960672095390826,0.09416666626930237
A,0,27,1200,17.870265640243712,34.18256167497731,15.63373170692978,8.012868140587292,6.492584418517552,0.0004948568515978859,2.7873882066257706e-06,6.039826228655513e-05,-104.77171187343592,2152.2818845094785,44684.54139443309,1289.1628525822593,12.857460632463564,0.8151835662864282,15.633705139160156,1200,0.17322097718715668,6.7691789971097025,0.10999999940395355
A,0,28,1200,17.71324794515566,33.68847812171809,15.389533296241211,7.8327451253152525,6.117589489955964,0.000578963806075031,3.6833669580013133e-06,7.262009682337022e-05,-121.82215180057658,2120.3273868044057,46545.06870357326,1355.6193431617512,13.651930418450071,0.7769048831417098,15.389457702636719,1200,0.16401125490665436,5.571313839533517,0.11083333939313889
A,0,29,1200,18.813897012366642,35.99803902306013,16.42704147484048,8.066521862900059,6.352954558475815,0.0004289310066341105,1.4495124261068092e-06,5.31557925796485e-05,-137.196474228112,2291.4408824822926,48364.46065241065,1392.1274256744657,14.294235678510901,0.8402088315989722,16.42699432373047,1200,0.17070895433425903,7.0046323306101135,0.1066666692495346
A,0,30,1200,17.755421828787966,34.26163322821523,15.69161355773224,8.200253450955516,6.532149358551891,0.0004115380794745439,2.719841905437565e-06,4.8856933925270236e-05,-145.42619248084844,2134.227147461902,50162.06795744681,1435.6731166367704,14.37755475578735,0.9247581182790245,15.691581726074219,1200,0.1964782178401947,7.095994345374085,0.10083333402872086
A,0,31,1200,18.23899499065758,34.54598375363428,15.19858241369132,8.170155690577777,6.522964991960972,0.00045649219476363823,4.970298332945284e-06,5.415621841956794e-05,-134.79620635841442,2196.2837332479016,51740.44855485878,1453.1831792037974,14.285856549864047,0.7604493834203753,15.1986083984375,1200,0.18598131835460663,7.915656326535071,0.10833333432674408
A,0,32,1200,17.524897147925884,33.27731247606474,15.178164683896576,8.169602608310248,6.944811792859866,0.00047044993500204455,4.633752461725116e-06,5.566422171169822e-05,-135.35495553067287,2122.334994828507,53452.526593413815,1477.8121124274783,13.980091335406609,1.0116421067847075,15.178165435791016,1200,0.16315306723117828,5.600597728186075,0.09083333611488342
A,0,33,1200,17.818945068570404,34.075363575263324,15.588939209860655,8.433633330772324,6.845508884929956,0.00034985189916010584,3.022094707458413e-06,4.060973104556114e-05,-138.28438768801877,2145.849087284968,55370.791137640736,1521.210680581598,14.355015541399688,1.041720824220154,15.58880615234375,1200,0.1845729947090149,6.535075042685681,0.0925000011920929
A,0,34,1200,18.3584853324974,34.50045486701181,15.150595749015011,8.277013727815854,7.063021864137966,0.0004353688453406806,4.572525405140118e-06,5.0138316095769934e-05,-125.14675768581805,2219.808895921222,56618.89038400682,1521.2339934076645,14.06093522748121,0.9027633312987275,15.150688171386719,1200,0.18413855135440826,5.8767710235007256,0.08583333343267441
A,0,35,1200,17.922544173112147,34.140251281080225,15.603700404536553,8.283071157015355,6.456397208819595,0.0004461774802502177,3.0757738087096227e-06,5.2758657616971266e-05,-134.51848089678057,2133.1502455508457,58170.94368244526,1554.8821389793077,14.220569806333168,1.0064235157029502,15.603652954101562,1200,0.15963302552700043,6.568236417834967,0.09166666865348816
A,0,36,1200,18.49522219912975,35.103522596682154,15.820499440220232,8.27519007238089,6.6749578980603985,0.0004008814646268194,2.5638503477776035e-06,4.765444932486686e-05,-163.05996826316405,2234.115576368505,60142.08214032378,1611.430957299393,15.130927645909829,1.033877893212323,15.820510864257812,1200,0.17781850695610046,6.801180291737902,0.09083333611488342
A,0,37,1200,18.450981437740793,35.057426234564886,15.697524034218162,8.40959572054421,6.709166053958015,0.0003831073601908912,2.7151762205345663e-06,4.526749188087608e-05,-166.92275050666902,2220.5659483918967,61645.84120829402,1639.2533944113438,15.703292739780268,1.032679380936435,15.697532653808594,1200,0.17113783955574036,6.259842841724173,0.09916666895151138
A,0,38,1200,18.473718956115952,35.099087997485896,15.374724682245116,8.514531394145063,7.149174101408079,0.0003412301119841649,3.5490896026651337e-06,3.899370179181347e-05,-158.23518779271728,2246.3365331419814,63061.770957767076,1651.7652334364238,15.423286767338965,1.0655625966280908,15.374710083007812,1200,0.1824953407049179,6.412221443359426,0.10500000417232513
A,0,39,1200,17.945525078238294,34.1793619222502,15.650430819617625,8.426859810274665,6.731020655601213,0.00038147625117406804,3.055454709478702e-06,4.409242299531461e-05,-158.05159712419217,2187.9302208255167,64465.46403605236,1662.3620501884511,15.451155755206889,1.0417205627460309,15.650405883789062,1200,0.15799255669116974,6.7374961010585395,0.10333333909511566
A,0,40,1200,18.223615949175397,34.3702398235337,15.353247593977528,8.365694309624201,6.994487040034784,0.0003700845454975018,4.039490773393696e-06,4.2558490901972414e-05,-173.65436719772515,2202.342447285587,66117.76304596124,1688.9545480583429,15.946971822539385,1.0202962066119485,15.353294372558594,1200,0.16991643607616425,5.82119952299549,0.10249999910593033
A,0,41,1200,19.736807742790432,37.6780321919578,16.790458278099976,8.340348057204396,6.640488281750223,0.00035932743776941734,9.104924075769284e-07,4.290410546305183e-05,-182.22776579533823,2368.24119660546,67789.69007651843,1731.0943580447438,16.612569010552626,1.2660247196607386,16.7904052734375,1200,0.17100371420383453,6.832935575163943,0.10333333909511566
A,0,42,1200,18.30039538310951,34.57034120702859,15.367661927981402,8.516469774881097,6.3262057812520425,0.0003351194839020435,4.0091331743733956e-06,3.887483129055092e-05,-187.837257942911,2205.835830450742,69032.964243769,1736.513471713134,15.77695297390257,1.258780396626863,15.36773681640625,1200,0.17986953258514404,7.077138964993945,0.10583333671092987
A,0,43,1200,20.249221328110398,38.14851943316506,16.769038442465188,8.280799243510495,6.393934355949455,0.00040816689805824296,9.845952898924987e-07,4.888846585367864e-05,-191.14183757032677,2459.6039259233576,70744.93436908578,1764.616841166553,16.63248268732741,1.3393998702827605,16.769027709960938,1200,0.1655874252319336,6.063843227447314,0.09916666895151138
A,0,44,1200,20.052726721893194,37.277067269009734,16.463690415853762,8.340334537157602,6.452695044303425,0.00037030026550418586,1.3385960845245192e-06,4.474866679691205e-05,-211.4680152214946,2446.9796402550596,72352.96832413791,1799.9785966505588,17.119504660832565,1.4201188674575214,16.463638305664062,1200,0.18266542255878448,8.237794462639883,0.10583333671092987
A,0,45,1200,21.11371075410019,39.70575368521223,17.53908140540264,7.452509620621983,5.828252192235851,0.0006585287946447764,4.4405613784789643e-07,9.135974428543124e-05,-207.40280961040364,2576.3106593972916,73404.50363204093,1811.8080920384118,17.83260898270545,1.4937317242482346,17.539077758789062,1200,0.1763085424900055,7.513371209083503,0.0925000011920929
A,0,46,1200,19.511782700312676,36.633266765067695,16.511808327483124,8.06636839336132,6.3146213781720775,0.00044520654771425955,1.2422830957938538e-06,5.547209014234113e-05,-214.66360479386748,2355.374678794463,74959.29584798685,1840.0111080383685,17.716049643472523,1.2062288777011165,16.511856079101562,1200,0.15041781961917877,6.788731654863819,0.10249999910593033
A,0,47,1200,20.526367741128848,38.96363330486113,17.007946378337493,7.370694078067705,4.6210860617323135,0.000832762074494311,7.58918651972006e-07,0.00012313686537985093,-217.08440788931048,2505.148502670065,75944.49022191005,1847.1555776356445,18.50272081085939,1.2155498538913319,17.007949829101562,1200,0.15607477724552155,6.562602186752591,0.10833333432674408
A,0,48,1200,19.997691548677103,37.51851629818298,16.567264344720826,8.325243121332058,6.504965887084339,0.00042229093728728573,1.1358229565287587e-06,5.1718858110457185e-05,-231.5267940596065,2420.2752231750073,77310.0350669898,1867.2960802820555,19.184521726863,1.1607234138445883,16.567245483398438,1200,0.18122676014900208,7.696432530006545,0.10333333909511566
A,0,49,1200,20.14598388803796,37.860824002201134,16.506784003426873,8.510249389350665,7.082297361968585,0.000332734543345014,1.235726581024937e-06,3.811827892733057e-05,-226.57169563144706,2439.2128610826658,78575.426397721,1879.61609016483,18.94282209622176,1.1502123022216082,16.506851196289062,1200,0.1939736306667328,8.099550671496806,0.11500000208616257
A,0,50,1200,19.451171717916772,37.03434427967786,16.54320914086702,8.203639917846846,6.480476836800861,0.00039553914264644103,1.2637503669936194e-06,4.7391492483319886e-05,-223.75646870747053,2367.6063789973746,80114.74968736933,1896.8092320423557,18.952987077132907,1.1784731674398088,16.543121337890625,1200,0.18435753881931305,6.369046029066793,0.10500000417232513
A,1,1,1200,7.676692090713602,16.73914953881873,9.921284503696095,8.436870277081203,6.593052660814111,0.001055116624159178,0.0007083966308549316,0.00011253683869975512,-4.909401668962379,881.7601572060855,1274.6591102114312,97.70349553344923,15.781284610660904,0.06203416132957663,9.921266555786133,1200,,,
A,1,2,1200,8.921158488159902,18.731078851774438,10.08654738316543,8.177514554318538,6.896424950934893,0.0010838490554048183,0.0005984232925161086,0.00011925906979372167,-2.090659575445027,1035.580659724605,2822.9333422656746,154.14471101195966,17.433609862938322,0.07570681539769239,10.086548805236816,1200,0.14418604969978333,2.3731064877203387,0.1041666716337204
A,1,3,1200,8.871488635235156,18.839465279480905,10.074815694894323,7.98921611259192,6.677316682864699,0.0011920777017319837,0.0005867439122106209,0.0001341175831576286,2.8200811297033628,1029.0800252325905,4368.875074599287,206.68518485491106,15.967685332742665,0.15330850393432366,10.074797630310059,1200,0.16093023121356964,2.554035117512626,0.1041666716337204
A,1,4,1200,9.827516175664156,20.413993410269494,10.23788426183405,7.74041873655636,6.487291856110655,0.0013654016223253486,0.0004748784409652962,0.00015947057248261862,1.9341776560336217,1152.866230598152,5900.744585768269,250.8289045925475,14.383199192106336,0.2133412540118264,10.237895011901855,1200,0.15691736340522766,2.6274502028714424,0.10249999910593033
A,1,5,1200,9.938791081234186,20.527725526161657,10.385594589873277,7.510625526970307,6.2491085997855365,0.0015230051082058172,0.0004546239446219792,0.00018375145493799766,7.30311231942697,1161.2356212139,7526.541286707425,297.1070083494612,13.740799697284775,0.14313187649159687,10.385625839233398,1200,0.1648148149251938,3.466506003544294,0.10000000149011612
A,1,6,1200,10.354361612508189,21.26862912238351,10.486481370499142,7.936481608466762,6.851076347841566,0.001071575120473595,0.00035980792367258006,0.00012219774540216973,11.350475556005781,1216.29954459553,9119.133379464094,348.3881848538807,13.02981757607829,0.16985662943757052,10.486461639404297,1200,0.14967259764671326,2.5748822667253126,0.10916666686534882
A,1,7,1200,10.271369785856201,21.365993413937964,11.021252759409421,8.037540880529399,6.903303888848015,0.0009113230925987411,0.00023451063803546894,0.00010278815412922062,12.381656687482275,1212.0913597734511,10660.495208331475,395.93225969740683,11.929492867816059,0.16137344407889676,11.021244049072266,1200,0.16466234624385834,3.2558484829403636,0.09916666895151138
A,1,8,1200,11.482534787851838,23.52797065786758,11.425662759576653,8.20912196072494,7.0892372812592335,0.0007165952344183475,0.0001646670624376612,7.967876254720908e-05,13.817475785211544,1345.685165148116,12333.720071566087,447.0857760813474,11.77673929035379,0.25461045322757175,11.42569351196289,1200,0.1728624552488327,3.3599726370509497,0.10333333909511566
A,1,9,1200,11.54157156370133,23.122302936267772,11.490391725208166,7.794273658053274,6.904250170482296,0.00102275707081737,0.0001534905812139662,0.00011977887615056652,18.16412016697119,1370.6061697864773,14120.31357148881,499.9494241316579,11.609443580342278,0.2700828016810261,11.490375518798828,1200,0.1530705690383911,3.6932227967635085,0.09083333611488342
A,1,10,1200,11.374338100205486,23.165137883400945,11.435520661072935,8.052411718699192,6.665633378871199,0.000839260716768333,0.00014831259850664366,9.551124552168766e-05,18.619303312871416,1344.1321728330456,15717.65215348062,543.1659550045965,11.023470248529673,0.3456499518518319,11.435558319091797,1200,0.19109462201595306,4.194694837936636,0.10166666656732559
A,1,11,1200,12.051869004960343,24.513465051790483,11.974337271280865,8.15900688348407,6.756740953979726,0.0007369532982732309,9.354713437526529e-05,8.443437080258141e-05,18.754161199560148,1421.0343185958127,17556.000097809236,592.8626808755727,10.961289510170579,0.2930481894010506,11.974321365356445,1200,0.16211120784282684,3.961537898953725,0.1158333346247673
A,1,12,1200,13.100105739544999,25.790563230586258,12.303161401777192,7.961731229542482,6.224620030484196,0.0007926976569064202,6.428193560249151e-05,9.316862383429675e-05,16.199366610789507,1554.505128551014,19310.477562949643,645.7256666697967,10.84143685900504,0.3555421810725493,12.303201675415039,1200,0.18113912642002106,4.516805571977299,0.10750000178813934
A,1,13,1200,12.906639377891286,25.61519774191664,12.27429672812849,8.18477171037782,6.766510911445096,0.0006912957053524856,6.390421652282613e-05,7.932658113060251e-05,18.572262443597772,1545.3290896225594,21123.850773201928,702.386451445772,10.82904709637436,0.3153246915764242,12.274372100830078,1200,0.18866170942783356,4.365769900632066,0.10333333909511566
A,1,14,1200,13.284257680131036,26.0167901294766,12.401748200863796,8.006984509809714,6.510825030421955,0.0007269000365157001,6.0553471498162644e-05,8.443838732342932e-05,16.909545950462775,1583.8582126878823,22782.849818211092,744.5870912099388,10.544326119773201,0.23946312969448175,12.401741027832031,1200,0.17690876126289368,4.59384860286251,0.10500000417232513
A,1,15,1200,13.418463468693993,26.437078632454263,12.536075649994597,8.529581547598276,6.8976470966238494,0.0004952649975242208,5.767190988933155e-05,5.401253295573333e-05,24.931607873155627,1591.0220446827004,24443.755255159187,782.5032453109815,10.3652584922109,0.2899737953169374,12.536096572875977,1200,0.1737523078918457,3.8744564429444943,0.09833333641290665
A,1,16,1200,13.236275180692443,26.439258914541917,12.381160284341306,7.863149633834816,6.629230755245491,0.0008511990442146579,6.893536549415433e-05,0.00010124543403119721,26.718577038177603,1585.8900033554464,26108.816983445075,821.3351961700893,10.22011183011939,0.25285568552303384,12.381172180175781,1200,0.17137648165225983,3.586981939717792,0.08583333343267441
A,1,17,1200,13.454640228509549,26.433179804728216,12.185298247586438,8.109973498258757,7.088491351516115,0.000701159344069633,7.999121845297405e-05,7.986976652633832e-05,24.145574743422518,1606.9455431134963,27696.397836030133,853.361213170981,10.123686697365962,0.2257888146215225,12.185344696044922,1200,0.16989843547344208,4.464486255605244,0.09750000387430191
A,1,18,1200,13.893583419660215,27.063232131741604,12.841919601202797,7.884087600104451,6.032320180277825,0.0007757185986751384,3.992205750723112e-05,9.278481227124142e-05,21.82945150367058,1643.0535820559937,29243.070133955353,883.607328288376,9.962722703103985,0.22840294971148428,12.841957092285156,1200,0.16697417199611664,4.486461213730236,0.09666667133569717
A,1,19,1200,13.988419567629778,26.932666354784427,12.259882471625474,7.828473321135154,6.4326872954519025,0.0008559517108051207,7.374550047934459e-05,0.00010172292029911845,19.73374253365443,1660.9413780268374,30788.767445272802,915.5697042522517,9.831417830616616,0.3283584974781752,12.25986099243164,1200,0.14638608694076538,4.6016124761370065,0.08916667103767395
A,1,20,1200,14.784750864447433,29.009298048003306,13.629632177185169,7.878505201192706,6.344433954790155,0.0007236935300691002,1.9632960987162904e-05,8.696575428276164e-05,15.275558523768856,1767.8379202299784,32539.100164997883,958.2156328023116,9.82195785231665,0.3065470039091155,13.629623413085938,1200,0.16328413784503937,4.927311415869354,0.09666667133569717
A,1,21,1200,14.829393932733863,28.83156123860193,13.10740631619052,7.896572728707261,5.827421055342143,0.0007767717146777368,3.131737814729902e-05,9.342254693400397e-05,17.60647331226235,1772.8179443497957,34024.5501465504,989.8250275059244,9.641840263752375,0.31241290406419986,13.107429504394531,1200,0.16682113707065582,5.044093252190483,0.10083333402872086
A,1,22,1200,14.949304843019844,28.86885185401773,12.978396548607602,8.022583432987402,6.406069908017965,0.0007205750298562674,3.9451813107040844e-05,8.480513984625488e-05,19.326860751007498,1801.9901673590994,35564.95707684329,1018.070409791049,9.645450730877915,0.2881547715794594,12.978368759155273,1200,0.16991643607616425,4.818665578810027,0.10249999910593033
A,1,23,1200,14.608875726094954,28.473739918813628,13.206039207260602,8.152642592563296,6.400826412401969,0.0005962991060709065,3.060692459146189e-05,6.942762649505631e-05,14.966316896313156,1746.2116938260117,37186.72235269462,1055.0940013749562,9.429875315820066,0.30953580770903544,13.206039428710938,1200,0.1849442422389984,4.910666392891913,0.10333333909511566
A,1,24,1200,16.159133604231997,31.024051024374437,13.752160371410712,7.8736313033515115,6.673611867261929,0.0006647784656756773,1.6068493608457232e-05,7.978897934944089e-05,4.889681792478174,1934.175164529663,38846.4254180353,1088.3553957215772,9.8068486582136,0.3784134346955893,13.752164840698242,1200,0.18248848617076874,4.997073069441993,0.09583333879709244
A,1,25,1200,15.904846362969623,30.94371471356373,14.032229426018787,6.821572749396518,4.748274856804315,0.0015281798247734244,1.2964562317658782e-05,0.00022125724801794108,-1.725391383973384,1910.7433554136553,40235.98679143588,1104.7626070166084,10.53915547325743,0.5469231978273907,14.032222747802734,1200,0.1781076043844223,5.929890502370121,0.10166666656732559
A,1,26,1200,16.99957500113903,32.846451060914674,15.00242619476727,7.16786393451542,5.139750730927228,0.0011184128410597696,5.6313325194795304e-06,0.00015552239335232736,-6.613012367338991,2064.7969092498543,41697.451730461435,1134.1901466156387,11.476215490725844,0.7087396556813683,15.002433776855469,1200,0.17630596458911896,6.592752783973225,0.1066666692495346
A,1,27,1200,16.35888394138068,31.33127252962461,14.477325010739218,7.861456976480444,5.819189781810963,0.0006938728400790332,8.396376797189306e-06,8.735459314641349e-05,-10.806463452685254,1980.5742605162704,43303.98328824827,1174.0675238921312,11.26179081591788,0.7288790581335034,14.477343559265137,1200,0.15925925970077515,5.539045519285791,0.10000000149011612
A,1,28,1200,17.293355295152487,33.33170484062788,14.864550847260883,6.917145562759334,4.999881378189392,0.0013417412950965288,6.2485425377842085e-06,0.00019604893525939572,-18.501522475725142,2101.309198786424,44612.31714697114,1196.1137163334863,11.84209250527261,0.770673583968821,14.864561080932617,1200,0.18223866820335388,6.058820658358243,0.09916666895151138
A,1,29,1200,17.18448543463815,32.97928615828222,14.451449073984053,7.488516952351388,5.9747941350122336,0.0008490150515135393,9.229549645947914e-06,0.00010915372390869261,-22.935869648280097,2085.459984861604,46237.033979902364,1228.1566052866747,11.247702748323615,0.8770250129780659,14.451458930969238,1200,0.1876172572374344,6.258405712798216,0.11166667193174362
A,1,30,1200,17.516480411104677,33.516000217147514,14.832923068771422,7.766024886328424,6.108718526131426,0.000687152425901021,6.174583833520339e-06,8.57896333942404e-05,-34.31358869259696,2159.1436199442933,47945.95950236886,1263.8935842105698,11.424240974172942,0.8548090300194606,14.832887649536133,1200,0.19038817286491394,6.40602170647831,0.09833333641290665
A,1,31,1200,17.98467308377592,34.62506933614824,15.557271111075561,6.531243347136916,4.126331312217955,0.002070295302950503,3.2138344280543643e-06,0.000345211163725288,-45.92234423709519,2195.524363568844,49242.88078706125,1274.5800222284079,12.095635084746363,1.0936922287290802,15.557233810424805,1200,0.17307692766189575,6.730530079085993,0.09000000357627869
A,1,32,1200,16.727468922103128,32.03618814775864,14.650006339430362,7.37500157288417,5.92194724708644,0.0009569336147302014,7.729779796105302e-06,0.00012519659659597572,-56.09867738887292,2024.522510259163,50527.57656627988,1296.904464923341,11.991328789858827,1.135451126280255,14.65005111694336,1200,0.16388888657093048,5.343661851154327,0.10000000149011612
