arm,seed,t,g1,p1,g2,p2,C12,C23,n3,n3_common,b3bar,n1,n2
A,9,0,0.010811924837083405,-1.111563961565897,1.1302563499764013,-2.2629733125887537,0.35812464825244916,29.917020113694814,3.401524504512703,0.39587339227920326,0.024643320334143938,33.30751063157035,32.95985870800733
A,9,1,1.3589924330757546,1.41222533035493,0.9456531309071711,-0.9105892713974502,1470.7545216002554,89.85068739993257,16.174776481574273,1.7610931372137648,0.015840190462768078,1575.0101274312537,105.36550135559993
A,9,5,1.6189880062384083,2.7534808136243454,1.602901483990997,-0.4821405834211392,7452.179026455335,294.9301823561378,13.625353908273505,3.1366062329963946,0.005469411029480398,7737.91798261875,306.55476648358956
A,9,10,1.6975776530093876,3.373426193771835,1.974731138054156,-0.25205871941034136,15413.817214912784,527.035706107333,11.52567715853236,3.5162994697226475,0.0001146344467997551,15895.544831671352,533.8956784070522
A,9,25,1.81491019160325,4.163743065338737,2.4207024833952135,-0.021567936031497772,38610.89261154865,1097.1256792434422,10.097058337539004,3.5500481248053433,-0.049788912385702135,39439.717013529735,1074.0084922647875
A,9,50,1.9525123651087335,4.636022595692233,2.563146935768451,0.2285290337011484,70532.77563745472,1624.4263009623107,10.672793171719091,3.102598310301637,-0.19014217369258404,70962.06386942562,1468.5649753541516
F,0,0,-0.004472538593608173,-1.095323066943544,1.1662452215857395,-2.2758539033460936,-0.1952909262183269,30.648550312602808,3.2603452835256173,0.3729870297106536,0.012795667652972043,33.36467150212418,33.57104730462854
F,0,1,1.1420885441167443,0.7592847895072438,0.9584328118581995,-1.340970674258049,610.8669147174246,58.571778301140306,10.217446117199065,0.3922905186204416,0.012773199053481222,678.9574158837679,68.35109310446629
F,0,5,1.4992475775017622,1.9737410976128857,1.2978920853858993,-0.8254158386887245,3036.150986793729,147.550411998349,12.007282907533085,0.36079784661557174,0.012642369512468577,3188.6786041587197,158.67120304404804
F,0,10,1.640805130534363,2.3566879979482236,1.655366292764021,-0.9086454254059126,5283.518615442601,201.08862767698932,7.803781865691814,0.3496198235521417,0.01014330576872453,5469.634806751961,207.56766086968895
F,0,25,1.799106937520972,2.988136111518997,2.0456262405503365,-0.8338655650247084,11652.948945913293,325.9295316621008,5.548638435315234,0.4072954570088613,0.015353111550211906,11871.254712718213,329.4039647855876
F,0,50,1.941302588428231,3.40594246087009,2.210706802876029,-0.7404677732853276,20432.236100607555,432.41564226703525,5.424323182094062,0.7433874020209454,0.017457973584532736,20476.61175522254,430.9970641856316
F,1,0,-0.0006796969175627715,-1.0928536873362695,1.1713318333644263,-2.275954763364261,-0.2441898159350302,30.70538825020279,3.218174642901186,0.31098181178037243,-0.031257313559763134,33.336158971384755,33.58984318339297
F,1,1,1.1371966042570876,0.7206227043073192,0.9723671393847111,-1.3727266282328678,585.0854161540286,56.7180463086779,9.940730555016263,0.4502690624429148,-0.031434267712756994,651.1730799727546,66.30388860944677
F,1,5,1.4780396332244186,1.874453138692119,1.2746440561979315,-0.8805439996939393,2717.978231683654,138.27847146263014,11.888739512070641,0.3941951223411423,-0.033576626249123366,2862.866730260854,149.61714606093298
F,1,10,1.6308616384041144,2.3064509640171744,1.5957487844196179,-0.9055628424415031,4929.929765947367,190.23111631904723,8.295217124320157,0.42176545150237466,-0.03345764186233282,5109.879055226262,197.59861777331702
F,1,25,1.795402991147197,2.95217956254847,2.012777647855298,-0.8446297846897606,11254.336567102526,316.9492112655759,5.862513371015462,0.5361428671300033,-0.03205914408899844,11480.512352849739,320.7453683761654
F,1,50,1.938689143799854,3.3862484784302875,2.2008469627652354,-0.7404967211636513,20290.53804763262,433.9295290463564,5.366482565587351,0.9399184056000665,-0.026833718759007752,20367.734397532175,431.9813857137884
F,2,0,0.007650607889230117,-1.1052110469696608,1.1493441705748262,-2.2506921956986816,0.3730023788407095,29.96434212505166,3.4233232437195054,0.3744703441171893,-0.01001915568485856,33.396908946282416,33.03410650974287
F,2,1,1.1756659549478907,0.8215723952320559,0.9129728113324048,-1.283512369619316,670.2998079659563,59.053077428584075,11.758582519537367,0.538724228137729,-0.009974897559732198,740.280513271723,70.3011431100452
F,2,5,1.5273341743905018,1.9961181608109464,1.3103571985273605,-0.8293643149326315,3232.6402949299554,149.05592745099565,12.286025116391738,0.48538538988028446,-0.008626013994216919,3386.8203379399365,160.38230858347828
F,2,10,1.6715285445377006,2.399768759875473,1.654906142413546,-0.9073612588617963,5705.117774664941,203.68270492935517,7.817882221253979,0.4899516228909884,-0.007762142992578447,5891.874514950583,210.307938199195
F,2,25,1.8160125760017702,3.0411980022881098,2.0418221135843306,-0.8070891299317824,12551.928630882845,339.1207640955674,5.903952085529224,0.6666376755763217,-0.005120133236050606,12784.303155622922,341.623630916808
F,2,50,1.9521305969257359,3.471839473735213,2.22872502858146,-0.6538366081534586,22205.32757544706,461.05162781582834,5.797999526760045,1.2757607618993507,-0.010141081735491752,22276.044332229252,457.46200713790233
F,3,0,-0.005382224739254076,-1.0974814505593808,1.175761279509559,-2.240651389759356,-0.12207899280283385,30.506504730002888,3.3233364969743713,0.2727737443999255,-0.0006295074010267854,33.35180925885921,33.483406488586255
F,3,1,1.174225538795729,0.8268264913732961,0.9397300758313291,-1.2920172198259534,668.7177352204162,60.471353505183366,10.837757603446812,0.44928553342182964,-0.0009392975363880396,739.2252787667051,70.89737222252262
F,3,5,1.4908674664791408,1.9054613704943422,1.2793447681807164,-0.8599006582707235,2873.597041184205,142.69842188863367,11.998686569249696,0.4027476724129203,0.003097862284630537,3022.0978439032224,153.91911632495126
F,3,10,1.6375689278767647,2.3373187763248913,1.6356805891001638,-0.9397612239196406,5140.010749028397,196.58362455180696,7.862720323959325,0.43464942151909525,0.00514608840458095,5323.713754506445,203.42425407481875
F,3,25,1.7947649421144092,3.008346295739711,2.023085832832862,-0.7952218423256017,11720.942131273909,332.4995492919041,6.099419453765352,0.542293345413427,0.00456239084014669,11958.82713201208,336.18526947248455
F,3,50,1.939100452897191,3.3956965904396728,2.198226892061815,-0.7241577964380741,20430.44222586541,433.18673510080754,5.250804018943407,0.9925104771225769,0.006648512132233009,20492.377888656352,430.17536349608474
F,4,0,0.0030361227881039055,-1.1039888593517757,1.1661784073086712,-2.272384349646021,0.3704128201777337,29.936361522198645,3.3027136822120653,0.29887531295513203,0.05255550378933549,33.26132581611597,32.90292924021618
F,4,1,1.139427315356022,0.7202952774739336,0.9345037662509871,-1.356736656579704,573.1213374340608,55.81045938822043,10.350270748523123,0.4617834722552102,0.05243340581073426,638.6390439923521,65.71609250712018
F,4,5,1.5282828632838124,2.055378166463946,1.3173305094062222,-0.7981367952053834,3432.4176278489854,158.62378927945034,12.502827803724852,0.4047976372426473,0.054224120220169425,3594.9557809624703,169.9552504028564
F,4,10,1.657553425513104,2.4194297720705373,1.6745080959324015,-0.8852175963165131,5768.553313725196,212.0607560725909,7.832093950503697,0.43627643179657255,0.05522779636085033,5961.850955127529,218.43739598102988
F,4,25,1.8117740375381928,3.0775994346052045,2.0412407771224093,-0.7548139276577127,12919.629495930152,355.8810019236388,6.2300121631449095,0.577461424417967,0.05650476696901023,13157.007756513478,359.5754381370666
F,4,50,1.9587379433855845,3.4407969998232426,2.189163876331044,-0.6813813867383918,21780.131727093158,448.63529945331294,5.651568677192093,1.1092062634447262,0.06380347274243832,21802.70897096174,445.9745960715999
F,5,0,0.00897904105253122,-1.1023319316190143,1.1768936047297127,-2.2496564623463997,0.12023239589144907,30.21894304077296,3.3237519427919047,0.29606764236785943,0.017271021357737483,33.30101153578894,33.19136311911417
F,5,1,1.122678360863813,0.6464066869873641,0.9467577854087702,-1.4042370199891878,542.6707578595261,54.039152106172075,9.879792420231063,0.4288863203091038,0.01745988745242357,605.9979988831496,63.51553254497592
F,5,5,1.4942517288926545,1.892493645954239,1.2890038057679365,-0.8729108010250233,2813.4759306352794,138.61823337255885,11.72802876167448,0.41654742225137936,0.017551539081614463,2957.9879301658775,149.68964572899444
F,5,10,1.6471339677842574,2.4360262586462893,1.6558363291040121,-0.8909900975708868,5649.459300019317,211.22234998578543,8.09375927843436,0.44312686605063095,0.017661947384476663,5846.159343416945,218.4801426735092
F,5,25,1.80699372846523,3.0036501136346523,2.0447531001106447,-0.8494704863653553,11947.028770754185,326.2649064305441,5.6820491554973405,0.5330566481264165,0.01656871261075139,12168.309593789503,329.51672700956374
F,5,50,1.9542992529871852,3.4100601262567354,2.208738666251482,-0.7130764942478756,20850.114783376994,433.6457153086342,5.524847837866277,0.9840213315903179,0.024538782332092522,20904.234008583113,430.4995030996388
F,6,0,-0.002168941517505865,-1.0941036374021753,1.1477578198843417,-2.2439193204148746,0.05571137415113725,30.276937263368836,3.3765716719885224,0.3422094851074336,-0.03850634582340717,33.36487848185253,33.320156620302804
F,6,1,1.098147533940157,0.6381557675794931,0.9328356351409146,-1.3880925818689482,506.66636313017676,53.30287331776345,10.11316058691255,0.4331534614258621,-0.038726845756173134,569.4707865596706,62.97654019426507
F,6,5,1.480376939727764,1.8664704280116857,1.2852712212486566,-0.8995827667504017,2683.4630990601536,135.98303949084175,11.534916240039568,0.4341323540877429,-0.03804117813706398,2825.365141820589,146.93738423478112
F,6,10,1.6195493702930364,2.3139216544043038,1.6192138626816326,-0.931701003437803,4871.613310101926,191.93477116526674,8.015534191242772,0.4571155214345652,-0.03816041238605976,5050.60613581034,198.91622617266557
F,6,25,1.7871575972373102,2.9629248778009583,2.048213924068773,-0.8699637454669558,11245.811966662412,320.7759129303364,5.405957674506862,0.5362258230798455,-0.03662913180887699,11469.687315623873,323.8967961294401
F,6,50,1.940429140268931,3.3803898632498677,2.2152906455524537,-0.7342164988608992,19909.003497828864,422.9952457286295,5.333288671731507,0.8751382586672234,-0.03647980931273196,19966.015132310156,420.8794415756705
F,7,0,0.00588618267484921,-1.1040413852609943,1.1822825484328323,-2.2586919483160877,0.3847766350387758,30.01845914180569,3.281757155819531,0.3400640511105512,0.011370332445949316,33.34420634268723,32.969408969708994
F,7,1,1.183550201916495,0.8259830867788509,0.9472571942371196,-1.289836444351324,683.3878368200592,60.29412802265604,11.001670713095535,0.49110679338122437,0.01132297171279788,753.9101525741844,70.83522579469704
F,7,5,1.5263789326897248,2.0622763780438396,1.263287025472859,-0.7082085212857996,3468.543710312783,160.94426669997964,13.867834955454093,0.4563261323264767,0.010641095601022244,3635.8809277927135,174.0824700653248
F,7,10,1.656299527081131,2.469300753866132,1.630511957287217,-0.7985566919624625,6005.12931108479,221.3645462739303,9.016602588874076,0.5000749530644114,0.011020369874313474,6208.9230915644375,229.3824571669698
F,7,25,1.811509378254493,3.052793594299688,2.0595615572176635,-0.7978972934108565,12707.3561467217,346.6508179327433,5.942365190071948,0.6530452689917822,0.010409457609057426,12941.356922887038,349.9821093304242
F,7,50,1.953488532999937,3.451306484113303,2.2035444081103543,-0.6898112425927414,21534.557189433108,451.5743170973964,5.563886102540365,1.110543115217956,0.008818935975432396,21590.317149913262,448.99351278345523
F,8,0,-0.00189291346250691,-1.088884938630505,1.188552813390888,-2.26278426058753,-0.01885747662078785,30.505240588724583,3.322374218170401,0.3709451843979255,0.01425551762804389,33.446015595947166,33.474311966512715
F,8,1,1.2096162589333657,0.90179125355222,0.9541503717288264,-1.2433755440115877,759.5304162969037,63.360920384165176,11.170760032098592,0.5031129919554145,0.013415715843439101,833.1283537866263,73.99611211115999
F,8,5,1.5007415900277663,1.943183184866506,1.259085670725458,-0.8111124207572249,2975.2102801807773,145.44708350061114,12.599935570624178,0.4435527697636172,0.012958743050694466,3126.637585412483,157.27126283058425
F,8,10,1.6361239768311364,2.4269942404974527,1.6358595283097377,-0.8779040775980914,5513.646714741724,209.9200039026553,8.074075650317178,0.4677992353501959,0.01609453447163105,5707.28626608048,216.55121555859174
F,8,25,1.8082989150113677,3.00161384093311,2.0701491649382824,-0.8558488906159554,11905.626300968152,328.9806651237892,5.472662967989367,0.5958335520214546,0.016901480685919523,12130.560322803442,331.6612212320233
F,8,50,1.9501504396016789,3.417919810385214,2.2601395837628937,-0.7661298451800215,20826.382429679637,435.25349949782304,5.125147767298177,1.0194212290162006,0.021322060935199262,20861.700041574906,431.0908565951608
F,9,0,0.010811924837083405,-1.111563961565897,1.1302563499764013,-2.2629733125887537,0.35812464825244916,29.917020113694814,3.401524504512703,0.39587339227920326,0.024643320334143938,33.30751063157035,32.95985870800733
F,9,1,1.2653335797625611,1.0200103342312574,0.9723547829031649,-1.2223129044150056,901.3079662104819,67.80820983360023,11.395212324479672,0.6023648525741692,0.023898208141326906,979.5132511747985,78.6850056037587
F,9,5,1.5043838173026371,1.9852262115021266,1.3021359330550593,-0.8103584179139895,3136.2216264506487,150.98767750457043,12.321652566780578,0.5761412211984047,0.025326793221756815,3291.6867751453024,162.56750154366125
F,9,10,1.6373469434091845,2.3939300707826536,1.6274048517941266,-0.8529489594292657,5431.861439699302,206.56174567450162,8.360870032628117,0.6141608280824643,0.02736576289030381,5622.281395800912,213.8795271378637
F,9,25,1.8111152691200316,3.008206431265946,2.046940102314978,-0.8508935701514353,12088.152175536758,329.8827975169174,5.820535429767611,0.8069453314624547,0.027303493954241274,12303.419409090446,333.4594597145825
F,9,50,1.9648987291803435,3.3868605263003033,2.1811065276684567,-0.7324559389375919,20708.26603719843,421.7122809360298,5.479583264407849,1.3462741251544923,0.028818543441593646,20723.704194343096,419.3909940671105
S_hi,0,0,-0.004472538593608173,-1.095323066943544,1.1662452215857395,-2.2758539033460936,-0.1952909262183269,30.648550312602808,3.2603452835256173,0.3729870297106536,0.012795667652972043,33.36467150212418,33.57104730462854
S_hi,0,1,1.112463072730146,0.7990028887073721,0.7741700737522578,-1.074505442302224,610.8626591868511,58.57305464011453,15.590868742271075,0.39231000618502104,0.012771929979498964,684.3227716026122,73.71910704711982
S_hi,0,5,1.3932001257644961,1.9532469092049916,0.6995634943048299,-0.12775137261454594,2691.8072543855774,132.80030945799263,43.90415486713813,0.38204288911964046,0.014494705805554986,2860.4095248957738,175.5793448713548
S_hi,0,10,1.49650532516424,2.1144680416805706,0.2769542770324289,0.3168332804705907,3504.4304651550915,78.42558519369483,110.13350500549258,0.42793090097375897,0.013035916094668209,3665.1778088126275,186.12675529212692
S_hi,0,25,1.7108019937163386,2.2690564657746117,-0.04545214091589691,0.5752992014058302,5021.371761028853,-21.15518379881027,216.95160137287624,1.1636761278141532,0.01679984191432595,5017.8043421546945,185.32398308358376
S_hi,0,50,1.7384502032598474,2.671847954933937,0.20241624330281105,0.8532269041823799,7584.842651735851,56.929260391528715,311.0588230145049,4.261413451548622,0.02715169652365148,7085.4448022735405,325.1918561547424
S_hi,1,0,-0.0006796969175627715,-1.0928536873362695,1.1713318333644263,-2.275954763364261,-0.2441898159350302,30.70538825020279,3.218174642901186,0.31098181178037243,-0.031257313559763134,33.336158971384755,33.58984318339297
S_hi,1,1,1.09976855901528,0.7728494684919924,0.7825420192056987,-1.0847706545891938,585.0811155952867,56.71904847140386,15.836116236561317,0.4503235662715838,-0.03143566072685644,657.0614070685806,72.19595378876646
S_hi,1,5,1.3894914929065798,1.945410570095326,0.7148932155596166,-0.15521299114979498,2651.896381095971,132.895885514328,41.381260098308246,0.38105575403846376,-0.03308401892427355,2819.5830065649625,173.4701910404273
S_hi,1,10,1.4878412776017678,2.101347507133461,0.30031810420472305,0.3340149489381,3443.868720634173,83.07144087085264,105.79308487070692,0.46347932104531425,-0.03157019593636505,3609.5545833837696,186.02935919917567
S_hi,1,25,1.6676955066750043,2.2513951788540956,-0.03889178856943868,0.6531969132239657,4783.306453727813,-19.108657364064015,223.12831501014625,1.4811773552116292,-0.028334240382537245,4811.14148492393,190.41652614815538
S_hi,1,50,1.7790663852533517,2.6642939974928774,0.14896736503128277,0.7895371327509387,7844.295940389239,50.70371641697915,299.35088726201354,5.349011841675253,-0.020816050446592273,7330.527577148223,299.3839107629848
S_hi,2,0,0.007650607889230117,-1.1052110469696608,1.1493441705748262,-2.2506921956986816,0.3730023788407095,29.96434212505166,3.4233232437195054,0.3744703441171893,-0.01001915568485856,33.396908946282416,33.03410650974287
S_hi,2,1,1.1477252353851237,0.8561315997843493,0.7661956281879183,-1.0873738371420774,670.2975981850393,59.05403940728898,16.233879169852212,0.538786982043879,-0.009976400109007955,744.7497864688005,74.7717190207741
S_hi,2,5,1.399223867488296,1.9387358573927798,0.6974742770095781,-0.1609184724379882,2664.3826263394544,130.7161994481893,43.92927013212643,0.44767127494936754,-0.009005168708972633,2832.460290725497,173.519905689547
S_hi,2,10,1.5151880007942602,2.1109046383953656,0.2789220460943908,0.35436647787732733,3537.5089859678346,79.84373398150612,107.18415873753261,0.5813015151813671,-0.007197633758187294,3700.6062978849213,184.17619016506023
