t,seed,push_dg1,ret_dg1,nopush_dg1,keep_g1,push_dp1,ret_dp1,nopush_dp1,keep_p1,push_dg2,ret_dg2,nopush_dg2,keep_g2,push_dp2,ret_dp2,nopush_dp2,keep_p2,push_dC12,ret_dC12,nopush_dC12,keep_C12,push_dC23,ret_dC23,nopush_dC23,keep_C23,push_dn1,ret_dn1,nopush_dn1,keep_n1,push_dn2,ret_dn2,nopush_dn2,keep_n2,push_dn3,ret_dn3,nopush_dn3,keep_n3,push_dn3_common,ret_dn3_common,nopush_dn3_common,keep_n3_common
10,0,-0.012363704146157728,0.015559163066142245,0.020165829935990587,-0.01697037101600607,0.13404244379424624,-0.03251895596440013,-0.004008254661534316,0.10553174249138042,-0.10870270727131048,0.1881406633944307,0.040921130912585646,0.03851682521053457,0.25210523651474637,-0.2518779391025936,-0.06272085687527928,0.06294815428743206,1602.0523201330761,7.163228530627748,278.7896469740208,1330.425901689683,70.57658811630574,-20.92786704663888,-1.9369729230850226,51.585693992751885,1675.198246699838,-27.45615547011039,268.2761783891674,1379.4659128405601,73.67139464349327,-25.11460614804878,-2.239540297545318,50.79632879298981,3.0789399608063537,-3.5176875976525466,-0.4541785612362732,0.015430924390080314,-0.2083392248131095,0.08467206819918971,0.06228443041923981,-0.18595158703315962
10,1,-0.01749251230484461,0.025400905484687986,0.008911654289751159,-0.0010032611099077826,0.1300623651397057,-0.017265606490572516,0.009412639388506783,0.1033841192606264,-0.09139098861010497,0.1538009190562506,0.034675031983697036,0.027734898462448587,0.213105100119023,-0.2083993590357715,-0.06592802166927253,0.07063376275252403,1565.9967259402238,92.8348348346517,233.1999484337921,1425.6316123410834,67.03571273075812,-21.95091601283184,-3.9522121548940845,49.037008872820365,1634.5782511257567,60.011351668721545,222.40295568510555,1472.1866471093726,69.85844518525903,-25.838839107163153,-4.318426404939771,48.33803248303565,2.8252354608529178,-3.0487505225730187,-0.22649444965333387,0.0029793879332329354,-0.2210107291831669,0.13593705580913396,0.06335182740063106,-0.148425500774664
10,2,-0.015135683297237357,0.019803740448108176,0.010919197055847985,-0.006251139904977165,0.10378261902593566,-0.01664662455325061,-0.010491883245363098,0.09762787771804815,-0.1285673743320106,0.16731538152237624,0.020220255237196838,0.018527751953168803,0.24841515709780038,-0.2273075328135139,-0.02060245326881538,0.041710077553101854,1527.7879875415965,39.799828661087304,250.51449434042297,1317.0733218622609,66.94823243354244,-22.221110331329214,-4.851198067433302,49.57832016964653,1597.1941541158667,8.740774692982086,238.13672512808807,1367.7982036807607,69.96802188456263,-25.90319060905165,-5.753003866852282,49.817835142363265,3.1719757333755663,-3.219316108860255,-0.5108349670215908,0.463494591536902,0.052393007786805335,0.14345858542808454,0.06064395141058698,0.1352076418043029
10,3,-0.01856294336701758,0.02526217439507361,0.013422867302905317,-0.006723636274849287,0.13982457143984295,-0.03806976362776204,0.016892003385143184,0.08486280442693772,-0.10378004889745718,0.16406313885095347,0.019058488168934407,0.04122460178456189,0.2567424164091363,-0.27982626393806975,-0.033133977383213,0.010050129854279555,1730.5366436753065,-12.923273492186127,270.7700906664322,1446.8432795166882,75.36907211902457,-22.436118861767227,-1.615786511278202,54.54873976853554,1809.242268529677,-47.739133078139275,260.88016929991136,1500.6229661516263,78.66985618018873,-27.043875960192622,-2.2523095187236777,53.878289738719786,3.441372209125344,-3.6343748093590023,-0.1154788759614025,-0.07752372427225573,-0.15512400516117442,0.01466338449080018,0.04855470456320887,-0.1890153252335831
10,4,-0.01807921825591885,0.022585096640229452,0.010426752380101378,-0.005920873995790776,0.11658507807418683,-0.022888069780839793,-0.005679483684287057,0.0993764919776341,-0.09620067065763171,0.18321333145195906,0.03479321139656388,0.05221944939776346,0.2882427280737657,-0.24342194894230296,0.014617205327103644,0.03020357380435912,1473.4512014319607,5.852495119184823,214.21129652289528,1265.0924000282503,65.99354081421535,-19.705565313804414,-4.39481312972697,50.68278863013791,1541.025979604372,-23.800580386363436,202.70927166481852,1314.51612755319,68.408449669383,-23.7370128757899,-5.140357542817583,49.811794336410685,2.6543626068078794,-3.2998617230525102,-0.47251778712169923,-0.17298132912293163,-0.27898493643263045,0.14713963372409422,0.06341262837654371,-0.19525793108507994
10,5,-0.011208990958901488,0.02426360323774679,0.013356522498106482,-0.0003019102192611811,0.10755088506508281,-0.02606373293033215,-0.0008415681748927817,0.08232872030964344,-0.1235409964624612,0.15121783108988662,0.040463698651182156,-0.012786864023756728,0.22145548396420317,-0.16508902768411954,-0.05873080100350225,0.11509725728358589,1357.1585062076665,41.49607648335041,170.65788258394423,1227.9967001070727,56.21913999206362,-21.399530046218615,-9.807239247841665,44.62684919368667,1414.418589578192,9.094099967367583,153.28954342026918,1270.2231461252904,59.16965141661137,-25.547234289032872,-10.926953458459252,44.54937058603775,3.0347504429220553,-3.1471652116109308,-0.7456243937762963,0.6332096250874208,0.026981118316568686,0.18660048110054417,-0.0013787082563068154,0.21496030767341967
10,6,-0.014072949908282784,0.01731624171452273,0.0038352436227004905,-0.0005919518164605453,0.1314342312525869,-0.025382601752457212,0.021129079797876038,0.08492254970225366,-0.15562591595751485,0.1953304489246932,0.041166558526167574,-0.0014620255589892217,0.33360123861723434,-0.24136948356687837,0.0006291360489898423,0.09160261900136613,1596.7049144932462,44.523294207978324,314.81293233728684,1326.4152763639377,67.47962141947289,-14.033210379674074,5.430343807697,48.01606723210182,1666.9906138646766,19.731993516472357,315.5231845267299,1371.199422854419,70.78719425081414,-18.185858255029757,5.1837150119291096,47.41762098385527,3.3224141564433287,-3.0152537232402796,0.12915137394136345,0.17800905926168564,-0.07929080238969544,0.20560759843958998,0.050828612685472674,0.07548818336442187
10,7,-0.008495589597572017,0.024552694011472198,0.013561176481005521,0.0024959279328946593,0.12188903602178325,-0.035664157191654056,-0.00621421717901427,0.09243909600914346,-0.11054183545490859,0.16526953203736272,-0.0028036850947295022,0.057531381677183635,0.2501836243375524,-0.22784083705187108,-0.02155720687501711,0.04389999416069845,1637.9536752117292,-5.2778651715434535,268.793542893276,1363.8822671469097,70.22128482400223,-25.138152400712215,-4.189485555906856,49.272617979196866,1710.825513648524,-41.62691315011034,258.1612414066203,1411.0373590917934,73.64326861713243,-29.467593604233457,-4.88234463265411,49.05801964555309,3.439859016768379,-3.4181514315748647,-0.19392125970991536,0.2156288449034296,-0.10883311508106264,0.13954999551663771,0.09198244244934273,-0.06126556201376765
10,8,-0.014337337405506023,0.01840691509274972,0.012224889016792861,-0.008155311329549164,0.11934246537021131,-0.03423255612948939,0.004293123567104207,0.08081678567361772,-0.11246287732238858,0.18665374604692508,0.015054465600986333,0.059136403123550174,0.26974864037851215,-0.23462533790094647,-0.037453178402181986,0.07257648087974766,1659.95725116649,-37.11033807790591,220.79930035042162,1402.0476127381626,72.10582753364287,-24.510279951044254,-5.049781490373277,52.64532907297189,1733.7142607732276,-73.65742122980555,207.5964616155161,1452.460377927906,75.35742319503612,-28.71046585269289,-5.441030524812334,52.08798786715556,3.4332561450665864,-3.445707779301733,-0.36706136988252425,0.35460973564737763,-0.13440430248019597,0.33766139318938704,0.08624635403833958,0.11701073667085149
10,9,-0.013840601876291325,0.030349797847760263,0.019737038052463518,-0.0032278420809945807,0.11633019065251693,-0.02885180557461009,0.0007130791197393904,0.08676530595816745,-0.08316047814133265,0.12588505103532022,0.00832625953194066,0.034398313362046906,0.2390999182219838,-0.22976153540141536,-0.02587103675885838,0.035209419579426804,1530.2662908482962,26.73461549039166,252.9152186983756,1304.0856876403122,61.03665454601878,-21.554890754711835,-4.632469990171671,44.11423378147862,1592.338410914348,-5.399508982423868,240.71345718586235,1346.2254447460618,63.537425654299,-25.363456290537556,-5.074597045259566,43.24856640902101,2.6766330113346477,-2.9539699114591187,-0.2988369028295921,0.02150000270512109,-0.2388751924654735,0.16343889678328827,0.11102939531061606,-0.1864656909928013
