t,seed,push_cos,push_scale,push_resid_frac,undo_logit,cos_logit,undo_W1,keep_logit,keep_logit_proj,sw_t_correct,sw_t_spread,sw_t_zy_c,sw_t_m_med,sw_t_m_p05,sw_t_m_min,sw_t_M_mean,sw_t_M_med,sw_t_ce,sw_t_shift,sw_t_zc_norm,end_t_correct,end_t_spread,end_t_zy_c,end_t_m_med,end_t_m_p05,end_t_m_min,end_t_M_mean,end_t_M_med,end_t_ce,end_t_shift,end_t_zc_norm,sw_new_correct,sw_new_spread,sw_new_zy_c,sw_new_m_med,sw_new_m_p05,sw_new_m_min,sw_new_M_mean,sw_new_M_med,sw_new_ce,sw_new_shift,sw_new_zc_norm,sw_new_rank2,sw_new_old_c,sw_new_acc_old,end_new_correct,end_new_spread,end_new_zy_c,end_new_m_med,end_new_m_p05,end_new_m_min,end_new_M_mean,end_new_M_med,end_new_ce,end_new_shift,end_new_zc_norm,end_new_rank2,end_new_old_c,end_new_acc_old,next_correct,next_spread,next_zy_c,next_m_med,next_m_p05,next_m_min,next_M_mean,next_M_med,next_ce,next_shift,next_zc_norm,next_rank2,next_old_c,next_acc_old,next0_correct,next0_spread,next0_zy_c,next0_m_med,next0_m_p05,next0_m_min,next0_M_mean,next0_M_med,next0_ce,next0_shift,next0_zc_norm,next0_rank2,next0_old_c,next0_acc_old
10,0,0.8488351313324272,1.69569588682657,0.6973739575139732,1.3156288135074057,-0.8057928452061286,0.2412358129391229,0.5997640873321541,0.050232992663330506,1200,5.905572328548974,11.168529020241301,5.537609031662097,3.542991259210601,1.1333521496926622,0.06545996398545822,0.039705752167802706,0.015581305644002856,23.159902628193503,708.0854582106028,1200,11.85037279244144,24.25794733222719,11.815452577175407,7.868352985195038,6.600323607768708,0.0009833495274115668,0.00011597765665390113,0.00011645801427973145,17.44060193612273,1414.5239218889021,113,5.905572328548974,0.07868722408849305,-9.733486821419667,-25.272350025976078,-77.7412182840539,-11.02438183216735,-9.69928126858808,11.105423101796811,23.159902628193503,708.0854582106028,1.0,12.502553846572646,1.0,113,11.85037279244144,-0.06664781787710515,-21.71998560696577,-53.57823834746594,-125.99037596004547,-24.323611800576884,-21.719984599804945,24.324711608118573,17.44060193612273,1414.5239218889021,1.0,27.15387884458392,1.0,1200,5.929131168576408,11.1493822047353,5.4878643097725295,3.79394384042486,0.8570672908910879,0.05875525137206024,0.0377724827158939,0.01350084384445955,22.827047306933967,703.0426508496067,0.2161913514137268,2.7938431297054875,0.09416666626930237,1200,5.779068460999709,10.987579632396635,5.4991231718392015,3.724583186542428,1.8262734115717478,0.06268819056189759,0.038157224786276485,0.014262257507726524,21.34233976077418,683.8205863712776,0.21987119317054749,2.438532806503027,0.09416666626930237
10,1,0.8601649745267911,1.689110301924847,0.6786876140059936,1.3138414151011966,-0.7812670926355225,0.18978968416301337,0.6352319321609162,0.05418314273706677,1200,5.757744498475781,10.868381234070107,5.3337754537656,3.606325073074664,1.9389988185549711,0.066021978856083,0.04328466467818767,0.014498956010830854,24.264770439746865,684.4878128373516,1200,11.374338100205486,23.165137883400945,11.435520661072935,8.052411718699192,6.665633378871199,0.000839260716768333,0.00014831259850664366,9.551124552168766e-05,18.619303312871416,1344.1321728330456,139,5.757744498475781,-0.006949819397854167,-9.667665463757825,-24.998519732600137,-59.576681208607724,-10.809309074611878,-9.561650884439544,10.889830009478791,24.264770439746865,684.4878128373516,1.0,12.110185224449138,1.0,139,11.374338100205486,0.10803533072937144,-20.474580076109874,-52.26200608616093,-120.13994847858814,-23.05626329195481,-20.472551451147716,23.057198063917095,18.619303312871416,1344.1321728330456,1.0,25.691729780027554,1.0,1200,5.996702869890069,11.35287115352613,5.658434185291,3.83243350562784,2.064072191833734,0.053076341382495174,0.03340293685460415,0.011069203240303001,24.124034512348754,711.8157285120438,0.198868989944458,2.5183151770195047,0.1158333346247673,1200,5.697877001159681,10.958052549322533,5.592546303077299,3.9253819983797165,2.375293767816988,0.053701632599882934,0.035505054092398756,0.010945282951361636,23.170615436386182,669.4469575949466,0.18378888070583344,2.494248367965079,0.1158333346247673
10,2,0.8686392522255891,1.680746898549086,0.664778691163367,1.3403759232789565,-0.7918517585441975,0.22857360876259533,0.671159385387921,0.04450952533849314,1200,6.341409509322216,11.716118154688235,5.727428532571459,4.061331508175254,1.1705811122015124,0.04927896635716196,0.031081385558271852,0.010327316325670582,22.66272673127604,752.661181246124,1200,12.28929934873462,24.449510349099036,11.830197325650385,8.118628380639542,6.7393045991357,0.0007814417244738672,0.00011044990709623885,8.857465042350397e-05,19.10053545138199,1456.3386846685814,119,6.341409509322216,0.11203593675109716,-10.241114018350622,-26.06301673533068,-58.2007665019921,-11.554803251579976,-10.215531333278,11.61440953426281,22.66272673127604,752.661181246124,1.0,12.920763473728448,1.0,119,12.28929934873462,0.03591267499878226,-22.161060767975002,-54.44197912808069,-120.3691495787138,-24.41281623237578,-22.161060445036927,24.41368624875068,19.10053545138199,1456.3386846685814,1.0,27.02612749090666,1.0,1200,6.188602795622219,11.462872904391151,5.506999954786725,3.7792351255875904,1.825746458422561,0.06170172276950362,0.03749367968971729,0.013425040181287205,27.51106537546572,741.2218632661574,0.21554116904735565,3.1442107711078617,0.09916666895151138,1200,5.789071420390907,10.911772324779896,5.429301484963332,3.556203751912369,2.1828424056825977,0.06484836300280346,0.042138219195077035,0.01421722476495211,22.94169440889366,686.1400097786828,0.19703978300094604,2.6059560895461718,0.09916666895151138
10,3,0.8569605942390272,1.8248793006685307,0.6390162019602046,1.283409390635765,-0.8113766626543104,0.18910125181460394,0.6087401337003302,0.05182518618350349,1199,5.74432680651578,10.698101392256158,5.185262810486343,3.319476366670305,-1.42954943759484,0.0792985476916955,0.048290863454340596,0.02110005606386699,24.68996130265705,688.4660837999971,1200,12.39704521265651,24.73099608131996,11.727477733493707,7.936601488002819,6.541111622428907,0.0008149236276560203,0.00012123503084832463,9.45543118637784e-05,20.66607992326415,1466.073835815733,118,5.74432680651578,0.10845317683704787,-9.38669877653225,-24.634535327297012,-46.38100504781169,-10.510349667727413,-9.329609949793944,10.610748271482976,24.68996130265705,688.4660837999971,0.9990757703781128,11.936144884088781,0.9991666674613953,118,12.39704521265651,0.11339417889524224,-22.08588052657923,-56.48198786229196,-107.05190400999061,-24.616786978797066,-22.085873400312764,24.61769645673659,20.66607992326415,1466.073835815733,1.0,27.549124247418863,1.0,1200,6.1512467818153285,11.447006236505187,5.595327891990866,3.7275081121707165,1.8130116309773534,0.05851200826530648,0.03532685672145076,0.01247005513206321,29.413221191048763,736.3172677779592,0.20979668200016022,3.126739762102614,0.09833333641290665,1200,6.008566641653126,11.230855706232587,5.5935333430678895,3.5527994576595145,1.899118853579477,0.06183504556186697,0.03544960474908387,0.013653208212479022,24.20739255316553,716.3912792945239,0.17929759621620178,2.650129891938247,0.09833333641290665
10,4,0.8655093250483736,1.7692532175956661,0.6392091349992662,1.3417773173141165,-0.7987651207377306,0.18238144185259333,0.6459573383532465,0.025418712384185155,1200,5.851274478366092,10.926990895809446,5.3912447089323265,3.5522901390312795,0.9754165381834525,0.06387002601779385,0.04046015888878848,0.014197623096161068,31.55842547714734,695.3187163768678,1200,12.046976396994934,23.981913331477912,11.672958363935273,7.877149345630938,6.461834735792987,0.0008890292364606734,0.00011707706697421506,0.00010418849900964827,22.024955298090255,1421.3536938328257,138,5.851274478366092,-0.02278394980598293,-9.844282146638307,-24.40004717389603,-47.29106074413427,-10.885904819597638,-9.799486325614557,10.963972468711592,31.55842547714734,695.3187163768678,1.0,12.115537693250639,1.0,138,12.046976396994934,0.25214783478582276,-21.638069206345328,-51.63539934331958,-103.43902461843544,-23.728876467455628,-21.636739284267247,23.729869685191098,22.024955298090255,1421.3536938328257,1.0,26.679700747926056,1.0,1200,6.2592566442500495,11.651843012019677,5.740706233801276,3.9221870070064377,2.0281974397245897,0.05236633322107259,0.0322728299389033,0.01100466084010884,29.31030263764862,739.3202226994523,0.19303201138973236,2.531106112463786,0.11500000208616257,1200,5.734243019886089,10.887968680303796,5.559674536580562,3.7462146424756595,1.8650552109422947,0.05881924365379706,0.035125454579075496,0.01280320028287592,29.120953240297744,676.3565185864672,0.17984934151172638,2.4039179750964417,0.11500000208616257
10,5,0.8757982146958027,1.656776338208291,0.6590349678019979,1.3691722840734915,-0.779549657426905,0.2193948406942406,0.6615801668754057,0.052148104680557056,1200,6.24006760893915,12.007491515370617,5.977542289391096,3.8388321707032462,2.5393441735871214,0.04660542750758494,0.024924716087623814,0.010020199726026692,24.20428356714731,744.5276296772292,1200,11.889291559832163,23.972778460089163,11.87672519891636,7.721231792018029,6.252283622663207,0.001029000794093391,9.558225855096394e-05,0.00012425817557118254,19.625676368685085,1408.4474474750834,124,6.24006760893915,-0.06919655768120841,-10.619794325707431,-27.151918579847766,-61.98131744474093,-12.030082645544239,-10.560899596220535,12.086708272777852,24.20428356714731,744.5276296772292,1.0,13.363176542800216,1.0,124,11.889291559832163,-0.3944002633956848,-22.266002805404263,-54.96115163952318,-94.3917332720807,-24.366149722690757,-22.265685495553953,24.367302981660423,19.625676368685085,1408.4474474750834,1.0,26.624918286736904,1.0,1200,6.3242711274116115,11.687803769452652,5.679294208799938,3.7786317961633142,1.9962784734447556,0.055154985177507054,0.03210633272516039,0.011882680488051033,26.922724937865404,754.9694770079996,0.18959107995033264,2.6437206726660976,0.10333333909511566,1200,5.9363969808024,11.255164039972279,5.667840249534876,3.883981954028547,1.2525472977160437,0.053949590090383456,0.032375572909406056,0.011299382187092167,20.89394091106062,701.4460626538216,0.18773233890533447,2.2946664143132125,0.10333333909511566
10,6,0.8592800437693815,1.76766760309737,0.6526357952493594,1.3265959658193436,-0.7989052549298465,0.19848922019736828,0.6397028408797808,0.029991946493045648,1200,5.785879656569333,10.735379993126125,5.2566123441586186,3.3494045644716555,1.5590868187129114,0.0754509951474324,0.04752770380431433,0.017170215520688786,26.133486410709118,690.2654535373651,1200,12.011241513547066,24.029727357841914,11.401576942784523,8.33813024252666,7.103588722510096,0.0006858665397534081,0.0001494521265215657,7.569035250905794e-05,21.411862708217456,1419.9793054693434,121,5.785879656569333,-0.21475887297795396,-9.403250382120738,-25.181181918104077,-54.95771491353713,-10.874687870956645,-9.346638494857334,10.96730908162477,26.133486410709118,690.2654535373651,1.0,11.935637976631476,1.0,121,12.011241513547066,-0.15135088775204492,-21.715439822322637,-53.84377140014377,-104.80779443804309,-24.180392379054204,-21.71543942367413,24.181153935946462,21.411862708217456,1419.9793054693434,1.0,26.65220117081097,1.0,1200,6.1155728902598385,11.508826510987886,5.664266295050275,3.935484745636866,2.4219007468413984,0.051787268880749394,0.03375535442138056,0.010530749391840587,29.100657190113697,731.1542404790672,0.1983317881822586,2.5961104427957826,0.10083333402872086,1200,5.873195785132758,11.11223270045092,5.549180194109503,3.7351471621132,2.3423131062595672,0.05916556414331368,0.038017003558683225,0.012572728161942687,23.649703009462108,700.8440654795197,0.20296570658683777,2.2777555955237934,0.10083333402872086
10,7,0.8558525279266919,1.733999119348445,0.6708640939244376,1.2887295309196183,-0.7921195925971566,0.1892767740220985,0.652890265937983,0.06376723449668653,1200,5.911948902102756,11.056060008195,5.528633276035055,3.7820827632624994,1.4925081505168194,0.06066541997856505,0.039442945349882214,0.013085018270601602,30.419808072355867,701.1089046727874,1200,12.017428349783797,24.073751160909246,11.598741956288713,8.229792498516659,6.797396073925199,0.0007123008613148288,0.00014236441899426454,7.928502771137686e-05,26.842876729309253,1420.4809632508313,146,5.911948902102756,0.4503942276443586,-9.365896656415845,-24.08120108871578,-50.69363262601594,-10.545000360572077,-9.289723287524685,10.618750798821242,30.419808072355867,701.1089046727874,1.0,12.32553033396073,1.0,146,12.017428349783797,0.718180687036609,-21.277260676725916,-52.95819589701059,-115.50115417349122,-23.354858173011323,-21.277258490577726,23.355649758900345,26.842876729309253,1420.4809632508313,1.0,26.77299435315684,1.0,1200,6.275856440354581,11.674308447223591,5.6415147652074396,3.836873589788023,0.6520387027709269,0.05201243870457903,0.03333831554321789,0.011165056169988759,29.521858656388506,745.1356825540943,0.21442125737667084,3.011529136207968,0.12166666984558105,1199,5.947703866712083,11.277298456671089,5.763969008873062,3.8983558431847816,-0.2645860846086272,0.05144536673520947,0.03196059166606187,0.011304533458943502,26.885053589043697,702.321403318829,0.18311195075511932,2.1821154991228084,0.12166666984558105
10,8,0.8644088629902191,1.8301365849957554,0.6218393886990964,1.3104981740458135,-0.8132254929684875,0.19340652613796763,0.6051350185288982,0.033927482811932794,1200,5.819693275407097,10.817191797329125,5.3106388939248745,3.4070551621635454,0.7833706824894406,0.07226034525729401,0.04443384154162199,0.017694598349315516,33.6190823709415,687.6634371164597,1200,12.322934745088858,24.488277471951953,11.780871420181548,8.024429628530243,6.76358406641177,0.0008492201944867815,0.00011615997136765735,9.783737242830702e-05,29.812909666087933,1455.9290959572231,126,5.819693275407097,0.0042806825260283616,-9.748755106082541,-24.01854116791222,-55.481226861083094,-10.740650769545802,-9.676466584991493,10.830605713152412,33.6190823709415,687.6634371164597,1.0,12.009787289102151,1.0,126,12.322934745088858,0.4423681028394484,-21.636124917366942,-52.76032559616158,-105.78208553744903,-24.045060148918022,-21.635377490704105,24.046007206484937,29.812909666087933,1455.9290959572231,1.0,27.191306364620427,1.0,1200,6.154449810456609,11.529307924057546,5.553583835626021,3.716341753909719,2.090371980837965,0.05583421039629497,0.03601880302564286,0.011853384067560499,37.2647021933853,727.8189080317042,0.22346368432044983,2.9272890958030526,0.10500000417232513,1200,5.8513978916722635,11.136318515686739,5.577340229861093,3.7309878777377135,1.4589748736653334,0.05752944742606711,0.035077166946162856,0.01265551497372469,30.635720037335588,689.3521835703928,0.19925512373447418,2.704173503914237,0.10500000417232513
10,9,0.8623500091877547,1.644889377863254,0.6916160481034646,1.3431756115989677,-0.7830544990738578,0.16968021376138331,0.6908598535961503,0.050888897502473954,1200,6.090873777598609,11.409135046073928,5.580143640050913,3.61814145523429,1.3369405050910608,0.05925561634644584,0.034517891543777136,0.013302958568948907,32.531983352569824,723.496482347355,1200,11.653789449600533,23.287509132943935,11.161866113604276,8.031823946967739,6.6276463038131155,0.0008756717094815612,0.0001949720936585662,9.97899580832254e-05,27.525100140801737,1380.0332417871937,132,6.090873777598609,0.22819189920760283,-9.64179000980846,-26.35126404921247,-53.69288589211099,-11.12168753051988,-9.586547849823598,11.19424610543527,32.531983352569824,723.496482347355,1.0,12.65246304856612,1.0,132,11.653789449600533,0.3208098948349203,-20.65851421394854,-53.08373246626128,-116.84602761991087,-22.965823566399532,-20.657874406316186,22.966799028067097,27.525100140801737,1380.0332417871937,1.0,25.87009112423509,1.0,1200,6.1111113853563594,11.31050130786038,5.680006213267319,3.8979956124459623,1.9967075878329545,0.05134504584620639,0.03380366661030052,0.010432024391441839,30.18902291297561,721.8783293120766,0.184456929564476,2.4336495637999356,0.10999999940395355,1200,5.799180747508154,10.982901704704485,5.602139705323644,3.7925054234222006,2.297802987812041,0.05584677166208328,0.035727649183402266,0.011596962456782137,29.005747832922108,688.9096922023457,0.2097378373146057,2.390741369289539,0.10999999940395355
