arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3
SILU,raw,0,0,0.001,1,none,0.39050625,0.5366666913,0.5366666913,0,0,-69.29748535,19.4604702,-93.98579407,-1.039285962e-05,6.757880597,0,0,-0.1605533659,1.737261653,-2.132656336,0.5425075293,21.16244074,3.607444286,1.965003252,3.990988731
SILU,raw,0,0,0.001,2,none,0.106025,0.1150000021,0.1150000021,0.009999999776,0,-86.87324524,25.06427574,-160.7474976,-1.109550249e-05,2.350687505,0,0,0.04020244628,0.05385097489,-0.4676570892,0.5195892453,2.944891111,4.589065552,2.223593712,3.309440136
SILU,raw,0,0,0.001,3,none,0.1177520833,0.1200000048,0.1200000048,0.02999999933,0,-104.020668,29.04061317,-163.151001,-9.092525033e-06,2.82599018,0,0,0.001020914176,0.1156434491,-0.335818857,0.5006290078,3.898760558,5.172612667,2.451094866,2.711183071
SILU,raw,0,0,0.001,4,none,0.1157104167,0.1174999997,0.1174999997,0.08999999613,0,-122.5223312,34.37738037,-178.0327148,-9.666671907e-09,4.493616954,0,0,-0.0003264993429,0.2715629637,-0.1676847637,0.5000098348,5.238769148,6.09862709,2.547393799,2.798423529
SILU,raw,0,0,0.001,5,none,0.1242395833,0.1300000101,0.1300000101,0.1400000006,0,-159.7496948,43.08740997,-213.7127686,-1.815462558e-09,5.961224671,0,0,-0.02465101331,0.5270622969,-0.2964882553,0.4963663816,7.387111533,7.204014301,2.72230792,2.977789402
SILU,raw,0,0,0.001,6,none,0.1221145833,0.1225000024,0.1225000024,0.25,0,-165.1551361,44.41578293,-229.5617523,-1.068721889e-09,8.774797038,0,0,-0.01887381263,0.6000458002,-0.2236303836,0.4974601865,8.678646824,7.411731243,2.728939295,3.563421249
SILU,raw,0,0,0.001,7,none,0.1202645833,0.1216666698,0.1216666698,0.3100000024,0,-165.5735779,43.98789978,-225.4059448,-1.093511504e-09,5.094558674,0,0,-0.0186167825,0.4468915164,-0.8226921558,0.4962385297,6.234626119,7.46359396,2.812617779,4.2735672
SILU,raw,0,0,0.001,8,none,0.1148729167,0.1241666675,0.1241666675,0.3999999762,0,-168.000061,45.85374451,-272.4138184,-8.967235288e-10,5.028197905,0,0,-0.03003919311,0.8569758534,-0.8011499047,0.4964016974,5.628898132,7.645377636,2.900181293,4.501677513
SILU,raw,0,0,0.001,9,none,0.1240729167,0.1258333325,0.1258333325,0.4799999893,0,-167.7241058,46.12538147,-290.3862,-7.496125387e-10,5.113468721,0,0,-0.01628039218,0.5684242845,-0.2583819926,0.4984659851,5.165396321,7.655704975,2.97682929,4.103769779
SILU,raw,0,0,0.001,10,none,0.1258375,0.1266666651,0.1266666651,0.4699999988,0,-171.8898163,46.65694427,-301.4143066,-7.337928043e-10,6.120822322,0,0,-0.02010127343,0.775942862,-0.227580443,0.4988547862,5.844722695,7.712759972,3.038643837,4.259759903
SILU,raw,0,0,0.001,11,none,0.107,0.1125000045,0.1125000045,0.4799999893,0,-172.0232086,46.4308548,-308.7555847,-7.321323547e-10,6.467471464,0,0,-0.01162357256,1.304404616,-0.2633844614,0.4992244542,6.151165368,7.71612215,3.100846052,4.322518826
SILU,raw,0,0,0.001,12,none,0.1232541667,0.1233333349,0.1233333349,0.4799999893,0,-172.0289154,46.67534637,-332.245575,-7.310440586e-10,6.452272835,0,0,-7.77697569e-05,1.446436405,-0.3489483297,0.4995470345,6.496037686,7.716244221,3.136314154,4.398376942
SILU,raw,0,0,0.001,13,none,0.1256854167,0.1258333325,0.1258333325,0.5,0,-172.1089172,46.83911514,-332.2607727,-7.200313679e-10,6.392609641,0,0,-0.003569207387,1.566578507,-0.3180063069,0.4996563792,6.342076318,7.716905117,3.136980534,4.440690517
SILU,raw,0,0,0.001,14,none,0.1172166667,0.1183333397,0.1183333397,0.5,0,-172.901825,46.84257889,-332.2829285,-7.149814629e-10,6.998973797,0,0,0.001873029163,2.012376785,-0.3650640845,0.4998598397,7.089125424,7.717061996,3.142268181,4.47943449
SILU,raw,0,0,0.001,15,none,0.1127229167,0.1141666695,0.1141666695,0.4899999797,0,-172.8445282,46.87271881,-332.1846008,-7.17466031e-10,6.394486855,0,0,-0.004732795525,1.684575081,-0.3378300965,0.499422878,6.354890884,7.717384338,3.141731024,4.444656849
SILU,raw,0,0,0.001,16,none,0.1266208333,0.1266666651,0.1266666651,0.4899999797,0,-173.0599976,46.88772202,-332.1829834,-7.309919337e-10,6.360409165,0,0,0.006534595508,2.214702129,-0.4557923079,0.500290215,6.503282837,7.721337318,3.135771513,4.435427189
SILU,raw,0,0,0.001,17,none,0.1181208333,0.1183333397,0.1183333397,0.5,0,-173.9590149,47.71324921,-332.2016296,-7.075673936e-10,6.239254333,0,0,-0.01108620688,2.341545105,-0.5389719605,0.5009941459,6.577072372,7.724618435,3.133867025,4.397737026
SILU,raw,0,0,0.001,18,none,0.1151583333,0.1166666672,0.1166666672,0.5199999809,0,-174.032074,47.73333359,-355.2831726,-7.196934715e-10,6.540881956,0,0,-0.0235300418,2.25432086,-0.4910986423,0.4993727803,6.75249036,7.726964951,3.150720835,4.388659
SILU,raw,0,0,0.001,19,none,0.1136916667,0.1191666722,0.1191666722,0.5299999714,0,-174.0769806,47.09690857,-341.9594727,-6.908842942e-10,6.771127118,0,0,-0.011641833,2.276916742,-0.6063429117,0.4994217157,7.194672487,7.726277828,3.1996665,4.386525154
SILU,raw,0,0,0.001,20,none,0.12074375,0.1216666698,0.1216666698,0.5399999619,0,-173.2921143,47.10417557,-332.1925049,-6.609001124e-10,7.148811571,0,0,-0.02728702687,2.761983156,-0.6409884691,0.498360306,7.499358249,7.729059219,3.191981792,4.43641758
SILU,raw,0,0,0.001,21,none,0.1290020833,0.1300000101,0.1300000101,0.5500000119,0,-174.0915833,47.10822296,-347.4890442,-6.77305434e-10,7.192974165,0,0,-0.01962657645,2.89924264,-0.6289477348,0.4989453256,7.508740661,7.729028702,3.176186323,4.421108246
SILU,raw,0,0,0.001,22,none,0.11684375,0.1174999997,0.1174999997,0.5399999619,0,-174.2224579,47.11606598,-335.4701233,-6.937461161e-10,6.844738062,0,0,-0.02785803936,2.872979879,-0.6577231884,0.4992935359,7.308480413,7.72523737,3.157970667,4.432412624
SILU,raw,0,0,0.001,23,none,0.1139270833,0.1158333346,0.1158333346,0.5399999619,0,-174.8780518,47.71372604,-362.4993591,-6.971734856e-10,5.995303507,0,0,-0.0263903942,3.145485163,-0.6517666578,0.4996371567,6.455268181,7.725898743,3.184569359,4.354251385
SILU,raw,0,0,0.001,24,none,0.1234604167,0.1233333349,0.1233333349,0.5399999619,0,-175.0417938,47.71435928,-405.7409973,-6.572307143e-10,6.431193316,0,0,-0.01347268932,3.248763323,-0.7232164145,0.501252234,6.947901896,7.72716856,3.152207613,4.357918739
SILU,raw,0,0,0.001,25,none,0.118225,0.1183333397,0.1183333397,0.5399999619,0,-176.9625549,47.71125031,-397.1581421,-6.790581986e-10,6.15668694,0,0,-0.0250664819,2.881302834,-0.7304896116,0.4996388853,6.697152339,7.727193356,3.165129423,4.352518559
SILU,raw,0,0,0.001,26,none,0.1120625,0.1141666695,0.1141666695,0.5500000119,0,-175.090332,47.72420502,-453.7070923,-6.64522104e-10,6.582602626,0,0,-0.03696206957,3.036832571,-0.72031039,0.5000521541,6.916498081,7.728186131,3.14872551,4.337818623
SILU,raw,0,0,0.001,27,none,0.1153541667,0.1166666672,0.1166666672,0.5399999619,0,-176.9438934,47.72981262,-519.2924194,-7.128481139e-10,6.18025889,0,0,-0.05758598447,3.323668718,-0.9295898676,0.4998235106,6.761361304,7.727303982,3.194964886,4.302005768
SILU,raw,0,0,0.001,28,none,0.1225479167,0.1225000024,0.1225000024,0.5399999619,0,-176.9532928,47.73484421,-555.6847534,-6.933283392e-10,6.293460824,0,0,-0.03516824916,3.136238098,-0.8104171157,0.4994325936,6.700490037,7.72881937,3.21932435,4.267430305
SILU,raw,0,0,0.001,29,none,0.1173270833,0.1174999997,0.1174999997,0.5600000024,0,-177.4234467,47.74459457,-489.6239624,-6.643464112e-10,6.108957598,0,0,-0.04402530938,3.554360628,-0.8438564539,0.4992933273,6.70719935,7.729948521,3.215701818,4.253351688
SILU,raw,0,0,0.001,30,none,0.1223729167,0.1225000024,0.1225000024,0.5699999928,0,-177.0123444,47.74793243,-462.7753296,-6.649757966e-10,6.048762318,0,0,-0.04668840766,3.052268505,-0.7945958972,0.4990425706,6.656621892,7.730438709,3.209511042,4.23226738
