arm,cond,seed,slot,lr,task,hard,n_classes,online_acc,train_acc,test_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,alpha_med_l1,alpha_min_l1,alpha_max_l1,alpha_clip_frac_l1,two_alpha_W_med_l1,alpha_med_l2,alpha_min_l2,alpha_max_l2,alpha_clip_frac_l2,two_alpha_W_med_l2
KKT1,std,1,1,0.0001,25,1,5,0.7812900641,0.8947999477,0.7720000148,0.8947999477,0,0,-1.334615231,8.313389778,-7.993914604,0.9012194872,48.48200863,0,0,-2.340492964,7.020965576,-12.85699463,0.8245154023,47.90087713,1.103634357,0.637401104,0.7399464846,0.07522691786,0.02831453085,0.1816840321,0,1.200000048,0.08625492454,0.03493732214,0.217916742,0,1.200000048
KKT1,std,1,1,0.0001,26,0,1,0.9735176282,1,0.9799999595,1,0,0,-1.232691169,7.318886757,-6.909102917,0.8882640004,39.35350691,0,0,-5.70437479,6.111607075,-13.45294762,0.6122459173,35.65790183,1.118327737,0.6394382715,0.7140663862,0.0835609138,0.02730821259,0.2501297295,0,1.200000048,0.0959989652,0.02134316973,0.1889984161,0,1.200000048
KKT1,std,1,1,0.0001,27,1,5,0.6696314103,0.8083999753,0.65200001,0.8083999753,0,0,-0.7025521994,7.822920799,-5.81624651,0.9607043862,50.22212178,0,0,-3.081570148,5.961943626,-14.45078564,0.7309972644,48.20366011,1.155468702,0.641646862,0.6947570443,0.07847464085,0.02800104953,0.1856430173,0,1.200000048,0.1042843089,0.03684435412,0.2160735577,0,1.200000048
KKT1,std,1,1,0.0001,28,0,1,0.9543669872,1,0.969999969,1,0,0,-1.289453149,6.238612175,-6.881066799,0.8698855042,46.5730231,0,0,-1.781326294,5.14276886,-10.28789902,0.7921779156,41.81869539,1.152587771,0.6451827288,0.6959311962,0.09783130884,0.03113471903,0.25611341,0,1.200000048,0.1191051528,0.03141867369,0.2258332223,0,1.200000048
KKT1,std,1,1,0.0001,29,1,5,0.5487179487,0.6872000098,0.5420000553,0.6872000098,0,0,-0.4358959496,6.823552132,-3.567520142,0.9720511436,48.75966348,0,0,-2.256653547,6.229558468,-10.619874,0.8179638386,46.51657835,1.184099078,0.6462050676,0.709410429,0.09166607261,0.01796201617,0.2047791779,0,1.200000048,0.1007136256,0.0359489955,0.2329295725,0,1.200000048
KKT1,std,1,1,0.0001,30,0,1,0.959375,1,0.969999969,1,0,0,-2.383493423,5.828940392,-7.74152565,0.7425675988,44.98556005,0,0,-2.097944021,4.974104881,-10.18116951,0.7862761021,40.4069593,1.177812457,0.6454489231,0.7200545073,0.1044194177,0.02449581772,0.2077795863,0,1.200000048,0.1225401461,0.03896911815,0.2566743791,0,1.200000048
KKT1,std,2,2,0.0001,1,1,5,0.6784054487,0.8172000051,0.6000000238,0.8172000051,0,0,0.08282082528,5.325329781,-3.824634552,1.009204149,33.12996837,0,0,0.7258654237,4.198757172,-6.793466091,1.064213872,31.70811268,0.6674476862,0.592148006,0.6230237484,0.1189019457,0.04108916223,0.7951518297,0,1.200000048,0.1535005569,0.049300652,0.4290271401,0,1.200000048
KKT1,std,2,2,0.0001,2,0,1,0.9711137821,1,0.969999969,1,0,0,-0.712800622,3.562440634,-4.918552876,0.8577607274,32.18851271,0,0,-0.4423749745,3.3836658,-6.524886131,0.9490132332,28.78163348,0.6637201905,0.5917580128,0.6408320665,0.1667967141,0.0378093943,0.6070105433,0,1.200000048,0.181999594,0.06964996457,0.4631633759,0,1.200000048
KKT1,std,2,2,0.0001,3,1,5,0.7403044872,0.8783999681,0.7480000257,0.8783999681,0,0,-0.6428894401,4.11035347,-6.162826061,0.9033662081,41.34429368,0,0,-0.06026398763,3.656564236,-5.89377737,0.9807218313,41.38554698,0.697524488,0.5951246619,0.6896314621,0.1444239318,0.03417728096,0.6328803897,0,1.200000048,0.1723138243,0.08058789372,0.3287765682,0,1.200000048
KKT1,std,2,2,0.0001,4,0,1,0.9746794872,1,1,1,0,0,-4.230995178,4.741474628,-23.78789902,0.6372091174,21.37451595,0,0,-1.798996091,2.644617319,-11.85133076,0.8575081229,23.28214025,0.7103981376,0.5974345803,0.7122895718,0.1287896484,0.03573728353,0.6073774099,0,1.200000048,0.2278467417,0.06162937358,0.5581302047,0,1.200000048
