step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,stable_rank_W,stable_rank_W_alive,neg_gate_frac,eval_loss,b_mean_alive,b_mean_dead,b_std,b_min,beta_mean,beta_p10,beta_min,p_min,p_mean,dead_b_dominant_frac,dead_persist_frac
0,B_w5_K1000_c0.0_lr0.01_s0,0,0,0,4.78136,4.64475,0.144401,0.447619,0,1.147,56.5256,0.0202917,4.89348,0.293389,3.40844,3.40844,0,1.34822,-0.0014165,nan,0.001735,-0.00357631,-0.00109755,-0.0027554,-0.00280153,0.4855,0.497,nan,nan
0,B_w5_K1000_c0.0_lr0.01_s1,0,0,0,4.70921,4.0663,0.216107,0.466667,0,6.65195,326.199,0.0203923,4.77348,0.411675,2.4291,2.4291,0,4.84388,-0.00722075,nan,0.0108498,-0.0279904,-0.00573278,-0.0160907,-0.0231258,0.4925,0.4993,nan,nan
1000,B_w5_K1000_c0.0_lr0.01_s0,0,0,0,4.70883,4.03777,0.251887,0.495238,0,0.0116606,4.2559,0.00273987,4.73112,0.41263,2.42348,2.42348,0,0.20563,0.0805328,nan,0.113311,-0.0520704,0.057864,-0.025356,-0.049416,0.4875,0.5189,nan,nan
1000,B_w5_K1000_c0.0_lr0.01_s1,0,0,0,4.77672,4.23117,0.208748,0.466667,0,0.0158167,4.10937,0.00384895,4.82857,0.405326,2.46715,2.46715,0,0.256453,-0.000938395,nan,0.137502,-0.168637,0.00104045,-0.114111,-0.143701,0.4545,0.5003,nan,nan
2000,B_w5_K1000_c0.0_lr0.01_s0,0,0,0,4.63453,3.62133,0.238257,0.438095,0,0.0304311,6.44615,0.00472082,4.68887,0.449878,2.22283,2.22283,0,0.282642,0.164424,nan,0.216056,-0.0742715,0.117419,-0.0554372,-0.0723266,0.471,0.5427,nan,nan
2000,B_w5_K1000_c0.0_lr0.01_s1,0,0,0,4.70331,4.01454,0.261787,0.476191,0,0.0139861,3.14007,0.00445407,4.7037,0.409259,2.44344,2.44344,0,0.177,0.0647419,nan,0.287931,-0.2084,0.0599526,-0.141962,-0.179268,0.4425,0.5252,nan,nan
3000,B_w5_K1000_c0.0_lr0.01_s0,0,0,0,4.6778,3.96266,0.273449,0.466667,0,0.0344037,6.75288,0.00509466,4.69049,0.406314,2.46115,2.46115,0,0.20995,0.222839,nan,0.187685,-0.0936519,0.175099,0.000622433,-0.0835855,0.458,0.5685,nan,nan
3000,B_w5_K1000_c0.0_lr0.01_s1,0,0,0,4.69324,4.34339,0.17472,0.457143,0,0.0096351,3.20172,0.00300935,4.7918,0.386523,2.58717,2.58717,0,0.20789,0.114598,nan,0.3621,-0.246104,0.106616,-0.169317,-0.21859,0.422,0.5413,nan,nan
4000,B_w5_K1000_c0.0_lr0.01_s0,0,0,0,4.63389,4.01382,0.227032,0.447619,0,0.0128077,3.97895,0.00321887,4.76912,0.380623,2.62727,2.62727,0,0.236214,0.189335,nan,0.253786,-0.13212,0.148222,-0.0660817,-0.121903,0.4475,0.5588,nan,nan
4000,B_w5_K1000_c0.0_lr0.01_s1,0,0,0,4.65331,4.43669,0.15266,0.47619,0,0.0080145,4.10056,0.00195449,4.87505,0.383585,2.60698,2.60698,0,0.218498,0.116615,nan,0.382172,-0.205462,0.107792,-0.156866,-0.178309,0.4495,0.546,nan,nan
5000,B_w5_K1000_c0.0_lr0.01_s0,0,0,0,4.58564,3.89237,0.203091,0.457143,0,0.0235371,6.09575,0.00386123,4.76729,0.339902,2.94203,2.94203,0,0.229255,0.244561,nan,0.316537,-0.0779119,0.193173,-0.0428761,-0.0689125,0.463,0.5735,nan,nan
5000,B_w5_K1000_c0.0_lr0.01_s1,0,0,0,4.71955,4.4574,0.204809,0.438095,0,0.0283206,5.59744,0.00505957,4.76899,0.409062,2.44461,2.44461,0,0.25748,0.203709,nan,0.324511,-0.19564,0.193336,-0.0848512,-0.137918,0.4495,0.5777,nan,nan
6000,B_w5_K1000_c0.0_lr0.01_s0,0,0,0,4.48405,3.79807,0.189926,0.47619,0,0.0422221,8.86392,0.00476336,4.7907,0.383453,2.60788,2.60788,0,0.259115,0.33652,nan,0.347057,-0.115236,0.277218,-0.0720595,-0.108608,0.454,0.6063,nan,nan
6000,B_w5_K1000_c0.0_lr0.01_s1,0,0,0,4.6714,4.48304,0.173122,0.438095,0,0.0128127,4.61176,0.00277827,4.79885,0.392481,2.5479,2.5479,0,0.242829,0.212124,nan,0.414337,-0.242986,0.205671,-0.111539,-0.177964,0.431,0.5754,nan,nan
