task,N,N2,D2,erode,cos,rowmean,bias,arm,kind,param,seed,steps2,persist,kappa_g,absd2,gate_cv,sd,zbar,acc,E,E_pred,r_W1b1,r_W2,r_scale
1,1.1067039329779527,1.2291152526221765,0.886853936432449,0.00980613896079993,0.008649640210429556,0.0001120466423190784,-0.0025619615316099954,ELU1,elu,1.0,2,,,,,,,,,,,,,
2,1.4521938537518733,2.1155842139972005,1.0436446307629677,-0.15717566938794364,-0.06997646547818723,-0.0010365969713478473,-0.006965846387902275,ELU1,elu,1.0,2,,,,,,,,,,,,,
3,1.7261363944503458,2.9950435955785806,1.0773621618469427,-0.19790278026556296,-0.06636379092886925,-0.002357649815898327,-0.01185081375471782,ELU1,elu,1.0,2,,,,,,,,,,,,,
4,1.9363188546151742,3.7744778822889624,1.0378018748533455,-0.2583675881429636,-0.07465521013272221,-0.003486911290999742,-0.015769592901924624,ELU1,elu,1.0,2,,,,,,,,,,,,,
5,2.1111966145861287,4.493684713506466,1.0175337508022146,-0.2983269195847105,-0.07758520849909617,-0.004937032541650637,-0.019362932005897164,ELU1,elu,1.0,2,,,,,,,,,,,,,
6,2.2574285334238917,5.138043903324411,0.9208646648976668,-0.27650547507972295,-0.06883543893667171,-0.005654995695196131,-0.021122623747214676,ELU1,elu,1.0,2,,,,,,,,,,,,,
7,2.3896343150551433,5.760004096603093,0.8943425881774401,-0.27238239489875793,-0.06432857524890387,-0.006834419888535645,-0.022772418539971112,ELU1,elu,1.0,2,,,,,,,,,,,,,
8,2.51556827459735,6.38495422990686,0.9064071067876475,-0.28145697348387977,-0.05957478374334563,-0.007858853638901073,-0.023368988777510823,ELU1,elu,1.0,2,,,,,,,,,,,,,
9,2.630452831166504,6.978598754738614,0.8631985182734122,-0.26955399344165676,-0.05623191689396537,-0.0084889757729387,-0.02310140266432427,ELU1,elu,1.0,2,,,,,,,,,,,,,
10,2.7435092596128623,7.596006878858307,0.8718755029444938,-0.25446737882480236,-0.05274155389650249,-0.009165068412342346,-0.022945881871273742,ELU1,elu,1.0,2,,,,,,,,,,,,,
11,2.8564850950370873,8.238274244365776,0.9188474036643859,-0.27658003815691656,-0.0502869651124508,-0.009926616197557003,-0.023153563023079186,ELU1,elu,1.0,2,,,,,,,,,,,,,
12,2.9687887601061878,8.895473244605679,0.9596907713748251,-0.30249177113492143,-0.05186819560399618,-0.011130906844647731,-0.025235446663864423,ELU1,elu,1.0,2,,,,,,,,,,,,,
13,3.0733316422848582,9.528079965252534,0.8953908583870875,-0.2627841377402327,-0.043993319239000746,-0.01171046179426021,-0.026244864070758923,ELU1,elu,1.0,2,,,,,,,,,,,,,
14,3.1678461830166005,10.125257103631318,0.8518330956975794,-0.254655957318795,-0.043351322256112164,-0.013117916424139047,-0.02860268408432603,ELU1,elu,1.0,2,,,,,,,,,,,,,
15,3.2579094516751272,10.712622201169625,0.8624820056005931,-0.2751169080622884,-0.04500220104359537,-0.014627618976063746,-0.03188625018345192,ELU1,elu,1.0,2,,,,,,,,,,,,,
16,3.3539479981951223,11.356095914709659,0.9031966668860657,-0.25972295334602996,-0.04027098194949625,-0.01533059925442046,-0.03369818724808283,ELU1,elu,1.0,2,,,,,,,,,,,,,
17,3.4455970687599127,11.985875080778497,0.8784340524315908,-0.24865488636275593,-0.039117404531835126,-0.01666423204973512,-0.03690033710037824,ELU1,elu,1.0,2,,,,,,,,,,,,,
18,3.532449094239004,12.604081964260615,0.9167340860113015,-0.298527202529181,-0.04403166310610262,-0.017515813206993282,-0.03831976565299556,ELU1,elu,1.0,2,,,,,,,,,,,,,
19,3.6140078436203953,13.199412059419492,0.8839860967717398,-0.28865600161286364,-0.039654299518095314,-0.018286644228944552,-0.0408939413970802,ELU1,elu,1.0,2,,,,,,,,,,,,,
20,3.698496149388234,13.830489927585337,0.9154961945914026,-0.2844183264255579,-0.035948924939928704,-0.018930004224345535,-0.043835372232133525,ELU1,elu,1.0,2,0.023530548546924726,38.90670856081897,0.13098174568125615,0.13220173550554462,1.093120692056206,3.3695665510258515,-2.1863117077796033,0.9294000267982483,0.007619979094413053,0.007619985303035441,-0.05084788773430286,-0.058467866828715916,8.312624856645133
21,3.7799474768865853,14.452627916877372,0.8894787414777353,-0.2673407521856982,-0.03604645263167852,-0.020117576267187097,-0.0472417623992078,ELU1,elu,1.0,2,,,,,,,,,,,,,
