V1,V2,V3,V4,spearman_beta_p,spearman_persist_p
SCALE_INVARIANCE_INSUFFICIENT,V2_PARTIAL,V3_PARTIAL,V4_NOT_SHOWN,+0.64;+0.74;+0.52,+0.40;+0.71;+0.60
