task,N,N2,D2,erode,cos,rowmean,bias,arm,kind,param,seed,steps2,persist,kappa_g,absd2,gate_cv,sd,zbar,acc,E,E_pred,r_W1b1,r_W2,r_scale
1,1.031783765037883,1.0691162521080322,0.7272963158525986,0.009075073468514465,0.00877288027362126,7.806289881765355e-05,0.003362683218438178,SN02,snake,0.2,1,,,,,,,,,,,,,
2,1.379158480081132,1.9098413628056492,0.9663479572568926,-0.12562284655927564,-0.06119914908742711,-0.001484485107215972,0.0012661839643260465,SN02,snake,0.2,1,,,,,,,,,,,,,
3,1.6342958927200346,2.6834220314243686,1.002700330327519,-0.22911966170879935,-0.08393962709896659,-0.003097795781349089,-0.00039060945273377,SN02,snake,0.2,1,,,,,,,,,,,,,
4,1.8333808218877727,3.3830611398206156,0.9321520836636248,-0.23251297526737771,-0.07467389296180313,-0.004593553713646188,0.0005190623225644231,SN02,snake,0.2,1,,,,,,,,,,,,,
5,2.006610018376825,4.054766277502301,0.9023383133318376,-0.2306331756501514,-0.06737092266309225,-0.005297329207638014,0.002788177733309567,SN02,snake,0.2,1,,,,,,,,,,,,,
6,2.1584873839680814,4.688768515488905,0.8523544785097095,-0.2183522405231063,-0.06008015079163173,-0.006175806563165793,0.004153469413286075,SN02,snake,0.2,1,,,,,,,,,,,,,
7,2.287722304679546,5.265626039685087,0.8153684028537002,-0.23851087865751733,-0.06345231482613273,-0.006788062149654238,0.005761316459393128,SN02,snake,0.2,1,,,,,,,,,,,,,
8,2.412568259083951,5.850476551574944,0.8227267393027461,-0.23787622741288947,-0.05859621740676154,-0.00777877443951362,0.010221002138277981,SN02,snake,0.2,1,,,,,,,,,,,,,
9,2.534158101010295,6.452601506813511,0.8352118262863878,-0.23308687104782147,-0.05348665780927544,-0.008522657869043446,0.015300616153544978,SN02,snake,0.2,1,,,,,,,,,,,,,
10,2.646649315473734,7.0382693251096455,0.8169782902348275,-0.23131047193869236,-0.05251035305016634,-0.009115046067000946,0.01810296274605207,SN02,snake,0.2,1,,,,,,,,,,,,,
11,2.748583137587774,7.590869805271866,0.7962395174616238,-0.24363903729940262,-0.05360340174288487,-0.009596305897440803,0.021018711435608566,SN02,snake,0.2,1,,,,,,,,,,,,,
12,2.8455174649963992,8.135041580119916,0.8335149776253273,-0.28934320277727715,-0.05968309521327642,-0.010254647926821762,0.023949442645534873,SN02,snake,0.2,1,,,,,,,,,,,,,
13,2.949251515339513,8.734639808903943,0.8159151387156696,-0.21631690993164363,-0.04512004861311199,-0.011020238820307091,0.026716075274161994,SN02,snake,0.2,1,,,,,,,,,,,,,
14,3.0427391111738533,9.295942099734702,0.8056116427855818,-0.24430935195482312,-0.048402902574433145,-0.010994727203086576,0.0316943653083581,SN02,snake,0.2,1,,,,,,,,,,,,,
15,3.134860070253228,9.8613766995807,0.8472719900377854,-0.2818373901917861,-0.05207352833458878,-0.011406749385833628,0.03412050214596093,SN02,snake,0.2,1,,,,,,,,,,,,,
16,3.227311184116514,10.445063433760815,0.8123336901163504,-0.22864695593623663,-0.04157966892824452,-0.012052711509174283,0.03680513927247375,SN02,snake,0.2,1,,,,,,,,,,,,,
17,3.3165356270768225,11.028835727018567,0.8632795124888861,-0.2795072192311327,-0.04835593596179563,-0.012387078064078173,0.0401135642339068,SN02,snake,0.2,1,,,,,,,,,,,,,
18,3.402058375392977,11.607266551158467,0.8414466058086153,-0.26301578166871564,-0.04527231620139248,-0.012965446732149286,0.0427083386760205,SN02,snake,0.2,1,,,,,,,,,,,,,
19,3.487042057985155,12.186959507977566,0.85325417263264,-0.2735612158135438,-0.0445424342698625,-0.013720003435557276,0.045329338742885736,SN02,snake,0.2,1,,,,,,,,,,,,,
20,3.567155240028218,12.7570287487152,0.8254564122085861,-0.25538717147095014,-0.045974792638120175,-0.014415800357048147,0.045823936788365244,SN02,snake,0.2,1,0.023713544105130314,34.8094915103813,0.41418357034117614,0.26714131979236255,0.9223429168342341,2.076490321738327,-1.4753189347157059,0.9146000146865845,-0.013419269082906648,-0.013419262645722603,0.018524370759420667,0.031943639842327315,11.590293204685343
21,3.6477306852284057,13.339200804590599,0.8904792304047366,-0.3083071745293395,-0.04905610953598374,-0.01510956507678991,0.04844075359404087,SN02,snake,0.2,1,,,,,,,,,,,,,
22,3.7226969937894476,13.889660989855225,0.854142635643443,-0.30368245037881514,-0.04726722824272396,-0.015268981060416806,0.05046837022993714,SN02,snake,0.2,1,,,,,,,,,,,,,
23,3.7944887757996084,14.43202936230381,0.8597930060364571,-0.3174246335878722,-0.04930597602269615,-0.015669681335748618,0.05293331235341611,SN02,snake,0.2,1,,,,,,,,,,,,,
24,3.8664385892411612,14.978792849365341,0.8346903970200722,-0.28792690995854164,-0.04476697237808672,-0.016097298208332087,0.052451051061289035,SN02,snake,0.2,1,,,,,,,,,,,,,
25,3.937034547671286,15.529999781190645,0.9097528188032533,-0.35854588697794876,-0.05082235529672388,-0.01623862892090848,0.056550761349499226,SN02,snake,0.2,1,,,,,,,,,,,,,
26,3.9982429495861287,16.01593350112656,0.7920836886267874,-0.3061499686908689,-0.04636010532002958,-0.01616168385578238,0.059143003600183874,SN02,snake,0.2,1,,,,,,,,,,,,,
27,4.063680044759561,16.5446593478885,0.8265965641471286,-0.2978707173851916,-0.04369494568325855,-0.016298331501841127,0.061761511799413714,SN02,snake,0.2,1,,,,,,,,,,,,,
28,4.1272681266455775,17.064625452176685,0.8728224067007124,-0.3528563024125288,-0.049096680733959015,-0.016312041408004144,0.06499365058611146,SN02,snake,0.2,1,,,,,,,,,,,,,
29,4.184823698836318,17.545073590013285,0.8121210950684136,-0.3316729572318142,-0.049754701857634843,-0.015539480988820862,0.06811450931825674,SN02,snake,0.2,1,,,,,,,,,,,,,
30,4.239664710021238,18.005542969365493,0.8216209877493579,-0.3611516083971463,-0.05080426944283777,-0.016327789041556292,0.06727249521849445,SN02,snake,0.2,1,0.024071835938469253,34.1320450110049,0.41752988857775264,0.26632343829913785,0.9335840789497615,1.9990061987018932,-1.593080641648393,0.921500027179718,,,,,
31,4.297217091317515,18.499817030923342,0.8025419904072393,-0.30826792884939197,-0.042505688497789296,-0.016747028337309365,0.0682120605930686,SN02,snake,0.2,1,,,,,,,,,,,,,
32,4.3544333892263305,18.993590647334663,0.8553550014032953,-0.3615813849919736,-0.048357100565784635,-0.017077125290290148,0.06808217287063599,SN02,snake,0.2,1,,,,,,,,,,,,,
33,4.406658599737181,19.45354419799964,0.8076761776380615,-0.34772262697308554,-0.04805517914605449,-0.016787611868780805,0.06830239162314683,SN02,snake,0.2,1,,,,,,,,,,,,,
34,4.459879962567095,19.927062923639777,0.8236231123238464,-0.350104386683709,-0.04840637000927222,-0.01634889829400681,0.07065619688481092,SN02,snake,0.2,1,,,,,,,,,,,,,
35,4.5168574105732695,20.43684138797611,0.8438917350370031,-0.3341132707006696,-0.043245736665801636,-0.016433962578589763,0.07228270068764686,SN02,snake,0.2,1,,,,,,,,,,,,,
36,4.574033468027779,20.95757701829808,0.8438595060021171,-0.32312387568014983,-0.042114875210301383,-0.016461802208644107,0.07436668105365243,SN02,snake,0.2,1,,,,,,,,,,,,,
37,4.63063713899887,21.476639302578953,0.8278223679630615,-0.3087600836821888,-0.04064010354443449,-0.016875502046486503,0.07560021773213521,SN02,snake,0.2,1,,,,,,,,,,,,,
38,4.683289824469846,21.96768628926621,0.8674123723668211,-0.3763653856795585,-0.04598423927666616,-0.016689982674967286,0.07557114255498164,SN02,snake,0.2,1,,,,,,,,,,,,,
39,4.729887683073567,22.40590405579474,0.8221646636353493,-0.38394689710682445,-0.04905984719904875,-0.01718248834362958,0.07485407529340592,SN02,snake,0.2,1,,,,,,,,,,,,,
40,4.777472125012495,22.85886845735658,0.8061259549250093,-0.35316155336316485,-0.04678607064400868,-0.017259624893289888,0.07560542868450285,SN02,snake,0.2,1,0.023879870374111784,33.75755154010099,0.42464811948141756,0.258475624065876,0.9699395693493383,2.1106992019847075,-1.6243701867115414,0.9266999959945679,-0.021426734485205025,-0.021426742660955757,-0.0012550886440276933,0.02017164584117733,11.282608049425932
41,4.824123228616109,23.30493301239051,0.8437839598912115,-0.39771940485728297,-0.050166470284280444,-0.017280449342617174,0.07877819911402184,SN02,snake,0.2,1,,,,,,,,,,,,,
42,4.868607243139482,23.736542429101675,0.8357095522298914,-0.4041001355187282,-0.05072521099805165,-0.017476109959940138,0.0790964298392646,SN02,snake,0.2,1,,,,,,,,,,,,,
43,4.9107867815248145,24.15101776656322,0.8089434450645527,-0.39446810760300477,-0.04896125685288043,-0.01734520939729778,0.07990131308906712,SN02,snake,0.2,1,,,,,,,,,,,,,
44,4.950860477270147,24.546593579860833,0.7975393840642172,-0.40196357076660566,-0.049509750144883916,-0.017112475707853687,0.07964933195034973,SN02,snake,0.2,1,,,,,,,,,,,,,
45,4.995806857542286,24.993825978024805,0.8227435998645578,-0.37551120170058433,-0.046582767095207984,-0.017991428760287507,0.07969887220766396,SN02,snake,0.2,1,,,,,,,,,,,,,
46,5.037496024673862,25.414344614985726,0.8608367582516968,-0.44031812129078174,-0.05175145391421746,-0.01748627463839481,0.0792569447006099,SN02,snake,0.2,1,,,,,,,,,,,,,
47,5.081030142294972,25.851308966838783,0.7513206318468554,-0.31435627999379423,-0.039302874696220534,-0.01773624166071383,0.07929659054381773,SN02,snake,0.2,1,,,,,,,,,,,,,
48,5.122220993793807,26.270072044219532,0.7800934632219623,-0.3613303858412125,-0.04301818379874703,-0.01753930134996621,0.08096079481823835,SN02,snake,0.2,1,,,,,,,,,,,,,
49,5.160981297560478,26.665048458983666,0.8336032081797009,-0.43862679341556976,-0.05036017076455128,-0.017199374779696863,0.08538603209890425,SN02,snake,0.2,1,,,,,,,,,,,,,
50,5.202218822490495,27.09293453562992,0.8318492762262725,-0.4039631995800213,-0.04650289662886323,-0.01712142979448531,0.08480438959726598,SN02,snake,0.2,1,0.024680517783003772,33.70469305142071,0.4351374952228838,0.26311513258325275,0.9454672241851572,2.1462004934729393,-1.584857612770489,0.9218999743461609,,,,,
51,5.244051957460235,27.531003866975535,0.7903667473845627,-0.3522974160389458,-0.041658522290303,-0.0173855562249846,0.08631177161092637,SN02,snake,0.2,1,,,,,,,,,,,,,
52,5.2809489457595795,27.91654352404339,0.7675351921702136,-0.38199553510235595,-0.04468742622626318,-0.017101494507634415,0.08919399889360648,SN02,snake,0.2,1,,,,,,,,,,,,,
53,5.313496499681779,28.260693404281255,0.8180010494661266,-0.47385116922826553,-0.05337736328735383,-0.016633123228818925,0.09110957693308591,SN02,snake,0.2,1,,,,,,,,,,,,,
54,5.351670007311957,28.6692804281795,0.8576005468719256,-0.44901352297367125,-0.04841872626654257,-0.01663326741611524,0.09406032301223605,SN02,snake,0.2,1,,,,,,,,,,,,,
55,5.392538302713487,29.10935572653624,0.8326428116726907,-0.392567513315957,-0.043165204329485035,-0.016233642960900716,0.09685138328452013,SN02,snake,0.2,1,,,,,,,,,,,,,
56,5.42433038733906,29.453476691297965,0.8240570866370709,-0.4799361218753465,-0.05119310926136501,-0.016196204175249817,0.09562015991759835,SN02,snake,0.2,1,,,,,,,,,,,,,
57,5.463116545513517,29.87611545940961,0.8341098531499433,-0.4114710850382959,-0.04351030756346778,-0.016394773711273965,0.09401892453432083,SN02,snake,0.2,1,,,,,,,,,,,,,
58,5.4967361177787595,30.245598222183418,0.7964743600045068,-0.4269915972306997,-0.04726508549281003,-0.016170022868712754,0.09592853059992194,SN02,snake,0.2,1,,,,,,,,,,,,,
59,5.528705579474912,30.595548203230454,0.8162396387275802,-0.4662896576805428,-0.049589742641006185,-0.016749309960881822,0.09374320292321499,SN02,snake,0.2,1,,,,,,,,,,,,,
60,5.560977048512675,30.95296828163423,0.8265721981749254,-0.4691521197711513,-0.05001236498803851,-0.0168795866629843,0.09458833641838282,SN02,snake,0.2,1,0.024472999060938506,33.77486331433004,0.4612309945301587,0.2629888620599181,0.9425607429646902,2.256278447385021,-1.6824266087937148,0.9217000007629395,0.03002194477133397,0.030021948359973585,0.06264496536865538,0.03262302059732141,11.388739582144376
61,5.598384804869008,31.369065905461948,0.8109062719108848,-0.39480864808316585,-0.04199554165390395,-0.017456362599223143,0.09308967457618564,SN02,snake,0.2,1,,,,,,,,,,,,,
62,5.628354964170396,31.706619009826305,0.7609901271117474,-0.42343702274739115,-0.049045059834716465,-0.017058561258146105,0.0972587837278843,SN02,snake,0.2,1,,,,,,,,,,,,,
63,5.6586232335314195,32.048631480908846,0.7479907472340355,-0.40597827615149756,-0.04495843588008008,-0.016603088954263788,0.09512056822772137,SN02,snake,0.2,1,,,,,,,,,,,,,
64,5.6892032010249105,32.39792089919775,0.813747514743699,-0.46445809645478725,-0.04933420185119724,-0.017574043031448,0.09364081671461463,SN02,snake,0.2,1,,,,,,,,,,,,,
65,5.722363369109823,32.774486292432776,0.8214438538951058,-0.4448784606600846,-0.04568169437741494,-0.01789582872495243,0.09012689507100731,SN02,snake,0.2,1,,,,,,,,,,,,,
66,5.7497858684171765,33.090746762206685,0.8357033217709551,-0.5194428519970513,-0.05430603411923647,-0.018040943593455247,0.08567344003356993,SN02,snake,0.2,1,,,,,,,,,,,,,
67,5.776263905324024,33.397835946173146,0.7952247785859311,-0.4881355946194683,-0.054115444913294175,-0.017512463173441767,0.08598075828514994,SN02,snake,0.2,1,,,,,,,,,,,,,
68,5.802765866325465,33.70537997679041,0.8072289163100556,-0.499684885692789,-0.05117997065875545,-0.018131457868350832,0.0830433108471334,SN02,snake,0.2,1,,,,,,,,,,,,,
69,5.829778820316291,34.02127392749892,0.7808183462144099,-0.4649243955058978,-0.04909847699437584,-0.0180144582132383,0.07998675722396001,SN02,snake,0.2,1,,,,,,,,,,,,,
70,5.859208669120912,34.366858772935636,0.813785876327101,-0.46820103089037957,-0.048105891333107456,-0.017663964165252965,0.07849361671949737,SN02,snake,0.2,1,0.024412456821063584,33.334861881863084,0.4538654954329411,0.2576312649854959,0.9746847451535441,2.232034159803263,-1.7042788025645894,0.9229000210762024,,,,,
71,5.887794975545084,34.701497183434675,0.8154535810326621,-0.4808151705336277,-0.04839580973323669,-0.01731815134387714,0.07794624259287958,SN02,snake,0.2,1,,,,,,,,,,,,,
72,5.911636158107246,34.98289754513309,0.7515942259865207,-0.4701938642881005,-0.05084255055240703,-0.017976597723824903,0.0742464738203853,SN02,snake,0.2,1,,,,,,,,,,,,,
73,5.938096614627926,35.295879307107974,0.788081175681294,-0.47509941370641884,-0.04892486442657271,-0.017480789314670238,0.07441723760799505,SN02,snake,0.2,1,,,,,,,,,,,,,
74,5.964158907391336,35.6038491646433,0.7994214354014276,-0.491451577866103,-0.05084781157740934,-0.017839972162705588,0.07651312506757676,SN02,snake,0.2,1,,,,,,,,,,,,,
