task,N,N2,D2,erode,cos,rowmean,bias,arm,kind,param,seed,steps2,persist,kappa_g,absd2,gate_cv,sd,zbar,acc,E,E_pred,r_W1b1,r_W2,r_scale
1,1.12232515312439,1.2926803556426245,0.9473870585478176,0.013697645446649873,0.010233766019710067,0.00123536229190087,0.02061174260044936,R,relu,0.0,0,,,,,,,,,,,,,
2,1.4772933140798257,2.248398305806514,1.0221291333061964,-0.06641118314230691,-0.025909074509690697,-2.7142115442748885e-05,0.022639730978989973,R,relu,0.0,0,,,,,,,,,,,,,
3,1.7033628709982878,3.0125414305020204,0.8645820695470364,-0.10043894485152999,nan,-0.002432985515226707,0.021754429784050445,R,relu,0.0,0,,,,,,,,,,,,,
4,1.8635514528211599,3.637937909506686,0.7640791847697895,-0.13868270576512387,nan,-0.005647409273568644,0.018551337424723896,R,relu,0.0,0,,,,,,,,,,,,,
5,1.9761446496176265,4.1238479522183,0.5922170487422853,-0.1063070060306713,nan,-0.00733722100330553,0.017359890074585563,R,relu,0.0,0,,,,,,,,,,,,,
6,2.0908187172939345,4.62258789735333,0.6117930699472942,-0.11305312481226454,nan,-0.008621594761947677,0.01669552541570738,R,relu,0.0,0,,,,,,,,,,,,,
7,2.1869371504482658,5.062530943885822,0.5852499642332691,-0.14530691770077708,nan,-0.009469724766184219,0.016679791393107733,R,relu,0.0,0,,,,,,,,,,,,,
8,2.280113748409058,5.517405683654983,0.6111823826201178,-0.1563076428509558,nan,-0.01028725534110058,0.01669391424511559,R,relu,0.0,0,,,,,,,,,,,,,
9,2.3737648852553024,5.993582163378519,0.6436659275622552,-0.16748944783871977,nan,-0.0102222318313726,0.01892066447995603,R,relu,0.0,0,,,,,,,,,,,,,
10,2.453726548883417,6.419704368446961,0.5680321830731694,-0.14190997800472713,nan,-0.010922020488777029,0.01978167071880307,R,relu,0.0,0,,,,,,,,,,,,,
11,2.527592843720042,6.837284330419968,0.5559972050950415,-0.13841724312203577,nan,-0.01148147240849922,0.019697887526708657,R,relu,0.0,0,,,,,,,,,,,,,
12,2.5853959409784433,7.189212148699863,0.5042810071633425,-0.1523531888834479,nan,-0.012303716615628568,0.019446110944845715,R,relu,0.0,0,,,,,,,,,,,,,
13,2.654357357847001,7.588015296736225,0.5414909179632746,-0.14268776992691007,nan,-0.012603763401621887,0.020785204758867623,R,relu,0.0,0,,,,,,,,,,,,,
14,2.728707284549273,8.028332735693455,0.5973485029342772,-0.15703106397704786,nan,-0.013149411928789028,0.02052875536726788,R,relu,0.0,0,,,,,,,,,,,,,
15,2.7962937173743456,8.441917570777784,0.5936771939143898,-0.1800923588300619,nan,-0.013373157513458285,0.021519176090951078,R,relu,0.0,0,,,,,,,,,,,,,
16,2.8692504107575134,8.8851578212501,0.6103236164284014,-0.16708336595608553,nan,-0.01389826078142327,0.021990478797233662,R,relu,0.0,0,,,,,,,,,,,,,
17,2.9309603275008107,9.28400903714633,0.6078725414369817,-0.20902132554075273,nan,-0.013976781978681596,0.022079316864255814,R,relu,0.0,0,,,,,,,,,,,,,
18,2.993106255201401,9.697740620860849,0.5731093437911173,-0.1593777600765987,nan,-0.013889448622545477,0.02381574791503226,R,relu,0.0,0,,,,,,,,,,,,,
