task,N,N2,D2,erode,cos,rowmean,bias,arm,kind,param,seed,steps2,persist,kappa_g,absd2,gate_cv,sd,zbar,acc,E,E_pred,r_W1b1,r_W2,r_scale
1,1.1202266402285173,1.2838677723263223,0.9448458308858918,0.006277078653511484,0.0029372621037674672,0.0019453754786279214,0.013572346091968938,R,relu,0.0,1,,,,,,,,,,,,,
2,1.453158569326317,2.187606438253845,0.9976070035580191,-0.09386833763049637,nan,-0.00015183375092862897,0.012317908625700511,R,relu,0.0,1,,,,,,,,,,,,,
3,1.6819247338451668,2.9490421121270582,0.8928572739897672,-0.13142160011655432,nan,-0.0024093943670346783,0.008076894126133993,R,relu,0.0,1,,,,,,,,,,,,,
4,1.860854220141331,3.6247351291818664,0.8150587324547496,-0.1393657153999408,nan,-0.004189633553870542,0.004758709971938515,R,relu,0.0,1,,,,,,,,,,,,,
5,1.984204601972665,4.148316571640709,0.6718281346221506,-0.1482466921633074,nan,-0.005660634452016571,0.003314710465201642,R,relu,0.0,1,,,,,,,,,,,,,
6,2.101500696495948,4.672868178495799,0.6407535848594859,-0.11620197800439752,nan,-0.007512297107456381,0.001997925715986639,R,relu,0.0,1,,,,,,,,,,,,,
7,2.19961369493165,5.144782384583917,0.5980526759135553,-0.12613846982543644,nan,-0.009096364281461957,-0.00021367907524108887,R,relu,0.0,1,,,,,,,,,,,,,
8,2.2915306704960625,5.590950735121594,0.5950407278075178,-0.14887237726984104,nan,-0.010230178960842787,-0.0006334214331582188,R,relu,0.0,1,,,,,,,,,,,,,
9,2.4059314759681065,6.13059130567592,0.6715793929859764,-0.13193882243165064,nan,-0.011511657841798304,1.1765072122216224e-05,R,relu,0.0,1,,,,,,,,,,,,,
10,2.498057941528685,6.5992244352686145,0.5916101743055378,-0.12297704471284363,nan,-0.012837302162551212,-0.0013173383893445134,R,relu,0.0,1,,,,,,,,,,,,,
11,2.5710061258471524,6.9745162904681415,0.5081880949666548,-0.13289623976712853,nan,-0.013945587259399966,-0.0026298527466133235,R,relu,0.0,1,,,,,,,,,,,,,
12,2.639351753934262,7.358345639974937,0.5173164787940301,-0.1334871292872338,nan,-0.014643708382101437,-0.001489008919452317,R,relu,0.0,1,,,,,,,,,,,,,
13,2.700992287838803,7.7242492285037265,0.5338944421468198,-0.16799085361802937,nan,-0.015586844779513977,-0.002087375350529328,R,relu,0.0,1,,,,,,,,,,,,,
14,2.764921838328364,8.10866901167454,0.5042782595103402,-0.11985847633952842,nan,-0.015575458980227734,7.796186255291104e-06,R,relu,0.0,1,,,,,,,,,,,,,
15,2.8221747431293176,8.46640572069491,0.5153313300991695,-0.15759462107879788,nan,-0.015529901859620865,0.0008730584383010864,R,relu,0.0,1,,,,,,,,,,,,,
16,2.876185794461717,8.819757931200755,0.49487753754269265,-0.1415253270368482,nan,-0.01616870388037255,0.000386323023121804,R,relu,0.0,1,,,,,,,,,,,,,
17,2.9436197026454334,9.237300265698169,0.5907898740588111,-0.17324753956139705,nan,-0.01648499453902622,0.0018647369649261237,R,relu,0.0,1,,,,,,,,,,,,,
18,3.0054928412763173,9.636977298707698,0.5556166527132602,-0.15593961970373016,nan,-0.017190563904460977,0.0007462839339859783,R,relu,0.0,1,,,,,,,,,,,,,
19,3.0644719211844755,10.023377620141911,0.531094122998977,-0.1446938015647661,nan,-0.017783018579959488,0.0020234786783112214,R,relu,0.0,1,,,,,,,,,,,,,
20,3.105778853432057,10.322327435208209,0.4746404214389892,-0.17569060637269263,nan,-0.01847900067369431,0.0016863571084104478,R,relu,0.0,1,0.01313838714340667,36.12623195360637,0.0,0.0,2.423534720914343,2.239411643675743,-2.0045935651247033,0.9057000279426575,-1.4327376507417e-09,0.0,0.02184768012171643,0.02184768155445408,16.330884180591653
21,3.1740087081203217,10.758464912591965,0.6453083028353048,-0.20917082545154775,nan,-0.018435311456760112,0.0016052207676693798,R,relu,0.0,1,,,,,,,,,,,,,
22,3.2392289377880394,11.202694380957984,0.5936407181664802,-0.14941124980046,nan,-0.018345785183562432,0.004059839653782546,R,relu,0.0,1,,,,,,,,,,,,,
23,3.30035496138091,11.62472260247755,0.6002290306221185,-0.1782008091025515,nan,-0.018536414793049145,0.0053190560010261834,R,relu,0.0,1,,,,,,,,,,,,,
24,3.352394866542731,11.984462835248603,0.5283070765862516,-0.16856684381519962,nan,-0.019156302393322687,0.004758812265936285,R,relu,0.0,1,,,,,,,,,,,,,
25,3.408885934293211,12.39632165519954,0.6109987509686198,-0.19913993101768265,nan,-0.019638425234846598,0.003928480888716877,R,relu,0.0,1,,,,,,,,,,,,,
26,3.4563815236796387,12.763757773874353,0.5428129959807477,-0.17537687730593318,nan,-0.019735711220466988,0.004696379395900294,R,relu,0.0,1,,,,,,,,,,,,,
27,3.5204621369886597,13.191852312557417,0.6043982719743091,-0.17630373329124524,nan,-0.019945998245314952,0.0056013213453115895,R,relu,0.0,1,,,,,,,,,,,,,
28,3.569666396679824,13.5593780780111,0.553617096314076,-0.18609133086039553,nan,-0.020453015470556255,0.0035225168417673557,R,relu,0.0,1,,,,,,,,,,,,,
29,3.621156116249082,13.940584079305909,0.5755247954348401,-0.19431879414002742,nan,-0.02057962576865565,0.0032950892439112065,R,relu,0.0,1,,,,,,,,,,,,,
30,3.663130669370796,14.28315174357163,0.5359135482952692,-0.19334588402955238,nan,-0.020784222353542346,0.0030737993912771343,R,relu,0.0,1,0.014923499645825877,35.91071538271285,0.0,0.0,2.3020243484148866,2.6342393049274917,-2.24593048088169,0.9085999727249146,,,,,
31,3.7063520112501136,14.634867163575258,0.551921254172285,-0.20020583416865328,nan,-0.020888051250687583,0.004135572797968052,R,relu,0.0,1,,,,,,,,,,,,,
32,3.7605363138098458,15.054959351556526,0.6226851238327061,-0.20259293585143923,nan,-0.02110508828224289,0.005554835398215801,R,relu,0.0,1,,,,,,,,,,,,,
33,3.795447259555609,15.350228258466268,0.5007947702502382,-0.20552586334049583,nan,-0.02164034336100674,0.004016425964655354,R,relu,0.0,1,,,,,,,,,,,,,
34,3.8373178640207577,15.705232764886624,0.5932815442719507,-0.23827703785159599,nan,-0.022253498127518694,0.002415321599692106,R,relu,0.0,1,,,,,,,,,,,,,
35,3.878932918803141,16.048921127409336,0.5284359158378346,-0.18474755331512074,nan,-0.02208524031677661,0.002166677101049572,R,relu,0.0,1,,,,,,,,,,,,,
36,3.9195226023330294,16.391628538201324,0.5914523076265649,-0.24874489683457848,nan,-0.02211673085852128,0.003205350344942417,R,relu,0.0,1,,,,,,,,,,,,,
37,3.9573356729131564,16.716637533257437,0.6013388092006915,-0.27632981414458224,nan,-0.022722533343272403,0.0012632885519997218,R,relu,0.0,1,,,,,,,,,,,,,
38,3.993916040662006,17.045821167324053,0.5808451770115226,-0.2516615429449026,nan,-0.023035384895210616,0.0018534555332735182,R,relu,0.0,1,,,,,,,,,,,,,
