task,N,N2,D2,erode,cos,rowmean,bias,arm,kind,param,seed,steps2,persist,kappa_g,absd2,gate_cv,sd,zbar,acc,E,E_pred,r_W1b1,r_W2,r_scale
1,0.9705712614021934,0.9449902427101076,0.6163995658669272,-0.0038645003857470683,-0.004388968577276655,-6.739571605804257e-05,0.004234248874963669,SN15,snake,1.5,2,,,,,,,,,,,,,
2,1.2621736755804638,1.5986403601647095,0.7630269197199504,-0.10937680226534856,-0.06418403243208039,-0.0008125861625079035,0.0027396014879923314,SN15,snake,1.5,2,,,,,,,,,,,,,
3,1.4639325934496774,2.1511716224035395,0.6988271799912978,-0.14629591775246772,-0.06961347465416251,-0.0016404776520759967,0.0026029435939562973,SN15,snake,1.5,2,,,,,,,,,,,,,
4,1.604853540906713,2.5854519040209665,0.6320649332060034,-0.19778465158857692,-0.0855744448269016,-0.0014933936895984213,0.0022513056247225904,SN15,snake,1.5,2,,,,,,,,,,,,,
5,1.7209910256978274,2.9718400979680637,0.6147502057381165,-0.22836201179101873,-0.09249407244031037,-0.002312674783492395,0.0023034733906388285,SN15,snake,1.5,2,,,,,,,,,,,,,
6,1.8224947761327517,3.33289678190696,0.5902072738528454,-0.22915058991394893,-0.08844115230174424,-0.002801510952473185,0.00138116909773089,SN15,snake,1.5,2,,,,,,,,,,,,,
7,1.9184204656632187,3.693783942731053,0.5566521088219097,-0.19576494799781727,-0.07376311568636665,-0.003012349376424599,-0.0004768467310350388,SN15,snake,1.5,2,,,,,,,,,,,,,
8,2.0117835074369714,4.060857823476063,0.602680834721149,-0.23560695397613865,-0.07881284138493234,-0.0033374587563931944,-0.0005772023603640263,SN15,snake,1.5,2,,,,,,,,,,,,,
9,2.0968824729659112,4.411079477690059,0.5762977099934603,-0.22607605577946416,-0.07701092193081344,-0.003423088409527476,-0.0021895313361892477,SN15,snake,1.5,2,,,,,,,,,,,,,
10,2.1817870513199136,4.776161529114689,0.5763559155145008,-0.2112738640898714,-0.0672263334561013,-0.0035849734388490356,-0.0016172133979853243,SN15,snake,1.5,2,,,,,,,,,,,,,
11,2.2666429159242067,5.153154281079819,0.5965445031303729,-0.21955175116524323,-0.06525166202020208,-0.00409211989207161,-0.0019835133594460785,SN15,snake,1.5,2,,,,,,,,,,,,,
12,2.3408925893533032,5.494869330062402,0.5893653810459033,-0.24765033206332043,-0.07282535164830468,-0.004330788221321818,-0.004188708508154377,SN15,snake,1.5,2,,,,,,,,,,,,,
13,2.416711922556077,5.855702784906925,0.610488894299873,-0.2496554394553479,-0.06973214629973482,-0.0041785423322701016,-0.002731548387091607,SN15,snake,1.5,2,,,,,,,,,,,,,
14,2.496094066208459,6.246402143044886,0.6086596983992645,-0.21796034026130542,-0.059583759519058394,-0.004375183331636942,-0.0027996954871923664,SN15,snake,1.5,2,,,,,,,,,,,,,
15,2.5692087676146445,6.616604470439221,0.591926656197812,-0.22172432880347578,-0.05854584051147052,-0.004615974516766198,-0.002910164365894161,SN15,snake,1.5,2,,,,,,,,,,,,,
16,2.64668442171215,7.020851021248907,0.6390433439258774,-0.23479679311619267,-0.05758889428262472,-0.004169150909300406,0.001452760417596437,SN15,snake,1.5,2,,,,,,,,,,,,,
17,2.7189453210714034,7.409579058489883,0.5989510372812991,-0.2102230000403219,-0.05206749015791152,-0.004018633595194555,0.0027426051066140643,SN15,snake,1.5,2,,,,,,,,,,,,,
18,2.784179199029915,7.767905995004726,0.6286630411445412,-0.2703361046296993,-0.0637573253673516,-0.004081325700307555,0.0044450956529180985,SN15,snake,1.5,2,,,,,,,,,,,,,
19,2.8510796796632967,8.145103174036963,0.6031068165052703,-0.22590963747303308,-0.05289667122351413,-0.00486034726629855,0.002748989259125665,SN15,snake,1.5,2,,,,,,,,,,,,,
20,2.9231249241390533,8.561892352933599,0.6402544058448402,-0.22346522694820364,-0.04971852896916442,-0.004406612002078675,0.004491091453237459,SN15,snake,1.5,2,0.023941091914963658,26.74290747134505,2.207048095691295,1.9071883451390994,0.7155947472332006,1.4367589338419926,-0.4564292949947948,0.8873000144958496,-0.003744197393963984,-0.003744192115921072,-0.04440033176101904,-0.040656134367055057,12.30969542472944
21,2.991326236261263,8.96458113987637,0.640984081752446,-0.23829529480967573,-0.05112954832032799,-0.004333602000381309,0.004844993763836101,SN15,snake,1.5,2,,,,,,,,,,,,,
22,3.0604545339492155,9.382727519890146,0.6724736420283729,-0.2543272620145973,-0.052906225941807834,-0.004841539591209254,0.0036567026760894804,SN15,snake,1.5,2,,,,,,,,,,,,,
23,3.1306601559394314,9.817527688577552,0.6735179896879165,-0.2387178210005081,-0.0480807869417457,-0.005392411418775152,0.005327187346847495,SN15,snake,1.5,2,,,,,,,,,,,,,
24,3.1947204022205495,10.224179184450868,0.6580293732992502,-0.25137787742593526,-0.050634620134413666,-0.005304182261593968,0.00687582403421402,SN15,snake,1.5,2,,,,,,,,,,,,,
25,3.258370520177895,10.634708053768136,0.6769339961198636,-0.26640512680259787,-0.050870804109464596,-0.004895288995978314,0.009409811862569768,SN15,snake,1.5,2,,,,,,,,,,,,,
26,3.3215417074605527,11.049101151463786,0.669717773741852,-0.25532467604620107,-0.04879338004791463,-0.005190241077936427,0.009568586196328397,SN15,snake,1.5,2,,,,,,,,,,,,,
27,3.382015964121807,11.454679599540896,0.6777165563382269,-0.2721381082611156,-0.05105602424411189,-0.006044046018952653,0.008266043587354943,SN15,snake,1.5,2,,,,,,,,,,,,,
28,3.444263193707747,11.881340562080368,0.7149913475335424,-0.2883303849940732,-0.05176817706068029,-0.005296047893436616,0.011645026435726322,SN15,snake,1.5,2,,,,,,,,,,,,,
29,3.5081253621798782,12.325758175033807,0.6800519452345152,-0.235634332281074,-0.04216257092597742,-0.005758898092771722,0.01310231837327592,SN15,snake,1.5,2,,,,,,,,,,,,,
