task,N,N2,D2,erode,cos,rowmean,bias,arm,kind,param,seed,steps2,persist,kappa_g,absd2,gate_cv,sd,zbar,acc,E,E_pred,r_W1b1,r_W2,r_scale
1,1.1432827764342823,1.3150589317610604,0.9690117719972281,0.014451508115675171,0.012795807754845692,0.000892896634086741,0.01927481547114439,LR03,leaky,0.3,0,,,,,,,,,,,,,
2,1.5230387451960832,2.332378423554243,1.1723873700569334,-0.15506787826375099,-0.062278867449325565,-0.0010476268087110645,0.023151578613324092,LR03,leaky,0.3,0,,,,,,,,,,,,,
3,1.7911951042977259,3.229577933743235,1.148093787310411,-0.2508942771214189,-0.07663738898102444,-0.0025664056788155132,0.02663437491748482,LR03,leaky,0.3,0,,,,,,,,,,,,,
4,1.9750293271026416,3.9357702053663117,0.9997028938759206,-0.29351062225284447,-0.0837040066725182,-0.005742395041974434,0.022723577516153455,LR03,leaky,0.3,0,,,,,,,,,,,,,
5,2.1360817956926597,4.608186507114611,0.9581087698455807,-0.285692468097281,-0.07651168985915045,-0.007078350399463206,0.02292339053237811,LR03,leaky,0.3,0,,,,,,,,,,,,,
6,2.288826985196635,5.289027200442116,0.967622275024703,-0.28678158169719714,-0.07301232727297297,-0.008364055745727864,0.023869294878677463,LR03,leaky,0.3,0,,,,,,,,,,,,,
7,2.425001686587073,5.930490697537773,0.9873463206817331,-0.3458828235860761,-0.0789172783783828,-0.008557192834155678,0.029585992310894652,LR03,leaky,0.3,0,,,,,,,,,,,,,
8,2.563357168819436,6.619441790831104,0.9613397305349105,-0.27238863724158063,-0.06067588000489474,-0.009446219638191146,0.033623376851901414,LR03,leaky,0.3,0,,,,,,,,,,,,,
9,2.6784258059533617,7.223275472956304,0.920475657145653,-0.31664197502045327,-0.06674202064420166,-0.009930825890911316,0.039497054551611656,LR03,leaky,0.3,0,,,,,,,,,,,,,
10,2.779933143446699,7.773909461773855,0.8595131710439934,-0.3088791822264406,-0.06743281522433786,-0.009988150524617424,0.04663667333079502,LR03,leaky,0.3,0,,,,,,,,,,,,,
11,2.8832750577561392,8.3547587501484,0.8862711387572282,-0.3054218503826833,-0.06104983257469957,-0.009948845051854017,0.0513621316087665,LR03,leaky,0.3,0,,,,,,,,,,,,,
12,2.982111357274028,8.928942414519131,0.864828032618732,-0.29064436824800005,-0.05683361320074619,-0.010531417169331505,0.05286255537066609,LR03,leaky,0.3,0,,,,,,,,,,,,,
13,3.0774687500302367,9.507027905750402,0.9369391254328515,-0.35885363420158284,-0.06513361102917459,-0.010713301670737951,0.05438782541779801,LR03,leaky,0.3,0,,,,,,,,,,,,,
14,3.168016298198862,10.071329740313422,0.9332678070969571,-0.3689659725339382,-0.06707776703475245,-0.011273440972295896,0.05714530833880417,LR03,leaky,0.3,0,,,,,,,,,,,,,
15,3.2543157378279064,10.623429681337461,0.8916608015469855,-0.33956086052294554,-0.05879107230503802,-0.0113281097083075,0.057539799285586925,LR03,leaky,0.3,0,,,,,,,,,,,,,
16,3.341298871138929,11.195844045889341,0.9632286606264978,-0.3908142960746179,-0.06467274801433312,-0.011554569719149763,0.06019479261361994,LR03,leaky,0.3,0,,,,,,,,,,,,,
17,3.421717386719976,11.74316251216126,0.8797395574218307,-0.33242109114991064,-0.05649144767508765,-0.011750452311386706,0.061805122385849245,LR03,leaky,0.3,0,,,,,,,,,,,,,
18,3.503138447185974,12.310856238168867,0.8908068514156321,-0.32311312540802484,-0.052646920350529154,-0.012390198165006394,0.061074552979553116,LR03,leaky,0.3,0,,,,,,,,,,,,,
19,3.582905876136985,12.876187100787758,0.9113689971381587,-0.34603813451926785,-0.055000790324189815,-0.012367551992378711,0.06381661271938356,LR03,leaky,0.3,0,,,,,,,,,,,,,
20,3.6544404554496657,13.393358502443077,0.8560747961272974,-0.338903394471978,-0.05529403553217919,-0.0124708037023687,0.0656383855175227,LR03,leaky,0.3,0,0.02499179169462459,34.254238615130106,0.0,0.0,0.6385303875132327,1.9063385872675653,-1.1736708645308565,0.9221000075340271,-5.320296852379114e-09,0.0,0.0234615530784971,0.023461558398793953,6.8061000314176745
21,3.7245756978815705,13.911106069824891,0.8948302660098438,-0.37708269862803206,-0.05675938914008743,-0.01234802564752969,0.06471815479686484,LR03,leaky,0.3,0,,,,,,,,,,,,,
22,3.8001104301491626,14.478658933172664,0.9532204581294795,-0.3856675947817048,-0.055395253138517724,-0.012872726802651977,0.06247915836866014,LR03,leaky,0.3,0,,,,,,,,,,,,,
23,3.873357210576321,15.036430560028935,0.984915593383181,-0.42714396652691167,-0.058611039124064054,-0.012421640491168522,0.06374209595844149,LR03,leaky,0.3,0,,,,,,,,,,,,,
24,3.9392154821079823,15.548930798573078,0.9398624975860489,-0.4273622590419048,-0.06080643950990334,-0.013520882500897488,0.06094961634837091,LR03,leaky,0.3,0,,,,,,,,,,,,,
25,4.013149679338226,16.138616212507827,0.9604839727666317,-0.37079855883188073,-0.050589476915015454,-0.013511903421767633,0.06110802000388503,LR03,leaky,0.3,0,,,,,,,,,,,,,
26,4.078016560559611,16.662630053287774,0.9060732222219773,-0.38205938144202883,-0.05260988243816426,-0.013731939524168249,0.061994899147539397,LR03,leaky,0.3,0,,,,,,,,,,,,,
27,4.138514896911861,17.161042689372977,0.9074081320826552,-0.4089954959974535,-0.05539469626756427,-0.013088424196210577,0.06635552250721957,LR03,leaky,0.3,0,,,,,,,,,,,,,
28,4.205405158657394,17.717245773401583,0.9270435264350414,-0.37084044240643677,-0.048535563375176026,-0.013968314752218356,0.06565007756697014,LR03,leaky,0.3,0,,,,,,,,,,,,,
29,4.264515348133826,18.217467217750187,0.8974233915092621,-0.39720194716065904,-0.052617203548354856,-0.014038300861263142,0.06418764381669462,LR03,leaky,0.3,0,,,,,,,,,,,,,
30,4.3140525160021,18.641142847811366,1.011212865536721,-0.587537235475543,-0.0717862276000146,-0.014927797246442841,0.06576466973521747,LR03,leaky,0.3,0,0.0261511151881861,38.66805902004292,0.0,0.0,0.6389860171744867,2.109584017201384,-1.4148142491485713,0.9185000061988831,,,,,
31,4.377875493678321,19.198862286678334,0.9426022248848699,-0.384882786017897,-0.04885634201613829,-0.014585409320036975,0.06821739894803613,LR03,leaky,0.3,0,,,,,,,,,,,,,
32,4.431174690333613,19.6715336285555,0.9175806751299248,-0.4449093332527631,-0.05609109188003438,-0.01510217735299557,0.06549106360180304,LR03,leaky,0.3,0,,,,,,,,,,,,,
33,4.49009110011957,20.196793532076462,0.8823137368768184,-0.35705383335585306,-0.04583913063134049,-0.015836387028541316,0.06380238693440334,LR03,leaky,0.3,0,,,,,,,,,,,,,
34,4.54642575477031,20.704133301875018,0.9101119005578576,-0.4027721307593092,-0.05010124772606245,-0.0158701354935078,0.061807389000896364,LR03,leaky,0.3,0,,,,,,,,,,,,,
35,4.605470290719127,21.24746292966478,0.9418393979359919,-0.39850977014622513,-0.048089795016645315,-0.015580584385676088,0.06224860840477049,LR03,leaky,0.3,0,,,,,,,,,,,,,
36,4.657715037114355,21.730684834704768,1.029004227230383,-0.545782322190393,-0.06139015050452978,-0.014667064947210227,0.06245045709423721,LR03,leaky,0.3,0,,,,,,,,,,,,,
37,4.714461546699231,22.263166624617835,1.0080761669951015,-0.4755943770820396,-0.05339028305041556,-0.01497197136226277,0.0604911117721349,LR03,leaky,0.3,0,,,,,,,,,,,,,
38,4.774811583362197,22.83498091465892,1.0486337649414208,-0.4768194749003278,-0.05140448546428769,-0.014547325812967209,0.06091049508017022,LR03,leaky,0.3,0,,,,,,,,,,,,,
39,4.828076066463837,23.347275959529654,0.9638329201225921,-0.4515378752518658,-0.04986425677497353,-0.015236432966511249,0.06031655676895752,LR03,leaky,0.3,0,,,,,,,,,,,,,
40,4.884055613761243,23.893395667248186,0.958302748873881,-0.4121830411553456,-0.04656352536438055,-0.014770421154676559,0.06355795204646711,LR03,leaky,0.3,0,0.02750083397376242,34.84631592584298,0.0,0.0,0.6387196711718373,2.158456252154851,-1.408684178674946,0.9135000109672546,-2.1556102319797432e-09,0.0,0.010053336519217346,0.010053338674827578,8.969395776722466
41,4.932625177243421,24.372134890696387,0.8986810597133449,-0.4199418362651409,-0.04751232666773226,-0.01639791341959943,0.05868140408187173,LR03,leaky,0.3,0,,,,,,,,,,,,,
42,4.9873513046061415,24.913929435706205,0.9226094641741547,-0.38081491916433907,-0.04295153051019481,-0.015359416538331828,0.06221467168943491,LR03,leaky,0.3,0,,,,,,,,,,,,,
43,5.038891143681342,25.4282163427453,1.0069837849044823,-0.49269687786538996,-0.05118039626844114,-0.01532529771617764,0.06563999726029579,LR03,leaky,0.3,0,,,,,,,,,,,,,
44,5.091430077909303,25.95455783849668,0.9671222350081038,-0.44078073925672384,-0.04682266925976682,-0.015462331399921557,0.06556119093380403,LR03,leaky,0.3,0,,,,,,,,,,,,,
45,5.137273938984618,26.423987326170618,0.9539420593994796,-0.48451257172554035,-0.05108449568972063,-0.015555523726758658,0.06611339033464901,LR03,leaky,0.3,0,,,,,,,,,,,,,
46,5.185344172279062,26.91942598778009,1.0341859515712488,-0.5387472899617743,-0.054602973879782954,-0.01578142496232338,0.0679897745035123,LR03,leaky,0.3,0,,,,,,,,,,,,,
47,5.237188063691491,27.46103849084034,0.9154098479739594,-0.37379734491370714,-0.039782711199767146,-0.01605921057795456,0.06740924073732459,LR03,leaky,0.3,0,,,,,,,,,,,,,
48,5.284604553358739,27.95880634244737,1.0411696702229731,-0.5434018186159466,-0.05323719761339813,-0.01665590411625549,0.06919587578508071,LR03,leaky,0.3,0,,,,,,,,,,,,,
49,5.331820311505692,28.457315083294805,1.0425766892189627,-0.5440679483715307,-0.05271387731224133,-0.016202557085219418,0.07103605368640274,LR03,leaky,0.3,0,,,,,,,,,,,,,
