task,N,N2,D2,erode,cos,rowmean,bias,arm,kind,param,seed,steps2,persist,kappa_g,absd2,gate_cv,sd,zbar,acc,E,E_pred,r_W1b1,r_W2,r_scale
1,1.1575818859819536,1.3522500444893388,1.0062828886676407,0.014371504173540479,0.012609349809719242,0.001078800142432464,0.021498882238520308,LR001,leaky,0.01,0,,,,,,,,,,,,,
2,1.5302369844468202,2.3670837626065038,1.1021765101833154,-0.08734279206615031,-0.034500947525617255,-0.0005358598601190802,0.023898806866782252,LR001,leaky,0.01,0,,,,,,,,,,,,,
3,1.774353651221187,3.1902727129322273,0.9202263048667026,-0.09703735454097938,-0.027421906244338302,-0.0031138124954416175,0.02298473729606485,LR001,leaky,0.01,0,,,,,,,,,,,,,
4,1.9342410858213148,3.8175323894741267,0.769766382047171,-0.142506705505271,-0.04109024965504933,-0.006569914738747223,0.01964455839479342,LR001,leaky,0.01,0,,,,,,,,,,,,,
5,2.076406366577845,4.4076402802889305,0.7178344856658421,-0.12772659485103802,-0.03674242879927241,-0.008027855817722357,0.019877601328262245,LR001,leaky,0.01,0,,,,,,,,,,,,,
6,2.2073306912812427,4.98804037777453,0.6954813410782147,-0.11508124359261561,-0.038725772796821,-0.009563371462258424,0.019865620927885175,LR001,leaky,0.01,0,,,,,,,,,,,,,
7,2.3108683441018827,5.473078698586075,0.6284168041383998,-0.14337848332685485,-0.04037637368484871,-0.010696420045072326,0.019789576420589584,LR001,leaky,0.01,0,,,,,,,,,,,,,
8,2.4044060421538296,5.939788384926413,0.6123776643372798,-0.14566797799694212,-0.046307532930014064,-0.012193194222777369,0.018788220751303014,LR001,leaky,0.01,0,,,,,,,,,,,,,
9,2.4925748645635504,6.398652080305706,0.6046752129661526,-0.14581151758685804,-0.04107810374750992,-0.013373558502686117,0.019086398989893495,LR001,leaky,0.01,0,,,,,,,,,,,,,
10,2.5866439261199945,6.879299988143448,0.6395453413832171,-0.15889743354547609,-0.037223533552566836,-0.014233222268715926,0.020970813579915558,LR001,leaky,0.01,0,,,,,,,,,,,,,
11,2.6763794421360467,7.357661765456694,0.6121034499004717,-0.1337416725872258,-0.035737239219152776,-0.014793679100765815,0.020757357724942267,LR001,leaky,0.01,0,,,,,,,,,,,,,
12,2.7618050424332914,7.8283722776970786,0.6281105714345864,-0.15740005919420302,-0.03774735155545958,-0.015250249405624645,0.021675627175718547,LR001,leaky,0.01,0,,,,,,,,,,,,,
13,2.852294215956714,8.32580781329367,0.653818930652953,-0.15638339505636167,-0.03205724452039599,-0.015899673262184794,0.022282345425919628,LR001,leaky,0.01,0,,,,,,,,,,,,,
14,2.932728260757869,8.798486100874976,0.6453820427479261,-0.1727037551666161,-0.03281986753276025,-0.016404083829040263,0.021951605692920567,LR001,leaky,0.01,0,,,,,,,,,,,,,
15,3.0357731831992374,9.3874035373499,0.7617066512701811,-0.1727892147952597,-0.03050908935606546,-0.01640722126595345,0.0224345809861552,LR001,leaky,0.01,0,,,,,,,,,,,,,
16,3.1255636445158546,9.934864469563825,0.737514434794666,-0.19005350258074047,-0.03267046680166595,-0.017294762217674516,0.022947027345653622,LR001,leaky,0.01,0,,,,,,,,,,,,,
17,3.199529862595798,10.404874283683696,0.6544469669930385,-0.18443715287316798,-0.030261009076760437,-0.017449909603095913,0.023166569710010663,LR001,leaky,0.01,0,,,,,,,,,,,,,
18,3.2831614789161425,10.945534680884538,0.7119329514964359,-0.17127255429559157,-0.02786675995151235,-0.017618832757214174,0.02549014347314369,LR001,leaky,0.01,0,,,,,,,,,,,,,
19,3.3646925176477556,11.475703060499526,0.721726315948882,-0.1915579363338965,-0.0347051955960581,-0.01782876150108231,0.026498720015515575,LR001,leaky,0.01,0,,,,,,,,,,,,,
20,3.4424122330014835,11.994737738788784,0.7336144591227733,-0.21457978083351445,-0.03431387385368605,-0.017853086806965023,0.027541209575720132,LR001,leaky,0.01,0,0.020850974292094836,35.18370167483763,0.0,0.0,1.9237121405612763,2.6286632031632826,-1.87984869265338,0.925599992275238,-5.5189180586667774e-09,0.0,0.005446381315711006,0.005446386834629065,9.339710562366825
21,3.528543993900373,12.576473957646051,0.8183563182609366,-0.23662009940366985,-0.03498943112017882,-0.018355361352995717,0.027045756063889714,LR001,leaky,0.01,0,,,,,,,,,,,,,
22,3.6052587580602147,13.116590976090656,0.7942921948585376,-0.2541751764139316,-0.038511157016136346,-0.018610510222118078,0.026255581537261607,LR001,leaky,0.01,0,,,,,,,,,,,,,
23,3.6802368799357588,13.661017481630878,0.7819210209254683,-0.23749451538524652,-0.03570940019518638,-0.019531200413196326,0.026702218428545164,LR001,leaky,0.01,0,,,,,,,,,,,,,
24,3.7544372907241073,14.199987083586416,0.7643536144498333,-0.2253840124942971,-0.03261045430119086,-0.020392804849348568,0.02692210292443633,LR001,leaky,0.01,0,,,,,,,,,,,,,
25,3.8267792644793883,14.752403871795616,0.8103457975234792,-0.2579290093142794,-0.03715384134368935,-0.020522484359287812,0.026419207507860847,LR001,leaky,0.01,0,,,,,,,,,,,,,
26,3.8916380819493837,15.253079195147357,0.7531929891842962,-0.25251766583255464,-0.034601686237027855,-0.021602945010003847,0.024423813617322595,LR001,leaky,0.01,0,,,,,,,,,,,,,
27,3.9560886952074905,15.755902040932424,0.7926594584264564,-0.2898366126413906,-0.03756670839819368,-0.021619604589947425,0.024843367577996104,LR001,leaky,0.01,0,,,,,,,,,,,,,
28,4.022014915169626,16.27750613944381,0.8003665785628725,-0.27876248005148574,-0.03625804033904147,-0.021776703858382648,0.025588817098469007,LR001,leaky,0.01,0,,,,,,,,,,,,,
29,4.091840477398208,16.8391161640204,0.8034499078285122,-0.24183988325192324,-0.030051777678211367,-0.02239292460252002,0.025328996385505887,LR001,leaky,0.01,0,,,,,,,,,,,,,
30,4.15632067110825,17.36937890448195,0.8516989886775826,-0.32143624821603245,-0.03983897001727185,-0.02259351624866258,0.026035351014579645,LR001,leaky,0.01,0,0.02422823276454325,35.153161889875825,0.0,0.0,1.938082534087069,3.042884191491557,-2.3584162703388922,0.9229999780654907,,,,,
31,4.2167106998839206,17.870164720717202,0.7383330605578675,-0.2375472443226149,-0.032340990162371214,-0.023149964074004745,0.02706304111306963,LR001,leaky,0.01,0,,,,,,,,,,,,,
32,4.272875945055512,18.346061549738774,0.7808125375457106,-0.304915708524135,-0.038050607062804935,-0.02241279862831789,0.02839307490387,LR001,leaky,0.01,0,,,,,,,,,,,,,
33,4.329954185037805,18.83286144774828,0.7894199806442438,-0.30262008263474377,-0.034200309556647886,-0.022702946716148236,0.029606493686733303,LR001,leaky,0.01,0,,,,,,,,,,,,,
34,4.386963939111179,19.329991215184837,0.8034486537411993,-0.306318886304639,-0.0367524716684062,-0.02329702867900983,0.029368313096929343,LR001,leaky,0.01,0,,,,,,,,,,,,,
35,4.446130594117474,19.85195134909395,0.8080808583170338,-0.2861207244079186,-0.03337569734033917,-0.023648898698400308,0.03123836615588516,LR001,leaky,0.01,0,,,,,,,,,,,,,
36,4.501125049736342,20.344746657144377,0.7854434907519553,-0.2926481827015279,-0.03342973526404466,-0.02413656693057433,0.03188389269867912,LR001,leaky,0.01,0,,,,,,,,,,,,,
37,4.563534621659576,20.916938900743098,0.8447486669298498,-0.27255642333112784,-0.02763565394171936,-0.023789163579149813,0.03338464966975153,LR001,leaky,0.01,0,,,,,,,,,,,,,
38,4.626096627330407,21.488484662914058,0.9148658566791261,-0.34332009450817225,-0.03432546560806713,-0.024332127420232563,0.03346296479459852,LR001,leaky,0.01,0,,,,,,,,,,,,,
39,4.686759136064624,22.052942776364976,0.9235160513433678,-0.3590579378924511,-0.03853590424499768,-0.02397470309611233,0.03634450213052332,LR001,leaky,0.01,0,,,,,,,,,,,,,
40,4.750947092568262,22.655146665727553,0.8917045570248635,-0.2895006676622869,-0.028709652670882383,-0.024497229768825624,0.036294415281154215,LR001,leaky,0.01,0,0.023114719152485037,38.57734766935281,0.0,0.0,1.935634444691699,3.430558085751197,-2.611815698001877,0.9132000207901001,1.1154879370894877e-08,0.0,0.021480131252587357,0.021480120097707986,15.020860441193758
41,4.801173668528512,23.138781020974044,0.8213696125552207,-0.33773525730872533,-0.03802272005968242,-0.025805034217128018,0.03246642821468413,LR001,leaky,0.01,0,,,,,,,,,,,,,
42,4.852646227928219,23.63859943831093,0.820414454999953,-0.3205960376630695,-0.03150006537987249,-0.025713069003375538,0.03237690175534226,LR001,leaky,0.01,0,,,,,,,,,,,,,
43,4.9094429988220645,24.193361633105443,0.903801434682225,-0.3490392398877107,-0.03169355668474243,-0.02523785272772424,0.035921646654605864,LR001,leaky,0.01,0,,,,,,,,,,,,,
44,4.972829561546969,24.817668777876587,0.8870432896018512,-0.26273614483070395,-0.02382637192141325,-0.02515707121022757,0.037858544706832614,LR001,leaky,0.01,0,,,,,,,,,,,,,
