task,N,N2,D2,erode,cos,rowmean,bias,arm,kind,param,seed,steps2,persist,kappa_g,absd2,gate_cv,sd,zbar,acc,E,E_pred,r_W1b1,r_W2,r_scale
1,1.1595176378360896,1.3506103451130034,1.0072117594405938,0.010943408443482329,0.009125007563973902,0.001490240368075898,0.012389442706044064,LR,leaky,0.1,2,,,,,,,,,,,,,
2,1.5417786305543273,2.3984333303994867,1.173276566024906,-0.1254535807384226,-0.048675462813310526,-9.634701617615226e-05,0.012664921210380271,LR,leaky,0.1,2,,,,,,,,,,,,,
3,1.81756417244346,3.3418222302826464,1.1281664305822088,-0.18477753069905006,-0.058413048075732776,-0.0027696865267805002,0.01088188500765682,LR,leaky,0.1,2,,,,,,,,,,,,,
4,2.0182373842615218,4.121779327746071,0.9978548189200839,-0.21789772145665823,-0.0617208912705343,-0.004953403937265622,0.01012358565843897,LR,leaky,0.1,2,,,,,,,,,,,,,
5,2.1806829675300845,4.819937174122572,0.949004657877624,-0.25084681150112365,-0.06932176690421868,-0.0070556480692573805,0.00869229658797849,LR,leaky,0.1,2,,,,,,,,,,,,,
6,2.3320649056306535,5.502869712995071,0.942296281856276,-0.2593637429837758,-0.06581245871509285,-0.008030238505351655,0.00839608522132039,LR,leaky,0.1,2,,,,,,,,,,,,,
7,2.4663103000502917,6.15020041671445,0.8730355944169474,-0.22570489069756897,-0.056467139547266655,-0.008811134585489955,0.008522330451523886,LR,leaky,0.1,2,,,,,,,,,,,,,
8,2.5914288436293527,6.776273699159896,0.905388547198038,-0.2793152647525916,-0.06199307347556507,-0.009599192260872573,0.008784774136147462,LR,leaky,0.1,2,,,,,,,,,,,,,
9,2.700781686400812,7.359878908499995,0.8467772930049804,-0.2631720836648824,-0.06103913008886877,-0.010563436370494372,0.007815563555341213,LR,leaky,0.1,2,,,,,,,,,,,,,
10,2.802597794373844,7.922520506128658,0.8301614652271198,-0.2675198675984568,-0.059703386677614274,-0.011514607820943308,0.008290180267067626,LR,leaky,0.1,2,,,,,,,,,,,,,
11,2.907005460163075,8.526254062898891,0.8838670831517252,-0.28013352638149164,-0.05500375210345714,-0.012731949706757055,0.007716402397491038,LR,leaky,0.1,2,,,,,,,,,,,,,
12,3.002891852133588,9.091813204141095,0.8460059614104009,-0.2804468201681979,-0.05573240083904679,-0.013700147650912842,0.006907068956643343,LR,leaky,0.1,2,,,,,,,,,,,,,
13,3.0975094833916317,9.669117561383871,0.8798648074398152,-0.3025604501970389,-0.058985147789876215,-0.014167555250511839,0.006158521538600326,LR,leaky,0.1,2,,,,,,,,,,,,,
14,3.2071511350625577,10.350439119435759,0.974127087045556,-0.2928055289936682,-0.04901521723794932,-0.014631946191291344,0.0044902474997797984,LR,leaky,0.1,2,,,,,,,,,,,,,
15,3.3000382506858896,10.950980553394096,0.8774884518276531,-0.27694701786931636,-0.04961391530827134,-0.014971309342959056,0.002473414707928896,LR,leaky,0.1,2,,,,,,,,,,,,,
16,3.3938911727437886,11.5783429665986,0.9344828560991477,-0.30712044289464513,-0.05019062498981816,-0.01580217177133926,0.001950597963295877,LR,leaky,0.1,2,,,,,,,,,,,,,
17,3.4815867422940907,12.180455842462697,0.8579729095755438,-0.2558600337114437,-0.04276898426178375,-0.01648502425728187,0.003070074813440442,LR,leaky,0.1,2,,,,,,,,,,,,,
18,3.564990890722222,12.768852708841955,0.9305556379143819,-0.3421587715351251,-0.05424013374404615,-0.016637984270686346,0.007228506472310983,LR,leaky,0.1,2,,,,,,,,,,,,,
19,3.6386818493629587,13.300960866337586,0.8583594065313628,-0.3262512490357312,-0.05269325135698498,-0.016942250776748574,0.006546177070995327,LR,leaky,0.1,2,,,,,,,,,,,,,
20,3.7280336259527576,13.959034029136987,0.9933291039288278,-0.3352559411294226,-0.04747518570228097,-0.017491441476667566,0.006164234146708623,LR,leaky,0.1,2,0.0266135973005464,37.32412017478126,0.0,0.0,1.3310148694915527,2.219047409291156,-1.8904627651684123,0.9246000051498413,3.5870492860745617e-09,0.0,-0.029462227600599595,-0.02946223118764888,7.187698131789526
21,3.798686967622402,14.491891055028354,0.923638525620843,-0.39078149972948173,-0.057287147917818845,-0.017757513894416755,0.0029858354566385968,LR,leaky,0.1,2,,,,,,,,,,,,,
