task,N,N2,D2,erode,cos,rowmean,bias,arm,kind,param,seed,steps2,persist,kappa_g,absd2,gate_cv,sd,zbar,acc,E,E_pred,r_W1b1,r_W2,r_scale
1,1.099841168072158,1.2161941914655572,0.8708124381732929,0.013786101644106742,0.012505568981737042,0.0004471853125199048,0.00537193852593191,ELU1,elu,1.0,0,,,,,,,,,,,,,
2,1.4499280534640768,2.111609119444649,1.041371167803356,-0.14595623982426403,-0.06483857605799138,-0.0007640771824858425,0.0026100014289841054,ELU1,elu,1.0,0,,,,,,,,,,,,,
3,1.708700593448087,2.9353969228961074,1.0594743955592196,-0.23568659210776083,-0.079466267637428,-0.002093031113579667,0.0013085858924023342,ELU1,elu,1.0,0,,,,,,,,,,,,,
4,1.8977948671668767,3.6279220773116005,0.9779683724434158,-0.28544321802792294,-0.08368780433215253,-0.0038092454100188767,-0.0026348771061748266,ELU1,elu,1.0,0,,,,,,,,,,,,,
5,2.0650126825020503,4.3057840078747525,0.9298966658103848,-0.25203473524723335,-0.0684776809981476,-0.004604482353033394,-0.0030327902454519062,ELU1,elu,1.0,0,,,,,,,,,,,,,
6,2.2224779032142563,4.993565546140233,0.9795586268220555,-0.2917770885565748,-0.07093379446745743,-0.006012460651527243,-0.004389015170745552,ELU1,elu,1.0,0,,,,,,,,,,,,,
7,2.3645485604626226,5.654171474991516,0.9468365161619725,-0.2862305873106888,-0.060612044547111533,-0.006878244118439834,-0.004758276455104351,ELU1,elu,1.0,0,,,,,,,,,,,,,
8,2.499257208909896,6.317180872713784,0.9397277623434955,-0.2767183646212273,-0.05693961616631464,-0.00812196429801983,-0.005780073336791247,ELU1,elu,1.0,0,,,,,,,,,,,,,
9,2.626776544765956,6.976569594935905,0.912058847358553,-0.2526701251364339,-0.0487286963517007,-0.009992493298571388,-0.005516942234098678,ELU1,elu,1.0,0,,,,,,,,,,,,,
10,2.7324367663468654,7.555657472188773,0.8556673217968194,-0.27657944454395067,-0.0530511810299561,-0.011448600915284822,-0.004988731590565294,ELU1,elu,1.0,0,,,,,,,,,,,,,
11,2.8400686490460076,8.167884448531419,0.8933221711762606,-0.28109519483361334,-0.04817829378764122,-0.011730572785119518,-0.003987972510512919,ELU1,elu,1.0,0,,,,,,,,,,,,,
12,2.9491465047321777,8.808752228930851,0.8865902950408588,-0.2457225146414268,-0.03980579861664723,-0.012907672846529543,-0.005670192273100838,ELU1,elu,1.0,0,,,,,,,,,,,,,
13,3.054022923932719,9.447562412982881,0.9372987253806666,-0.29848854132863745,-0.04761508275522109,-0.013558800646018354,-0.00652200901764445,ELU1,elu,1.0,0,,,,,,,,,,,,,
14,3.1587337001354543,10.11017505347848,0.9626922592693924,-0.30007961877379186,-0.04825412845312773,-0.014613987920092933,-0.007790905641159042,ELU1,elu,1.0,0,,,,,,,,,,,,,
15,3.2566869249706616,10.749147033612836,0.9377937505886693,-0.2988217704543152,-0.04255121816778169,-0.014947216807959289,-0.008589636264368893,ELU1,elu,1.0,0,,,,,,,,,,,,,
16,3.350699070707824,11.386957513855268,0.9555658514689184,-0.31775537122648423,-0.045833048706073284,-0.015685788201109895,-0.00909388243337162,ELU1,elu,1.0,0,,,,,,,,,,,,,
