arm,cond,seed,slot,lr,task,hard,n_classes,online_acc,train_acc,test_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3
CR,std,0,0,0.0001,1,1,5,0.7228766026,0.8439999819,0.7440000176,0.8439999819,0,0,0.3405121863,4.728398323,-4.017371655,1,59.20297887,0,0.04787233844,0.3758826554,2.884371281,-6.694679737,1,37.22960154,0.7036572099,0.6086301208,0.6139338017
CR,std,0,0,0.0001,2,0,1,0.9622596154,1,1,1,0,0,-0.3377700746,2.824442625,-6.446256638,1,61.73973987,0,0.1170212701,-0.2639722526,1.76513207,-11.43650913,1,27.41086025,0.6855009198,0.6026721001,0.6615664959
CR,std,0,0,0.0001,3,1,5,0.7006009615,0.8387999535,0.6900000572,0.8387999535,0,0,0.1155643761,3.8264606,-5.244804382,1,74.16688344,0,0.03723404184,-0.5657821894,2.32745409,-10.98160553,1,50.92195168,0.7525410056,0.6205407977,0.7993427515
CR,std,0,0,0.0001,4,0,1,0.9651041667,1,1,1,0,0,0.00895886682,3.298951387,-10.45811176,1,60.45658887,0,0.1276595742,-0.04991305619,2.288805962,-11.55125046,1,27.72425247,0.7504574656,0.6195002794,0.8650427461
CR,std,0,0,0.0001,5,1,5,0.7471153846,0.8596000075,0.7320000529,0.8596000075,0,0,-0.03207508847,3.975527048,-6.25954628,1,72.10572631,0,0.02127659507,-0.4722423255,2.246617794,-9.722691536,1,51.31912462,0.7735646963,0.6274927258,1.026737809
CR,std,0,0,0.0001,6,0,1,0.9655448718,1,1,1,0,0,0.5381674767,3.583586931,-5.888616085,1,59.86937407,0,0.1276595742,0.3401592672,1.859083772,-8.953709602,1,30.46602724,0.7804557085,0.6216489673,1.099400759
CR,std,0,0,0.0001,7,1,5,0.7316907051,0.8700000048,0.7340000272,0.8700000048,0,0,-0.1823840141,4.711088657,-2.481319904,1,74.50198185,0,0.04255319014,-0.1737445295,2.534689665,-8.47128582,1,50.94491322,0.8208988309,0.6301220059,1.283302665
CR,std,0,0,0.0001,8,0,1,0.9612179487,1,1,1,0,0,0.3461727202,3.115105629,-12.25503445,1,55.62491177,0,0.1329787225,-0.2880210578,1.591621757,-13.55369949,1,24.96457976,0.8062449694,0.626286447,1.346816897
CR,std,0,0,0.0001,9,1,5,0.5862179487,0.7455999851,0.6040000319,0.7455999851,0,0,-0.1105500087,4.083898067,-3.299654722,1,89.30047333,0,0.05319148675,-0.0009984328644,1.86619997,-11.54961967,1,53.61821179,0.8404830694,0.6306744814,1.522125483
CR,std,0,0,0.0001,10,0,1,0.9529246795,1,1,1,0,0,0.2740653753,3.867181778,-3.949725389,1,75.82631431,0,0.1276595742,0.2917149067,1.882106185,-11.24499226,1,34.42157376,0.8302704692,0.6344118714,1.599577308
CR,std,0,0,0.0001,11,1,5,0.6314903846,0.7823999524,0.6840000153,0.7823999524,0,0,0.1782328188,3.95759058,-3.433769464,1,82.55174509,0,0.04255319014,0.3458158076,1.784757972,-9.836198807,1,48.56066377,0.8330690861,0.6308199167,1.834369898
CR,std,0,0,0.0001,12,0,1,0.9357371795,1,1,1,0,0,-0.07101072371,3.052132368,-4.608828545,1,69.4845765,0,0.1861702055,0.2973053753,1.649604082,-9.177827835,1,28.31843556,0.8336724043,0.6264405847,1.965144873
CR,std,0,0,0.0001,13,1,5,0.6558894231,0.8127999902,0.7020000219,0.8127999902,0,0,-0.08286719769,4.440085411,-7.389796734,1,74.60064939,0,0.05319148675,-0.05227771029,1.940903425,-12.36065102,1,43.18161375,0.8413423896,0.6242672205,2.213176966
CR,std,0,0,0.0001,14,0,1,0.9349358974,1,1,1,0,0,-0.3418320417,3.3534863,-16.93884087,1,50.10964069,0,0.1702127606,0.03012390062,1.408559442,-17.12184906,1,15.36852236,0.8168159723,0.6263123751,2.280458212
CR,std,0,0,0.0001,15,1,5,0.566786859,0.7184000015,0.6340000033,0.7184000015,0,0,0.1977176964,3.867056608,-5.929410934,1,67.31082806,0,0.09574467689,-0.522021234,1.781490207,-10.42724609,1,33.49711281,0.8342193365,0.6261908412,2.538248539
CR,std,0,0,0.0001,16,0,1,0.9007211538,1,1,1,0,0,0.01264021359,3.680604219,-3.167470455,1,66.1719481,0,0.1755319089,0.1204312444,1.456246257,-11.62523842,1,24.4459708,0.8140237331,0.6164265275,2.672355175
CR,std,0,0,0.0001,17,1,5,0.598838141,0.806400001,0.6420000196,0.806400001,0,0,0.1941694468,3.583172798,-1.966616511,1,80.79920569,0,0.07446808368,-0.1377124935,1.673857212,-8.047423363,1,43.47616907,0.8284009695,0.6173998117,2.578724146
CR,std,0,0,0.0001,18,0,1,0.8955929487,1,1,1,0,0,-0.2573164999,2.542834044,-13.40497208,1,46.94776872,0,0.1542553157,-0.06776618958,0.7734200954,-19.90406799,1,11.79224008,0.7977192998,0.609444201,2.739364624
CR,std,0,0,0.0001,19,1,5,0.4775240385,0.7123999596,0.5960000157,0.7123999596,0,0,-0.0619462803,3.274934292,-2.283466816,1,73.4002253,0,0.07446808368,-0.4137350619,1.403940082,-14.64643574,1,33.93731096,0.7977072001,0.6003463268,2.83986187
CR,std,0,0,0.0001,20,0,1,0.8842147436,1,1,1,0,0,-0.4249196351,3.433303595,-11.97368622,1,41.96790897,0,0.1808510572,-0.1083233878,1.118277311,-20.4646225,1,12.75218728,0.7834729552,0.6053332686,3.03552413
CR,std,0,0,0.0001,21,1,5,0.3928285256,0.6523999572,0.5560000539,0.6523999572,0,0,0.1060166508,3.219877243,-5.146672726,1,63.29207235,0,0.09574467689,-0.2604560852,1.06656158,-13.91300011,1,26.22755362,0.7661457062,0.5885733962,3.308508396
CR,std,0,0,0.0001,22,0,1,0.6858573718,1,1,1,0,0,0.01814216375,4.291182518,-2.264689922,1,20.5420686,0,0.1755319089,0.03438131884,0.6170161963,-18.24283028,1,5.175858193,0.7348849177,0.5723885298,3.591152906
CR,std,0,0,0.0001,23,1,5,0.2817307692,0.6995999813,0.7020000219,0.6995999813,0,0,-0.04260499775,2.073839426,-4.928181648,1,44.65184229,0,0.07446808368,0.0869345814,0.7898688912,-12.16496658,1,18.75481121,0.6869575381,0.5524218678,4.008270741
