arm,cond,seed,slot,lr,task,hard,n_classes,online_acc,train_acc,test_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3
LR,std,0,0,0.0001,1,1,5,0.7217147436,0.8495999575,0.7420000434,0.8495999575,0,0,0.4617109895,4.98787117,-3.370751381,0.5838399529,34.46880141,0,0,1.525497675,2.814129591,-4.960814476,0.7317999601,24.16606722,0.7097070217,0.6042886972,0.6246014237
LR,std,0,0,0.0001,2,0,1,0.9561298077,1,0.9899999499,1,0,0,-1.672907352,3.306179762,-5.912453175,0.3339999616,27.67752818,0,0,-0.4216532111,1.870168209,-6.659279346,0.467200011,15.01325131,0.6955507994,0.6041712165,0.6636070609
LR,std,0,0,0.0001,3,1,5,0.6475961538,0.806400001,0.6640000343,0.806400001,0,0,-0.6665380597,4.440477371,-3.607467175,0.4571200013,36.69916927,0,0,-0.08984912187,2.559653044,-6.680946827,0.5255200267,27.22664628,0.7608792186,0.6130093932,0.7817600965
LR,std,0,0,0.0001,4,0,1,0.954286859,1,1,1,0,0,-0.6277037859,3.882277012,-5.262187958,0.4671999812,30.56489808,0,0,-0.539514184,2.669424057,-7.620588303,0.445600003,16.80194069,0.7723258734,0.6224281192,0.8462565541
LR,std,0,0,0.0001,5,1,5,0.7114583333,0.8359999657,0.7420000434,0.8359999657,0,0,-1.36338222,5.079705238,-5.331847191,0.4059999883,36.43304143,0,0,-0.9431957603,2.907023907,-6.640170097,0.4211200178,27.99090126,0.8133407831,0.627065897,0.9608718753
LR,std,0,0,0.0001,6,0,1,0.9560897436,1,1,1,0,0,-2.253677368,5.175487041,-6.725228786,0.3141999543,26.93938983,0,0,-2.244246244,3.077737331,-8.972745895,0.2367999852,15.36391339,0.8402724266,0.6313817501,1.013711929
LR,std,0,0,0.0001,7,1,5,0.6981169872,0.8279999495,0.736000061,0.8279999495,0,0,-0.4737223983,6.991821766,-3.094417334,0.5309200287,38.68701975,0,0,-3.550257683,4.123218536,-11.85010815,0.2702800035,25.23483229,0.8890748024,0.6429428458,1.084268212
LR,std,0,0,0.0001,8,0,1,0.9570512821,1,1,1,0,0,-3.405464888,5.466013908,-13.27400684,0.3285999894,29.20901396,0,0,-4.0195961,3.060680389,-13.92733097,0.1306000054,16.07507131,0.9059584737,0.6385928988,1.096828341
LR,std,0,0,0.0001,9,1,5,0.5176682692,0.6556000113,0.584000051,0.6556000113,0,0,-0.3182449043,6.844352245,-7.171898365,0.5226399899,42.71467245,0,0,-4.04082489,3.893353701,-12.39192581,0.2015199959,25.36640721,0.9409146309,0.6549398303,1.112217903
LR,std,0,0,0.0001,10,0,1,0.9510817308,1,1,1,0,0,-1.76523447,6.354243755,-8.520350456,0.429399997,37.81914478,0,0,-3.734189749,3.571840048,-10.90695763,0.1683999896,21.42088939,0.962092936,0.6544523835,1.145694494
