seed,env,checkpoint,layer,branch,task,step,ce,acc,online_ce,online_acc
0,RL,50,2,A,51,0,2.375562906265259,0.09666667133569717,,
0,RL,50,2,B20,51,0,2.375562906265259,0.09666667133569717,,
0,RL,50,2,C20,51,0,32.022727966308594,0.08583333343267441,,
0,RL,50,2,D20,51,0,32.022727966308594,0.08583333343267441,,
0,RL,50,2,C5,51,0,30.244518280029297,0.09666667133569717,,
0,RL,50,2,D5,51,0,30.244518280029297,0.09666667133569717,,
0,RL,50,2,C10,51,0,39.412513732910156,0.09416666626930237,,
0,RL,50,2,D10,51,0,39.412513732910156,0.09416666626930237,,
0,RL,50,2,RB20,51,0,2.375562906265259,0.09666667133569717,,
0,RL,50,2,RC20,51,0,92.7915267944336,0.08916667103767395,,
0,RL,50,2,RD20,51,0,92.7915267944336,0.08916667103767395,,
1,RL,50,2,A,51,0,2.3069710731506348,0.1133333370089531,,
1,RL,50,2,B20,51,0,2.3069710731506348,0.1133333370089531,,
1,RL,50,2,C20,51,0,61.572879791259766,0.1133333370089531,,
1,RL,50,2,D20,51,0,61.572879791259766,0.1133333370089531,,
1,RL,50,2,C5,51,0,36.538509368896484,0.11749999970197678,,
1,RL,50,2,D5,51,0,36.538509368896484,0.11749999970197678,,
1,RL,50,2,C10,51,0,51.31507110595703,0.10333333909511566,,
1,RL,50,2,D10,51,0,51.31507110595703,0.10333333909511566,,
1,RL,50,2,RB20,51,0,2.3069710731506348,0.1133333370089531,,
1,RL,50,2,RC20,51,0,65.53146362304688,0.09333333373069763,,
1,RL,50,2,RD20,51,0,65.53146362304688,0.09333333373069763,,
2,RL,50,2,A,51,0,2.3245997428894043,0.0949999988079071,,
2,RL,50,2,B20,51,0,2.3245997428894043,0.0949999988079071,,
2,RL,50,2,C20,51,0,47.91587829589844,0.08500000089406967,,
2,RL,50,2,D20,51,0,47.91587829589844,0.08500000089406967,,
2,RL,50,2,C5,51,0,23.09991455078125,0.08916667103767395,,
2,RL,50,2,D5,51,0,23.09991455078125,0.08916667103767395,,
2,RL,50,2,C10,51,0,35.33823013305664,0.0949999988079071,,
2,RL,50,2,D10,51,0,35.33823013305664,0.0949999988079071,,
2,RL,50,2,RB20,51,0,2.3245997428894043,0.0949999988079071,,
2,RL,50,2,RC20,51,0,74.3594970703125,0.10500000417232513,,
2,RL,50,2,RD20,51,0,74.3594970703125,0.10500000417232513,,
0,RL,50,2,A,51,75,2.310837984085083,0.12083333730697632,2.359100580215454,0.10500000417232513
0,RL,50,2,B20,51,75,2.3216798305511475,0.1066666692495346,2.359865665435791,0.1066666692495346
0,RL,50,2,C20,51,75,3.8018832206726074,0.1300000101327896,10.059819221496582,0.09333333373069763
0,RL,50,2,D20,51,75,8.904765129089355,0.12583333253860474,16.271215438842773,0.10750000178813934
0,RL,50,2,C5,51,75,2.554795265197754,0.12166666984558105,5.979358196258545,0.10500000417232513
