arm,seed,unit,sigma,d,c,pred,bal,out,rel_dV
A,0,0,96.0637790848687,40.99902776654902,-0.24082795453544034,85.12098989014082,1.128555708866296,3.810064805904291,-0.004775858693145409
A,0,1,87.2675930690985,43.63748188660439,-0.2804656770169809,77.79469194008068,1.1217679624763353,4.3293528069641605,0.01045591598366113
A,0,2,76.6778305833734,39.962394895602664,-0.2714574599059704,73.60710387079646,1.041717803732192,4.2125647776295185,-0.005851568109007456
A,0,3,84.31087934343341,44.473525457891945,-0.31448792595367364,70.70784247603073,1.192383707253039,4.34724693502133,-0.042887719145842156
A,0,4,93.51970595040949,34.28243749336699,-0.18299626113446668,93.66977576710178,0.9983978843179317,3.849480310685924,0.007447813055618506
A,0,5,92.10565275055737,42.31423613788622,-0.2797234907769006,75.63582883290061,1.217751615494859,4.685823585686647,-0.03408840659667036
A,0,6,78.93651685984513,42.53029969127563,-0.2747815683970198,77.38928767926943,1.0199928081388732,4.240633722822124,0.017518433607227695
A,0,7,86.58516933820133,39.21299470200155,-0.2873907459526469,68.2224380120831,1.2691597055336243,3.7359900679470295,-0.04079808666263783
A,0,8,86.97283600717545,40.64901117319249,-0.2815758926092214,72.18127020129221,1.2049224925612134,4.645709696387974,-0.018571583509414253
A,0,9,81.2562380024037,45.75090375406912,-0.3558082428447051,64.29151751557005,1.2638718316568769,4.62756136870901,-0.0635217910530613
A,0,10,88.00940209691282,46.99097165877701,-0.3007701977563757,78.11773242380843,1.126625151117285,3.9060300898884783,-0.0226454285149142
A,0,11,74.64876517566694,39.332303024076296,-0.24441218973021187,80.46305519273047,0.9277396315223583,4.348767118035172,0.03663813009355524
A,0,12,84.41726433138706,45.26128681310788,-0.26557441138455207,85.21394545721026,0.9906508128270713,4.07548249535841,0.03314825410104322
A,0,13,85.59740581900175,42.02641059907192,-0.2605330813817869,80.65465309851793,1.061282920830945,4.852431988676459,0.0023556706248344826
A,0,14,79.71850988582187,48.145537001370414,-0.27871393265823313,86.37088311693378,0.9229789832980456,4.6333827615102585,0.03274464054698629
A,0,15,83.95590388962603,37.80524047019819,-0.20476583702555645,92.31334928560322,0.9094665564552257,3.890444277840617,0.026338009655536506
