arm,seed,frac_c_neg,slope_sig_on_pred,r_sig_pred,med_ratio,med_bal,coef_d,coef_c,share_d,cv_d,cv_c,cv_sig,slope_d_on_sig,r_d_out,slope_d_on_out,med_c,med_rel_dV
A_ce,3,1.0,0.25755052168685405,0.5932569768100896,1.04598962522897,1.0459896252289695,0.42515634024134846,-0.270526181148405,-0.08391415709371776,0.12333662947285988,0.2007352010869076,0.07808974581751534,0.24816728510832106,0.13788764768906464,0.2427879278069315,-0.2868978753991327,0.011963967742291193
F,3,1.0,0.1878368862339375,0.3642072062866681,1.038122753729906,1.0381227537299065,0.28489462271044863,-0.17339977874918264,0.12948677240868936,0.11172943743298405,0.16082489147018908,0.0703535336130608,0.36449838261723916,0.25212037820634586,0.548382247204439,-0.2906900872231474,0.01111947551199326
S_hi,3,1.0,0.11105974680389831,0.1961570900531662,0.997806708050643,0.997806708050643,0.5865143336375904,-0.20759265401489058,-0.25475688619113135,0.10913929227582535,0.1597578465106184,0.07166046367016693,0.8036610217214698,-0.5608688397593099,-0.3408025518864609,-0.34096396979263766,0.027328730600910005
SA_iid,3,1.0,0.3019859610842346,0.600225241464404,1.0470937351545535,1.0470937351545535,0.34965296444242505,-0.2957554614962946,0.11559903979536322,0.1020336235316721,0.21337265567719407,0.1260388661461403,0.17247128302523324,0.009448548203516269,0.011258399844520362,-0.26230330824831183,0.011052161034383907
LL_e8,3,1.0,0.3167158197522642,0.6383762733834887,0.9107749285696329,0.9107749285696332,0.622035181783083,-0.33355347463426244,-0.05836645605162053,0.07638623128515351,0.20535013500299892,0.13235507254936152,0.04245747998160422,0.05534969077621288,0.06061362987384383,-0.2607375646235669,0.046661649221569755
LL_e6,3,1.0,0.3407967653733828,0.7996324655513096,0.9575484646353777,0.9575484646353778,0.7233685466812593,-0.33920367880726165,0.004146882495886515,0.08066313499624829,0.1362873005831394,0.09616323696548229,0.3241017261501721,-0.3096703726140124,-0.24367857678876542,-0.34696024133835845,0.04052372505933897
LL_e4,3,1.0,0.3112435521722975,0.5140904291647764,0.9867155504406677,0.9867155504406675,0.6076781925643284,-0.3332805685175724,-0.08031052171763593,0.10856938954417682,0.18180333540202062,0.09524291762391258,0.2745409120056848,0.15565604088891266,0.32042059401535283,-0.35069214433911255,0.03387007393905368
LL_e3,3,1.0,0.38129668691999985,0.5408640407014973,1.0128385907130837,1.0128385907130837,0.5361324018190464,-0.3270058267703636,0.25960765692737725,0.11073531290521202,0.12579965957175085,0.07956985210601777,0.5722763263810063,-0.014534238858654718,-0.033989021679125424,-0.36154738324385327,0.014104289765954108
A,4,1.0,0.4707564809298029,0.6851327413734928,0.9975475964960508,0.9975475964960508,0.7871849894900104,-0.4494865495096041,0.06298498572108417,0.08679991651902398,0.16223940206184115,0.12723317654458074,0.25310484450706766,-0.056104818522112854,-0.058085648717664896,-0.24679185199608808,0.017365852736634657
A_ce,4,1.0,0.17056738558995557,0.40944680536417255,1.0528806441939822,1.0528806441939815,0.3836146216516432,-0.20456640311022206,-0.18988749397918095,0.11115209703596403,0.20721004158828493,0.08555319128674427,0.08355145000811222,0.22568288067506795,0.4200663653785183,-0.2999807593991938,0.007765332902598892
F,4,1.0,0.19403962931639146,0.383249055959463,1.0315883206948153,1.0315883206948153,0.3596617573429491,-0.17958391484620004,0.08027480932559845,0.11594710207137053,0.16093276436163653,0.06917554000171888,0.566309166261534,0.261676402886398,0.6198942948190458,-0.28864137864624884,0.010631348463272593
S_hi,4,1.0,0.5303115006020914,0.6576357669626891,1.0381459037645753,1.0381459037645753,0.6827592212427763,-0.45954343097554484,0.31703881495938563,0.09241079273544396,0.1056249007811324,0.06413909593673152,0.6608301523179175,-0.22990670576028346,-0.1132233324825196,-0.36359074663745616,0.0076677483986838605
SA_iid,4,1.0,0.2584047259576084,0.5085840683082242,1.0068835609255613,1.0068835609255613,0.2987188218853191,-0.25894849708251755,-0.013672785616021846,0.085246959677529,0.21057368160674816,0.10857372371771123,0.012228810280860057,0.1023087845483456,0.1287565281273596,-0.2709105021088508,0.016399362619737123
LL_e8,4,0.99,0.3328663238107125,0.6864936177630001,0.890894830577872,0.8908948305778718,0.526323168600174,-0.3441737777351781,-0.062077912370545364,0.08451769039068449,0.19666166491463027,0.10710065490418846,0.03260930813315691,0.024697474131524167,0.0266888269246346,-0.2701705838668694,0.05615851697439917
LL_e6,4,1.0,0.6134757943238102,0.7949359483102972,0.9756611149933858,0.9756611149933859,0.8238834397676823,-0.5975917000360353,0.07019299204916414,0.09003306927003148,0.1226657870628428,0.07801365331630347,0.38235270905921354,-0.3125006704201113,-0.35245692898844144,-0.35815023383573164,0.03117181837435697
LL_e4,4,1.0,0.23549197458380539,0.3519335268595076,1.012236091712659,1.012236091712659,0.5287756775899615,-0.2623943780988698,-0.10099208753189598,0.08305319637606204,0.14051992613317552,0.07418112415550428,0.2811764382122544,0.2268633078618156,0.37120555389756227,-0.3527177249556112,0.02136754016487804
LL_e3,4,1.0,0.20272416630347595,0.43386040615476773,1.01310265845582,1.01310265845582,0.5048385276740636,-0.19793508963067818,0.015604506431502472,0.08583882980011438,0.14318063178692125,0.07017357279380797,0.47738782030296545,0.06854965184583352,0.12941955114723883,-0.3664668659169925,0.01756401645406959
A,5,1.0,0.40841460058671925,0.5657902405271101,0.9558204505688347,0.9558204505688348,0.3392584434378026,-0.40373339932754393,-0.07260495481657808,0.08664372804229264,0.19579939041825464,0.15844058448397458,-0.08662617317460816,0.010945330196374345,0.014331306725707193,-0.24236733382767237,0.016581373699874596
A_ce,5,1.0,0.2397710409162189,0.48692165739707094,1.0343517896761534,1.0343517896761532,0.3577939802502373,-0.251568479946568,-0.11106032917353272,0.1116176295143467,0.20614115929524734,0.09157428870183505,0.04363639526945981,-0.09673213922313853,-0.17587363513262036,-0.28953008895281435,0.012544494449683948
F,5,1.0,0.15543088462827706,0.2709554046752557,0.9912823043744072,0.9912823043744073,0.39030595019432474,-0.17517489165738448,-0.09177664612158846,0.12777366656440528,0.1968399881342458,0.08499907927570433,0.4418495680609442,0.1451736055116069,0.394814491691187,-0.28927110907004383,0.01722550985328332
S_hi,5,1.0,0.24787133647740386,0.4394398596810453,1.0217579257024116,1.0217579257024116,0.49960119110168,-0.2640318953408617,-0.0686021444826353,0.1177011433628604,0.15202091108570992,0.06445092307332262,0.6663392063454047,-0.38246267005686324,-0.22872540805564762,-0.36562280636195754,0.019547416203336304
SA_iid,5,1.0,0.32379165540290217,0.5340619094061696,1.0393972459567127,1.0393972459567127,0.37146899642794456,-0.3208428313388722,0.05824703607002784,0.0911383146606224,0.2177315021306922,0.13804084538288336,0.07341755564615184,-0.046818246474423446,-0.04380942961689145,-0.2705802226322234,-0.0008039684899603046
LL_e8,5,0.99,0.2893208053284483,0.5456237424237708,0.9223341450465218,0.9223341450465218,0.5800138961742222,-0.28060711041740705,0.029103197808342383,0.09016163482575376,0.18513075442794927,0.09965577738328774,0.29235016412280385,-0.06548832472932345,-0.10897728548527298,-0.2752951500521483,0.046587635094415845
LL_e6,5,1.0,0.6126125963137861,0.80128685013473,0.9781702138632289,0.9781702138632289,0.8492871730534077,-0.5948385839927515,0.06985305906646537,0.07313345593238822,0.11286550447638817,0.09102800066339678,0.2705428467985335,-0.29496216767139416,-0.2626221153533939,-0.36532387558383966,0.029462141451085923
LL_e4,5,1.0,0.25200517450841525,0.4493202722350766,0.9922300468188603,0.9922300468188605,0.49476438848084825,-0.2652800625294173,-0.05784660004976167,0.11610394078788987,0.17772772671376147,0.0779100832563475,0.4601513211437678,0.07644611650964707,0.20259055425105388,-0.3461376621751616,0.035813051303669255
LL_e3,5,1.0,0.24991564357157622,0.45257507299320004,1.0002992703063798,1.0002992703063798,0.5477460742260848,-0.25696241169045986,-0.024233714017619805,0.10577266322206114,0.1584589820364101,0.08192590107770774,0.4585543835676278,0.049817512667374726,0.1288379412857045,-0.35498380781168504,0.025898573408533403
A,6,1.0,0.558477660428941,0.6920920219504368,1.0147135405096273,1.0147135405096273,0.646491843307882,-0.5621370408373044,-0.04338081888863447,0.09851100322746081,0.18350552722083177,0.1615729035836065,0.008820485068939099,0.04248279925903423,0.05309842045942004,-0.2552840391630254,0.005851829091966028
A_ce,6,1.0,0.1547374835662404,0.4739596556775852,1.0395340684264922,1.0395340684264922,0.3078193293640792,-0.16799677274743427,-0.0948294002200756,0.09946500852416659,0.20503453756037573,0.08007318347600145,0.08708200753653679,0.23771470811135764,0.36062324053244493,-0.2876845562710248,0.013478042369043687
F,6,1.0,0.17808221744583982,0.3143604134644126,1.0250255062534537,1.0250255062534537,0.4620464991523925,-0.19431872205136902,-0.06064557357977266,0.12391830680683924,0.1778076218809647,0.07339409723971368,0.6930720310383887,0.05411029383541048,0.13696534492513626,-0.2930740590617189,0.011558720923602786
S_hi,6,1.0,0.3388001463241543,0.6024357366827406,1.039547139156362,1.039547139156362,0.5155737915771915,-0.26928683970095624,0.28224518633098405,0.1118748665200915,0.1309378132917111,0.06575033467424138,0.9096467732429904,-0.5070418294978065,-0.28912365531828255,-0.35462013559522143,0.0047241351104559
SA_iid,6,1.0,0.24898547927512132,0.4765903432412852,1.0006297197811553,1.0006297197811553,0.25968391760337384,-0.24832813795449787,0.05788605810864195,0.08688823610602393,0.21082779227827905,0.12093284104854411,0.0585523198975822,0.012492730370226208,0.013404120669669606,-0.2515307596326,0.014179221730460767
LL_e8,6,1.0,0.31795447561144424,0.7792562332780386,0.9185990596052265,0.9185990596052265,0.6749376968326507,-0.32970530178758106,-0.03403743780940235,0.08607961214423505,0.2066658882391056,0.13313843388533367,0.12926954283675948,-0.15691378864497824,-0.1972302090383484,-0.29067414404480874,0.051305418636110746
LL_e6,6,1.0,0.42760150616165576,0.6974658006179411,0.9704869118782138,0.970486911878214,0.7567426714032415,-0.3821619054891178,0.1213078855280975,0.08226421385496675,0.11717728675169792,0.07451095742204539,0.5842891610777761,-0.40694539666350554,-0.42672981345973116,-0.36788937063880667,0.04058835722385658
LL_e4,6,1.0,0.45231337283058465,0.6690303703261083,1.0011740662158215,1.0011740662158215,0.6243473231596273,-0.46637423794732163,-0.0890079794152302,0.11665471346031829,0.1694237070037527,0.08065494021906701,0.25403897875192416,0.02817965494938492,0.059260335189426465,-0.35150370654487395,0.028954089794962397
LL_e3,6,1.0,0.34563414872179055,0.5780517454993513,1.0248680791795697,1.0248680791795695,0.4680150830557436,-0.34421029204020287,0.011500820524858957,0.10312173687182687,0.15400959691886815,0.07701501426859586,0.2523337407037572,-0.07267349805555345,-0.19018890835057756,-0.3760906423643844,0.01662146913279154
A,7,1.0,0.2605528845775305,0.5700338178318562,1.0011217079752979,1.0011217079752979,0.3292524312836224,-0.2625784070960246,-0.030379485011960423,0.0937618484292011,0.21774252290014387,0.17369592508082174,-0.011222586988279023,-0.10371515412918798,-0.13352835991823392,-0.2538373916737414,0.015564221831448403
A_ce,7,1.0,0.2027960739938022,0.4228525443471849,1.055071243717866,1.0550712437178658,0.33809876758313395,-0.20469184161574921,-0.014210413801236088,0.12595606515330593,0.20196421560623548,0.08757128739636119,0.26174000434082073,0.355626074518219,0.6468920104810941,-0.280311590866104,0.007412964680575122
F,7,1.0,0.08183011906632927,0.197180578158964,1.0246703590165054,1.0246703590165052,0.27786495389981797,-0.10440250978042044,-0.1301284023102685,0.1063234981099464,0.1983956325316422,0.07522214258256864,0.2572892069564625,0.4582345674640879,0.87625504305001,-0.2751760957202268,0.00797683170950373
S_hi,7,1.0,0.449154604840132,0.5845311431961209,1.020322220083438,1.0203222200834383,0.6127148246382479,-0.34908373892947575,0.3795867457800603,0.09928697693066171,0.10859478149361348,0.06100435104291634,0.9493232377278735,-0.5092433202710807,-0.29010835469224894,-0.3555250529212921,0.01206334666003072
SA_iid,7,1.0,0.3841561769708286,0.6477939695825914,1.0304220580541683,1.0304220580541679,0.5208517139904323,-0.37400757602559265,0.06911137949317346,0.08390245168429625,0.24041097126352268,0.16864717309790028,0.11168281077111292,-0.17852198664983482,-0.17343789911531127,-0.2619680125138893,0.005009003138930851
LL_e8,7,0.99,0.23556040658791755,0.5641443835830273,0.9125073770616922,0.9125073770616914,0.632496332629721,-0.26345861326519904,-0.07559716856402056,0.08988620613555641,0.21727783739937342,0.11687376512995398,0.15078771927493734,-0.08312576392155292,-0.11224859228117268,-0.2744150541499769,0.05065959948548329
LL_e6,7,1.0,0.4366256691724311,0.5758272380704659,0.9578612010093048,0.9578612010093044,0.7048856207700414,-0.4439311403319902,-0.02799519344254884,0.07968242588918815,0.11642974473054975,0.06395512518978208,0.3759841497914912,-0.41902386344565007,-0.40539069419161256,-0.3502752238480068,0.040002677842110895
LL_e4,7,1.0,0.42166109318018885,0.6298305021874594,1.0013359543336522,1.0013359543336524,0.5183868532672301,-0.4178527244514236,0.03788135207042479,0.09921185728909424,0.14094150982311027,0.0791378130017009,0.19856722732924245,0.2205899742598966,0.4409249295103052,-0.35304368833033944,0.02086539718355363
LL_e3,7,1.0,0.32539037759693185,0.43104924209508777,0.996576683094385,0.996576683094385,0.5171366749596293,-0.3163117405065537,0.04520672253723376,0.09949266772171292,0.1356997768880314,0.08308693241415371,0.3144804638452065,-0.0673449860238302,-0.15445575808918247,-0.3566219443767249,0.024709185191675587
A,8,1.0,0.2982059737322009,0.5459191068191778,0.9916626584024256,0.9916626584024255,0.7468616591029528,-0.3328194678785751,-0.08359895411628851,0.08891193375768953,0.1980399978553402,0.11892004643188236,0.17715582738644695,-0.11192009696707879,-0.12953348053604832,-0.25495794247889964,0.015618765284776915
A_ce,8,1.0,0.2814807066353734,0.5061055159152775,1.022677368802865,1.0226773688028652,0.37729472821549404,-0.2840951436181529,-0.02805202398783073,0.10565517194943863,0.17924580667524828,0.08360324535738103,0.12205398175661149,0.13042760905585177,0.20125726547801218,-0.27871338040258076,0.01432990963577331
F,8,1.0,0.2639542084085061,0.5497202608393913,1.0068137315944432,1.0068137315944432,0.4887993836954011,-0.28177402562041287,-0.0860755289960768,0.11624900111998258,0.19234189244074515,0.07433704870090609,0.43166449503138815,0.22178772672476155,0.47758140067096316,-0.283829468007473,0.01738714126964254
S_hi,8,1.0,0.32362431105378064,0.5430768051049475,0.9986441706695701,0.9986441706695703,0.5597953556950056,-0.32190225237601805,0.0072387919352742205,0.10431003367216149,0.14176301311475994,0.06065898948865604,0.7098099573728459,-0.5155252797014004,-0.31767480119239133,-0.3404590400824077,0.02195606556738093
SA_iid,8,1.0,0.21386636636527098,0.42024880626684097,1.0505526291945855,1.0505526291945855,0.4821076179339725,-0.22088576916457342,-0.026871423015994413,0.07361466296812791,0.2413807724332276,0.13348277220525903,0.05658256113616201,-0.06281526950609793,-0.05485920917036898,-0.27172825315861504,0.0031670952636755137
LL_e8,8,1.0,0.22216312251251225,0.6047153657892025,0.9370345123854558,0.9370345123854554,0.44470351409476216,-0.2340829793465225,-0.056593991883358806,0.08318085220614914,0.2300037182841143,0.11238927939619202,0.017236526534004586,-0.04404317471985168,-0.05350959734227964,-0.27973647183890804,0.040672644714016506
LL_e6,8,1.0,0.4486394613293074,0.7133870622524403,0.9949306832041954,0.9949306832041955,0.6676793590377211,-0.4195369180317371,0.11728160317753772,0.08258633579949277,0.11332455420325925,0.06799230191260665,0.49724599114481977,-0.3189282615339596,-0.3509843248343284,-0.3685650968575209,0.02382667686570418
LL_e4,8,1.0,0.3849756021274683,0.5892849627667228,0.9905361674819365,0.9905361674819366,0.5867963580059307,-0.37248838587449484,0.05826762359225035,0.10713780734181898,0.1651573393831401,0.08686893798453829,0.3853407700720766,0.29914354227575257,0.6852321486234868,-0.3338375542320211,0.03245350269077067
LL_e3,8,1.0,0.39979750190287316,0.5959672070603764,1.0179563254019408,1.0179563254019408,0.5653736515937089,-0.382739804842402,0.09339833422935108,0.10532238346419531,0.14509767574776758,0.07477137545777976,0.4472163649669021,0.19006104818468403,0.4624963324618475,-0.35921648336328416,0.019423867698859808
A,9,1.0,0.4674507749073772,0.8083151137935403,1.0155045656870212,1.015504565687021,0.5387725484759708,-0.46741500129017144,0.0005013291321776921,0.09118552471517108,0.21784478260077206,0.16876363406108766,0.029996627574966087,0.002416723859200467,0.003037541006291583,-0.2622673748595058,0.011889988118749677
A_ce,9,1.0,0.2556431134213931,0.5235064073768276,1.0523976709206835,1.052397670920684,0.40919073400702444,-0.2692286095381651,-0.0970655180344537,0.09899609813171346,0.1853590031100476,0.08562344840241168,0.07939072440535848,0.15302144821793823,0.2326828935885842,-0.29690689674914833,0.007110764085756756
F,9,1.0,0.14522092394172587,0.3047304014025366,1.051410304396703,1.0514103043967031,0.26606739390790496,-0.155948256386177,-0.09741569618028162,0.11050472097762817,0.17509144244749528,0.06532293202632176,0.22966540253929302,0.35506906515287956,0.7516964033976623,-0.2973171391858117,0.005054385372331651
S_hi,9,1.0,0.4103891999865732,0.6352323006353918,1.054099395405484,1.054099395405484,0.5163433742884262,-0.3032271085558175,0.5028339393165279,0.1075846392416675,0.11020537247170782,0.0639493785396013,0.988746734859474,-0.4782918634162094,-0.30715995398573737,-0.3578188975792038,-0.000782007342731314
SA_iid,9,1.0,0.29075025185197323,0.5325584507075896,1.0379972300366473,1.0379972300366471,0.48952655013181845,-0.27853030764966213,0.05791545886579028,0.08678372925053096,0.21614861769046853,0.12687066063692803,0.15376973886456483,-0.013358780852695798,-0.014915736448844896,-0.2633988254464372,0.007273965826645331
LL_e8,9,0.99,0.3166086726226436,0.6558075850465216,0.8925082079793623,0.8925082079793623,0.5444824707829176,-0.33376126583580906,-0.08139946436558884,0.10553236382234608,0.21514072152649275,0.1007122106765437,0.12204503450539698,-0.07171724600182079,-0.11711063308550025,-0.27090948487694355,0.0506057413804194
LL_e6,9,1.0,0.5536991895919341,0.7604099384075542,0.9295229679487782,0.9295229679487782,0.7096929549499958,-0.49565219387446036,0.27119598821174873,0.08890157039926468,0.11242715242042123,0.07640650335435882,0.5382237947673958,-0.23753456363613368,-0.25033054587704895,-0.34283653928564517,0.056023517239513
LL_e4,9,1.0,0.33383378437400624,0.5806360995568824,1.0205346366016335,1.0205346366016332,0.5590293439054433,-0.3594368701723888,-0.12827680983915785,0.1052932710591653,0.1785792528617731,0.08827159613404705,0.15168015756735384,0.15878041067615564,0.3359233218827939,-0.3577117133322096,0.015932138353315715
LL_e3,9,1.0,0.18433030532625058,0.39206678341797097,0.995587386045681,0.9955873860456812,0.3781228612620126,-0.19891450315756198,-0.08138123682161473,0.10724834731113321,0.16956196021593706,0.0694644956528464,0.33101784524081107,0.17381219862989863,0.4350625635163086,-0.3551037893219276,0.03224496281603875
