model,condition,seed,update,valid,self_operation_valid,initial_S_target_jump,initial_prediction_rms,S,A,rho,sham_S,sham_rho,S_difference,S_difference_ratio,C_S,C_S_geometry,C_S_readout,C_output,C_output_c_only,prediction_difference_ratio,z_other_rms,z_other_rms_over_sigma,z_other_mean,v_other_rms,z_population_difference,force_z_population_difference,force_b_population_difference,loss,sham_loss
snake075,readout_plus,9,1000,True,True,5.306327815656291,8.449107915448794,7.3699470568392975,12.158649352041957,0.6061484991835518,-2.0963081854142476,0.32578334814367005,9.466255242253546,1.7839559806922243,-0.7839559806922237,-0.0,-0.7839559806922238,0.9503189927674309,0.5031644214637722,0.1648786363817242,0.0,0.0,0.0,0.41270563130675525,2.6850877703999005,0.0,0.0,2.3004985932437427,0.08052116961292086
snake075,readout_plus,9,2000,True,True,5.306327815656291,8.449107915448794,4.768902634485524,8.772310177530162,0.54363132834733,-2.150669000866108,0.3376637801892562,6.919571635351632,1.3040226453660617,-0.3040226453660616,-0.0,-0.3040226453660616,0.9728150352649031,0.7513535275374782,0.09374999387668995,0.0,0.0,0.0,0.20429007267930785,2.6850877703999005,0.0,0.0,0.8364346921380266,0.07642262003028405
snake075,readout_plus,10,0,True,True,13.546127837772698,11.593025689269435,11.929016598403233,24.024994563047866,0.4965252569401577,-1.6171112393694633,0.1408051347417605,13.546127837772698,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,1.9694990476676804,0.0,0.0,139.02446104530378,0.1173297173458389
snake075,readout_plus,10,1,True,True,13.546127837772698,11.593025689269435,12.664378882745124,22.381846921051057,0.5658326110180724,-1.592424960429011,0.1391934765768022,14.256803843174135,1.0524634060679505,-0.0524634060679507,-0.0,-0.05246340606795069,0.0873405340831119,0.00714935911801334,0.9140398306729756,0.0,0.0,0.0,0.13928243130605206,1.9694990476676804,0.0,0.0,115.99217563211778,0.10451937987921428
snake075,readout_plus,10,2,True,True,13.546127837772698,11.593025689269435,13.237786708470276,21.349863362835304,0.6200408163507924,-1.5718269945212984,0.13784478781085893,14.809613702991575,1.0932728437491717,-0.09327284374917168,-0.0,-0.09327284374917166,0.1645311879433181,0.013669603961052582,0.8404174283274152,0.0,0.0,0.0,0.2621082992581444,1.9694990476676804,0.0,0.0,97.95261390375737,0.09532622262438056
snake075,readout_plus,10,5,True,True,13.546127837772698,11.593025689269435,14.518440680355301,20.392697943500284,0.711943104369019,-1.528196211394908,0.13498478701851252,16.046636891750207,1.184592164190638,-0.18459216419063817,-0.0,-0.18459216419063815,0.3478255494747066,0.030138712355869755,0.6747829898792523,0.0,0.0,0.0,0.5541345363128847,1.9694990476676804,0.0,0.0,63.04528355115391,0.0804098625470271
snake075,readout_plus,10,10,True,True,13.546127837772698,11.593025689269435,16.327302386302698,21.54805653676646,0.7577157762902734,-1.491693683220841,0.13261823108995158,17.81899606952354,1.31543096912434,-0.3154309691243398,-0.0,-0.3154309691243398,0.5446679165696168,0.05021570480686369,0.5126377137552136,0.0,0.0,0.0,0.8732567379787083,1.9694990476676804,0.0,0.0,36.4441460304417,0.07268467176225096
snake075,readout_plus,10,20,True,True,13.546127837772698,11.593025689269435,19.482742215362265,24.711313489493563,0.7884138665330633,-1.4704967422079205,0.13133020849929347,20.953238957570186,1.5468065271865463,-0.5468065271865463,-0.0,-0.5468065271865463,0.7372025744358275,0.0751670350306176,0.37955674324757255,0.0,0.0,0.0,1.2010923773827715,1.9694990476676804,0.0,0.0,20.1356888077119,0.06998036178433392
snake075,readout_plus,10,50,True,True,13.546127837772698,11.593025689269435,22.723784588388625,27.30431430145607,0.8322415402014627,-1.4692170821838244,0.13137059365910525,24.19300167057245,1.7859717522457952,-0.7859717522457953,-0.0,-0.7859717522457953,0.8743684184398522,0.11075416467085858,0.3229828430428613,0.0,0.0,0.0,1.4335786658653669,1.9694990476676804,0.0,0.0,14.684251525333895,0.06924070503124952
snake075,readout_plus,10,100,True,True,13.546127837772698,11.593025689269435,22.29309422763236,26.022281639424303,0.856692527447626,-1.475738772183548,0.13176582782763388,23.768832999815906,1.7546588430634553,-0.7546588430634555,-0.0,-0.7546588430634555,0.8956820830999507,0.14786619564370956,0.3085855633947851,0.0,0.0,0.0,1.4194758498021205,1.9694990476676804,0.0,0.0,13.421743866419067,0.06882776307827092
snake075,readout_plus,10,200,True,True,13.546127837772698,11.593025689269435,21.02565098533947,23.9228461739803,0.878894209845651,-1.4867175710026537,0.13237655134604231,22.512368556342125,1.6619043335444919,-0.6619043335444919,-0.0,-0.6619043335444919,0.9047749500643231,0.21364920060742648,0.28641827630347183,0.0,0.0,0.0,1.3201472868854198,1.9694990476676804,0.0,0.0,11.577821832151947,0.06810543300387323
snake075,readout_plus,10,500,True,True,13.546127837772698,11.593025689269435,18.51305659233118,20.82299105069978,0.88906807611143,-1.5128843699547714,0.13378766415599505,20.02594096228595,1.4783516885500385,-0.47835168855003857,-0.0,-0.47835168855003857,0.9236879796041176,0.3808733337047447,0.23160268592843072,0.0,0.0,0.0,1.0383075858993196,1.9694990476676804,0.0,0.0,7.604095285023888,0.06651433406075374
snake075,readout_plus,10,1000,True,True,13.546127837772698,11.593025689269435,15.891252536103202,19.442453761242437,0.8173480946001591,-1.5444059217085078,0.13544324674447342,17.43565845781171,1.2871322836030863,-0.28713228360308635,-0.0,-0.28713228360308635,0.9463601958707364,0.5845531518494016,0.16769829212487739,0.0,0.0,0.0,0.6915960390620169,1.9694990476676804,0.0,0.0,4.033138985288803,0.06508401745416738
snake075,readout_plus,10,2000,True,True,13.546127837772698,11.593025689269435,13.453188783083016,20.87253593004739,0.6445402143836421,-1.5796790143282071,0.13724202124856838,15.032867797411223,1.1097538704376335,-0.10975387043763357,-0.0,-0.10975387043763361,0.9718772828183994,0.8138081802084829,0.1064922817534349,0.0,0.0,0.0,0.3013380428712921,1.9694990476676804,0.0,0.0,1.6845877754673417,0.06414332494536544
snake075,readout_plus,11,0,True,True,6.281982649494028,8.872626869100557,4.966267231430779,10.106207472673999,0.49140760714234133,-1.3157154180632484,0.27306699322312716,6.281982649494028,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,2.3640555513169605,0.0,0.0,82.22280410563931,0.11455910938764155
snake075,readout_plus,11,1,True,True,6.281982649494028,8.872626869100557,0.5130486159454413,16.00479746862913,0.032055926790143,-1.3787897678738763,0.27906491802339195,1.8918383838193176,0.3011530736990642,0.6988469263009358,-0.0,0.6988469263009358,0.4751244152902976,0.007188634536681148,0.5484492748953365,0.0,0.0,0.0,0.2575025878536153,2.3640555513169605,0.0,0.0,24.313579444681785,0.06952698307312552
snake075,readout_plus,11,2,True,True,6.281982649494028,8.872626869100557,-2.455438828614786,19.853801138417097,0.12367600599481743,-1.404463773345476,0.28077214913553844,-1.0509750552693102,-0.1672998978043913,1.1672998978043911,-0.0,1.1672998978043914,0.6992033928667796,0.010948772733578194,0.37852845797709167,0.0,0.0,0.0,0.378867288637514,2.3640555513169605,0.0,0.0,11.29343642450702,0.05740870580271488
snake075,readout_plus,11,5,True,True,6.281982649494028,8.872626869100557,-4.856794891576776,23.431304050439476,0.20727804483787074,-1.4146904472014477,0.27959296143593176,-3.442104444375328,-0.5479328161870308,1.547932816187031,-0.0,1.547932816187031,0.8819424498590399,0.01547455958522818,0.29551992803586746,0.0,0.0,0.0,0.48003284123530715,2.3640555513169605,0.0,0.0,6.737727741066886,0.051131933580275936
snake075,readout_plus,11,10,True,True,6.281982649494028,8.872626869100557,-4.3783973838557655,24.022244001556707,0.18226429569077865,-1.4075908518465607,0.27728131113885934,-2.9708065320092047,-0.4729090635499421,1.472909063549942,-0.0,1.472909063549942,0.9126679721336755,0.018976884251253594,0.26293675645881937,0.0,0.0,0.0,0.5094695467373556,2.3640555513169605,0.0,0.0,5.332177185867952,0.04923337453801186
snake075,readout_plus,11,20,True,True,6.281982649494028,8.872626869100557,-2.9314452256766166,24.514838780215666,0.1195784011454481,-1.4023831098113766,0.2755338918069569,-1.52906211586524,-0.24340438380363816,1.243404383803638,-0.0,1.2434043838036382,0.9308642621029154,0.02438647972281408,0.2145615352358853,0.0,0.0,0.0,0.5620245916266368,2.3640555513169605,0.0,0.0,3.554109390127046,0.04713231193229379
snake075,readout_plus,11,50,True,True,6.281982649494028,8.872626869100557,-0.1655326556130392,25.936252317136688,0.006382288913177634,-1.398098467371704,0.27338643343629365,1.2325658117586649,0.1962064973003292,0.8037935026996708,-0.0,0.8037935026996706,0.9613362335491153,0.034963007272575106,0.14798828664497565,0.0,0.0,0.0,0.6965757873919503,2.3640555513169605,0.0,0.0,1.7054463461706022,0.044710286343519375
snake075,readout_plus,11,100,True,True,6.281982649494028,8.872626869100557,1.386198543164626,27.00179787235681,0.05133726834477758,-1.3978510649932356,0.27246439458706057,2.7840496081578614,0.4431800855709301,0.5568199144290699,-0.0,0.5568199144290696,0.9780994670158843,0.04409951005632689,0.12996892115491449,0.0,0.0,0.0,0.7836926500080624,2.3640555513169605,0.0,0.0,1.3260659934367558,0.044108857215537894
snake075,readout_plus,11,200,True,True,6.281982649494028,8.872626869100557,1.8058335289575487,27.168504313098452,0.0664679037221391,-1.398822634854386,0.2722644060384724,3.2046561638119346,0.5101345136746037,0.4898654863253962,-0.0,0.4898654863253962,0.9831080795338273,0.05512576694857352,0.1277276856554032,0.0,0.0,0.0,0.8037740960087463,2.3640555513169605,0.0,0.0,1.2828615994921009,0.04405037261278402
snake075,readout_plus,11,500,True,True,6.281982649494028,8.872626869100557,1.9600388964652815,26.4617697336981,0.07407058999418482,-1.4001306944613205,0.27218889303818883,3.360169590926602,0.5348899827345498,0.46511001726545015,-0.0,0.46511001726545015,0.98382280831496,0.08401001419769207,0.12456039051893976,0.0,0.0,0.0,0.7810515767915761,2.3640555513169605,0.0,0.0,1.2227024403887834,0.04401958732002923
snake075,readout_plus,11,1000,True,True,6.281982649494028,8.872626869100557,2.1821592916357533,25.308667098033744,0.08622181812985669,-1.4020730287606686,0.27207149050079144,3.584232320396422,0.5705575007732803,0.42944249922671973,-0.0,0.4294424992267195,0.9844847091137694,0.1303048614072666,0.11949310841652176,0.0,0.0,0.0,0.7415903619798281,2.3640555513169605,0.0,0.0,1.129590364913504,0.04397229176874408
snake075,readout_plus,11,2000,True,True,6.281982649494028,8.872626869100557,2.5769395752435074,23.255242661507715,0.11081112387224755,-1.4057127093707915,0.2718525264845185,3.982652284614299,0.6339801471650157,0.3660198528349843,-0.0,0.36601985283498417,0.9857213970409574,0.21681276932472823,0.11008345462877948,0.0,0.0,0.0,0.6678535242358202,2.3640555513169605,0.0,0.0,0.9669429816689392,0.043889676301211294
snake075,readout_plus,12,0,True,True,21.85694467102667,17.602321777193975,21.81202039311484,31.780885603726386,0.6863251284148396,-0.044924277911829735,0.0032472101216107123,21.856944671026667,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,2.478921057921258,0.0,0.0,301.1673252441635,0.19182715725516425
snake075,readout_plus,12,1,True,True,21.85694467102667,17.602321777193975,21.842375734064383,40.19452027414513,0.5434167539527609,-0.013570542600566116,0.000986652033158265,21.855946276664948,0.9999543214124048,4.56785875952286e-05,-0.0,4.56785875952794e-05,0.17348954408204423,0.007199331758310833,0.8294752828117568,0.0,0.0,0.0,0.3045366403345556,2.478921057921258,0.0,0.0,206.65224564925362,0.17303580504567026
snake075,readout_plus,12,2,True,True,21.85694467102667,17.602321777193975,21.400818736426178,48.77312433749996,0.43878301886786925,0.014382762783789582,0.0010508307864923233,21.38643597364239,0.9784732630993946,0.021526736900605362,-0.0,0.021526736900605394,0.3119707552043563,0.013150046467255204,0.6982973959261142,0.0,0.0,0.0,0.5474885285618749,2.478921057921258,0.0,0.0,146.0638798820175,0.1592976898356095
snake075,readout_plus,12,5,True,True,21.85694467102667,17.602321777193975,17.988984754250616,70.33151754541525,0.25577415904092454,0.08095793631013337,0.005977201863010257,17.90802681794048,0.819328917535266,0.180671082464734,-0.0,0.18067108246473387,0.5846843323254953,0.025769940510850315,0.4584585847771368,0.0,0.0,0.0,1.0294351058618525,2.478921057921258,0.0,0.0,62.49671280396169,0.13613778703617915
snake075,readout_plus,12,10,True,True,21.85694467102667,17.602321777193975,10.648802718190455,90.61745006026965,0.11751382003254272,0.15043589347415487,0.011208801701019785,10.4983668247163,0.48032179166527433,0.5196782083347257,-0.0,0.5196782083347257,0.789815726044145,0.0371958537097115,0.30797115557473304,0.0,0.0,0.0,1.405788124145622,2.478921057921258,0.0,0.0,27.98659516375387,0.12310870846333122
snake075,readout_plus,12,20,True,True,21.85694467102667,17.602321777193975,1.845382999707164,103.78236318776496,0.01778127750250265,0.2111996451690823,0.015833103461828382,1.6341833545380817,0.0747672366442112,0.9252327633557887,-0.0,0.925232763355789,0.9051537673339636,0.04749288455266444,0.24949717784477263,0.0,0.0,0.0,1.6390660376077626,2.478921057921258,0.0,0.0,18.30694416121038,0.11805488822313268
snake075,readout_plus,12,50,True,True,21.85694467102667,17.602321777193975,-2.9139331307659155,107.36523531912614,0.02714037856019885,0.2439557502885561,0.018316111426318633,-3.157888881054472,-0.14447988630545128,1.144479886305451,-0.0,1.1444798863054513,0.9406445045326491,0.06242243926951298,0.2368200631315224,0.0,0.0,0.0,1.7139647061507406,2.478921057921258,0.0,0.0,16.493810420316926,0.11670736574802179
snake075,readout_plus,12,100,True,True,21.85694467102667,17.602321777193975,-2.508644989449701,105.30689843016711,0.023822228428019617,0.24259695143121351,0.01818538099848705,-2.751241940880915,-0.12587495563951953,1.1258749556395196,-0.0,1.1258749556395193,0.9439162576983817,0.0830352073724743,0.231553069055988,0.0,0.0,0.0,1.6848067406827023,2.478921057921258,0.0,0.0,15.774215313350727,0.11603180539058636
snake075,readout_plus,12,200,True,True,21.85694467102667,17.602321777193975,-0.8223178546225469,100.67498717953706,0.008168045287714615,0.23256459894542825,0.01737420666367469,-1.0548824535679753,-0.04826303353214396,1.0482630335321437,-0.0,1.0482630335321437,0.9463831762107526,0.1225411023096562,0.22157084459731752,0.0,0.0,0.0,1.6124630768908328,2.478921057921258,0.0,0.0,14.455015257581207,0.11478760600060614
snake075,readout_plus,12,500,True,True,21.85694467102667,17.602321777193975,3.545924847532161,88.6120022234339,0.040016304321745966,0.2044120950732532,0.015129047003552804,3.341512752458908,0.15288105463744808,0.8471189453625518,-0.0,0.8471189453625518,0.9530225359069365,0.2311010781055848,0.19414115248247854,0.0,0.0,0.0,1.4130318283387429,2.478921057921258,0.0,0.0,11.129340195677784,0.11165100048303761
snake075,readout_plus,12,1000,True,True,21.85694467102667,17.602321777193975,8.915411673982513,73.45024570137133,0.12138028387583816,0.1643355441345159,0.012005334498293715,8.751076129847997,0.40037966246253665,0.5996203375374631,-0.0,0.599620337537463,0.9623092129127749,0.38294808426079807,0.1557899496121432,0.0,0.0,0.0,1.1340805616957763,2.478921057921258,0.0,0.0,7.215276783506603,0.10795945736285625
snake075,readout_plus,12,2000,True,True,21.85694467102667,17.602321777193975,15.149071557673937,55.065626218985734,0.2751094030498973,0.10498138343927987,0.0075265718904486785,15.044090174234658,0.6882979483485148,0.31170205165148523,-0.0,0.31170205165148523,0.9757294915998459,0.6023838565094902,0.10043987213741382,0.0,0.0,0.0,0.7309700615872823,2.478921057921258,0.0,0.0,3.078955825771756,0.10405829236718675
snake075,readout_plus,13,0,True,True,1.7837396345301006,5.704252493010753,3.882675789605727,7.113184392671811,0.5458421397884415,2.098936155075626,0.38937428838284216,1.783739634530101,1.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.076411652660932,0.0,0.0,30.17607162836139,0.5054342718582503
snake075,readout_plus,13,1,True,True,1.7837396345301006,5.704252493010753,3.345141378104879,5.300373376639583,0.6311142895796684,2.1508024019551235,0.39541017571324155,1.1943389761497554,0.6695702405381522,0.3304297594618478,-0.0,0.33042975946184766,0.24452046044302303,0.0071809975251713645,0.7613437058189033,0.0,0.0,0.0,0.11790167391497475,3.076411652660932,0.0,0.0,16.943989544114263,0.44558929603802594
snake075,readout_plus,13,2,True,True,1.7837396345301006,5.704252493010753,3.0211354505670536,4.293496824441028,0.7036538220708657,2.193844347877776,0.3998950112691068,0.8272911026892777,0.4637958851585506,0.5362041148414494,-0.0,0.5362041148414491,0.42035576160993926,0.012601447256594997,0.5994418110147229,0.0,0.0,0.0,0.2026853427149943,3.076411652660932,0.0,0.0,10.161660542884928,0.4016628524783372
snake075,readout_plus,13,5,True,True,1.7837396345301006,5.704252493010753,2.5932968710797217,3.117964328682449,0.8317275625072866,2.2872192160624234,0.40793747630142163,0.30607765501729833,0.17159323540956684,0.8284067645904333,-0.0,0.8284067645904333,0.7092065265287837,0.022561000312313634,0.3618832911611973,0.0,0.0,0.0,0.3442580428620854,3.076411652660932,0.0,0.0,3.5078092378029115,0.32308198188894366
snake075,readout_plus,13,10,True,True,1.7837396345301006,5.704252493010753,2.3790666945782744,2.6413706992769734,0.9006939825710568,2.380203945715274,0.4141244563936893,-0.0011372511369995841,-0.0006375656597994334,1.0006375656597997,-0.0,1.0006375656597997,0.8690404835783407,0.03003837277754709,0.2406656498518021,0.0,0.0,0.0,0.43203165177341973,3.076411652660932,0.0,0.0,1.6939052863811712,0.2670296886139273
snake075,readout_plus,13,20,True,True,1.7837396345301006,5.704252493010753,2.251935293269433,2.404547346752428,0.9365318991580215,2.4830093884455215,0.42118349157276413,-0.23107409517608835,-0.12954474448114245,1.1295447444811424,-0.0,1.129544744481142,0.9420800449814097,0.03620894913394652,0.168524158292414,0.0,0.0,0.0,0.49034212250514975,3.076411652660932,0.0,0.0,1.0578299124983395,0.23209174018625167
snake075,readout_plus,13,50,True,True,1.7837396345301006,5.704252493010753,2.1833979978896148,2.2970810140767965,0.950509792431996,2.592885069824044,0.4310584191878419,-0.40948707193442946,-0.2295666161178857,1.2295666161178858,-0.0,1.2295666161178858,0.9759580099099452,0.043153739831111884,0.1389698503967582,0.0,0.0,0.0,0.5330987113905639,3.076411652660932,0.0,0.0,0.870196955334956,0.2197320420678856
snake075,readout_plus,13,100,True,True,1.7837396345301006,5.704252493010753,2.174743625817829,2.292351232978518,0.9486956425050633,2.612617727272718,0.43325943968935665,-0.4378741014548888,-0.24548095079483953,1.24548095079484,-0.0,1.2454809507948397,0.9806873806807026,0.04942378250896378,0.13744867497186716,0.0,0.0,0.0,0.5377576117710754,3.076411652660932,0.0,0.0,0.8605866376452656,0.21933201703561941
snake075,readout_plus,13,200,True,True,1.7837396345301006,5.704252493010753,2.177406373618887,2.3044227956556216,0.9448814591331979,2.6084319273428926,0.4333910599239548,-0.43102555372400575,-0.24164151840330264,1.2416415184033027,-0.0,1.241641518403303,0.9811078617484781,0.06076545852676011,0.1360918344151434,0.0,0.0,0.0,0.5317290333211976,3.076411652660932,0.0,0.0,0.8509718195818099,0.21919164816700298
snake075,readout_plus,13,500,True,True,1.7837396345301006,5.704252493010753,2.189306742384371,2.346921873280874,0.9328417649130497,2.5927649812829436,0.43343959926446324,-0.4034582388985726,-0.2261867321263271,1.2261867321263273,-0.0,1.2261867321263273,0.9816611310155092,0.09393347865826657,0.13213274058017616,0.0,0.0,0.0,0.5128525283553661,3.076411652660932,0.0,0.0,0.8234531957035571,0.21879171651246146
snake075,readout_plus,13,1000,True,True,1.7837396345301006,5.704252493010753,2.216100778097273,2.432053737105197,0.9112055150290524,2.567935436110188,0.4335183196274414,-0.351834658012915,-0.19724552350691052,1.1972455235069106,-0.0,1.1972455235069104,0.9825409388667719,0.1467310993491995,0.1258740632246692,0.0,0.0,0.0,0.4828028331552955,3.076411652660932,0.0,0.0,0.7816079546472938,0.21818357431732166
snake075,readout_plus,13,2000,True,True,1.7837396345301006,5.704252493010753,2.2903629977007904,2.6441674645341604,0.8661943800538738,2.5227283599997485,0.4336690564941749,-0.2323653622989581,-0.13026865457310488,1.130268654573105,-0.0,1.1302686545731049,0.9841557202073119,0.24363477279913434,0.11455234182455551,0.0,0.0,0.0,0.42765031617076366,3.076411652660932,0.0,0.0,0.7110693315263154,0.21715842756170203
snake075,readout_plus,14,0,True,True,3.220611668126255,6.915229741038352,5.564826867069561,14.46684904766498,0.38466060223167614,2.344215198943304,0.20613697671129438,3.220611668126257,1.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.5034332681761535,0.0,0.0,49.88241613147863,0.05828526636936747
snake075,readout_plus,14,1,True,True,3.220611668126255,6.915229741038352,5.667031894166313,17.249777374517432,0.3285278279902931,2.3317437360965627,0.20421614893596357,3.3352881580697504,1.035607052870864,-0.03560705287086456,-0.0,-0.03560705287086456,0.17423004251067473,0.007199946963426717,0.8280930409314937,0.0,0.0,0.0,0.1199058108639751,2.5034332681761535,0.0,0.0,34.29292950013662,0.049767288700839234
snake075,readout_plus,14,2,True,True,3.220611668126255,6.915229741038352,5.788806932288079,19.827664786106844,0.2919560621351774,2.3232999194997697,0.20278543190016998,3.465507012788309,1.0760400103762064,-0.07604001037620654,-0.0,-0.07604001037620689,0.3142619155608315,0.013145443569937281,0.6941368022093183,0.0,0.0,0.0,0.21621307880625032,2.5034332681761535,0.0,0.0,24.169923990276306,0.04412232202746028
snake075,readout_plus,14,5,True,True,3.220611668126255,6.915229741038352,6.295644105434933,25.916557469666913,0.24291976713355698,2.3135548255058165,0.20042506112634143,3.9820892799291165,1.2364388166816416,-0.23643881668164288,-0.0,-0.23643881668164274,0.5919723905822574,0.025676968982024113,0.4460019348248443,0.0,0.0,0.0,0.40803615412733846,2.5034332681761535,0.0,0.0,10.096131301417982,0.035726537282784604
snake075,readout_plus,14,10,True,True,3.220611668126255,6.915229741038352,7.361039297884702,31.63676059847404,0.2326736100231372,2.32014587005766,0.19953418551572086,5.040893427827042,1.5651975299337533,-0.5651975299337539,-0.0,-0.5651975299337544,0.8010822741324953,0.0367684830384751,0.281764240185205,0.0,0.0,0.0,0.5580557101103746,2.5034332681761535,0.0,0.0,4.104857083383557,0.031114325137987703
snake075,readout_plus,14,20,True,True,3.220611668126255,6.915229741038352,9.081481507565123,36.03154485497122,0.2520425239638917,2.3429187142160397,0.20008827925902878,6.738562793349082,2.092323908541746,-1.092323908541747,-0.0,-1.0923239085417469,0.9206089129528541,0.04613667609536576,0.1862198045343929,0.0,0.0,0.0,0.6610526795192321,2.5034332681761535,0.0,0.0,1.8239500549954406,0.02822917527497427
snake075,readout_plus,14,50,True,True,3.220611668126255,6.915229741038352,10.638505839011255,38.94986167853632,0.2731333406730351,2.363618171233586,0.20056694660420196,8.27488766777767,2.569352818805372,-1.5693528188053738,-0.0,-1.569352818805374,0.9717298374104488,0.05585814154726578,0.1439731848012894,0.0,0.0,0.0,0.7287870989416732,2.5034332681761535,0.0,0.0,1.095738892882482,0.026701837431103836
snake075,readout_plus,14,100,True,True,3.220611668126255,6.915229741038352,10.790811554727895,39.349371761086715,0.27423084719739077,2.3645209895237382,0.20036478507363628,8.426290565204157,2.616363422078313,-1.616363422078314,-0.0,-1.6163634220783134,0.9792717220581738,0.06416277933372852,0.14043797154009782,0.0,0.0,0.0,0.7384989193466097,2.5034332681761535,0.0,0.0,1.0424912877950727,0.026564344542998674
snake075,readout_plus,14,200,True,True,3.220611668126255,6.915229741038352,10.695684303649658,38.92358908406641,0.27478669247456416,2.362434448360338,0.20031550290369005,8.33324985528932,2.5874742794239403,-1.5874742794239411,-0.0,-1.5874742794239407,0.9802771761497029,0.07857816722739598,0.13825808918042043,0.0,0.0,0.0,0.7289760413750955,2.5034332681761535,0.0,0.0,1.0111264563887818,0.026519850332079285
snake075,readout_plus,14,500,True,True,3.220611668126255,6.915229741038352,10.387006826066937,37.48857505479032,0.27707126266832266,2.356252362517587,0.2002981362959635,8.03075446354935,2.493549453052072,-1.493549453052074,-0.0,-1.4935494530520739,0.9811765729756148,0.12017006749546437,0.13202121485131235,0.0,0.0,0.0,0.6960887754904413,2.5034332681761535,0.0,0.0,0.9241590549792025,0.026399245527822086
snake075,readout_plus,14,1000,True,True,3.220611668126255,6.915229741038352,9.916699881354942,35.29874873930611,0.2809363004505717,2.3465813777130027,0.20027201893531968,7.57011850364194,2.3505219764810126,-1.3505219764810132,-0.0,-1.350521976481014,0.9825703988291836,0.18535829572217352,0.12224579064425359,0.0,0.0,0.0,0.6444993287833268,2.5034332681761535,0.0,0.0,0.7959253162269257,0.026221413656122954
snake075,readout_plus,14,2000,True,True,3.220611668126255,6.915229741038352,9.119724356181113,31.57900629645132,0.288790732379883,2.329393240979594,0.2002254726106675,6.790331115201519,2.1083979737153826,-1.108397973715384,-0.0,-1.108397973715384,0.9850559666697616,0.30160651086745766,0.10481445376296923,0.0,0.0,0.0,0.5525014544827277,2.5034332681761535,0.0,0.0,0.5917287283871211,0.02593823809122526
snake075,readout_plus,15,0,True,True,3.2722029432749498,6.95133868496837,0.7467205908689627,5.4705544848596706,0.13649815442576976,-2.5254823524059873,0.6857703993973451,3.2722029432749498,1.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.8710371548341413,0.0,0.0,47.25052320519588,0.10645702846371594
snake075,readout_plus,15,1,True,True,3.2722029432749498,6.95133868496837,-0.040684075164907796,6.644683883951631,0.0061228007043598815,-2.5285094092543154,0.6856203799162024,2.4878253340894076,0.7602906596005607,0.23970934039943917,-0.0,0.2397093403994393,0.13219010863814645,0.0071718562075116605,0.8705034350342362,0.0,0.0,0.0,0.10427769272627416,2.8710371548341413,0.0,0.0,35.66560606624073,0.09420497833382095
snake075,readout_plus,15,2,True,True,3.2722029432749498,6.95133868496837,-0.8030416185747495,7.785087066088028,0.10315127008313273,-2.5305631834651607,0.6855377369766382,1.7275215648904112,0.5279383934425044,0.4720616065574958,-0.0,0.47206160655749585,0.24222376959359537,0.013396785457315727,0.7676945293873947,0.0,0.0,0.0,0.19089998655442755,2.8710371548341413,0.0,0.0,27.63775342876732,0.08634871618440582
snake075,readout_plus,15,5,True,True,3.2722029432749498,6.95133868496837,-2.682104478339375,10.628762370385983,0.2523440062798181,-2.5331235818117492,0.6855575642068983,-0.1489808965276258,-0.04552923492530077,1.0455292349253007,-0.0,1.045529234925301,0.4748391737622811,0.027845209149381767,0.5725671332465212,0.0,0.0,0.0,0.3739144266629949,2.8710371548341413,0.0,0.0,15.248409983250458,0.07552357733606094
snake075,readout_plus,15,10,True,True,3.2722029432749498,6.95133868496837,-4.443438710664988,13.401608120210467,0.3315601135929354,-2.5327632695623956,0.6859885681589516,-1.9106754411025921,-0.5839110453186968,1.5839110453186969,-0.0,1.5839110453186973,0.6721668779258604,0.043411687595437794,0.4423582144899168,0.0,0.0,0.0,0.5315664747249105,2.8710371548341413,0.0,0.0,9.071649111006767,0.07065878678894594
snake075,readout_plus,15,20,True,True,3.2722029432749498,6.95133868496837,-5.55335796760556,15.394737608238227,0.3607309269521929,-2.531258826900222,0.686954382963243,-3.0220991407053384,-0.9235671482162724,1.9235671482162722,-0.0,1.9235671482162722,0.8043192100732925,0.06169761503568102,0.37079090147323823,0.0,0.0,0.0,0.6486862324808343,2.8710371548341413,0.0,0.0,6.407428032395812,0.06819296959000168
snake075,readout_plus,15,50,True,True,3.2722029432749498,6.95133868496837,-6.001828945515529,16.549068796120974,0.36266868060409113,-2.532811848192262,0.6881758265139784,-3.469017097323267,-1.0601472944863675,2.0601472944863675,-0.0,2.060147294486368,0.8728661849548138,0.09456384149886794,0.3312763362665797,0.0,0.0,0.0,0.7260282303641351,2.8710371548341413,0.0,0.0,5.146250737457391,0.0669447334911748
