env,endpoint,family,contrast,seed,c,se,m,state,note
pmnist,report,VMIN,confound_Ephi_l2,1,-0.3854889555,nan,nan,,
pmnist,report,VMIN,confound_Eh_l2,1,0.5169616516,nan,nan,,
pmnist,report,VMIN,occ_B0_l2,1,0.1461044922,nan,nan,,
pmnist,report,VMIN,occ_B1_l2,1,0.1035146484,nan,nan,,
pmnist,report,VMIN,occ_B2_l2,1,0.5078876953,nan,nan,,
pmnist,report,VMIN,occ_B3_l2,1,0.2424931641,nan,nan,,
pmnist,report,VMIN,pabs1_l2,1,0.07122949219,nan,nan,,
pmnist,report,VMIN,confound_floor_const,1,-inf,nan,nan,,
pmnist,report,VMIN,confound_h_minus_inf,1,0,nan,nan,,
pmnist,report,VMIN,realized_Gbar_l1,1,0.2568905732,nan,nan,,
pmnist,report,VMIN,realized_Gbar_l2,1,0.2138209202,nan,nan,,
pmnist,report,VMIN,p_late_cnorm_t60_120,2,0.4553028666,nan,nan,,
pmnist,report,VMIN,confound_Ephi_l1,2,-0.4213253687,nan,nan,,
pmnist,report,VMIN,confound_Eh_l1,2,0.5370017822,nan,nan,,
pmnist,report,VMIN,occ_B0_l1,2,0.1745595703,nan,nan,,
pmnist,report,VMIN,occ_B1_l1,2,0.1695341797,nan,nan,,
pmnist,report,VMIN,occ_B2_l1,2,0.5164628906,nan,nan,,
pmnist,report,VMIN,occ_B3_l1,2,0.1394433594,nan,nan,,
pmnist,report,VMIN,pabs1_l1,2,0.1187539062,nan,nan,,
pmnist,report,VMIN,confound_Ephi_l2,2,-0.3408837835,nan,nan,,
pmnist,report,VMIN,confound_Eh_l2,2,0.4912964061,nan,nan,,
pmnist,report,VMIN,occ_B0_l2,2,0.1557783203,nan,nan,,
pmnist,report,VMIN,occ_B1_l2,2,0.09676074219,nan,nan,,
pmnist,report,VMIN,occ_B2_l2,2,0.4830693359,nan,nan,,
pmnist,report,VMIN,occ_B3_l2,2,0.2643916016,nan,nan,,
pmnist,report,VMIN,pabs1_l2,2,0.06856640625,nan,nan,,
pmnist,report,VMIN,confound_floor_const,2,-inf,nan,nan,,
pmnist,report,VMIN,confound_h_minus_inf,2,0,nan,nan,,
pmnist,report,VMIN,realized_Gbar_l1,2,0.2592096794,nan,nan,,
pmnist,report,VMIN,realized_Gbar_l2,2,0.2231376137,nan,nan,,
pmnist,report,VMAX,p_late_cnorm_t60_120,0,0.4766866826,nan,nan,,
pmnist,report,VMAX,confound_Ephi_l1,0,-0.1169718443,nan,nan,,
pmnist,report,VMAX,confound_Eh_l1,0,0.09682155088,nan,nan,,
pmnist,report,VMAX,occ_B0_l1,0,0.1420488281,nan,nan,,
pmnist,report,VMAX,occ_B1_l1,0,0.1811738281,nan,nan,,
pmnist,report,VMAX,occ_B2_l1,0,0.5799443359,nan,nan,,
pmnist,report,VMAX,occ_B3_l1,0,0.09683300781,nan,nan,,
pmnist,report,VMAX,pabs1_l1,0,0.1131552734,nan,nan,,
pmnist,report,VMAX,confound_Ephi_l2,0,0.2257337455,nan,nan,,
pmnist,report,VMAX,confound_Eh_l2,0,0.05151423469,nan,nan,,
pmnist,report,VMAX,occ_B0_l2,0,0.2110009766,nan,nan,,
pmnist,report,VMAX,occ_B1_l2,0,0.1928349609,nan,nan,,
pmnist,report,VMAX,occ_B2_l2,0,0.5446416016,nan,nan,,
pmnist,report,VMAX,occ_B3_l2,0,0.05152246094,nan,nan,,
pmnist,report,VMAX,pabs1_l2,0,0.1316708984,nan,nan,,
pmnist,report,VMAX,confound_floor_const,0,-1,nan,nan,,
pmnist,report,VMAX,confound_h_minus_inf,0,1,nan,nan,,
pmnist,report,VMAX,realized_Gbar_l1,0,0.2181616195,nan,nan,,
pmnist,report,VMAX,realized_Gbar_l2,0,0.2847493369,nan,nan,,
pmnist,report,VMAX,p_late_cnorm_t60_120,1,0.4839670481,nan,nan,,
pmnist,report,VMAX,confound_Ephi_l1,1,-0.05443842724,nan,nan,,
pmnist,report,VMAX,confound_Eh_l1,1,0.08499136176,nan,nan,,
pmnist,report,VMAX,occ_B0_l1,1,0.1550068359,nan,nan,,
pmnist,report,VMAX,occ_B1_l1,1,0.1736884766,nan,nan,,
pmnist,report,VMAX,occ_B2_l1,1,0.5863027344,nan,nan,,
pmnist,report,VMAX,occ_B3_l1,1,0.08500195313,nan,nan,,
pmnist,report,VMAX,pabs1_l1,1,0.1113251953,nan,nan,,
pmnist,report,VMAX,confound_Ephi_l2,1,0.1522864652,nan,nan,,
pmnist,report,VMAX,confound_Eh_l2,1,0.06452274095,nan,nan,,
pmnist,report,VMAX,occ_B0_l2,1,0.1966513672,nan,nan,,
pmnist,report,VMAX,occ_B1_l2,1,0.185390625,nan,nan,,
pmnist,report,VMAX,occ_B2_l2,1,0.5534248047,nan,nan,,
pmnist,report,VMAX,occ_B3_l2,1,0.06453320312,nan,nan,,
pmnist,report,VMAX,pabs1_l2,1,0.1277587891,nan,nan,,
pmnist,report,VMAX,confound_floor_const,1,-1,nan,nan,,
pmnist,report,VMAX,confound_h_minus_inf,1,1,nan,nan,,
pmnist,report,VMAX,realized_Gbar_l1,1,0.2310069583,nan,nan,,
pmnist,report,VMAX,realized_Gbar_l2,1,0.2705338045,nan,nan,,
pmnist,report,VMAX,p_late_cnorm_t60_120,2,0.4872562204,nan,nan,,
pmnist,report,VMAX,confound_Ephi_l1,2,-0.1691831187,nan,nan,,
pmnist,report,VMAX,confound_Eh_l1,2,0.1045668395,nan,nan,,
pmnist,report,VMAX,occ_B0_l1,2,0.1252880859,nan,nan,,
pmnist,report,VMAX,occ_B1_l1,2,0.1654716797,nan,nan,,
pmnist,report,VMAX,occ_B2_l1,2,0.6046611328,nan,nan,,
pmnist,report,VMAX,occ_B3_l1,2,0.1045791016,nan,nan,,
pmnist,report,VMAX,pabs1_l1,2,0.1000419922,nan,nan,,
pmnist,report,VMAX,confound_Ephi_l2,2,0.1393560771,nan,nan,,
pmnist,report,VMAX,confound_Eh_l2,2,0.05214844766,nan,nan,,
pmnist,report,VMAX,occ_B0_l2,2,0.1917441406,nan,nan,,
pmnist,report,VMAX,occ_B1_l2,2,0.1867998047,nan,nan,,
pmnist,report,VMAX,occ_B2_l2,2,0.5692988281,nan,nan,,
pmnist,report,VMAX,occ_B3_l2,2,0.05215722656,nan,nan,,
pmnist,report,VMAX,pabs1_l2,2,0.1264462891,nan,nan,,
pmnist,report,VMAX,confound_floor_const,2,-1,nan,nan,,
pmnist,report,VMAX,confound_h_minus_inf,2,1,nan,nan,,
pmnist,report,VMAX,realized_Gbar_l1,2,0.2023024118,nan,nan,,
pmnist,report,VMAX,realized_Gbar_l2,2,0.2673547565,nan,nan,,
pmnist,report,SMAXS,p_late_cnorm_t60_120,0,0.4529245885,nan,nan,,
pmnist,report,SMAXS,confound_Ephi_l1,0,-0.4132943117,nan,nan,,
pmnist,report,SMAXS,confound_Eh_l1,0,0.5092267204,nan,nan,,
pmnist,report,SMAXS,occ_B0_l1,0,0.2319199219,nan,nan,,
pmnist,report,SMAXS,occ_B1_l1,0,0.2371015625,nan,nan,,
pmnist,report,SMAXS,occ_B2_l1,0,0.5024775391,nan,nan,,
pmnist,report,SMAXS,occ_B3_l1,0,0.02850097656,nan,nan,,
pmnist,report,SMAXS,pabs1_l1,0,0.1688261719,nan,nan,,
pmnist,report,SMAXS,confound_Ephi_l2,0,-0.2336910417,nan,nan,,
pmnist,report,SMAXS,confound_Eh_l2,0,0.5526244779,nan,nan,,
pmnist,report,SMAXS,occ_B0_l2,0,0.2401357422,nan,nan,,
pmnist,report,SMAXS,occ_B1_l2,0,0.1658613281,nan,nan,,
pmnist,report,SMAXS,occ_B2_l2,0,0.5137226563,nan,nan,,
pmnist,report,SMAXS,occ_B3_l2,0,0.08028027344,nan,nan,,
pmnist,report,SMAXS,pabs1_l2,0,0.1209580078,nan,nan,,
pmnist,report,SMAXS,confound_floor_const,0,-inf,nan,nan,,
pmnist,report,SMAXS,confound_h_minus_inf,0,0.9,nan,nan,,
pmnist,report,SMAXS,realized_Gbar_l1,0,0.397093645,nan,nan,,
pmnist,report,SMAXS,realized_Gbar_l2,0,0.3787943782,nan,nan,,
pmnist,report,SMAXS,p_late_cnorm_t60_120,1,0.4493841664,nan,nan,,
pmnist,report,SMAXS,confound_Ephi_l1,1,-0.4791034969,nan,nan,,
pmnist,report,SMAXS,confound_Eh_l1,1,0.5214401565,nan,nan,,
pmnist,report,SMAXS,occ_B0_l1,1,0.2200400391,nan,nan,,
pmnist,report,SMAXS,occ_B1_l1,1,0.2342929687,nan,nan,,
pmnist,report,SMAXS,occ_B2_l1,1,0.5197509766,nan,nan,,
pmnist,report,SMAXS,occ_B3_l1,1,0.02591601563,nan,nan,,
pmnist,report,SMAXS,pabs1_l1,1,0.1662958984,nan,nan,,
pmnist,report,SMAXS,confound_Ephi_l2,1,-0.2665859097,nan,nan,,
pmnist,report,SMAXS,confound_Eh_l2,1,0.5617784418,nan,nan,,
pmnist,report,SMAXS,occ_B0_l2,1,0.2306611328,nan,nan,,
pmnist,report,SMAXS,occ_B1_l2,1,0.1638984375,nan,nan,,
pmnist,report,SMAXS,occ_B2_l2,1,0.5393330078,nan,nan,,
pmnist,report,SMAXS,occ_B3_l2,1,0.06610742188,nan,nan,,
pmnist,report,SMAXS,pabs1_l2,1,0.1169550781,nan,nan,,
pmnist,report,SMAXS,confound_floor_const,1,-inf,nan,nan,,
pmnist,report,SMAXS,confound_h_minus_inf,1,0.9,nan,nan,,
pmnist,report,SMAXS,realized_Gbar_l1,1,0.3855565896,nan,nan,,
pmnist,report,SMAXS,realized_Gbar_l2,1,0.3693954746,nan,nan,,
pmnist,report,SMAXS,p_late_cnorm_t60_120,2,0.4567644911,nan,nan,,
pmnist,report,SMAXS,confound_Ephi_l1,2,-0.5315469571,nan,nan,,
pmnist,report,SMAXS,confound_Eh_l1,2,0.5395319139,nan,nan,,
pmnist,report,SMAXS,occ_B0_l1,2,0.2056738281,nan,nan,,
pmnist,report,SMAXS,occ_B1_l1,2,0.2263632812,nan,nan,,
pmnist,report,SMAXS,occ_B2_l1,2,0.5330917969,nan,nan,,
pmnist,report,SMAXS,occ_B3_l1,2,0.03487109375,nan,nan,,
pmnist,report,SMAXS,pabs1_l1,2,0.1553886719,nan,nan,,
pmnist,report,SMAXS,confound_Ephi_l2,2,-0.3827064449,nan,nan,,
pmnist,report,SMAXS,confound_Eh_l2,2,0.5864759169,nan,nan,,
pmnist,report,SMAXS,occ_B0_l2,2,0.2099521484,nan,nan,,
pmnist,report,SMAXS,occ_B1_l2,2,0.1550478516,nan,nan,,
pmnist,report,SMAXS,occ_B2_l2,2,0.5503144531,nan,nan,,
pmnist,report,SMAXS,occ_B3_l2,2,0.08468554688,nan,nan,,
pmnist,report,SMAXS,pabs1_l2,2,0.1092597656,nan,nan,,
pmnist,report,SMAXS,confound_floor_const,2,-inf,nan,nan,,
pmnist,report,SMAXS,confound_h_minus_inf,2,0.9,nan,nan,,
pmnist,report,SMAXS,realized_Gbar_l1,2,0.369069783,nan,nan,,
pmnist,report,SMAXS,realized_Gbar_l2,2,0.3474779297,nan,nan,,
pmnist,report,SMINS,p_late_cnorm_t60_120,0,0.472024335,nan,nan,,
pmnist,report,SMINS,confound_Ephi_l1,0,0.6325021258,nan,nan,,
pmnist,report,SMINS,confound_Eh_l1,0,0.1181366439,nan,nan,,
pmnist,report,SMINS,occ_B0_l1,0,0.2190097656,nan,nan,,
pmnist,report,SMINS,occ_B1_l1,0,0.1771660156,nan,nan,,
pmnist,report,SMINS,occ_B2_l1,0,0.5354570312,nan,nan,,
pmnist,report,SMINS,occ_B3_l1,0,0.0683671875,nan,nan,,
pmnist,report,SMINS,pabs1_l1,0,0.1206445313,nan,nan,,
pmnist,report,SMINS,confound_Ephi_l2,0,0.5254901807,nan,nan,,
pmnist,report,SMINS,confound_Eh_l2,0,0.1641428161,nan,nan,,
pmnist,report,SMINS,occ_B0_l2,0,0.1617558594,nan,nan,,
pmnist,report,SMINS,occ_B1_l2,0,0.09251660156,nan,nan,,
pmnist,report,SMINS,occ_B2_l2,0,0.3885888672,nan,nan,,
pmnist,report,SMINS,occ_B3_l2,0,0.3571386719,nan,nan,,
pmnist,report,SMINS,pabs1_l2,0,0.06678125,nan,nan,,
pmnist,report,SMINS,confound_floor_const,0,-0.2397895273,nan,nan,,
pmnist,report,SMINS,confound_h_minus_inf,0,0.2397895273,nan,nan,,
pmnist,report,SMINS,realized_Gbar_l1,0,0.2383283639,nan,nan,,
pmnist,report,SMINS,realized_Gbar_l2,0,0.1719577095,nan,nan,,
pmnist,report,SMINS,p_late_cnorm_t60_120,1,0.4669468428,nan,nan,,
pmnist,report,SMINS,confound_Ephi_l1,1,0.6377112502,nan,nan,,
pmnist,report,SMINS,confound_Eh_l1,1,0.1136015457,nan,nan,,
pmnist,report,SMINS,occ_B0_l1,1,0.2244726563,nan,nan,,
pmnist,report,SMINS,occ_B1_l1,1,0.1869931641,nan,nan,,
pmnist,report,SMINS,occ_B2_l1,1,0.5450185547,nan,nan,,
pmnist,report,SMINS,occ_B3_l1,1,0.043515625,nan,nan,,
pmnist,report,SMINS,pabs1_l1,1,0.1300859375,nan,nan,,
pmnist,report,SMINS,confound_Ephi_l2,1,0.4914294402,nan,nan,,
pmnist,report,SMINS,confound_Eh_l2,1,0.1698390362,nan,nan,,
pmnist,report,SMINS,occ_B0_l2,1,0.1472705078,nan,nan,,
pmnist,report,SMINS,occ_B1_l2,1,0.084140625,nan,nan,,
pmnist,report,SMINS,occ_B2_l2,1,0.4080849609,nan,nan,,
pmnist,report,SMINS,occ_B3_l2,1,0.3605039063,nan,nan,,
pmnist,report,SMINS,pabs1_l2,1,0.06007519531,nan,nan,,
pmnist,report,SMINS,confound_floor_const,1,-0.2397895273,nan,nan,,
pmnist,report,SMINS,confound_h_minus_inf,1,0.2397895273,nan,nan,,
pmnist,report,SMINS,realized_Gbar_l1,1,0.2447465262,nan,nan,,
pmnist,report,SMINS,realized_Gbar_l2,1,0.1567509798,nan,nan,,
pmnist,report,SMINS,p_late_cnorm_t60_120,2,0.472868855,nan,nan,,
pmnist,report,SMINS,confound_Ephi_l1,2,0.6080965788,nan,nan,,
pmnist,report,SMINS,confound_Eh_l1,2,0.1183866795,nan,nan,,
pmnist,report,SMINS,occ_B0_l1,2,0.2169365234,nan,nan,,
pmnist,report,SMINS,occ_B1_l1,2,0.1764121094,nan,nan,,
pmnist,report,SMINS,occ_B2_l1,2,0.5453369141,nan,nan,,
pmnist,report,SMINS,occ_B3_l1,2,0.06131445313,nan,nan,,
pmnist,report,SMINS,pabs1_l1,2,0.1203095703,nan,nan,,
pmnist,report,SMINS,confound_Ephi_l2,2,0.4391810739,nan,nan,,
pmnist,report,SMINS,confound_Eh_l2,2,0.1666460124,nan,nan,,
pmnist,report,SMINS,occ_B0_l2,2,0.1457841797,nan,nan,,
pmnist,report,SMINS,occ_B1_l2,2,0.09285644531,nan,nan,,
pmnist,report,SMINS,occ_B2_l2,2,0.4321171875,nan,nan,,
pmnist,report,SMINS,occ_B3_l2,2,0.3292421875,nan,nan,,
pmnist,report,SMINS,pabs1_l2,2,0.06525488281,nan,nan,,
pmnist,report,SMINS,confound_floor_const,2,-0.2397895273,nan,nan,,
pmnist,report,SMINS,confound_h_minus_inf,2,0.2397895273,nan,nan,,
pmnist,report,SMINS,realized_Gbar_l1,2,0.2362768702,nan,nan,,
pmnist,report,SMINS,realized_Gbar_l2,2,0.1562434862,nan,nan,,
pmnist,report,GN,p_late_cnorm_t60_120,0,0.4414453814,nan,nan,,
pmnist,report,GN,confound_Ephi_l1,0,0.65850809,nan,nan,,
pmnist,report,GN,occ_B0_l1,0,0.3539638672,nan,nan,,
pmnist,report,GN,occ_B1_l1,0,0.2378271484,nan,nan,,
pmnist,report,GN,occ_B2_l1,0,0.3756552734,nan,nan,,
pmnist,report,GN,occ_B3_l1,0,0.03255371094,nan,nan,,
pmnist,report,GN,pabs1_l1,0,0.1962451172,nan,nan,,
pmnist,report,GN,confound_Ephi_l2,0,0.568231446,nan,nan,,
pmnist,report,GN,occ_B0_l2,0,0.2734326172,nan,nan,,
pmnist,report,GN,occ_B1_l2,0,0.1546582031,nan,nan,,
pmnist,report,GN,occ_B2_l2,0,0.4551582031,nan,nan,,
pmnist,report,GN,occ_B3_l2,0,0.1167509766,nan,nan,,
pmnist,report,GN,pabs1_l2,0,0.1181162109,nan,nan,,
pmnist,report,GN,confound_floor_const,0,-inf,nan,nan,,
pmnist,report,GN,confound_h_minus_inf,0,0,nan,nan,,
pmnist,report,GN,realized_Gbar_l1,0,0.4873590009,nan,nan,,
pmnist,report,GN,realized_Gbar_l2,0,0.3887932094,nan,nan,,
pmnist,report,GN,p_late_cnorm_t60_120,1,0.4332899189,nan,nan,,
pmnist,report,GN,confound_Ephi_l1,1,0.5611005196,nan,nan,,
pmnist,report,GN,occ_B0_l1,1,0.3408388672,nan,nan,,
pmnist,report,GN,occ_B1_l1,1,0.2432216797,nan,nan,,
pmnist,report,GN,occ_B2_l1,1,0.3783681641,nan,nan,,
pmnist,report,GN,occ_B3_l1,1,0.03757128906,nan,nan,,
pmnist,report,GN,pabs1_l1,1,0.1979277344,nan,nan,,
pmnist,report,GN,confound_Ephi_l2,1,0.5488429869,nan,nan,,
pmnist,report,GN,occ_B0_l2,1,0.2709101562,nan,nan,,
pmnist,report,GN,occ_B1_l2,1,0.1616708984,nan,nan,,
pmnist,report,GN,occ_B2_l2,1,0.4682871094,nan,nan,,
pmnist,report,GN,occ_B3_l2,1,0.09913183594,nan,nan,,
pmnist,report,GN,pabs1_l2,1,0.1229394531,nan,nan,,
pmnist,report,GN,confound_floor_const,1,-inf,nan,nan,,
pmnist,report,GN,confound_h_minus_inf,1,0,nan,nan,,
pmnist,report,GN,realized_Gbar_l1,1,0.476390841,nan,nan,,
pmnist,report,GN,realized_Gbar_l2,1,0.3882791463,nan,nan,,
pmnist,report,GN,p_late_cnorm_t60_120,2,0.4384158682,nan,nan,,
pmnist,report,GN,confound_Ephi_l1,2,0.5127926632,nan,nan,,
pmnist,report,GN,occ_B0_l1,2,0.3330683594,nan,nan,,
pmnist,report,GN,occ_B1_l1,2,0.2477080078,nan,nan,,
pmnist,report,GN,occ_B2_l1,2,0.3770947266,nan,nan,,
pmnist,report,GN,occ_B3_l1,2,0.04212890625,nan,nan,,
pmnist,report,GN,pabs1_l1,2,0.1990117188,nan,nan,,
pmnist,report,GN,confound_Ephi_l2,2,0.5581881648,nan,nan,,
pmnist,report,GN,occ_B0_l2,2,0.2756455078,nan,nan,,
pmnist,report,GN,occ_B1_l2,2,0.1639755859,nan,nan,,
pmnist,report,GN,occ_B2_l2,2,0.45975,nan,nan,,
pmnist,report,GN,occ_B3_l2,2,0.1006289062,nan,nan,,
pmnist,report,GN,pabs1_l2,2,0.1258544922,nan,nan,,
pmnist,report,GN,confound_floor_const,2,-inf,nan,nan,,
pmnist,report,GN,confound_h_minus_inf,2,0,nan,nan,,
pmnist,report,GN,realized_Gbar_l1,2,0.4705228236,nan,nan,,
pmnist,report,GN,realized_Gbar_l2,2,0.3933755428,nan,nan,,
pmnist,report,FN,p_late_cnorm_t60_120,0,0.5396358451,nan,nan,,
pmnist,report,FN,confound_Ephi_l1,0,-1.069188073,nan,nan,,
pmnist,report,FN,occ_B0_l1,0,0.067828125,nan,nan,,
pmnist,report,FN,occ_B1_l1,0,0.1149482422,nan,nan,,
pmnist,report,FN,occ_B2_l1,0,0.6524345703,nan,nan,,
pmnist,report,FN,occ_B3_l1,0,0.1647890625,nan,nan,,
pmnist,report,FN,pabs1_l1,0,0.06093066406,nan,nan,,
pmnist,report,FN,confound_Ephi_l2,0,-0.8847723423,nan,nan,,
pmnist,report,FN,occ_B0_l2,0,0.09426269531,nan,nan,,
pmnist,report,FN,occ_B1_l2,0,0.1153945313,nan,nan,,
pmnist,report,FN,occ_B2_l2,0,0.6265214844,nan,nan,,
pmnist,report,FN,occ_B3_l2,0,0.1638212891,nan,nan,,
pmnist,report,FN,pabs1_l2,0,0.06376269531,nan,nan,,
pmnist,report,FN,confound_floor_const,0,-inf,nan,nan,,
pmnist,report,FN,confound_h_minus_inf,0,0.6697414907,nan,nan,,
pmnist,report,FN,realized_Gbar_l1,0,0.1610453139,nan,nan,,
pmnist,report,FN,realized_Gbar_l2,0,0.1848364271,nan,nan,,
pmnist,report,FN,p_late_cnorm_t60_120,1,0.5362781049,nan,nan,,
pmnist,report,FN,confound_Ephi_l1,1,-1.060490957,nan,nan,,
pmnist,report,FN,occ_B0_l1,1,0.06787011719,nan,nan,,
pmnist,report,FN,occ_B1_l1,1,0.1100869141,nan,nan,,
pmnist,report,FN,occ_B2_l1,1,0.6681777344,nan,nan,,
pmnist,report,FN,occ_B3_l1,1,0.1538652344,nan,nan,,
pmnist,report,FN,pabs1_l1,1,0.05960058594,nan,nan,,
pmnist,report,FN,confound_Ephi_l2,1,-0.8375394464,nan,nan,,
pmnist,report,FN,occ_B0_l2,1,0.1028779297,nan,nan,,
pmnist,report,FN,occ_B1_l2,1,0.1168388672,nan,nan,,
pmnist,report,FN,occ_B2_l2,1,0.6263173828,nan,nan,,
pmnist,report,FN,occ_B3_l2,1,0.1539658203,nan,nan,,
pmnist,report,FN,pabs1_l2,1,0.06784667969,nan,nan,,
pmnist,report,FN,confound_floor_const,1,-inf,nan,nan,,
pmnist,report,FN,confound_h_minus_inf,1,0.6697414907,nan,nan,,
pmnist,report,FN,realized_Gbar_l1,1,0.1610831069,nan,nan,,
pmnist,report,FN,realized_Gbar_l2,1,0.1925901381,nan,nan,,
pmnist,report,FN,p_late_cnorm_t60_120,2,0.5407466827,nan,nan,,
pmnist,report,FN,confound_Ephi_l1,2,-1.079890521,nan,nan,,
pmnist,report,FN,occ_B0_l1,2,0.06430664062,nan,nan,,
pmnist,report,FN,occ_B1_l1,2,0.110734375,nan,nan,,
pmnist,report,FN,occ_B2_l1,2,0.6653564453,nan,nan,,
pmnist,report,FN,occ_B3_l1,2,0.1596025391,nan,nan,,
pmnist,report,FN,pabs1_l1,2,0.05855566406,nan,nan,,
pmnist,report,FN,confound_Ephi_l2,2,-0.722342211,nan,nan,,
pmnist,report,FN,occ_B0_l2,2,0.1117792969,nan,nan,,
pmnist,report,FN,occ_B1_l2,2,0.1299560547,nan,nan,,
pmnist,report,FN,occ_B2_l2,2,0.6560654297,nan,nan,,
pmnist,report,FN,occ_B3_l2,2,0.1021992188,nan,nan,,
pmnist,report,FN,pabs1_l2,2,0.07313671875,nan,nan,,
pmnist,report,FN,confound_floor_const,2,-inf,nan,nan,,
pmnist,report,FN,confound_h_minus_inf,2,0.6697414907,nan,nan,,
pmnist,report,FN,realized_Gbar_l1,2,0.157875978,nan,nan,,
pmnist,report,FN,realized_Gbar_l2,2,0.2006013685,nan,nan,,
pmnist,report,GD,p_late_cnorm_t60_120,0,0.4809949547,nan,nan,,
pmnist,report,GD,confound_Ephi_l1,0,-0.2840357822,nan,nan,,
pmnist,report,GD,occ_B0_l1,0,0.1905556641,nan,nan,,
pmnist,report,GD,occ_B1_l1,0,0.1962880859,nan,nan,,
pmnist,report,GD,occ_B2_l1,0,0.5521865234,nan,nan,,
pmnist,report,GD,occ_B3_l1,0,0.06096972656,nan,nan,,
pmnist,report,GD,pabs1_l1,0,0.1342109375,nan,nan,,
pmnist,report,GD,confound_Ephi_l2,0,0.03588970977,nan,nan,,
pmnist,report,GD,occ_B0_l2,0,0.2253583984,nan,nan,,
pmnist,report,GD,occ_B1_l2,0,0.1667783203,nan,nan,,
pmnist,report,GD,occ_B2_l2,0,0.5499521484,nan,nan,,
pmnist,report,GD,occ_B3_l2,0,0.05791113281,nan,nan,,
pmnist,report,GD,pabs1_l2,0,0.1170507812,nan,nan,,
pmnist,report,GD,confound_floor_const,0,-1,nan,nan,,
pmnist,report,GD,confound_h_minus_inf,0,-inf,nan,nan,,
pmnist,report,GD,realized_Gbar_l1,0,0.3230297739,nan,nan,,
pmnist,report,GD,realized_Gbar_l2,0,0.3469808998,nan,nan,,
pmnist,report,GD,p_late_cnorm_t60_120,1,0.4840162916,nan,nan,,
pmnist,report,GD,confound_Ephi_l1,1,-0.2249566156,nan,nan,,
pmnist,report,GD,occ_B0_l1,1,0.2022861328,nan,nan,,
pmnist,report,GD,occ_B1_l1,1,0.1992783203,nan,nan,,
pmnist,report,GD,occ_B2_l1,1,0.5486884766,nan,nan,,
pmnist,report,GD,occ_B3_l1,1,0.04974707031,nan,nan,,
pmnist,report,GD,pabs1_l1,1,0.1370527344,nan,nan,,
pmnist,report,GD,confound_Ephi_l2,1,0.05052029604,nan,nan,,
pmnist,report,GD,occ_B0_l2,1,0.2270537109,nan,nan,,
pmnist,report,GD,occ_B1_l2,1,0.1640898437,nan,nan,,
pmnist,report,GD,occ_B2_l2,1,0.5363544922,nan,nan,,
pmnist,report,GD,occ_B3_l2,1,0.07250195313,nan,nan,,
pmnist,report,GD,pabs1_l2,1,0.1161923828,nan,nan,,
pmnist,report,GD,confound_floor_const,1,-1,nan,nan,,
pmnist,report,GD,confound_h_minus_inf,1,-inf,nan,nan,,
pmnist,report,GD,realized_Gbar_l1,1,0.3345838398,nan,nan,,
pmnist,report,GD,realized_Gbar_l2,1,0.3479204809,nan,nan,,
pmnist,report,GD,p_late_cnorm_t60_120,2,0.489944259,nan,nan,,
pmnist,report,GD,confound_Ephi_l1,2,-0.2322758222,nan,nan,,
pmnist,report,GD,occ_B0_l1,2,0.1943144531,nan,nan,,
pmnist,report,GD,occ_B1_l1,2,0.1928544922,nan,nan,,
pmnist,report,GD,occ_B2_l1,2,0.558296875,nan,nan,,
pmnist,report,GD,occ_B3_l1,2,0.05453417969,nan,nan,,
pmnist,report,GD,pabs1_l1,2,0.1308046875,nan,nan,,
pmnist,report,GD,confound_Ephi_l2,2,-0.02337795605,nan,nan,,
pmnist,report,GD,occ_B0_l2,2,0.2157441406,nan,nan,,
pmnist,report,GD,occ_B1_l2,2,0.1608554688,nan,nan,,
pmnist,report,GD,occ_B2_l2,2,0.5459003906,nan,nan,,
pmnist,report,GD,occ_B3_l2,2,0.0775,nan,nan,,
pmnist,report,GD,pabs1_l2,2,0.1136230469,nan,nan,,
pmnist,report,GD,confound_floor_const,2,-1,nan,nan,,
pmnist,report,GD,confound_h_minus_inf,2,-inf,nan,nan,,
pmnist,report,GD,realized_Gbar_l1,2,0.3252815285,nan,nan,,
pmnist,report,GD,realized_Gbar_l2,2,0.3369089564,nan,nan,,
pmnist,report,FD,p_late_cnorm_t60_120,0,0.4492858468,nan,nan,,
pmnist,report,FD,confound_Ephi_l1,0,-0.2555804317,nan,nan,,
pmnist,report,FD,occ_B0_l1,0,0.2336123047,nan,nan,,
pmnist,report,FD,occ_B1_l1,0,0.1998603516,nan,nan,,
pmnist,report,FD,occ_B2_l1,0,0.4936445313,nan,nan,,
pmnist,report,FD,occ_B3_l1,0,0.0728828125,nan,nan,,
pmnist,report,FD,pabs1_l1,0,0.1443740234,nan,nan,,
pmnist,report,FD,confound_Ephi_l2,0,-0.5355612897,nan,nan,,
pmnist,report,FD,occ_B0_l2,0,0.1775878906,nan,nan,,
pmnist,report,FD,occ_B1_l2,0,0.0898359375,nan,nan,,
pmnist,report,FD,occ_B2_l2,0,0.3866279297,nan,nan,,
pmnist,report,FD,occ_B3_l2,0,0.3459482422,nan,nan,,
pmnist,report,FD,pabs1_l2,0,0.06673730469,nan,nan,,
pmnist,report,FD,confound_floor_const,0,-inf,nan,nan,,
pmnist,report,FD,confound_h_minus_inf,0,inf,nan,nan,,
pmnist,report,FD,realized_Gbar_l1,0,0.3168292865,nan,nan,,
pmnist,report,FD,realized_Gbar_l2,0,0.2155321601,nan,nan,,
