arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,alpha_med_l1,alpha_min_l1,alpha_max_l1,alpha_clip_frac_l1,alpha_W_med_l1,alpha_med_l2,alpha_min_l2,alpha_max_l2,alpha_clip_frac_l2,alpha_W_med_l2
SWA1,6,0.001,1,none,0.9656645833,1,1,0,0,-1.239676595,2.13041234,-3.847382307,0.3129089773,80.70699986,0,0,0.8877471685,1.790502071,-0.1813545525,0.6757490039,54.68527666,4.868526459,2.170828581,2.878800631,0.4813649356,0.2621203959,0.7818767428,0,1,0.5782991648,0.3746568263,0.6996102333,0,1
SWA1,6,0.001,2,none,0.95365,1,1,0,0,-4.771479607,4.759349823,-12.18881226,0.1818990707,60.38457432,0,0,-11.70457077,7.862359047,-28.96790123,0.06129960343,65.69750918,8.444149971,3.997699022,4.989636898,0.2156988382,0.120973736,0.3715777397,0,1,0.1307543367,0.06763649732,0.1761680394,0,1
SWA1,6,0.001,3,none,0.9591333333,1,1,0,0,-5.90540266,6.365598679,-15.88462067,0.2000762075,64.95045299,0,0,-23.93519783,11.37754154,-48.93347168,-0.04222259298,62.00872674,11.78757191,5.040987968,5.906177521,0.1612859666,0.09606398642,0.3660035431,0,1,0.09075379372,0.0562306866,0.1394591928,0,1
SWA1,6,0.001,4,none,0.9473666667,1,1,0,0,-6.888261795,7.86296463,-23.16270828,0.210719943,59.34404886,0,0,-46.53879929,15.96979141,-102.3842163,-0.05926851928,49.85395747,15.03880978,5.973264694,6.392735481,0.1301841736,0.06064422429,0.2249090374,0,1,0.06468944997,0.03572476283,0.1077767089,0,1
SWA1,6,0.001,5,none,0.9180604167,1,1,0,0,-9.687502861,9.742770195,-31.2326889,0.1972430795,58.73140604,0,0,-56.19939423,17.91350174,-132.9145355,-0.06150215119,45.60670631,18.44630623,6.588608265,6.676224709,0.1057754233,0.05674874038,0.2096949816,0,1,0.05741995946,0.03019613214,0.09532184899,0,1
SWA1,6,0.001,6,none,0.8929916667,1,1,0,0,-12.91413212,12.12873745,-61.5472908,0.1563928574,67.98852457,0,0,-64.76433563,16.95134544,-140.673111,-0.05730994046,46.01288429,22.77082634,7.136398315,6.68385601,0.08401692659,0.04181163758,0.2082636505,0,1,0.0604724735,0.03046238236,0.08751943707,0,1
SWA1,6,0.001,7,none,0.8659645833,1,1,0,0,-17.38690186,14.81132793,-59.79280472,0.1070895493,72.96196828,0,0,-59.4764328,16.20423698,-138.4787903,-0.05660397932,49.92587798,27.07504082,7.62437439,6.574915409,0.06932572275,0.03261971846,0.222147271,0,1,0.06336252391,0.03927647322,0.08444017172,0,1
SWA1,6,0.001,8,none,0.8213375,1,1,0,0,-22.88956642,17.15388489,-65.63822174,0.1037547737,69.58901971,0,0,-77.36849976,19.77033234,-193.0451813,-0.05337300524,47.30895329,32.14921951,8.44615078,6.057047367,0.06026760116,0.03257280216,0.2103060335,0,1,0.05214494839,0.03318355232,0.07042106986,0,1
SWA1,6,0.001,9,none,0.7601395833,0.9316666722,0.9316666722,0,0,-28.23172569,19.60896111,-78.47613525,0.05504559726,8.329898505,0,0,-1226.616089,311.3565979,-3441.64917,-0.05633191392,2.730799583,35.67538834,9.408790588,5.53044939,0.05216087028,0.01804284565,0.09099178016,0,1,0.003276317613,0.001132104895,0.05814487115,0,1
SWA1,6,0.001,10,none,0.6167354167,0.9183333516,0.9183333516,0,0,-34.1662941,21.85409355,-77.29711914,0.02724669687,4.709202229,0,0,-3169.560059,906.5754395,-4900.523438,-0.06412775069,2.022333572,38.92519379,10.89899635,5.186122417,0.04682993144,0.01116614044,0.07934380323,0,1,0.001136652776,0.001000000047,0.04139150307,0.2800000012,1
