seed,arm,k,s,neffT2,zero2,gtr2,zarm2,dmean2,effbar2
4,S2dyn_10r,1,0,0.005827595656247709,0.95055,0.004767500349382559,-0.1753539817222161,-49.849015080895775,-50.02436906261799
4,S2dyn_10r,1,750,0.0009812367005441547,0.9936166666666667,0.00033572647124528883,0.16701597933245163,-64.94344721067822,-64.77643123134577
4,S2dyn_10r,1,1500,0.0014494533776472464,0.989425,0.0007996472090482712,0.8290895804081073,-64.38357614572035,-63.554486565312246
4,S2dyn_10r,1,2250,0.002571990510358038,0.979025,0.001840183836221695,1.8708086265208084,-63.946801468371106,-62.0759928418503
4,S2dyn_10r,1,3000,0.00443168707294628,0.9670083333333334,0.00361325258910656,2.33394006753154,-62.88565785197889,-60.55171778444735
4,S2dyn_10r,1,3750,0.008345460738082528,0.95355,0.0072506811539332075,2.834366918931952,-62.716129010251166,-59.88176209131922
4,S2dyn_10r,1,4500,0.011509734025799792,0.9428416666666667,0.010183738639950752,3.3209976707365043,-61.84732061885111,-58.526322948114604
4,S2dyn_10r,1,5250,0.012849066141418014,0.9377583333333334,0.011544020942846935,3.7559048211474884,-61.94261803266598,-58.186713211518494
4,S2dyn_10r,1,6000,0.015830968102485,0.9305833333333333,0.01455474191258351,3.8052082723640197,-60.70121653783371,-56.89600826546969
4,S2dyn_10r,2,0,0.015830968102485,0.9305833333333333,0.01455474191258351,3.8052082723640197,-60.70121653783371,-56.89600826546969
4,S2dyn_10r,2,750,0.0016497356225061203,0.993325,0.0012211041097839673,-1.7996733519206036,-72.26401690575977,-74.06369025768038
4,S2dyn_10r,2,1500,0.0019458170773985874,0.99185,0.0014962456623713175,-1.5288216100235992,-71.99424658652643,-73.52306819655003
4,S2dyn_10r,2,2250,0.0029205438130369787,0.988475,0.0024151758005221684,-0.8771989344597328,-71.7399126490454,-72.61711158350512
4,S2dyn_10r,2,3000,0.003843721169040395,0.9843833333333334,0.003271212963263194,-0.3129622356317239,-71.40135220665957,-71.7143144422913
4,S2dyn_10r,2,3750,0.004689917102768793,0.9799166666666667,0.0040967903504769,0.16367450744632708,-70.03377261230499,-69.87009810485866
4,S2dyn_10r,2,4500,0.006025254812207683,0.9738666666666667,0.005409938371678193,1.0638709121795293,-70.54872896012316,-69.48485804794363
4,S2dyn_10r,2,5250,0.008352802922682277,0.9661666666666666,0.007655257000029087,1.4258864992527873,-69.8266432847614,-68.40075678550862
4,S2dyn_10r,2,6000,0.010472480153037684,0.9586333333333333,0.00965810654759407,1.8475436894203807,-69.06887388284778,-67.2213301934274
4,S2dyn_c1,1,0,0.005827595656247709,0.95055,0.004767500349382559,-0.1753539817222161,-49.849015080895775,-50.02436906261799
