arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_c1,zeroout_c1,zbar_c1,zsd_c1,zbar_min_c1,mob_c1,mob_pool_c1,eff_rank_c1,dead_frac_c2,zeroout_c2,zbar_c2,zsd_c2,zbar_min_c2,mob_c2,mob_pool_c2,eff_rank_c2,dead_frac_f1,zeroout_f1,zbar_f1,zsd_f1,zbar_min_f1,mob_f1,eff_rank_f1,dead_frac_f2,zeroout_f2,zbar_f2,zsd_f2,zbar_min_f2,mob_f2,eff_rank_f2,w_norm_c1,w_norm_c2,w_norm_f1,w_norm_f2,w_norm_f3,alpha_med_c1,alpha_min_c1,alpha_max_c1,alpha_clip_frac_c1,alpha_W_med_c1,alpha_med_c2,alpha_min_c2,alpha_max_c2,alpha_clip_frac_c2,alpha_W_med_c2,alpha_med_f1,alpha_min_f1,alpha_max_f1,alpha_clip_frac_f1,alpha_W_med_f1,alpha_med_f2,alpha_min_f2,alpha_max_f2,alpha_clip_frac_f2,alpha_W_med_f2
SWA1,2,0.001,1,none,0.9675520833,1,1,0,0,0.434900105,1.972457051,-10.3191967,0.6813518405,0.7601523995,5.844906288,0,0,-10.7739687,13.3630209,-27.72972107,0.2643288374,0.412255168,13.98124941,0,0,-36.75070572,66.7017746,-109.065155,0.3252027035,84.50016308,0,0,-5.965242386,32.11489868,-18.72287941,0.4316070676,73.72847831,2.293772221,3.525262356,3.622187138,1.236180544,1.111850381,0.4700250626,0.2189834267,3.523697615,0,1,0.06894506514,0.03615455702,0.1072727069,0,1,0.01538509969,0.007485379931,0.02477040701,0,1,0.03206671029,0.01807267405,0.04670878127,0,1
SWA1,2,0.001,2,none,0.8421958333,1,1,0,0,9.687125206,6.422479153,-14.08751678,0.9390782118,0.9855760932,2.925404539,0,0,-239.7780457,353.7666321,-4772.483398,0.2820990086,0.3940160573,11.37607215,0,0,-2914.651855,1837.105591,-6591.830078,0.07543741912,30.23099925,0,0,-8176.893555,1505.586914,-16108.66992,-0.004258785862,29.96238203,5.933753967,9.550450325,6.040829182,2.082396746,1.307538867,0.1353593469,0.05905099586,1.108872414,0,1,0.002622281667,0.001000000047,0.008013388142,0.25,1,0.001000000047,0.001000000047,0.001000000047,1,1.781115174,0.001000000047,0.001000000047,0.001049302751,0.9899999499,1.453946948
SWA1,2,0.001,3,none,0.1168,0.1150000021,0.1150000021,0,0,7.869572163,8.388454437,-18.77544022,0.9580267668,1.001942873,2.8557864,0,0,-134.8318481,532.3179932,-5463.725098,0.3614983857,0.4877835214,5.450232475,0.009999999776,0,-27104.7207,7786.949707,-68740.90625,-3.224843113e-06,1.87810268,0.9799999595,0,-132903.5156,26652.41211,-245356.5469,-2.634788355e-20,1.239572219,5.265397072,9.752374649,6.582191944,2.154249907,1.429966927,0.1197258607,0.0539643541,1.024458408,0,1,0.001838415163,0.001000000047,0.005148739088,0.1875,1,0.001000000047,0.001000000047,0.001000000047,1,7.50464344,0.001000000047,0.001000000047,0.001000000047,1,25.58117485
SWA1,2,0.001,4,none,0.1101395833,0.1099999994,0.1099999994,0,0,8.996629715,9.901190758,-22.16071892,0.9787046313,1.015105724,2.764144263,0,0,-284.8804321,738.1391602,-6418.828613,0.2323991954,0.3274488747,4.50526313,0.0700000003,0,-39167.90234,11957.7627,-97952.21875,-1.231985625e-08,1.869005176,1,0.04999999702,-182696.25,40059.48438,-345441.2812,-2.695168921e-25,1.836630331,5.76907444,10.13684368,6.844064713,2.154249907,1.457983732,0.1013043597,0.0500600487,0.5117787719,0,1,0.00134431629,0.001000000047,0.004307596013,0.3125,1,0.001000000047,0.001000000047,0.001000000047,1,11.59668541,0.001000000047,0.001000000047,0.001000000047,1,38.96496964
SWA1,2,0.001,5,none,0.119875,0.1200000048,0.1200000048,0,0,8.877631187,11.30784416,-25.77377892,0.9840838909,1.01904285,2.724945045,0,0,-460.3660583,630.0619507,-7404.750977,0.1440310925,0.2277070731,4.162000252,0.2199999988,0,-51488.80469,14236.25195,-106713.2188,-5.642839529e-10,1.84836918,0.9899999499,0.03999999911,-192812.7812,43324.71484,-389818.3438,-2.055317431e-25,1.000003837,6.657921314,10.5384407,6.954130173,2.154249907,1.599581838,0.08793817461,0.04873856157,0.3839052022,0,1,0.001144372975,0.001000000047,0.003894080641,0.3125,1,0.001000000047,0.001000000047,0.001000000047,1,13.7729578,0.001000000047,0.001000000047,0.001000000047,1,41.94336319
SWA1,2,0.001,6,none,0.1208354167,0.1208333373,0.1208333373,0,0,9.144495964,11.87855721,-27.13336563,0.9899958372,1.023405552,2.695128867,0,0,-375.9749756,532.1275635,-7836.755859,0.1651242077,0.2568984926,3.880718845,0.2299999893,0,-44343.19531,13217.7207,-113540.6406,-7.535676527e-10,1.574052054,1,0.2099999934,-230532.4844,51364.41406,-453476.5938,-2.328143674e-30,1.049171729,6.996593475,10.51014042,6.925930977,2.154249907,1.622790098,0.08439918607,0.04677769914,0.450966537,0,1,0.001199708669,0.001000000047,0.003966961056,0.3125,1,0.001000000047,0.001000000047,0.001000000047,1,12.88379192,0.001000000047,0.001000000047,0.001000000047,1,50.08977127
SWA1,2,0.001,7,none,0.1202041667,0.1208333373,0.1208333373,0,0,9.144495964,11.87855721,-27.13336563,0.9901155829,1.023510814,2.694650087,0,0,-376.1121826,532.1746216,-7837.827637,0.1649531871,0.2564837635,3.880174756,0.2299999893,0,-44345.85547,13216.86035,-113546.3516,-7.526717027e-10,1.573977965,1,0.2099999934,-230531.5312,51361.62109,-453478.7188,-2.31037603e-30,1.842184092,6.996593475,10.51014042,6.925930977,2.154249907,1.622924805,0.08452647179,0.04685972631,0.4516337812,0,1,0.001200761064,0.001000000047,0.003966478165,0.3125,1,0.001000000047,0.001000000047,0.001000000047,1,12.87400055,0.001000000047,0.001000000047,0.001000000047,1,50.07109833
SWA1,2,0.001,8,none,0.11059375,0.1108333394,0.1108333394,0,0,9.144495964,11.87855721,-27.13336563,0.9902703166,1.023646474,2.694179946,0,0,-376.2554626,532.2267456,-7839.0625,0.1646243632,0.2560261488,3.879520285,0.2299999893,0,-44356.86719,13216.09961,-113567.6797,-7.498598964e-10,1.573845693,1,0.2099999934,-230555.5781,51359.02344,-453530.9375,-2.269937708e-30,1.921548158,6.996593475,10.51014042,6.925930977,2.154249907,1.622924805,0.08465344459,0.04693106562,0.4522979856,0,1,0.001202431857,0.001000000047,0.003973214887,0.3125,1,0.001000000047,0.001000000047,0.001000000047,1,12.80709267,0.001000000047,0.001000000047,0.001000000047,1,49.92526245
SWA1,2,0.001,9,none,0.1133333333,0.113333337,0.113333337,0,0,9.144495964,11.87855721,-27.13336563,0.9903088808,1.023680329,2.693860959,0,0,-376.3247681,532.2546997,-7839.501953,0.1646273881,0.2557555735,3.87881266,0.2299999893,0,-44364.5,13215.20117,-113583.8125,-7.480964181e-10,1.573722227,1,0.2099999934,-230574.1406,51356.52344,-453570.5625,-2.240246225e-30,1.944288742,6.996593475,10.51014042,6.925930977,2.154249907,1.622924805,0.08475033194,0.04696851596,0.4528009295,0,1,0.001204208937,0.001000000047,0.003972772509,0.3125,1,0.001000000047,0.001000000047,0.001000000047,1,12.76898289,0.001000000047,0.001000000047,0.001000000047,1,49.47275543
SWA1,2,0.001,10,none,0.1072854167,0.1075000018,0.1075000018,0,0,9.144495964,11.87855721,-27.13336563,0.9903404713,1.023707986,2.69396976,0,0,-376.3207092,532.2510986,-7839.441895,0.1644932032,0.2558319271,3.879172821,0.2299999893,0,-44362.50781,13215.74902,-113575.0938,-7.492719778e-10,1.573781934,1,0.2099999934,-230559.7188,51357.59375,-453541.0312,-2.255898544e-30,2.035491534,6.996593475,10.51014042,6.925930977,2.154249907,1.622924805,0.08472444117,0.04694340751,0.4525497556,0,1,0.001203326159,0.001000000047,0.003974588588,0.3125,1,0.001000000047,0.001000000047,0.001000000047,1,12.79773331,0.001000000047,0.001000000047,0.001000000047,1,49.79637909
