arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3
RSL,raw,0,0,0.001,1,none,0.8819583333,0.926666677,0.926666677,0,0,-4.615855217,7.410291672,-18.48685837,0.4385359287,69.70148524,0,0,-1.807001591,7.990278244,-6.817271709,0.5106384158,65.1825979,7.442822933,1.455328822,1.242757559
RSL,raw,0,0,0.001,2,none,0.8934041667,1,1,0,0,-5.280124664,9.324287415,-12.7490778,0.4287857115,78.88876243,0,0,-3.802613974,12.78292942,-9.098597527,0.4932917356,75.25333041,10.52565002,1.901458502,1.465316653
RSL,raw,0,0,0.001,3,none,0.89471875,0.7416666746,0.7416666746,0,0,-9.622085571,11.20675373,-59.84643555,0.3541523218,70.72106933,0,0,-10.95286369,14.14791775,-32.84420776,0.3813250363,72.01915119,12.75321007,2.193667412,1.445309162
RSL,raw,0,0,0.001,4,none,0.8883979167,1,1,0,0,-5.890807629,11.32413197,-23.96347427,0.4409374595,83.33476477,0,0,-6.559720516,17.65289307,-12.56528854,0.4758515656,79.72559245,14.80588436,2.439972162,1.436035872
RSL,raw,0,0,0.001,5,none,0.8851395833,1,1,0,0,-5.982404709,11.97263813,-25.04092026,0.4490730762,83.81935807,0,0,-8.173297882,19.41210938,-15.63543034,0.4638044238,81.20228079,16.42748833,2.59779048,1.448192835
RSL,raw,0,0,0.001,6,none,0.8814854167,0.9883333445,0.9883333445,0,0,-7.748384953,12.95418739,-27.2486763,0.4167223275,83.13914465,0,0,-9.919301033,21.68136787,-23.00530624,0.4569339156,80.00930585,18.01472473,2.745941401,1.475253224
RSL,raw,0,0,0.001,7,none,0.8780791667,0.9833333492,0.9833333492,0,0,-8.165473938,13.44048882,-23.54908943,0.4165145457,84.14540797,0,0,-10.11740875,23.75395012,-21.38971329,0.4720027149,80.53460134,19.33804703,2.87519455,1.447267652
RSL,raw,0,0,0.001,8,none,0.8743666667,0.9825000167,0.9825000167,0,0,-8.493327141,14.21950531,-33.45223999,0.4262755811,84.63365247,0,0,-10.73580551,23.95123863,-23.14198875,0.459652096,81.62301472,20.6111908,2.946352243,1.483726978
RSL,raw,0,0,0.001,9,none,0.8718291667,1,1,0,0,-7.134562492,14.54925919,-31.72457123,0.4483888745,86.13758121,0,0,-11.83476639,26.57846069,-22.18138123,0.4612830579,82.88810203,21.89204407,3.026829958,1.52820456
RSL,raw,0,0,0.001,10,none,0.8717479167,0.9966666698,0.9966666698,0,0,-7.88282156,14.98496723,-29.92015648,0.4426060021,86.53330338,0,0,-11.00454235,27.2940712,-21.9064827,0.4839051366,82.71240473,22.83535004,3.08964467,1.510546803
