arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,alpha_med_l1,alpha_min_l1,alpha_max_l1,alpha_clip_frac_l1,two_alpha_W_med_l1,alpha_med_l2,alpha_min_l2,alpha_max_l2,alpha_clip_frac_l2,two_alpha_W_med_l2
SNA,6,0.001,1,none,0.9694479167,1,1,0,0,-0.2604936957,1.297604561,-3.001612186,0.87490803,80.09685664,0,0,0.8783683181,2.463566065,-3.6494205,1.174570799,64.21367595,3.713001251,1.54231596,1.925715446,0.4762133658,0.266308248,0.7191070318,0,1.200000048,0.2503622174,0.1349077225,0.3845604956,0,1.200000048
SNA,6,0.001,2,none,0.9765270833,1,1,0,0,-2.36687851,2.443524361,-10.31276321,0.6035392284,76.91231445,0,0,-2.470246792,4.620890141,-12.24952412,0.6993411779,75.76640433,5.386648178,2.045006037,2.474105358,0.2531740069,0.1549988538,0.3773591518,0,1.200000048,0.1332936138,0.0697061494,0.240552336,0,1.200000048
SNA,6,0.001,3,none,0.9793854167,1,1,0,0,-2.516174078,2.89447403,-6.6399827,0.6287103891,79.0059305,0,0,-5.208694935,6.325694561,-16.39542961,0.6196526885,77.91232784,6.526504993,2.357773781,2.663925171,0.2133573443,0.1270065904,0.3206803203,0,1.200000048,0.09751485288,0.06203199178,0.1383677274,0,1.200000048
SNA,6,0.001,4,none,0.980125,1,1,0,0,-3.312146664,3.187049866,-6.458050251,0.5808894038,80.77592587,0,0,-7.560423374,6.876293182,-18.56464577,0.5472102165,76.83542911,7.55557251,2.602907658,2.723863125,0.1931160837,0.1088039577,0.2603099942,0,1.200000048,0.09034332633,0.05928621069,0.119069241,0,1.200000048
SNA,6,0.001,5,none,0.9827958333,1,1,0,0,-3.473223925,3.547499657,-10.40459538,0.5975390077,78.58229361,0,0,-11.16018867,9.335963249,-21.90898514,0.5514181256,74.60926129,8.207594872,2.868014336,2.900563955,0.1739200056,0.1145535111,0.2694991529,0,1.200000048,0.06622210145,0.05000000075,0.1000596359,0.05000000075,1.200000048
SNA,6,0.001,6,none,0.9844895833,1,1,0,0,-3.617530823,3.742930412,-8.473564148,0.5915085673,79.6557998,0,0,-11.22543907,9.913864136,-24.71418381,0.5436381102,74.12292053,8.877534866,3.059037924,2.919234276,0.1649432331,0.1183480695,0.261307925,0,1.200000048,0.06184232235,0.05000000075,0.09596696496,0.02999999933,1.200000048
SNA,6,0.001,7,none,0.9827729167,1,1,0,0,-3.214903355,3.558101892,-7.1877985,0.5815271735,81.97628217,0,0,-10.40205574,9.087525368,-17.82775307,0.5408745408,77.68485941,9.306048393,3.133761168,2.858418703,0.1742584109,0.1291210055,0.2568513453,0,1.200000048,0.06833559275,0.05183504894,0.1034167111,0,1.200000048
SNA,6,0.001,8,none,0.985225,1,1,0,0,-3.635677576,3.836306095,-8.522488594,0.6045353413,80.31151162,0,0,-12.10599136,10.68022537,-22.76789665,0.5594560504,76.75279458,9.876171112,3.295501232,2.8980546,0.1612647176,0.1124218702,0.2717953622,0,1.200000048,0.05765854567,0.05000000075,0.089127101,0.1099999994,1.200000048
SNA,6,0.001,9,none,0.983175,0.9875000119,0.9875000119,0,0,-3.804397821,3.570908308,-7.527678967,0.5652515888,83.34089131,0,0,-12.02377033,9.126314163,-20.21271324,0.5300036073,76.60715762,10.20077419,3.357803583,2.875530958,0.1717486978,0.112163797,0.2721811533,0,1.200000048,0.06736170501,0.05000000075,0.1004597619,0.009999999776,1.200000048
SNA,6,0.001,10,none,0.98331875,1,1,0,0,-3.763872385,3.601910353,-7.305636406,0.5653569698,83.32614428,0,0,-11.4327755,9.4666605,-22.24363327,0.5413324237,78.07783245,10.55300617,3.458919525,2.865353823,0.1717778295,0.1254256368,0.2363010496,0,1.200000048,0.06559766829,0.05000000075,0.08954158425,0.01999999955,1.200000048
