act,reg,lam,lr,seed,task,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,reg_loss,pen_l2_total,pen_l2init_total,pen_shell_total
R,shell,0.001,0.001,4,1,0.95746875,0.8733333349,0.8733333349,0.200000003,0.200000003,-0.04784915224,0.8435627818,-2.268831968,0.2933333218,52.94115262,0.03999999911,0.03999999911,0.5419577956,0.4561652541,-0.355892539,0.9016666412,23.69696308,1.315612555,1.097894549,2.507682085,0.1074104968,0.3355773702,0.349496276,0.1074104968
R,shell,0.001,0.001,4,2,0.9449875,1,1,0.2899999917,0.2899999917,-0.2503579557,0.8701969385,-2.142935753,0.2558333278,49.94350176,0.07999999821,0.07999999821,0.5063400269,0.4324372113,-0.01390322484,0.9016666412,21.07087813,1.357064366,1.103109002,2.579355001,0.1221874351,0.3618068829,0.3972999816,0.1221874351
R,shell,0.001,0.001,4,3,0.9424708333,1,1,0.25,0.25,-0.1743447185,0.7877975106,-1.068904161,0.2708333433,51.53215777,0.05000000075,0.05000000075,0.4826298654,0.3839250803,-0.002419889905,0.9125000238,19.17852837,1.275236487,1.08798337,2.624693632,0.1066949818,0.3324435387,0.3764355841,0.1066949818
R,shell,0.001,0.001,4,4,0.9439666667,1,1,0.349999994,0.349999994,-0.2967538834,0.798499763,-1.014223218,0.2341666669,46.49819011,0.05999999866,0.05999999866,0.4759021103,0.4025652707,-0.001759144478,0.8999999762,19.08511378,1.290319681,0.9638717175,2.579310179,0.1134175989,0.3455849279,0.3976713863,0.1134175989
R,shell,0.001,0.001,4,5,0.9353020833,1,1,0.2800000012,0.2800000012,-0.1632333249,0.8054517508,-0.8815097809,0.2325000018,51.22843743,0.07999999821,0.07999999821,0.436652422,0.3582376838,-1.626169364e-06,0.9125000238,16.01983382,1.26734364,0.9663316607,2.611204863,0.1125808091,0.3433418012,0.3991376475,0.1125808091
R,shell,0.001,0.001,4,6,0.9406020833,1,1,0.400000006,0.400000006,-0.2790350318,0.899715066,-2.518817186,0.2074999958,46.66497744,0.1599999964,0.1599999964,0.4108711779,0.4243942797,-0.1085275263,0.8441666961,20.17181668,1.330210209,1.068625927,2.636944771,0.1296424664,0.3747959545,0.4343861582,0.1296424664
R,shell,0.001,0.001,4,7,0.9363,1,1,0.3199999928,0.3199999928,-0.3707835078,0.8266624212,-2.649401903,0.1866666675,49.45008782,0.150000006,0.150000006,0.4242911041,0.3942159116,-0.06761724502,0.8450000286,19.89242888,1.337655067,1.015933037,2.620480299,0.133728406,0.3821543912,0.4422852909,0.133728406
R,shell,0.001,0.001,4,8,0.9281104167,1,1,0.3300000131,0.3300000131,-0.1248607263,0.7636972666,-0.8141067624,0.2508333325,49.50647899,0.0700000003,0.0700000003,0.4605273008,0.3748605847,-0.01330851391,0.9058333039,15.76046013,1.231968999,1.041693687,2.64154315,0.1084604366,0.3356763694,0.3974197869,0.1084604366
R,shell,0.001,0.001,4,9,0.9458458333,1,1,0.3400000036,0.3400000036,-0.1269317716,0.8173152804,-1.020131588,0.2325000018,43.72546659,0.150000006,0.150000006,0.5428965092,0.3526137173,-0.0007617343217,0.9466666579,15.04826762,1.24333024,0.966596365,2.585733652,0.1092630383,0.337475435,0.4034328245,0.1092630383
R,shell,0.001,0.001,4,10,0.94845,0.9666666389,0.9666666389,0.349999994,0.349999994,-0.2187337279,0.7744981647,-1.310078382,0.1550000012,46.55834514,0.1199999973,0.1199999973,0.3288384974,0.3780391812,-0.09597160667,0.7975000143,20.08213183,1.069797516,1.074341774,2.684143305,0.1197098479,0.3554453409,0.4185652123,0.1197098479
