arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,alpha_med_l1,alpha_min_l1,alpha_max_l1,alpha_clip_frac_l1,two_alpha_W_med_l1,alpha_med_l2,alpha_min_l2,alpha_max_l2,alpha_clip_frac_l2,two_alpha_W_med_l2
SNA,8,0.001,1,none,0.9757395833,1,1,0,0,-0.08126924187,1.111606717,-2.076639652,0.9379752874,75.85617443,0,0,1.063210726,1.834935308,-1.683214307,1.308495402,58.80890797,2.840334415,1.425779939,2.208470821,0.5572801232,0.283729583,0.9497875571,0,1.200000048,0.3368465602,0.1747526079,0.4826830924,0,1.200000048
SNA,8,0.001,2,none,0.9798270833,1,1,0,0,-2.001431942,2.05406785,-25.73245621,0.6211357117,61.85194514,0,0,-2.699077368,3.701580524,-10.54318619,0.7038804889,71.16171709,4.190932751,1.876904607,2.812868118,0.3011253178,0.0804990977,0.4591157138,0,1.200000048,0.167077437,0.08947972208,0.3039059043,0,1.200000048
SNA,8,0.001,3,none,0.97931875,1,1,0,0,-2.422815561,2.464586973,-22.22494698,0.5864108205,68.98204042,0,0,-4.839620113,4.733088493,-13.11245251,0.5765530467,74.25199858,5.204206467,2.186131954,3.117964268,0.2502931952,0.1018252522,0.3908856213,0,1.200000048,0.1310700029,0.07181309909,0.217989102,0,1.200000048
SNA,8,0.001,4,none,0.98,1,1,0,0,-2.332008362,2.66410923,-45.8306694,0.618000865,57.20904426,0,0,-6.705095291,6.388467789,-17.71441269,0.5647733808,73.87222382,5.951507092,2.3587749,3.210815668,0.230443716,0.05000000075,0.3480873406,0.009999999776,1.200000048,0.09645005316,0.05536708608,0.1774512827,0,1.200000048
SNA,8,0.001,5,none,0.9832729167,1,1,0,0,-2.880460739,2.951678753,-44.23547363,0.6163980365,60.01236714,0,0,-6.261434555,6.961679935,-16.32760811,0.584220767,75.99562117,6.585504532,2.474367142,3.257755995,0.2097153366,0.05071913078,0.3512570858,0,1.200000048,0.0887799412,0.05000000075,0.1475458443,0.009999999776,1.200000048
SNA,8,0.001,6,none,0.9812770833,1,1,0,0,-2.615491867,2.806419373,-46.38928986,0.5880124569,58.89759319,0,0,-7.099025249,6.593990326,-13.77204609,0.5662466884,77.51793124,7.155660152,2.594228029,3.17881012,0.2185464352,0.05000000075,0.3389113843,0.009999999776,1.200000048,0.09350453317,0.06597530842,0.1415561885,0,1.200000048
SNA,8,0.001,7,none,0.9863729167,1,1,0,0,-3.047342539,3.108464718,-46.54343796,0.5904895663,60.92169859,0,0,-7.536056995,7.483796597,-18.76621819,0.5651967525,78.62817108,7.82705307,2.746110916,3.197815657,0.1985016614,0.05000000075,0.2965207994,0.009999999776,1.200000048,0.0827703625,0.05900809169,0.1237004548,0,1.200000048
SNA,8,0.001,8,none,0.9856375,1,1,0,0,-3.377062798,3.46136713,-47.80965042,0.574888289,61.5764953,0,0,-8.168022156,8.264805794,-19.32057762,0.577196002,77.66437456,8.421097755,2.910531521,3.310971022,0.1780240238,0.05000000075,0.2556041181,0.009999999776,1.200000048,0.0747512877,0.05389718339,0.1045578495,0,1.200000048
SNA,8,0.001,9,none,0.98553125,1,1,0,0,-3.715756416,3.39571929,-40.12851334,0.5771044493,66.48012955,0,0,-8.067447662,8.237683296,-18.7352047,0.5688868761,79.65843987,8.683415413,2.975704432,3.244894981,0.1827194989,0.05526860803,0.2450384498,0,1.200000048,0.07468796521,0.0525935255,0.1151310429,0,1.200000048
SNA,8,0.001,10,none,0.9861291667,1,1,0,0,-3.232507944,3.390222311,-39.80237579,0.5881556869,67.03470965,0,0,-8.734837532,8.776620865,-17.51094627,0.5557380915,78.83125333,9.108017921,3.071561575,3.156456947,0.1830881685,0.05741065741,0.2556911409,0,1.200000048,0.0701546818,0.05069107562,0.1071511954,0,1.200000048
