arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,steps,stop_step,tc,hit99,hit999,correct_at_hit_plus_500,hit_plus_500_observed,min_correct_after_hit
LR,std,0,0,0.001,1,none,0.9322916667,1,1,0,0,-10.56520939,47.62343216,-21.84907341,0.4615000486,77.46930811,0,0,-74.40670776,58.41213989,-120.8372421,0.1577499658,76.16159308,16.85595131,2.221220255,0.945833683,900,800,900900,300,300,1200,1,1200
LR,std,1,1,0.001,1,none,0.9281944444,1,1,0,0,-12.22380733,50.1384964,-25.67720413,0.4630000889,78.26937726,0,0,-81.46600342,61.65291214,-142.1732788,0.1517499536,72.03623441,17.08718491,2.266025066,0.9907571673,900,900,900900,300,400,1200,1,1200
LR,std,2,2,0.001,1,none,0.93,1,1,0,0,-13.07010841,48.07661819,-28.45861053,0.4502500892,74.93158959,0,0,-72.7448349,55.69078064,-125.837944,0.1517499536,76.6124744,16.88955498,2.239911795,0.9854041338,900,900,900900,300,400,1200,1,1200
LR,std,3,3,0.001,1,none,0.9350694444,1,1,0,0,-12.84510994,48.82910156,-22.40991211,0.4517500997,74.9914477,0,0,-82.93180847,62.43555069,-132.6650848,0.153249979,74.80382762,17.20240211,2.281146288,1.059103489,900,900,900900,300,400,1200,1,1200
LR,std,4,4,0.001,1,none,0.9275694444,1,1,0,0,-9.43655777,45.67234421,-21.03071785,0.4652501047,77.11431919,0,0,-74.69371796,57.65146637,-133.7679749,0.155499965,75.4742919,16.70836067,2.25175643,1.029302001,900,800,900900,300,300,1200,1,1200
LR,std,5,5,0.001,1,none,0.9304166667,1,1,0,0,-11.81432819,48.42884064,-26.96528625,0.4570001364,73.96680963,0,0,-75.13674927,59.64722824,-145.669693,0.1592499614,74.11790261,16.98465538,2.233028889,1.023422241,900,900,900900,300,400,1200,1,1200
LR,std,6,6,0.001,1,none,0.934375,1,1,0,0,-9.956719398,47.65753174,-23.1461277,0.4615001678,76.93709125,0,0,-75.8809967,58.38813019,-127.3773499,0.152499944,74.63744304,17.01751328,2.217236042,0.9614213705,900,900,900900,300,400,1200,1,1200
LR,std,7,7,0.001,1,none,0.928125,1,1,0,0,-10.7583313,48.27709198,-22.33411026,0.4630000889,76.85831172,0,0,-81.29051971,58.85647202,-132.8697357,0.1434999555,74.5660224,17.36447906,2.269102097,1.029778004,900,800,900900,300,300,1200,1,1200
LR,std,8,8,0.001,1,none,0.9295138889,1,1,0,0,-12.00931358,51.14152145,-22.09213257,0.4622500837,77.13487861,0,0,-88.23668671,60.33150482,-158.1935883,0.1449999511,74.93383638,17.45016861,2.214673758,1.069803834,900,900,900900,300,400,1200,1,1200
LR,std,9,9,0.001,1,none,0.9330555556,1,1,0,0,-9.983351707,50.28735733,-24.2540493,0.4697500765,75.52573407,0,0,-78.95941925,62.50507736,-150.4443359,0.155499965,76.27355134,17.09022331,2.239507914,1.068738461,900,900,900900,300,400,1200,1,1200
