arm,cond,seed,slot,lr,task,hard,n_classes,online_acc,train_acc,test_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,alpha_med_l1,alpha_min_l1,alpha_max_l1,alpha_clip_frac_l1,two_alpha_W_med_l1,alpha_med_l2,alpha_min_l2,alpha_max_l2,alpha_clip_frac_l2,two_alpha_W_med_l2
SNA,std,10,0,0.0001,1,1,5,0.7228766026,0.8615999818,0.65200001,0.8615999818,0,0,0.2252120078,4.065326691,-2.219002008,1.02729845,34.28550016,0,0,0.3436716199,3.749006987,-6.198687553,1.064306378,33.50982565,0.6644394398,0.5986071229,0.6020470262,0.1427569985,0.03879040852,0.7810243964,0,1.200000048,0.170242846,0.05854164064,0.5074172616,0,1.200000048
SNA,std,10,0,0.0001,2,0,1,0.9703525641,1,0.969999969,1,0,0,-0.537587285,4.107252121,-3.894530058,0.9110591412,30.71474138,0,0,-0.351035893,3.783082962,-11.07568359,0.9755887389,29.06018259,0.6625620723,0.6009190083,0.6201945543,0.1470168382,0.03498853743,0.612370491,0,1.200000048,0.1629249305,0.04998865351,0.4682339132,0,1.200000048
SNA,std,10,0,0.0001,3,1,5,0.6367387821,0.8032000065,0.6120000482,0.8032000065,0,0,-0.07843353599,4.764550209,-3.444537878,0.9744989276,35.0073992,0,0,0.332062453,4.231282234,-9.2351408,1.024638057,34.32737683,0.7238308787,0.6061124206,0.7115333676,0.1221363619,0.03157341108,0.6433081627,0,1.200000048,0.1501691937,0.03641257063,0.5169507861,0,1.200000048
SNA,std,10,0,0.0001,4,0,1,0.962900641,1,0.9899999499,1,0,0,-0.1032334343,4.241866589,-1.700391889,0.9880222678,32.33482368,0,0,-0.9017395377,4.55777216,-9.261516571,0.9512674809,29.79931236,0.7284513712,0.6087881923,0.7495453954,0.1388275027,0.03156290203,1.127665997,0,1.200000048,0.1344683766,0.04524174705,0.3876477778,0,1.200000048
SNA,std,10,0,0.0001,5,1,5,0.5954727564,0.7731999755,0.5200000405,0.7731999755,0,0,-0.3961614966,3.851482868,-4.504473209,0.9406827092,38.22977793,0,0,-1.129665732,3.921172619,-6.842440605,0.8553116918,40.546742,0.7531100512,0.609716177,0.8029381633,0.1612996161,0.02775541693,0.6884766817,0,1.200000048,0.1597310454,0.05515040085,0.357042253,0,1.200000048
SNA,std,10,0,0.0001,6,0,1,0.9633814103,1,1,1,0,0,-0.2878854573,4.590630531,-7.219767094,0.9597843289,34.93348059,0,0,-1.717224956,3.897096395,-8.479290009,0.7330126762,29.80078958,0.7742932439,0.6100196838,0.815382421,0.1316880286,0.02720110305,0.6035863757,0,1.200000048,0.1574020237,0.03629623353,0.4761877954,0,1.200000048
SNA,std,10,0,0.0001,7,1,5,0.6583333333,0.8136000037,0.65200001,0.8136000037,0,0,-0.4851780236,5.338615894,-4.117812634,0.950315237,39.01036474,0,0,-1.385041118,4.922797203,-8.949431419,0.8638859391,39.36242716,0.7998184562,0.6132297516,0.8095372319,0.1165209115,0.02833975665,0.4197689593,0,1.200000048,0.1265482455,0.04054835439,0.2987269759,0,1.200000048
SNA,std,10,0,0.0001,8,0,1,0.9625400641,1,0.9599999785,1,0,0,-0.5503253937,3.748741388,-6.592591286,0.8668193221,38.44410767,0,0,-1.764401674,3.806116104,-7.482556343,0.7199539542,33.10769403,0.8195272684,0.6168075204,0.8128374815,0.1589772999,0.03959839791,0.5130531788,0,1.200000048,0.1612256467,0.0529666394,0.3495852351,0,1.200000048
SNA,std,10,0,0.0001,9,1,5,0.6920673077,0.8439999819,0.6900000572,0.8439999819,0,0,-0.3566351533,6.189246178,-5.337571144,0.9596597552,44.37002078,0,0,-1.732620716,4.677631855,-10.46182156,0.8086586595,42.35772916,0.8587431312,0.6186978221,0.7889454365,0.09952501208,0.02542681061,0.4111613035,0,1.200000048,0.1335284114,0.03976836056,0.2614082694,0,1.200000048
SNA,std,10,0,0.0001,10,0,1,0.9787259615,1,0.969999969,1,0,0,-3.177099705,4.57706356,-11.11920547,0.6788066626,36.66154898,0,0,-1.398606896,3.456704855,-11.13837433,0.9270178676,35.41349998,0.8474306464,0.6183595657,0.7888511419,0.1321162581,0.04784367234,0.2802549005,0,1.200000048,0.1757670343,0.0680622533,0.3689804077,0,1.200000048
