step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,stable_rank_W,stable_rank_W_alive,neg_gate_frac,eval_loss,b_mean_alive,b_mean_dead,b_std,b_min,beta_mean,beta_p10,beta_min,p_min,p_mean,dead_b_dominant_frac,dead_persist_frac,p_zero_frac,p_zero_persist_frac
0,B_w20_K10000_c0.0_lr0.01_cbp1e-4_s0,0,0,0,17.4281,12.9477,0.175101,0.502005,0,1.84918,103.266,0.0179069,15.86,0.160046,6.24819,6.24819,0,1.97726,-0.00118578,nan,0.00350478,-0.0098294,-0.000779505,-0.00466417,-0.006933,0.4895,0.500925,nan,nan,0,nan
0,B_w20_K10000_c0.0_lr0.01_cbp1e-4_s1,0,0,0,17.5815,13.4198,0.165652,0.496742,0,1.68088,103.214,0.0162854,16.27,0.1644,6.08271,6.08271,0,1.69588,-0.00125139,nan,0.00658029,-0.0171128,-0.000991524,-0.00618105,-0.0124092,0.485,0.49805,nan,nan,0,nan
0,B_w20_K10000_c0.0_lr0.01_cbp1e-4_s2,0,0,0,17.1749,12.3894,0.182461,0.500752,0,1.1343,60.9951,0.0185966,15.9668,0.172717,5.78983,5.78983,0,1.28704,-0.000140824,nan,0.00186074,-0.00420207,-2.8875e-05,-0.00181072,-0.00273789,0.487,0.501975,nan,nan,0,nan
0,B_w20_K10000_c0.0_lr0.01_cbp1e-4_s3,0,0,0,17.3658,12.3103,0.184732,0.493734,0,1.22322,73.3883,0.0166677,15.9152,0.192735,5.18846,5.18846,0,1.61375,-0.000888742,nan,0.011354,-0.0213961,-0.000678648,-0.0129808,-0.0183871,0.4805,0.50155,nan,nan,0,nan
0,B_w20_K10000_c0.0_lr0.01_cbp1e-4_s4,0,0,0,17.3627,13.1094,0.171554,0.518045,0,1.95354,124.772,0.0156569,16.4585,0.15994,6.25234,6.25234,0,3.59568,0.000618661,nan,0.00398842,-0.00690591,0.000341591,-0.00266832,-0.00547368,0.4865,0.499975,nan,nan,0,nan
1000,B_w20_K10000_c0.0_lr0.01_cbp1e-4_s0,0,0,0.05,17.7969,13.623,0.168093,0.493233,0,0.293301,17.5591,0.0167037,16.4652,0.159664,6.26316,6.26316,0,0.673777,-0.122739,nan,0.0571125,-0.215054,-0.095462,-0.152686,-0.174595,0.4245,0.4656,nan,nan,0,nan
1000,B_w20_K10000_c0.0_lr0.01_cbp1e-4_s1,0,0,0.05,17.8172,13.3189,0.174776,0.490226,0,0.0407368,6.14741,0.00662666,16.0555,0.169409,5.90289,5.90289,0,0.280993,-0.166711,nan,0.0674841,-0.285368,-0.127273,-0.175429,-0.206449,0.42,0.449975,nan,nan,0,nan
1000,B_w20_K10000_c0.0_lr0.01_cbp1e-4_s2,0,0,0.05,17.6971,13.2817,0.17473,0.501504,0,0.0912153,6.40021,0.0142519,16.2492,0.157848,6.33521,6.33521,0,0.381831,-0.132603,nan,0.0839336,-0.235605,-0.100348,-0.160728,-0.177929,0.422,0.462125,nan,nan,0,nan
1000,B_w20_K10000_c0.0_lr0.01_cbp1e-4_s3,0,0,0.05,17.6416,12.9087,0.182016,0.489724,0,0.0980007,10.834,0.00904566,16.1525,0.167211,5.98045,5.98045,0,0.410413,-0.137394,nan,0.0599641,-0.221234,-0.110561,-0.167192,-0.17689,0.425,0.45995,nan,nan,0,nan
1000,B_w20_K10000_c0.0_lr0.01_cbp1e-4_s4,0,0,0.05,17.8014,13.594,0.16019,0.504261,0,1.0782,64.1278,0.0168132,16.8011,0.153283,6.52387,6.52387,0,1.55911,-0.141587,nan,0.0867109,-0.2489,-0.110566,-0.179841,-0.202891,0.4055,0.453475,nan,nan,0,nan
2000,B_w20_K10000_c0.0_lr0.01_cbp1e-4_s0,0,0,0.05,17.9236,13.2423,0.184735,0.492231,0,0.130503,11.5618,0.0112874,16.0779,0.188734,5.29846,5.29846,0,0.412741,-0.206773,nan,0.0920947,-0.363114,-0.171214,-0.265485,-0.305768,0.3755,0.433675,nan,nan,0,nan
2000,B_w20_K10000_c0.0_lr0.01_cbp1e-4_s1,0,0,0.05,17.9074,13.4005,0.184188,0.49198,0,0.0469497,6.7385,0.00696738,15.9713,0.156431,6.39258,6.39258,0,0.262552,-0.264498,nan,0.131372,-0.605245,-0.215333,-0.316319,-0.373237,0.3565,0.41665,nan,nan,0,nan
2000,B_w20_K10000_c0.0_lr0.01_cbp1e-4_s2,0,0,0.05,17.9933,13.5804,0.175805,0.491729,0,0.0429372,3.99504,0.0107476,16.6858,0.159891,6.25427,6.25427,0,0.293101,-0.233332,nan,0.102737,-0.360401,-0.191119,-0.276318,-0.312542,0.3865,0.4243,nan,nan,0,nan
2000,B_w20_K10000_c0.0_lr0.01_cbp1e-4_s3,0,0,0.05,17.6818,13.0272,0.176977,0.496992,0,0.0308454,5.44134,0.00566872,15.818,0.1534,6.51889,6.51889,0,0.271029,-0.213924,nan,0.109004,-0.40027,-0.183048,-0.273018,-0.343901,0.367,0.43075,nan,nan,0,nan
2000,B_w20_K10000_c0.0_lr0.01_cbp1e-4_s4,0,0,0.05,17.7918,12.8115,0.172575,0.497744,0,0.157737,14.3684,0.0109781,16.3412,0.188861,5.29491,5.29491,0,0.400186,-0.244757,nan,0.119314,-0.404836,-0.199352,-0.284567,-0.340264,0.364,0.420525,nan,nan,0,nan
3000,B_w20_K10000_c0.0_lr0.01_cbp1e-4_s0,0,0,0.05,17.7417,11.5505,0.206007,0.488972,0,0.0583528,6.83762,0.00853408,16.0136,0.231962,4.31105,4.31105,0,0.269967,-0.292969,nan,0.115994,-0.456335,-0.257426,-0.373873,-0.437641,0.3325,0.401525,nan,nan,0,nan
3000,B_w20_K10000_c0.0_lr0.01_cbp1e-4_s1,0,0,0.05,17.9317,12.9476,0.176105,0.491729,0,0.0920797,9.09137,0.0101282,16.2212,0.193505,5.16782,5.16782,0,0.306486,-0.316615,nan,0.149972,-0.635762,-0.273333,-0.394705,-0.425342,0.3315,0.393425,nan,nan,0,nan
3000,B_w20_K10000_c0.0_lr0.01_cbp1e-4_s2,0,0,0.05,17.8656,13.0976,0.182272,0.502757,0,0.0878448,6.39281,0.0137412,16.3776,0.165451,6.04409,6.04409,0,0.364723,-0.269096,nan,0.137508,-0.516616,-0.227242,-0.350802,-0.382146,0.3565,0.412275,nan,nan,0,nan
3000,B_w20_K10000_c0.0_lr0.01_cbp1e-4_s3,0,0,0.05,17.8882,13.3654,0.173749,0.498747,0,0.0688185,8.2416,0.00835013,16.247,0.162373,6.15865,6.15865,0,0.415812,-0.293952,nan,0.140278,-0.470506,-0.254205,-0.387351,-0.409173,0.34,0.403825,nan,nan,0,nan
3000,B_w20_K10000_c0.0_lr0.01_cbp1e-4_s4,0,0,0.05,17.8471,13.0471,0.183378,0.490977,0,0.0451965,7.67822,0.00588632,16.3191,0.201995,4.95063,4.95063,0,0.261653,-0.297357,nan,0.138208,-0.47076,-0.251949,-0.399685,-0.430296,0.335,0.4009,nan,nan,0,nan
4000,B_w20_K10000_c0.0_lr0.01_cbp1e-4_s0,0,0,0.05,17.6657,11.843,0.205815,0.492982,0,0.104467,9.34853,0.0111747,15.8663,0.222106,4.50235,4.50235,0,0.381767,-0.323507,nan,0.133446,-0.519807,-0.290947,-0.443958,-0.506673,0.3035,0.3879,nan,nan,0,nan
4000,B_w20_K10000_c0.0_lr0.01_cbp1e-4_s1,0,0,0.05,17.7046,12.1458,0.173535,0.485965,0,0.0210257,3.02735,0.00694527,16.1366,0.194001,5.15462,5.15462,0,0.260865,-0.35269,nan,0.16807,-0.662366,-0.319236,-0.488634,-0.51891,0.29,0.376275,nan,nan,0,nan
4000,B_w20_K10000_c0.0_lr0.01_cbp1e-4_s2,0,0,0.05,17.734,12.5705,0.189127,0.497744,0,0.054867,5.63201,0.00974199,16.1687,0.168786,5.92468,5.92468,0,0.267915,-0.30099,nan,0.154231,-0.631598,-0.261436,-0.416075,-0.464905,0.3225,0.398875,nan,nan,0,nan
4000,B_w20_K10000_c0.0_lr0.01_cbp1e-4_s3,0,0,0.05,17.785,12.6702,0.186417,0.50401,0,0.0574339,7.19641,0.00798091,16.0988,0.175957,5.68321,5.68321,0,0.321259,-0.337373,nan,0.173782,-0.578128,-0.294213,-0.444157,-0.548648,0.3015,0.388525,nan,nan,0,nan
4000,B_w20_K10000_c0.0_lr0.01_cbp1e-4_s4,0,0,0.05,17.9297,13.2172,0.188789,0.491479,0,0.0814021,8.49786,0.00957913,16.4688,0.213432,4.68534,4.68534,0,0.305529,-0.337326,nan,0.15366,-0.49049,-0.286409,-0.429866,-0.443251,0.3235,0.38955,nan,nan,0,nan
5000,B_w20_K10000_c0.0_lr0.01_cbp1e-4_s0,0,0,0.05,17.5915,11.4358,0.209858,0.498998,0,0.0422527,7.24739,0.00583005,16.1966,0.221385,4.51702,4.51702,0,0.243696,-0.332581,nan,0.140479,-0.529276,-0.293221,-0.434625,-0.485031,0.32,0.386775,nan,nan,0,nan
5000,B_w20_K10000_c0.0_lr0.01_cbp1e-4_s1,0,0,0.05,17.2755,10.2127,0.172967,0.503008,0,0.0643855,8.13583,0.00791382,16.0577,0.215026,4.6506,4.6506,0,0.29783,-0.367176,nan,0.172227,-0.593312,-0.335947,-0.537269,-0.630576,0.256,0.369875,nan,nan,0,nan
5000,B_w20_K10000_c0.0_lr0.01_cbp1e-4_s2,0,0,0.05,17.6544,12.1676,0.194787,0.493985,0,0.094587,8.22546,0.0114993,16.1129,0.183502,5.44954,5.44954,0,0.286615,-0.316213,nan,0.159244,-0.561756,-0.282387,-0.423184,-0.474744,0.31,0.3866,nan,nan,0,nan
5000,B_w20_K10000_c0.0_lr0.01_cbp1e-4_s3,0,0,0.05,17.79,12.4016,0.189199,0.499248,0,0.0712778,10.0522,0.00709073,16.4796,0.192421,5.19694,5.19694,0,0.301737,-0.350033,nan,0.196867,-0.752408,-0.304983,-0.469937,-0.558111,0.2895,0.3824,nan,nan,0,nan
5000,B_w20_K10000_c0.0_lr0.01_cbp1e-4_s4,0,0,0.05,17.9292,12.9351,0.185666,0.488471,0,0.0678923,8.84393,0.00767672,16.5519,0.219495,4.5559,4.5559,0,0.259905,-0.363681,nan,0.180457,-0.62761,-0.313867,-0.531914,-0.56867,0.2945,0.37995,nan,nan,0,nan
6000,B_w20_K10000_c0.0_lr0.01_cbp1e-4_s0,0,0,0.05,17.715,11.9799,0.211315,0.496742,0,0.0560592,6.81798,0.00822225,16.0463,0.223031,4.48368,4.48368,0,0.274164,-0.363658,nan,0.147375,-0.550247,-0.318933,-0.448092,-0.466294,0.321,0.3767,nan,nan,0,nan
