act,reg,lam,lr,seed,task,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,alpha_med_l1,alpha_min_l1,alpha_max_l1,alpha_clip_frac_l1,two_alpha_W_med_l1,alpha_med_l2,alpha_min_l2,alpha_max_l2,alpha_clip_frac_l2,two_alpha_W_med_l2,reg_loss,pen_l2_total,pen_l2init_total,pen_shell_total
SNA,shell,0.001,0.001,0,1,0.1871666667,0.3733333349,0.3733333349,0,0,-0.07981128991,0.3874237835,-0.67670542,0.8440101743,65.14730983,0,0,0.02585505135,0.3595169187,-0.7294877172,1.015046835,58.03502688,0.8153189421,0.6381765604,0.652897656,1.631734133,1.189628363,2.147885323,0,1.200000048,1.758015871,1.270809889,2.489389658,0,1.200000048,0.006192428331,0.1120760037,0.05742166625,0.006192428331
SNA,shell,0.001,0.001,0,2,0.1941666667,0.3633333445,0.3633333445,0,0,-0.3098579049,0.5167639256,-1.497046113,0.7365483046,66.199033,0,0,-0.1311273724,0.4526757896,-0.9102060795,0.7668225765,65.43896086,0.9194272161,0.6678754091,0.7373746037,1.327949166,0.7414805889,2.050291061,0,1.200000048,1.604441285,1.085626245,2.320167303,0,1.200000048,0.0130194784,0.1359631527,0.08546744735,0.0130194784
