step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,sign_match_mean,sign_clone_frac,eval_loss
0,A_w100_T100_std_lr0.01_s0,0.32,0.0151515,0.31,7.69093,5.12964,0.503061,0,2.80461
0,A_w100_T100_std_lr0.01_s1,0.17,0.0165657,0.15,8.24644,4.95226,0.499242,0.00020202,2.84855
0,A_w100_T100_std_lr0.01_s2,0.22,0.00484848,0.2,9.63781,5.10643,0.500697,0,3.23084
0,A_w100_T100_std_lr0.01_s3,0.21,0.0294949,0.2,6.99436,4.95666,0.498909,0,2.59769
0,A_w100_T100_std_lr0.01_s4,0.32,0.0224242,0.26,6.81085,5.08835,0.499222,0,20.8215
0,A_w100_T100_centered_lr0.01_s0,0.19,0.00464646,0.17,10.2199,5.23663,0.500061,0,2.0299
0,A_w100_T100_centered_lr0.01_s1,0.23,0.0206061,0.22,7.53028,4.79982,0.498525,0,9.20478
0,A_w100_T100_centered_lr0.01_s2,0.32,0.0165657,0.3,7.48113,4.72463,0.500606,0,3.22008
0,A_w100_T100_centered_lr0.01_s3,0.22,0.0244444,0.21,6.71182,4.95003,0.502192,0,4.73953
0,A_w100_T100_centered_lr0.01_s4,0.24,0.00666667,0.2,9.95,5.37282,0.498909,0,4.79702
0,A_w100_T1000_std_lr0.01_s0,0.27,0.00828283,0.26,9.10328,4.6801,0.498485,0,2.18236
0,A_w100_T1000_std_lr0.01_s1,0.23,0.0179798,0.17,7.50204,5.12556,0.500697,0,1.44629
0,A_w100_T1000_std_lr0.01_s2,0.26,0.00767677,0.24,9.0166,5.15415,0.499414,0,2.76263
0,A_w100_T1000_std_lr0.01_s3,0.21,0.0214141,0.15,7.78695,5.09179,0.504273,0,5.11699
0,A_w100_T1000_std_lr0.01_s4,0.28,0.00909091,0.23,8.73094,5.03524,0.498808,0,2.40615
0,A_w100_T1000_centered_lr0.01_s0,0.25,0.0131313,0.22,8.19563,5.17499,0.497071,0,1.14633
0,A_w100_T1000_centered_lr0.01_s1,0.28,0.00888889,0.26,8.1939,5.13328,0.500646,0,3.90355
0,A_w100_T1000_centered_lr0.01_s2,0.24,0.0252525,0.23,7.63566,5.29274,0.500818,0,2.5617
0,A_w100_T1000_centered_lr0.01_s3,0.32,0.00747475,0.26,8.74872,5.15295,0.497838,0,1.60926
0,A_w100_T1000_centered_lr0.01_s4,0.22,0.0272727,0.2,6.7693,5.0687,0.500071,0,13.9067
0,A_w100_T10000_std_lr0.01_s0,0.34,0.0234343,0.31,6.32234,4.97424,0.500616,0,2.52145
0,A_w100_T10000_std_lr0.01_s1,0.22,0.0183838,0.21,7.55913,4.9903,0.498909,0,1.35034
0,A_w100_T10000_std_lr0.01_s2,0.3,0.0121212,0.24,7.64967,4.94267,0.498343,0,1.9837
0,A_w100_T10000_std_lr0.01_s3,0.25,0.0115152,0.24,9.30951,5.10094,0.498343,0,2.00408
0,A_w100_T10000_std_lr0.01_s4,0.25,0.00727273,0.22,9.11384,5.19915,0.499081,0,0.999763
0,A_w100_T10000_centered_lr0.01_s0,0.33,0.0145455,0.3,7.42014,4.99742,0.499202,0,2.43458
0,A_w100_T10000_centered_lr0.01_s1,0.23,0.0115152,0.21,8.70449,5.29866,0.502717,0,2.49754
0,A_w100_T10000_centered_lr0.01_s2,0.36,0.0137374,0.34,7.20104,5.05555,0.500808,0,9.97465
0,A_w100_T10000_centered_lr0.01_s3,0.26,0.00464646,0.24,9.96339,4.94972,0.498232,0,4.29701
0,A_w100_T10000_centered_lr0.01_s4,0.29,0.00585859,0.27,9.56639,5.44307,0.499697,0,4.86563
0,A_w100_T100000_std_lr0.01_s0,0.27,0.0191919,0.26,7.7012,5.485,0.499091,0,2.17898
0,A_w100_T100000_std_lr0.01_s1,0.28,0.0163636,0.26,6.59847,5.23571,0.500232,0,8.76526
0,A_w100_T100000_std_lr0.01_s2,0.22,0.0151515,0.21,8.04932,5.10305,0.498838,0,1.93198
0,A_w100_T100000_std_lr0.01_s3,0.31,0.0294949,0.3,6.16186,4.85301,0.500596,0,4.01695
0,A_w100_T100000_std_lr0.01_s4,0.28,0.0171717,0.22,7.2558,4.86723,0.498061,0,1.2396
0,A_w100_T100000_centered_lr0.01_s0,0.26,0.0222222,0.26,7.0159,4.83117,0.499061,0,5.44043
0,A_w100_T100000_centered_lr0.01_s1,0.26,0.0193939,0.23,7.08112,5.08745,0.502242,0.00020202,4.25496
0,A_w100_T100000_centered_lr0.01_s2,0.28,0.0105051,0.22,7.89167,5.18014,0.498566,0,2.68556
0,A_w100_T100000_centered_lr0.01_s3,0.25,0.0139394,0.24,7.73046,4.79922,0.498152,0,1.5551
0,A_w100_T100000_centered_lr0.01_s4,0.24,0.0254545,0.23,6.99983,4.86275,0.498293,0,1.98027
0,A_w100_T10000_std_lr0.003_s0,0.33,0.00585859,0.3,8.59628,5.33963,0.50101,0,8.77651
0,A_w100_T10000_std_lr0.003_s1,0.2,0.0125253,0.18,8.01224,5.33935,0.49997,0,2.28867
0,A_w100_T10000_std_lr0.003_s2,0.24,0.0343434,0.19,6.60278,4.99359,0.502434,0.00020202,2.1195
0,A_w100_T10000_std_lr0.003_s3,0.25,0.00666667,0.23,9.90809,5.44617,0.500576,0,1.78887
0,A_w100_T10000_std_lr0.003_s4,0.27,0.0145455,0.25,7.55805,5.05001,0.500212,0,7.89551
0,A_w100_T10000_std_lr0.001_s0,0.36,0.0127273,0.35,6.81434,5.24368,0.499737,0,4.28436
0,A_w100_T10000_std_lr0.001_s1,0.33,0.0163636,0.32,7.49488,5.10198,0.500485,0,1.96284
0,A_w100_T10000_std_lr0.001_s2,0.27,0.0169697,0.25,7.18073,5.04944,0.499222,0,1.46816
0,A_w100_T10000_std_lr0.001_s3,0.23,0.0179798,0.21,7.51186,4.73776,0.499717,0,1.54819
0,A_w100_T10000_std_lr0.001_s4,0.22,0.0187879,0.2,7.61326,5.07943,0.498687,0,3.66428
10000,A_w100_T100_std_lr0.01_s0,0.58,0.00020202,0.5,14.7367,3.54985,0.522727,0,1.92661
10000,A_w100_T100_std_lr0.01_s1,0.74,0.00040404,0.73,13.1471,4.73152,0.509434,0,1.38972
10000,A_w100_T100_std_lr0.01_s2,0.63,0,0.58,13.6071,5.01173,0.517747,0,0.778986
10000,A_w100_T100_std_lr0.01_s3,0.71,0.00020202,0.66,11.8601,3.87798,0.50899,0,0.426743
10000,A_w100_T100_std_lr0.01_s4,0.73,0.00020202,0.7,11.5444,4.7163,0.508768,0,1.04025
10000,A_w100_T100_centered_lr0.01_s0,0.05,0.000606061,0.02,18.446,6.95015,0.499899,0,0.422242
10000,A_w100_T100_centered_lr0.01_s1,0.08,0.0010101,0.05,18.7002,7.55208,0.496919,0,0.82971
10000,A_w100_T100_centered_lr0.01_s2,0,0.000808081,0,18.5444,6.95078,0.500232,0,0.376284
10000,A_w100_T100_centered_lr0.01_s3,0.04,0.0010101,0.01,19.3946,6.88092,0.500808,0,0.366662
10000,A_w100_T100_centered_lr0.01_s4,0.02,0.00020202,0.01,18.8557,6.77625,0.498071,0,0.43164
10000,A_w100_T1000_std_lr0.01_s0,0.51,0.000808081,0.46,15.8755,6.25919,0.504343,0,0.121391
10000,A_w100_T1000_std_lr0.01_s1,0.5,0.00161616,0.49,14.9831,4.63493,0.502222,0,0.144668
10000,A_w100_T1000_std_lr0.01_s2,0.51,0.0010101,0.47,15.2318,5.4741,0.503131,0,0.193363
10000,A_w100_T1000_std_lr0.01_s3,0.62,0.00121212,0.6,14.8676,5.46607,0.504061,0,0.345607
10000,A_w100_T1000_std_lr0.01_s4,0.51,0.00121212,0.44,16.133,6.07009,0.504303,0,0.118954
10000,A_w100_T1000_centered_lr0.01_s0,0.07,0.00262626,0.04,18.3048,6.76798,0.496727,0,0.077816
10000,A_w100_T1000_centered_lr0.01_s1,0,0.000808081,0,18.8723,7.29807,0.501172,0,0.0637882
10000,A_w100_T1000_centered_lr0.01_s2,0.01,0.00121212,0,18.8195,7.04561,0.500869,0,0.138703
10000,A_w100_T1000_centered_lr0.01_s3,0.01,0.00161616,0.01,19.3912,7.91645,0.498293,0,0.164963
10000,A_w100_T1000_centered_lr0.01_s4,0.05,0.00262626,0.01,19.4167,7.01419,0.49905,0,0.171267
10000,A_w100_T10000_std_lr0.01_s0,0.35,0.00121212,0.34,16.6704,6.48837,0.500667,0,0.00123832
10000,A_w100_T10000_std_lr0.01_s1,0.24,0.00222222,0.24,15.3254,5.85353,0.497737,0,0.000913751
10000,A_w100_T10000_std_lr0.01_s2,0.29,0.0020202,0.27,12.7402,5.55224,0.498687,0,0.00116053
10000,A_w100_T10000_std_lr0.01_s3,0.27,0.00363636,0.27,15.7809,5.85185,0.499626,0,6.25816e-05
10000,A_w100_T10000_std_lr0.01_s4,0.33,0.00141414,0.3,17.0697,6.36768,0.499949,0.00020202,0.000137474
10000,A_w100_T10000_centered_lr0.01_s0,0,0.0040404,0,17.789,6.92465,0.499444,0,0.0124187
10000,A_w100_T10000_centered_lr0.01_s1,0,0.00363636,0,18.1361,7.43019,0.501545,0,0.0033424
10000,A_w100_T10000_centered_lr0.01_s2,0,0.00484848,0,17.8384,6.8383,0.499677,0,0.00324101
10000,A_w100_T10000_centered_lr0.01_s3,0,0.00464646,0,18.2079,7.09418,0.49802,0,0.00250571
10000,A_w100_T10000_centered_lr0.01_s4,0,0.00505051,0,18.0489,6.96595,0.499101,0,0.00170918
10000,A_w100_T100000_std_lr0.01_s0,0.28,0.00141414,0.28,14.4958,5.80224,0.499556,0,0.000408007
10000,A_w100_T100000_std_lr0.01_s1,0.36,0.00181818,0.34,15.8078,6.24245,0.500717,0,0.000951897
10000,A_w100_T100000_std_lr0.01_s2,0.25,0.00282828,0.24,15.0487,5.73059,0.498788,0,0.000265149
10000,A_w100_T100000_std_lr0.01_s3,0.36,0.00222222,0.35,17.3863,6.13667,0.502313,0,0.00245723
10000,A_w100_T100000_std_lr0.01_s4,0.32,0.00262626,0.28,12.1808,5.41701,0.499333,0,0.00153241
10000,A_w100_T100000_centered_lr0.01_s0,0,0.00424242,0,18.3456,7.43643,0.499384,0,0.00171576
10000,A_w100_T100000_centered_lr0.01_s1,0,0.00282828,0,18.6014,7.37353,0.501626,0,0.000632271
10000,A_w100_T100000_centered_lr0.01_s2,0,0.0040404,0,18.4122,7.29696,0.498828,0,0.00197837
10000,A_w100_T100000_centered_lr0.01_s3,0,0.00484848,0,18.0208,6.66245,0.497818,0,0.00159752
10000,A_w100_T100000_centered_lr0.01_s4,0,0.00484848,0,19.2303,7.27781,0.498596,0,0.00373573
10000,A_w100_T10000_std_lr0.003_s0,0.35,0.00282828,0.33,11.6511,5.80133,0.500616,0,0.0581112
10000,A_w100_T10000_std_lr0.003_s1,0.21,0.00363636,0.21,12.6796,5.82683,0.499424,0,0.159489
10000,A_w100_T10000_std_lr0.003_s2,0.26,0.00282828,0.23,13.1332,5.64572,0.50097,0,0.0825014
10000,A_w100_T10000_std_lr0.003_s3,0.3,0.0020202,0.27,14.274,6.13233,0.501475,0,0.0971611
10000,A_w100_T10000_std_lr0.003_s4,0.29,0.00363636,0.27,11.0597,5.62466,0.499475,0,0.0974216
10000,A_w100_T10000_std_lr0.001_s0,0.35,0.010101,0.35,7.85064,5.41344,0.499576,0,0.207102
10000,A_w100_T10000_std_lr0.001_s1,0.35,0.0131313,0.35,8.16312,5.34015,0.500596,0,0.275195
10000,A_w100_T10000_std_lr0.001_s2,0.29,0.0137374,0.27,8.14253,5.25112,0.499626,0,0.182198
10000,A_w100_T10000_std_lr0.001_s3,0.24,0.0133333,0.23,8.58394,4.98617,0.499687,0,0.366072
10000,A_w100_T10000_std_lr0.001_s4,0.25,0.0119192,0.22,8.80046,5.28981,0.49904,0,0.3218
20000,A_w100_T100_std_lr0.01_s0,0.71,0,0.69,14.5551,4.66107,0.525808,0,1.2221
20000,A_w100_T100_std_lr0.01_s1,0.8,0.000606061,0.72,12.7144,4.8707,0.514798,0,0.620876
20000,A_w100_T100_std_lr0.01_s2,0.79,0,0.74,12.9545,4.96776,0.51999,0,0.662695
20000,A_w100_T100_std_lr0.01_s3,0.67,0.00020202,0.63,14.0419,5.24285,0.521859,0,0.906192
20000,A_w100_T100_std_lr0.01_s4,0.92,0.00020202,0.92,3.9096,2.58188,0.521646,0,0.897829
20000,A_w100_T100_centered_lr0.01_s0,0.11,0.000808081,0.05,20.272,7.37917,0.501394,0,0.295499
20000,A_w100_T100_centered_lr0.01_s1,0.12,0.000606061,0.07,19.6996,7.59313,0.496828,0,0.606249
20000,A_w100_T100_centered_lr0.01_s2,0.14,0.000808081,0.08,19.4471,6.23123,0.500798,0,0.563344
20000,A_w100_T100_centered_lr0.01_s3,0.1,0.00020202,0.06,18.3249,6.56434,0.501071,0,0.536826
20000,A_w100_T100_centered_lr0.01_s4,0.1,0.00121212,0.05,16.9325,6.00254,0.49798,0,0.662444
20000,A_w100_T1000_std_lr0.01_s0,0.68,0.0010101,0.61,13.3943,3.48704,0.509636,0,0.626996
20000,A_w100_T1000_std_lr0.01_s1,0.53,0.000606061,0.52,16.5303,5.01325,0.509121,0,0.164396
20000,A_w100_T1000_std_lr0.01_s2,0.58,0.000606061,0.51,15.8017,5.67665,0.507495,0,0.0245131
20000,A_w100_T1000_std_lr0.01_s3,0.73,0.0010101,0.66,12.4427,4.07837,0.511535,0,0.142427
20000,A_w100_T1000_std_lr0.01_s4,0.52,0.00040404,0.5,16.7618,5.94958,0.511505,0,0.194961
20000,A_w100_T1000_centered_lr0.01_s0,0.1,0.00121212,0.06,18.3901,6.85395,0.49698,0,0.0578909
20000,A_w100_T1000_centered_lr0.01_s1,0.04,0.000808081,0.02,18.6126,6.85209,0.500687,0,0.0764521
20000,A_w100_T1000_centered_lr0.01_s2,0.05,0.00161616,0,18.0746,6.52667,0.499778,0,0.061169
20000,A_w100_T1000_centered_lr0.01_s3,0.1,0.000808081,0.05,18.6554,7.03445,0.498535,0,0.0815906
20000,A_w100_T1000_centered_lr0.01_s4,0.05,0.00161616,0.02,18.5839,6.95705,0.499111,0,0.0119754
20000,A_w100_T10000_std_lr0.01_s0,0.43,0.00161616,0.42,14.8883,5.26872,0.502495,0,0.000109409
20000,A_w100_T10000_std_lr0.01_s1,0.33,0.0010101,0.32,16.1403,6.1994,0.49905,0,2.49974e-05
20000,A_w100_T10000_std_lr0.01_s2,0.34,0.00141414,0.33,16.0533,5.99496,0.499606,0,0.00041236
20000,A_w100_T10000_std_lr0.01_s3,0.26,0.00141414,0.21,14.9401,5.90072,0.501414,0,7.12218e-06
20000,A_w100_T10000_std_lr0.01_s4,0.24,0.00141414,0.72,16.2361,6.41425,0.500343,0.00020202,2.60701e-11
20000,A_w100_T10000_centered_lr0.01_s0,0,0.00222222,0,17.1187,5.70224,0.499101,0,0.00455578
20000,A_w100_T10000_centered_lr0.01_s1,0,0.00262626,0,17.8727,6.95359,0.502434,0,0.00104153
20000,A_w100_T10000_centered_lr0.01_s2,0,0.00222222,0,18.4145,7.02557,0.499556,0,0.00216264
20000,A_w100_T10000_centered_lr0.01_s3,0,0.00262626,0,18.0538,6.88187,0.498141,0,0.00346104
20000,A_w100_T10000_centered_lr0.01_s4,0.01,0.00343434,0,17.0933,6.31683,0.498788,0,0.00441965
20000,A_w100_T100000_std_lr0.01_s0,0.29,0.00161616,0.32,14.4921,5.79318,0.499465,0,1.50815e-07
20000,A_w100_T100000_std_lr0.01_s1,0.35,0.00181818,0.37,15.8432,6.24358,0.500818,0,3.9417e-08
20000,A_w100_T100000_std_lr0.01_s2,0.25,0.0030303,0.27,15.0564,5.72915,0.498919,0,1.77459e-08
20000,A_w100_T100000_std_lr0.01_s3,0.36,0.00222222,0.4,17.4066,6.12807,0.502313,0,3.69314e-09
20000,A_w100_T100000_std_lr0.01_s4,0.31,0.00242424,0.29,12.3331,5.4551,0.499465,0,9.75233e-06
20000,A_w100_T100000_centered_lr0.01_s0,0,0.00424242,0,18.2429,7.36028,0.499384,0,0.00365741
20000,A_w100_T100000_centered_lr0.01_s1,0,0.00282828,0,18.6825,7.46703,0.501616,0,0.00140155
20000,A_w100_T100000_centered_lr0.01_s2,0,0.0040404,0,18.42,7.26442,0.498727,0,0.00285022
20000,A_w100_T100000_centered_lr0.01_s3,0,0.00424242,0,18.1515,6.78245,0.497798,0,0.00299476
20000,A_w100_T100000_centered_lr0.01_s4,0,0.00424242,0,19.2893,7.30786,0.498596,0,0.00178712
20000,A_w100_T10000_std_lr0.003_s0,0.37,0.00161616,0.36,11.6728,5.40018,0.502333,0,0.0449917
20000,A_w100_T10000_std_lr0.003_s1,0.22,0.0040404,0.21,12.2932,5.82884,0.499121,0,0.00119028
20000,A_w100_T10000_std_lr0.003_s2,0.23,0.0020202,0.21,15.0972,6.10088,0.50096,0,0.00480564
20000,A_w100_T10000_std_lr0.003_s3,0.28,0.00242424,0.26,14.9656,5.69602,0.500818,0,0.00493107
20000,A_w100_T10000_std_lr0.003_s4,0.32,0.00282828,0.31,11.9451,5.76338,0.499465,0,0.0477466
20000,A_w100_T10000_std_lr0.001_s0,0.35,0.0105051,0.33,8.07595,5.40476,0.500071,0,0.107824
20000,A_w100_T10000_std_lr0.001_s1,0.29,0.00626263,0.27,9.73755,5.30305,0.500788,0,0.437265
20000,A_w100_T10000_std_lr0.001_s2,0.27,0.0123232,0.25,8.14721,5.02807,0.499283,0,0.159592
20000,A_w100_T10000_std_lr0.001_s3,0.23,0.0109091,0.21,9.12294,4.84135,0.499404,0,0.0935156
20000,A_w100_T10000_std_lr0.001_s4,0.23,0.010303,0.21,9.47829,5.11299,0.498293,0,0.353233
30000,A_w100_T100_std_lr0.01_s0,0.83,0.00020202,0.76,10.9967,4.8049,0.534414,0,0.499849
30000,A_w100_T100_std_lr0.01_s1,0.73,0.00040404,0.67,11.3251,2.5014,0.522808,0,0.922488
30000,A_w100_T100_std_lr0.01_s2,0.81,0.00020202,0.78,11.0306,4.23939,0.522515,0,0.858118
30000,A_w100_T100_std_lr0.01_s3,0.78,0,0.73,10.803,3.83601,0.532131,0,0.671376
30000,A_w100_T100_std_lr0.01_s4,0.83,0.00020202,0.82,9.5892,3.36096,0.525818,0,0.792124
30000,A_w100_T100_centered_lr0.01_s0,0.17,0.00040404,0.13,20.0061,7.32889,0.502838,0,0.506337
30000,A_w100_T100_centered_lr0.01_s1,0.21,0.00040404,0.16,19.9902,7.05832,0.496677,0,0.334213
30000,A_w100_T100_centered_lr0.01_s2,0.15,0.00020202,0.1,19.0822,6.22127,0.500404,0,0.332544
30000,A_w100_T100_centered_lr0.01_s3,0.1,0.0010101,0.04,20.2847,7.50986,0.500748,0,0.296939
30000,A_w100_T100_centered_lr0.01_s4,0.14,0.0010101,0.07,18.818,6.77825,0.500404,0,0.586097
30000,A_w100_T1000_std_lr0.01_s0,0.88,0,0.85,7.65847,2.63553,0.522717,0,0.819051
30000,A_w100_T1000_std_lr0.01_s1,0.49,0.00121212,0.44,16.8009,6.25656,0.51302,0,0.0118302
30000,A_w100_T1000_std_lr0.01_s2,0.83,0,0.83,10.0006,3.82303,0.518121,0,0.572752
30000,A_w100_T1000_std_lr0.01_s3,0.76,0.00020202,0.73,12.1583,3.49489,0.520869,0,0.10118
30000,A_w100_T1000_std_lr0.01_s4,0.71,0.0010101,0.6,16.6608,5.34925,0.519657,0,1.14725
30000,A_w100_T1000_centered_lr0.01_s0,0.1,0.0010101,0.08,19.5157,7.32854,0.497151,0,0.0784018
30000,A_w100_T1000_centered_lr0.01_s1,0.12,0.00121212,0.03,17.5559,6.35741,0.500424,0,0.0619045
30000,A_w100_T1000_centered_lr0.01_s2,0.14,0.00121212,0.1,19.0738,6.98839,0.499848,0,0.167586
30000,A_w100_T1000_centered_lr0.01_s3,0.1,0.00181818,0.06,17.9018,5.94105,0.498455,0,0.06037
