act,reg,lam,lr,seed,task,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,reg_loss,pen_l2_total,pen_l2init_total,pen_shell_total
R,l2init,0.001,0.001,8,1,0.95524375,1,1,0.01999999955,0.01999999955,-0.1240239814,0.7834511399,-0.7088147998,0.4333333373,62.67194175,0,0,0.7021473646,0.4247651994,0.05273394659,0.9641666412,34.3781762,1.38371706,1.048587441,2.747079134,0.2389942186,0.3529514419,0.2389942186,0.1194327193
R,l2init,0.001,0.001,8,2,0.9572020833,0.9474999905,0.9474999905,0.200000003,0.200000003,-0.6590089798,0.8793920279,-3.260559082,0.2191666663,56.48792487,0,0,0.4239815176,0.3755009472,-0.410069555,0.8733333349,41.52069774,1.432448149,1.103453159,2.895821333,0.2912657152,0.4057479383,0.2912657152,0.1501233186
R,l2init,0.001,0.001,8,3,0.9599541667,1,1,0.03999999911,0.03999999911,-0.3134776354,0.7307173014,-1.519520521,0.2808333337,48.23081464,0,0,0.725440383,0.369904995,0.2955708206,0.9825000167,28.72406154,1.303860664,1.071867704,2.867871761,0.2441751243,0.3559982042,0.2441751243,0.1230406561
R,l2init,0.001,0.001,8,4,0.9612166667,1,1,0,0,-0.2913600802,0.7467919588,-0.7221297026,0.3208333254,51.72857103,0,0,0.7069488764,0.3729772568,-0.3026141524,0.9816666842,30.31393832,1.272209644,1.037226558,2.887432098,0.2368315971,0.3480124097,0.2368315971,0.1184028581
R,l2init,0.001,0.001,8,5,0.95695,0.8675000072,0.8675000072,0.150000006,0.150000006,-0.6314866543,0.837264061,-2.57275176,0.2058333308,58.55996248,0,0,0.1860110164,0.3644100428,-0.3802978992,0.6783333421,52.25404912,1.393475056,1.101866126,2.902960539,0.2831575509,0.3939557907,0.2831575509,0.14358325
R,l2init,0.001,0.001,8,6,0.9603041667,0.8866666555,0.8866666555,0.1700000018,0.1700000018,-0.613699317,0.869905293,-3.337201357,0.2133333385,59.49442633,0,0,0.2500495613,0.3530526459,-0.01464932878,0.7658333182,48.95928245,1.395841122,1.097186804,2.942161322,0.2859647893,0.3980264107,0.2859647893,0.145998564
R,l2init,0.001,0.001,8,7,0.9574583333,1,1,0.02999999933,0.02999999933,-0.3151261806,0.7409920096,-1.122928977,0.3208333254,50.72028176,0,0,0.6907554269,0.3558062315,0.265350759,0.9841666818,29.99453208,1.281844258,1.05261445,2.892683744,0.2420789657,0.3521788009,0.2420789657,0.1209236484
R,l2init,0.001,0.001,8,8,0.9557770833,1,1,0.02999999933,0.02999999933,-0.2928334475,0.7424598932,-0.9843147993,0.3249999881,49.39837529,0,0,0.7242370844,0.3768429756,-0.5157569647,0.9808333516,29.66257422,1.314150095,1.035076618,2.829809189,0.2414424667,0.3498870189,0.2414424667,0.11913306
R,l2init,0.001,0.001,8,9,0.9594895833,1,1,0.02999999933,0.02999999933,-0.3225883245,0.7225549221,-1.091926932,0.3041666746,47.91488908,0,0,0.6927834749,0.3802511692,0.3563358188,0.9800000191,29.3395315,1.228052735,1.072139859,2.872601986,0.2365442375,0.3460197015,0.2365442375,0.1175687869
R,l2init,0.001,0.001,8,10,0.9589375,1,1,0.009999999776,0.009999999776,-0.298453629,0.7225608826,-0.8990060687,0.2949999869,51.32325829,0,0,0.6897517443,0.368396461,0.1383550018,0.9791666865,30.41739408,1.214148045,1.035376787,2.911244869,0.2388770144,0.3497162321,0.2388770144,0.1197213136
R,l2init,0.001,0.001,8,11,0.9570208333,0.9691666961,0.9691666961,0.03999999911,0.03999999911,-0.3883675933,0.7505539656,-1.05586946,0.2533333302,50.10220412,0,0,0.5871763229,0.3558143377,0.1655208766,0.9574999809,32.69641835,1.282963276,1.056943774,2.905988932,0.2463368052,0.3571813974,0.2463368052,0.1238399727
R,l2init,0.001,0.001,8,12,0.96130625,1,1,0.02999999933,0.02999999933,-0.3375017643,0.7158757448,-0.8040912747,0.2908333242,49.43558549,0,0,0.6869394183,0.3698482215,0.303648293,0.9808333516,28.99371295,1.245348573,1.038341284,2.882182837,0.2387030309,0.3485374731,0.2387030309,0.1191758645
R,l2init,0.001,0.001,8,13,0.96068125,1,1,0.02999999933,0.02999999933,-0.3303815126,0.7894388437,-1.549825549,0.2849999964,50.72491226,0,0,0.7267228961,0.3831346035,-0.1160303503,0.9825000167,29.45750413,1.346200824,1.064771771,2.893108845,0.2500488625,0.3593804417,0.2500488625,0.1245375398
R,l2init,0.001,0.001,8,14,0.9469791667,1,1,0.009999999776,0.009999999776,-0.2775255442,0.755184114,-0.808003664,0.3449999988,51.34683325,0,0,0.7412442565,0.3799708784,-0.5490637422,0.9816666842,29.96386046,1.33234489,1.027240992,2.847749949,0.2395648578,0.3491511669,0.2395648578,0.1186352017
R,l2init,0.001,0.001,8,15,0.9617208333,1,1,0.05000000075,0.05000000075,-0.3455182016,0.7416266203,-0.8992195725,0.2924999893,49.05756106,0,0,0.7061145306,0.3892698586,-0.1944044679,0.9775000215,30.10792402,1.33819437,1.041261196,2.841119766,0.2555315138,0.3652479338,0.2555315138,0.1274180382
