act,arm,lam,lr,seed,task,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,reg_loss,wt_q10_l1,wt_med_l1,wt_q90_l1,wt_max_l1,wt_ratio0_med_l1,rowmean_abs_med_l1,b_med_l1,exceed_t1_frac_l1,exceed_2x0_frac_l1,bind_frac_l1,proj_rows_l1,proj_removed_l1,wt_q10_l2,wt_med_l2,wt_q90_l2,wt_max_l2,wt_ratio0_med_l2,rowmean_abs_med_l2,b_med_l2,exceed_t1_frac_l2,exceed_2x0_frac_l2,bind_frac_l2,proj_rows_l2,proj_removed_l2
R,l2,0.001,0.001,3,1,0.9493854167,1,1,0.2300000042,0.2300000042,-0.001789400005,0.7989817858,-0.5941311121,0.3925000131,46.60327247,0.1800000072,0.1800000072,0.7566071153,0.4200063944,-0.09010390937,0.9691666961,14.16594098,1.292879939,0.9743373394,2.723871946,0.3017215587,0.0001732922807,1.293997635,1.67708838,1.884821721,2.254552715,0.000965844079,-1.510744642e-05,0,0.56,nan,nan,nan,7.63847069e-05,0.9742850685,1.170623685,1.339101478,1.699224285,0.007964034311,0.03568396717,0,0.12,nan,nan,nan
R,l2,0.001,0.001,3,2,0.952675,1,1,0.3100000024,0.3100000024,-0.1425510198,0.7791728973,-0.8471754789,0.3216666579,52.97102858,0.1400000006,0.1400000006,0.4510388672,0.3200491965,-0.001352541265,0.9391666651,16.94514572,1.226887703,0.861636579,2.787354946,0.292736017,0.000186086926,1.229119233,1.657195855,1.926179502,2.133700415,0.0009551096269,-7.337775969e-06,0.48,0.56,nan,nan,nan,8.131305568e-05,0.859002486,1.257322286,1.556467846,1.471422088,0.01082962634,0.07294443995,0.48,0.19,nan,nan,nan
R,l2,0.001,0.001,3,3,0.95668125,1,1,0.2800000012,0.2800000012,-0.2357741296,0.7920860052,-1.451136827,0.2599999905,51.30091584,0.1299999952,0.1299999952,0.3529087901,0.3294516504,-0.007684024051,0.8949999809,17.30530383,1.318878293,0.9333308935,2.855488777,0.3140268154,0.0001875321455,1.332876044,1.750428569,1.969921152,2.258820862,0.0009565481437,-7.126538549e-05,0.46,0.56,nan,nan,nan,8.738918546e-05,0.918457211,1.344944711,1.751728417,1.585901321,0.008649113208,0.09013797715,0.47,0.26,nan,nan,nan
R,l2,0.001,0.001,3,4,0.9498020833,1,1,0.2300000042,0.2300000042,-0.08533029258,0.7016112804,-0.9883407354,0.2566666603,48.13501342,0.05999999866,0.05999999866,0.3483717442,0.2882133424,-3.48147405e-05,0.9083333611,16.37350834,1.12587142,0.8668023944,2.866708755,0.2985097018,0.000187913537,1.148754107,1.702918375,2.082949438,1.978072057,0.0004648271842,-4.316621698e-06,0.42,0.49,nan,nan,nan,0.0001767686928,0.8670995315,1.300991646,1.725396424,1.496715135,0.008681907472,0.1029971428,0.54,0.21,nan,nan,nan
R,l2,0.001,0.001,3,5,0.9405645833,1,1,0.2899999917,0.2899999917,-0.1110157147,0.7326958179,-0.7661657333,0.276666671,49.22247673,0.05999999866,0.05999999866,0.3246964216,0.3016568422,-0.003530780552,0.8874999881,17.42178192,1.132766366,0.8490327597,2.853427649,0.2905242066,0.0002115686423,1.1539237,1.701099516,1.998375202,1.980470033,0.0005472608476,-9.136056906e-05,0.45,0.5,nan,nan,nan,0.0001196013052,0.8614936606,1.314199141,1.618218938,1.511374682,0.00845565688,0.0692862384,0.52,0.2,nan,nan,nan
R,l2,0.001,0.001,3,6,0.9403145833,1,1,0.2599999905,0.2599999905,-0.1146441624,0.7665607929,-0.6960898042,0.2775000036,48.13867618,0.09000000358,0.09000000358,0.3577726185,0.3121514022,-0.002233659383,0.8883333206,15.8558923,1.112941027,0.8679976463,2.81464386,0.2905822462,0.0001913907913,1.113242361,1.770247044,2.053466084,1.899402396,0.001019833253,-3.606820542e-06,0.43,0.48,nan,nan,nan,6.772430563e-05,0.8651053974,1.319477697,1.8306663,1.49168012,0.006563902483,0.05325603299,0.54,0.26,nan,nan,nan
R,l2,0.001,0.001,3,7,0.94726875,0.8525000215,0.8525000215,0.400000006,0.400000006,-0.2686669528,0.8070418835,-4.122738361,0.1083333343,46.09345352,0.1400000006,0.1400000006,0.2676493824,0.3135717511,-0.2249518633,0.8108333349,18.92890196,1.274783015,0.8861328959,2.873631716,0.3145272838,0.0002383616461,1.276007509,1.736915309,2.058543405,2.24191822,0.001334761263,-0.0001241608988,0.51,0.52,nan,nan,nan,0.001738614905,0.9047090712,1.370324264,1.763636346,1.578635145,0.00754230364,0.07485914603,0.58,0.26,nan,nan,nan
R,l2,0.001,0.001,3,8,0.9460895833,1,1,0.2899999917,0.2899999917,-0.173747018,0.728459537,-0.7580795288,0.25,47.37815662,0.0700000003,0.0700000003,0.3012841344,0.2825615406,-7.810945681e-05,0.8983333111,15.2360191,1.198960423,0.8421486616,2.855155468,0.2949894082,0.000198645882,1.218376132,1.729376056,2.000341642,2.09699704,0.0004640765764,-1.415654879e-05,0.49,0.52,nan,nan,nan,0.0001121327407,0.8444038862,1.315286716,1.655792475,1.487754968,0.006462412011,0.07568294182,0.55,0.29,nan,nan,nan
R,l2,0.001,0.001,3,9,0.9442354167,1,1,0.3300000131,0.3300000131,-0.05151354522,0.7485530376,-0.7544012666,0.2366666645,48.47827257,0.01999999955,0.01999999955,0.3436268568,0.2882836759,-0.0448246561,0.9108333588,15.11691313,1.156207681,0.8150172234,2.870036125,0.2944167043,0.0002038380268,1.15767149,1.674995664,2.097204832,1.998899794,0.0003411499906,-1.237741344e-05,0.39,0.5,nan,nan,nan,0.0001688292997,0.82204918,1.377752359,1.848995116,1.439671342,0.007364864384,0.08092336729,0.52,0.24,nan,nan,nan
R,l2,0.001,0.001,3,10,0.9456166667,1,1,0.2599999905,0.2599999905,-0.1607581526,0.6973042488,-1.231151104,0.2641666532,51.61187778,0.1199999973,0.1199999973,0.3049166501,0.2843266428,-9.937077266e-05,0.8974999785,14.79910214,1.134305596,0.8403468132,2.867335558,0.2921913137,0.0002485172936,1.140011382,1.650645265,1.851963903,1.969000494,0.0007710814474,-1.036198637e-05,0.45,0.49,nan,nan,nan,9.937652183e-05,0.8405220765,1.345680487,1.912669842,1.494700129,0.007261375602,0.07616588846,0.5,0.26,nan,nan,nan
