act,arm,lam,lr,seed,task,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,reg_loss,wt_q10_l1,wt_med_l1,wt_q90_l1,wt_max_l1,wt_ratio0_med_l1,rowmean_abs_med_l1,b_med_l1,exceed_t1_frac_l1,exceed_2x0_frac_l1,bind_frac_l1,proj_rows_l1,proj_removed_l1,wt_q10_l2,wt_med_l2,wt_q90_l2,wt_max_l2,wt_ratio0_med_l2,rowmean_abs_med_l2,b_med_l2,exceed_t1_frac_l2,exceed_2x0_frac_l2,bind_frac_l2,proj_rows_l2,proj_removed_l2,pen_wt_total,pen_rest_total
R,l2rest,0,0.001,2,1,0.9702854167,1,1,0.1199999973,0.1199999973,-0.4069237411,2.083069324,-4.834648609,0.4458333254,69.95516699,0,0,3.607506037,3.396367788,-0.9923544526,0.8633333445,36.83251086,5.593598843,3.598752737,0.5902273655,0.003566171033,0.7030936142,5.604731326,6.365153696,7.026541911,9.713890702,4.628437769e-06,0.0004236293462,0,0.88,nan,nan,nan,3.3475497,3.614138095,4.030947821,4.243301986,6.226028915,5.440701876e-05,0.0008291804406,0,1,nan,nan,nan,4.263398249,0.003566171033
R,l2rest,0,0.001,2,2,0.9640875,1,1,0.1599999964,0.1599999964,-3.116286755,3.823137522,-8.928697586,0.150000006,68.6342666,0,0,1.800919652,7.344727993,-3.400135994,0.6016666889,62.49377506,9.723760605,6.158548832,0.6086049676,0.003803023701,0.7030936142,9.727965852,10.90219204,12.23124362,16.69572005,2.440271601e-06,0.0002775480389,0.87,0.88,nan,nan,nan,5.633801827,6.164893297,7.002142601,7.676872746,10.76526497,9.072535904e-06,0.001067931706,1,1,nan,nan,nan,12.19834209,0.003803023701
R,l2rest,0,0.001,2,3,0.9641854167,1,1,0.1599999964,0.1599999964,-5.497627735,5.859011173,-14.4438839,0.1108333319,68.86191984,0,0,-1.108389735,13.49121571,-8.755830765,0.4658333361,75.30942876,13.32651997,8.165771484,0.731200099,0.005421344406,0.7030936142,13.33442879,15.32481048,17.7629901,22.97851701,1.958314897e-06,5.854628762e-05,0.87,0.88,nan,nan,nan,7.37365391,8.167658378,8.834192168,9.411654355,14.32321859,6.148321554e-06,0.0006921621389,1,1,nan,nan,nan,22.72968048,0.005421344406
R,l2rest,0,0.001,2,4,0.9535520833,0.9866666794,0.9866666794,0.1599999964,0.1599999964,-8.174749374,7.423481941,-16.85918617,0.07666666806,67.35287421,0,0,-4.958029747,17.10902596,-16.8576355,0.400000006,79.65489238,15.73902416,9.444186211,1.035759568,0.01160677431,0.7030936142,15.7459556,18.28112265,22.29702516,27.50665435,0.0001160590625,-0.00541702006,0.87,0.88,nan,nan,nan,8.912169443,9.460606053,10.4606643,11.75938498,16.72636818,0.0003486690059,-0.009256188758,1,1,nan,nan,nan,31.93280428,0.01160677431
R,l2rest,0,0.001,2,5,0.9417458333,1,1,0.1700000018,0.1700000018,-10.54956341,8.534126282,-21.6776619,0.06499999762,63.12064087,0,0,-8.71282196,22.0184803,-33.75656128,0.3516666591,80.74453806,17.54874802,10.58994293,1.084125876,0.01227872224,0.7030936142,17.60336655,20.41900831,26.42930661,30.25840329,5.001652741e-06,0.0004374353448,0.87,0.88,nan,nan,nan,9.551888607,10.60172701,11.87621117,13.89401565,18.49465005,9.671158623e-06,0.002080615261,1,1,nan,nan,nan,39.70073841,0.01227872224
R,l2rest,0,0.001,2,6,0.9155479167,0.9975000024,0.9975000024,0.1700000018,0.1700000018,-12.56736279,9.675388336,-24.07390213,0.05249999836,60.25009471,0,0,-16.25985527,28.23943329,-70.59052277,0.2949999869,81.61223901,19.08957291,11.85449409,1.374853849,0.01931515681,0.7030936142,19.18451006,22.6419128,31.76543589,33.19303399,2.255114776e-06,1.271222934e-40,0.87,0.88,nan,nan,nan,10.56427142,11.86969356,13.33240787,15.23526236,20.82952437,6.49983529e-06,0.0002682593331,1,1,nan,nan,nan,48.85883372,0.01931515681
R,l2rest,0,0.001,2,7,0.9006291667,0.9850000143,0.9850000143,0.1800000072,0.1800000072,-15.07472038,10.51350212,-30.49531555,0.03583333269,57.63983417,0,0,-21.35353851,32.74552917,-73.42373657,0.2725000083,82.74741985,20.32177925,12.88667107,1.529571056,0.02668558298,0.7030936142,20.41071191,24.24591136,36.81401814,35.60421268,5.256314125e-06,-2.221394378e-40,0.87,0.88,nan,nan,nan,11.46029448,12.89124892,14.7443024,17.65987096,22.50482157,3.577799536e-05,0.002138711861,1,1,nan,nan,nan,57.32327142,0.02668558298
R,l2rest,0,0.001,2,8,0.8561666667,0.9649999738,0.9649999738,0.1800000072,0.1800000072,-18.48045731,11.65586567,-30.49531555,0.03083333373,52.47459493,0,0,-32.30537796,38.49750137,-116.4835968,0.2199999988,81.81014662,21.59642601,13.98731327,1.879362226,0.03760352689,0.7030936142,21.59900704,25.83030181,39.96635942,37.97502167,6.393473494e-06,4.000216661e-41,0.87,0.88,nan,nan,nan,12.47097026,13.99700644,16.02624656,17.69078811,24.29891483,5.843789026e-05,-0.003283054219,1,1,nan,nan,nan,65.95247478,0.03760352689
R,l2rest,0,0.001,2,9,0.7421645833,0.8716666698,0.8716666698,0.1800000072,0.1800000072,-21.48933601,11.91389751,-34.94660187,0.01666666754,47.12090889,0,0,-37.40424728,37.54867935,-147.2210388,0.1766666621,79.53062157,22.50624847,15.0082016,2.06563139,0.04942848353,0.7030936142,22.52631328,27.0273844,43.41019881,39.34315324,2.872429516e-06,6.58820473e-41,0.87,0.88,nan,nan,nan,13.08173632,15.01369937,17.13405822,19.67166404,25.94129563,9.719842346e-06,-0.003720514709,1,1,nan,nan,nan,73.40805618,0.04942848353
R,l2rest,0,0.001,2,10,0.6529020833,0.7866666913,0.7866666913,0.200000003,0.200000003,-24.03302002,12.74274349,-39.6247673,0.01416666713,43.05857068,0,0,-40.08172989,39.68312073,-188.2723846,0.1108333319,77.04201941,23.43280983,15.64935207,2.148124218,0.04938083649,0.7030936142,23.45077545,28.64269268,45.53724806,40.58151459,5.302718744e-06,5.469898491e-41,0.87,0.88,nan,nan,nan,13.80869711,15.70774449,18.32575081,20.75948839,27.66023415,1.143629663e-05,-0.002468754654,1,1,nan,nan,nan,80.1914425,0.04938083649
R,l2rest,0,0.001,2,11,0.5522041667,0.6691666842,0.6691666842,0.2199999988,0.2199999988,-25.53805733,13.17612267,-41.82123566,0.007499999832,38.48958419,0,0,-48.43948746,43.89328766,-198.0738831,0.08166666329,75.40452378,23.84352493,16.53343773,2.094218254,0.04792689283,0.7030936142,23.96845541,29.63374838,50.16382068,41.33363575,3.017131367e-06,5.204842886e-41,0.87,0.88,nan,nan,nan,14.32292586,16.55235149,19.49655463,22.65356337,28.72099957,1.357009882e-05,-0.002363251057,1,1,nan,nan,nan,86.01377113,0.04792689283
R,l2rest,0,0.001,2,12,0.5121833333,0.6299999952,0.6299999952,0.2399999946,0.2399999946,-27.07659912,13.68819332,-47.90530777,0.006666666828,34.62898197,0,0,-54.84542465,47.21411133,-258.2110901,0.05916666612,73.81587494,24.16892052,17.22694969,2.051811695,0.04453658868,0.7030936142,24.24560135,29.79942085,53.45747951,42.52906762,1.417455029e-06,1.295675593e-40,0.87,0.88,nan,nan,nan,14.804643,17.22754469,19.81631429,25.87294002,29.95666717,5.213310942e-06,0.0009856926335,1,1,nan,nan,nan,91.2684482,0.04453658868
R,l2rest,0,0.001,2,13,0.4704395833,0.5616666675,0.5616666675,0.2700000107,0.2700000107,-29.22628593,13.86135769,-47.96246338,0.004999999888,32.66152991,0,0,-60.30356598,50.55812073,-294.2644348,0.05249999836,74.23003068,24.68126869,17.72418404,1.83156693,0.04030154726,0.7030936142,24.69104716,30.84711253,55.1108019,43.10204352,2.939924918e-06,8.452492207e-41,0.87,0.88,nan,nan,nan,15.40965261,17.72775048,20.54008519,27.3852932,30.90143647,1.635727007e-05,-0.002139757271,1,1,nan,nan,nan,95.93157629,0.04030154726
R,l2rest,0,0.001,2,14,0.4456375,0.5558333397,0.5558333397,0.3000000119,0.3000000119,-30.44349289,14.32102489,-48.06939316,0.003333333414,31.41931428,0,0,-68.73086548,55.72809601,-311.1038513,0.05166666582,73.35821643,24.88518524,18.10974312,1.802594423,0.03940939531,0.7030936142,24.91426336,31.47588949,59.60055369,43.43528812,1.584644915e-06,4.874837098e-41,0.87,0.88,nan,nan,nan,16.02997498,18.14961313,21.41728386,28.4512391,31.20978106,1.094500418e-05,3.86505053e-05,1,1,nan,nan,nan,101.3414331,0.03940939531
R,l2rest,0,0.001,2,15,0.433625,0.5333333611,0.5333333611,0.3199999928,0.3199999928,-30.47746658,14.13378239,-48.06939316,0.004999999888,32.19552498,0,0,-65.19284058,53.38634872,-292.1721191,0.04583333433,73.79937588,25.07498932,18.38173676,1.734185576,0.0362219113,0.7030936142,25.09168177,32.27051668,64.87018404,43.83331431,5.447692977e-07,7.905004897e-41,0.87,0.88,nan,nan,nan,16.32733789,18.39011114,21.4480299,30.31715117,31.8345618,4.184048157e-06,0.002115304931,1,1,nan,nan,nan,105.9415745,0.0362219113
