run_id,gname,ckpt,finite,n_alive,d,inter_abs_cos_Eg,inter_abs_cos_W,vcos_Eg_mean,vcos_W_mean,cos_self_median,cos_self_iqr_lo,cos_self_iqr_hi,cos_mu_absmean,exp_g,width_g,exp,width,period,enc,c,kappa,lr,batch,seed,git_hash
B_w100_K10000_c2.0_k4_lr0.003_s0,B_w100,0,True,100,21,0.794232964515686,0.17280453443527222,0.794232964515686,-0.0037860453594475985,0.2754412591457367,-0.2733916714787483,0.3580731377005577,0.846160888671875,B,100,B,100,10000,std,2.0,4,0.003,1,0,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k4_lr0.003_s1,B_w100,0,True,100,21,0.8009371757507324,0.17268571257591248,0.8009371757507324,0.0010750117944553494,0.2824302315711975,-0.2966599017381668,0.3761252835392952,0.8688338994979858,B,100,B,100,10000,std,2.0,4,0.003,1,1,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k4_lr0.003_s2,B_w100,0,True,100,21,0.8179768323898315,0.17750564217567444,0.8179768323898315,-0.0012781015830114484,0.2932439148426056,-0.30848145484924316,0.3741857558488846,0.8884607553482056,B,100,B,100,10000,std,2.0,4,0.003,1,2,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k4_lr0.003_s3,B_w100,0,True,100,21,0.8905220031738281,0.17553874850273132,0.8905220031738281,-0.001192201511003077,0.0925760269165039,-0.16352400928735733,0.29305051267147064,0.6282695531845093,B,100,B,100,10000,std,2.0,4,0.003,1,3,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k4_lr0.003_s4,B_w100,0,True,100,21,0.8312060832977295,0.172029048204422,0.8312060832977295,-0.0017496332293376327,0.26501864194869995,-0.2904983460903168,0.3278692662715912,0.849142849445343,B,100,B,100,10000,std,2.0,4,0.003,1,4,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k4_lr0.001_s0,B_w100,0,True,100,21,0.8044400811195374,0.1743296980857849,0.8044400811195374,-0.00015876558609306812,0.29217958450317383,-0.3214672580361366,0.36669816076755524,0.8715458512306213,B,100,B,100,10000,std,2.0,4,0.001,1,0,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k4_lr0.001_s1,B_w100,0,True,100,21,0.8974496722221375,0.17548376321792603,0.8974496722221375,-0.0009075350826606154,0.06557683646678925,-0.15139248967170715,0.2825232669711113,0.7071378231048584,B,100,B,100,10000,std,2.0,4,0.001,1,1,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k4_lr0.001_s2,B_w100,0,True,100,21,0.8716684579849243,0.17753107845783234,0.8716684579849243,0.004057996906340122,0.1388826221227646,-0.013647411251440644,0.22850673645734787,0.45947492122650146,B,100,B,100,10000,std,2.0,4,0.001,1,2,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k4_lr0.001_s3,B_w100,0,True,100,21,0.7747803926467896,0.17516957223415375,0.7747803926467896,0.00367566617205739,0.3253321051597595,-0.32410645484924316,0.40041112899780273,0.8570908308029175,B,100,B,100,10000,std,2.0,4,0.001,1,3,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k4_lr0.001_s4,B_w100,0,True,100,21,0.8986452221870422,0.17611870169639587,0.8986452221870422,0.0015527064679190516,0.0585143119096756,-0.17778341472148895,0.2785644307732582,0.5250352621078491,B,100,B,100,10000,std,2.0,4,0.001,1,4,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k16_lr0.003_s0,B_w100,0,True,100,21,0.6023069620132446,0.17881007492542267,0.5209582448005676,0.009070727042853832,0.22583535313606262,-0.29879575967788696,0.36049726605415344,0.6557751297950745,B,100,B,100,10000,std,2.0,16,0.003,1,0,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k16_lr0.003_s1,B_w100,0,True,100,21,0.8233445882797241,0.1744558960199356,0.8230433464050293,0.0005735015729442239,0.1061004102230072,-0.034754661843180656,0.22780157625675201,0.2420978546142578,B,100,B,100,10000,std,2.0,16,0.003,1,1,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k16_lr0.003_s2,B_w100,0,True,100,21,0.9377462267875671,0.17505763471126556,0.9377462267875671,0.0034326317254453897,0.09174118936061859,-0.08545982465147972,0.23935024440288544,0.22498784959316254,B,100,B,100,10000,std,2.0,16,0.003,1,2,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k16_lr0.003_s3,B_w100,0,True,100,21,0.6128377318382263,0.17840105295181274,0.5254255533218384,-0.0034140946809202433,0.2582399845123291,-0.31624773144721985,0.36486320197582245,0.6888766288757324,B,100,B,100,10000,std,2.0,16,0.003,1,3,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k16_lr0.003_s4,B_w100,0,True,100,21,0.9500344395637512,0.17741380631923676,0.9500344395637512,-0.0014617432607337832,0.046471595764160156,-0.12352201156318188,0.18381069600582123,0.18928098678588867,B,100,B,100,10000,std,2.0,16,0.003,1,4,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k16_lr0.001_s0,B_w100,0,True,100,21,0.648816704750061,0.17387960851192474,0.3227285146713257,0.0028373217210173607,0.1742054522037506,-0.2474106103181839,0.33924730867147446,0.4975459575653076,B,100,B,100,10000,std,2.0,16,0.001,1,0,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k16_lr0.001_s1,B_w100,0,True,100,21,0.6632052659988403,0.17817895114421844,0.6267976760864258,0.0019961909856647253,0.23210352659225464,-0.2651144117116928,0.3309079706668854,0.6337287425994873,B,100,B,100,10000,std,2.0,16,0.001,1,1,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k16_lr0.001_s2,B_w100,0,True,100,21,0.660657525062561,0.1751806139945984,0.5821681022644043,-0.00031780367135070264,0.11839861422777176,-0.2667521759867668,0.30597876757383347,0.5991565585136414,B,100,B,100,10000,std,2.0,16,0.001,1,2,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k16_lr0.001_s3,B_w100,0,True,100,21,0.5975344181060791,0.17513565719127655,0.49949583411216736,0.0003408017801120877,0.16048462688922882,-0.24060910195112228,0.33317531645298004,0.406760573387146,B,100,B,100,10000,std,2.0,16,0.001,1,3,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k16_lr0.001_s4,B_w100,0,True,100,21,0.6260162591934204,0.17718511819839478,0.5646358132362366,0.001600330346263945,0.20932996273040771,-0.2927388548851013,0.3520701006054878,0.6958727836608887,B,100,B,100,10000,std,2.0,16,0.001,1,4,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_lr0.003_s0,B_w100,10000,True,100,21,0.8607341051101685,0.17391513288021088,0.8607341051101685,0.0008485034923069179,0.19278579950332642,-0.24268771335482597,0.3282887861132622,0.7349246144294739,B,100,B,100,10000,std,2.0,1,0.003,1,0,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_lr0.003_s1,B_w100,10000,True,100,21,0.8076636791229248,0.17610357701778412,0.8076636791229248,0.0007084582466632128,0.33864110708236694,-0.35696855932474136,0.4028342142701149,0.8840095400810242,B,100,B,100,10000,std,2.0,1,0.003,1,1,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_lr0.003_s2,B_w100,10000,True,100,21,0.8506721258163452,0.17485517263412476,0.8506721258163452,0.004987231455743313,0.3033260703086853,-0.2941758781671524,0.37021348625421524,0.9028513431549072,B,100,B,100,10000,std,2.0,1,0.003,1,2,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_lr0.003_s3,B_w100,10000,True,100,21,0.8758417367935181,0.17671386897563934,0.8758417367935181,-0.0014087182935327291,0.17909672856330872,-0.1379878930747509,0.3013549968600273,0.6101478338241577,B,100,B,100,10000,std,2.0,1,0.003,1,3,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_lr0.003_s4,B_w100,10000,True,100,21,0.8419626951217651,0.17392833530902863,0.8419626951217651,0.0031890911050140858,0.2589520812034607,-0.27882685512304306,0.353148452937603,0.8594447374343872,B,100,B,100,10000,std,2.0,1,0.003,1,4,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_lr0.001_s0,B_w100,10000,True,100,21,0.8607100248336792,0.1760610193014145,0.8607100248336792,0.004269028548151255,0.2910793721675873,-0.28896839916706085,0.3486626222729683,0.8866891264915466,B,100,B,100,10000,std,2.0,1,0.001,1,0,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_lr0.001_s1,B_w100,10000,True,100,21,0.8935070633888245,0.1749332994222641,0.8935070633888245,0.0056477924808859825,0.08958306163549423,-0.06621210090816021,0.2505332976579666,0.4316352605819702,B,100,B,100,10000,std,2.0,1,0.001,1,1,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_lr0.001_s2,B_w100,10000,True,100,21,0.8698665499687195,0.17365364730358124,0.8698665499687195,0.008339527994394302,0.2766668200492859,-0.2429618313908577,0.36516426503658295,0.7368941307067871,B,100,B,100,10000,std,2.0,1,0.001,1,2,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_lr0.001_s3,B_w100,10000,True,100,21,0.920702338218689,0.17496004700660706,0.920702338218689,0.005142525769770145,0.12309516966342926,-0.06748578138649464,0.2355010099709034,0.5389822721481323,B,100,B,100,10000,std,2.0,1,0.001,1,3,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_lr0.001_s4,B_w100,10000,True,100,21,0.8650986552238464,0.17545080184936523,0.8650986552238464,0.00835119653493166,0.2830759286880493,-0.28349150717258453,0.35779397189617157,0.91315096616745,B,100,B,100,10000,std,2.0,1,0.001,1,4,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k4_lr0.003_s0,B_w100,10000,True,100,21,0.7911977767944336,0.1728430986404419,0.7911977767944336,0.004363249987363815,0.2402910590171814,-0.26817601919174194,0.3371821641921997,0.8638865947723389,B,100,B,100,10000,std,2.0,4,0.003,1,0,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k4_lr0.003_s1,B_w100,10000,True,100,21,0.815933346748352,0.17290924489498138,0.815933346748352,2.8986689358134754e-05,0.11060759425163269,-0.2020881064236164,0.29881391674280167,0.6000456213951111,B,100,B,100,10000,std,2.0,4,0.003,1,1,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k4_lr0.003_s2,B_w100,10000,True,100,21,0.7585607767105103,0.17657524347305298,0.7585607767105103,0.0025173344183713198,0.3080429136753082,-0.352216012775898,0.3730722740292549,0.8431140184402466,B,100,B,100,10000,std,2.0,4,0.003,1,2,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k4_lr0.003_s3,B_w100,10000,True,100,21,0.8852415680885315,0.17613597214221954,0.8852415680885315,0.001494206371717155,0.04795205593109131,-0.209709744900465,0.2774421200156212,0.6985936760902405,B,100,B,100,10000,std,2.0,4,0.003,1,3,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k4_lr0.003_s4,B_w100,10000,True,100,21,0.8604348301887512,0.17157308757305145,0.8604348301887512,-0.003142436034977436,0.07616189122200012,-0.19858214631676674,0.29203712195158005,0.743797242641449,B,100,B,100,10000,std,2.0,4,0.003,1,4,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k4_lr0.001_s0,B_w100,10000,True,100,21,0.8463770747184753,0.17433756589889526,0.8463770747184753,0.009186883457005024,0.21658700704574585,-0.21017787605524063,0.3423723205924034,0.7255369424819946,B,100,B,100,10000,std,2.0,4,0.001,1,0,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k4_lr0.001_s1,B_w100,10000,True,100,21,0.8410781621932983,0.17501381039619446,0.8410781621932983,0.00568885263055563,0.26524215936660767,-0.29704131931066513,0.37702783197164536,0.8955333828926086,B,100,B,100,10000,std,2.0,4,0.001,1,1,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k4_lr0.001_s2,B_w100,10000,True,100,21,0.8512200117111206,0.177351176738739,0.8512200117111206,0.0046211788430809975,0.23390957713127136,-0.2649751901626587,0.3537433594465256,0.7592785358428955,B,100,B,100,10000,std,2.0,4,0.001,1,2,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k4_lr0.001_s3,B_w100,10000,True,100,21,0.8721154928207397,0.17457030713558197,0.8721154928207397,0.006154100876301527,-0.13570763170719147,-0.26379579305648804,0.2723449096083641,0.7477455139160156,B,100,B,100,10000,std,2.0,4,0.001,1,3,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k4_lr0.001_s4,B_w100,10000,True,100,21,0.8444457054138184,0.17571908235549927,0.8444457054138184,0.0037083912175148726,0.31413912773132324,-0.31580065935850143,0.3775930777192116,0.8313794136047363,B,100,B,100,10000,std,2.0,4,0.001,1,4,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k16_lr0.003_s0,B_w100,10000,True,100,21,0.6040259599685669,0.17919287085533142,0.557685375213623,0.002874376019462943,0.2385711371898651,-0.2912936434149742,0.3237251192331314,0.7206363081932068,B,100,B,100,10000,std,2.0,16,0.003,1,0,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k16_lr0.003_s1,B_w100,10000,True,100,21,0.7185603976249695,0.17551366984844208,0.7100396752357483,0.0035160265397280455,0.1688862442970276,-0.24613627791404724,0.32207875698804855,0.7344428300857544,B,100,B,100,10000,std,2.0,16,0.003,1,1,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k16_lr0.003_s2,B_w100,10000,True,100,21,0.7712617516517639,0.17584124207496643,0.7710426449775696,0.002241186099126935,-0.04368315264582634,-0.21692148223519325,0.27679289132356644,0.6136189103126526,B,100,B,100,10000,std,2.0,16,0.003,1,2,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k16_lr0.003_s3,B_w100,10000,True,100,21,0.6393941044807434,0.17796997725963593,0.5993592143058777,0.005424411501735449,0.2257189154624939,-0.2535262182354927,0.29981832206249237,0.6226875185966492,B,100,B,100,10000,std,2.0,16,0.003,1,3,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k16_lr0.003_s4,B_w100,10000,True,100,21,0.9590354561805725,0.17835427820682526,0.9590354561805725,0.003246510401368141,0.05138865113258362,-0.0782950147986412,0.14187468960881233,0.21052205562591553,B,100,B,100,10000,std,2.0,16,0.003,1,4,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k16_lr0.001_s0,B_w100,10000,True,100,21,0.9455384612083435,0.17391656339168549,0.9455384612083435,0.008876708336174488,0.07347499579191208,-0.09922944381833076,0.19432084262371063,0.20527449250221252,B,100,B,100,10000,std,2.0,16,0.001,1,0,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k16_lr0.001_s1,B_w100,10000,True,100,21,0.9497243762016296,0.1779937595129013,0.9497243762016296,0.0011693912092596292,0.037530940026044846,-0.11710622347891331,0.18382886797189713,0.2184639871120453,B,100,B,100,10000,std,2.0,16,0.001,1,1,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k16_lr0.001_s2,B_w100,10000,True,100,21,0.9240918755531311,0.17489777505397797,0.9240918755531311,0.0064142500050365925,0.12876440584659576,-0.1617322824895382,0.2356346845626831,0.37033611536026,B,100,B,100,10000,std,2.0,16,0.001,1,2,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k16_lr0.001_s3,B_w100,10000,True,100,21,0.8077487945556641,0.1746576428413391,0.8075886368751526,0.00026096016517840326,-0.02338297851383686,-0.21196243539452553,0.259298637509346,0.4801212251186371,B,100,B,100,10000,std,2.0,16,0.001,1,3,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k16_lr0.001_s4,B_w100,10000,True,100,21,0.951468288898468,0.1768708974123001,0.951468288898468,0.0005775351310148835,0.05465203523635864,-0.07405362837016582,0.18328796699643135,0.20796403288841248,B,100,B,100,10000,std,2.0,16,0.001,1,4,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_lr0.003_s0,B_w100,50000,True,100,21,0.8581478595733643,0.17300207912921906,0.8581478595733643,0.0028253751806914806,0.07636010646820068,-0.13223424553871155,0.2726469039916992,0.5246675610542297,B,100,B,100,10000,std,2.0,1,0.003,1,0,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_lr0.003_s1,B_w100,50000,True,100,21,0.8605970740318298,0.17456716299057007,0.8605970740318298,0.00437561422586441,-0.02465527132153511,-0.20134005323052406,0.2644375115633011,0.7575845122337341,B,100,B,100,10000,std,2.0,1,0.003,1,1,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_lr0.003_s2,B_w100,50000,True,100,21,0.8403416872024536,0.17197678983211517,0.8403416872024536,0.0017101160483434796,0.1331220269203186,-0.05523970630019903,0.28809212148189545,0.3203977644443512,B,100,B,100,10000,std,2.0,1,0.003,1,2,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_lr0.003_s3,B_w100,50000,True,100,21,0.8518252968788147,0.17617158591747284,0.8518164157867432,0.004160336684435606,0.14744502305984497,-0.13754048570990562,0.28189099580049515,0.4674193561077118,B,100,B,100,10000,std,2.0,1,0.003,1,3,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_lr0.003_s4,B_w100,50000,True,100,21,0.8127020001411438,0.17153428494930267,0.8127020001411438,0.0007962175295688212,0.28558623790740967,-0.29378701746463776,0.33736785501241684,0.871513307094574,B,100,B,100,10000,std,2.0,1,0.003,1,4,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_lr0.001_s0,B_w100,50000,True,100,21,0.8684574961662292,0.1745612621307373,0.8684574961662292,0.0032794089056551456,0.21840539574623108,-0.2797519415616989,0.3502572476863861,0.8616273403167725,B,100,B,100,10000,std,2.0,1,0.001,1,0,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_lr0.001_s1,B_w100,50000,True,100,21,0.8844874501228333,0.17429451644420624,0.8844643831253052,0.00701280077919364,0.13602137565612793,-0.1804487183690071,0.3308434933423996,0.6256357431411743,B,100,B,100,10000,std,2.0,1,0.001,1,1,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_lr0.001_s2,B_w100,50000,True,100,21,0.8866891860961914,0.17291881144046783,0.8866891860961914,0.003584478050470352,0.06767869740724564,-0.05163132585585117,0.1899837739765644,0.3423157036304474,B,100,B,100,10000,std,2.0,1,0.001,1,2,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_lr0.001_s3,B_w100,50000,True,100,21,0.8571316599845886,0.17438820004463196,0.8571316599845886,0.0017348338151350617,0.29376089572906494,-0.3229452297091484,0.3706812262535095,0.8882810473442078,B,100,B,100,10000,std,2.0,1,0.001,1,3,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_lr0.001_s4,B_w100,50000,True,100,21,0.8958138227462769,0.17409074306488037,0.8958138227462769,0.005572861526161432,0.12463413923978806,0.008868228644132614,0.22413112223148346,0.25538021326065063,B,100,B,100,10000,std,2.0,1,0.001,1,4,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k4_lr0.003_s0,B_w100,50000,True,100,21,0.7128725647926331,0.17139367759227753,0.7128690481185913,-0.0036999587900936604,0.2948990762233734,-0.3041835054755211,0.37927595525979996,0.7721522450447083,B,100,B,100,10000,std,2.0,4,0.003,1,0,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k4_lr0.003_s1,B_w100,50000,True,100,21,0.8413557410240173,0.17091426253318787,0.8413557410240173,-0.0010722825536504388,0.03447222709655762,-0.17789198458194733,0.26407406479120255,0.6545658111572266,B,100,B,100,10000,std,2.0,4,0.003,1,1,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k4_lr0.003_s2,B_w100,50000,True,100,21,0.7938362956047058,0.1756066381931305,0.7938362956047058,0.0007057337206788361,0.21059325337409973,-0.25751714408397675,0.3296291455626488,0.7793248891830444,B,100,B,100,10000,std,2.0,4,0.003,1,2,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k4_lr0.003_s3,B_w100,50000,True,100,21,0.7599927186965942,0.17412720620632172,0.75998854637146,-0.0026587722823023796,0.30702054500579834,-0.3167862221598625,0.3661750331521034,0.8643655180931091,B,100,B,100,10000,std,2.0,4,0.003,1,3,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k4_lr0.003_s4,B_w100,50000,True,100,21,0.8741472363471985,0.1713845431804657,0.8741472363471985,0.009553520940244198,-0.12052710354328156,-0.24159692227840424,0.28595804423093796,0.6886596083641052,B,100,B,100,10000,std,2.0,4,0.003,1,4,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k4_lr0.001_s0,B_w100,50000,True,100,21,0.8713332414627075,0.17412354052066803,0.8713332414627075,-0.004044754896312952,0.10998187959194183,-0.17704099044203758,0.27992886304855347,0.5841699838638306,B,100,B,100,10000,std,2.0,4,0.001,1,0,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k4_lr0.001_s1,B_w100,50000,True,100,21,0.8561136722564697,0.17451006174087524,0.8561136722564697,0.0025748922489583492,0.2169654220342636,-0.2956110090017319,0.33534348756074905,0.8085700273513794,B,100,B,100,10000,std,2.0,4,0.001,1,1,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k4_lr0.001_s2,B_w100,50000,True,100,21,0.7884061336517334,0.1770676225423813,0.7883979678153992,-0.0014138880651444197,0.28046444058418274,-0.33900049328804016,0.37957314401865005,0.7438294887542725,B,100,B,100,10000,std,2.0,4,0.001,1,2,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k4_lr0.001_s3,B_w100,50000,True,100,21,0.9068087935447693,0.17260196805000305,0.9068087935447693,0.007193050347268581,0.1422247290611267,0.0003470315132290125,0.2499486282467842,0.27563220262527466,B,100,B,100,10000,std,2.0,4,0.001,1,3,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k4_lr0.001_s4,B_w100,50000,True,100,21,0.8070734739303589,0.17447862029075623,0.8070734739303589,0.0015582687919959426,0.32585573196411133,-0.3244778737425804,0.396551750600338,0.8750579953193665,B,100,B,100,10000,std,2.0,4,0.001,1,4,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k16_lr0.003_s0,B_w100,50000,True,100,21,0.7197754979133606,0.17471103370189667,0.6661772727966309,0.004719421733170748,0.10000725090503693,-0.1508370079100132,0.26179301738739014,0.5200580358505249,B,100,B,100,10000,std,2.0,16,0.003,1,0,753f5846d1bd93d8284ec4dfa089a3909766dd3c
B_w100_K10000_c2.0_k16_lr0.003_s1,B_w100,50000,True,100,21,0.8913318514823914,0.1748681217432022,0.8913318514823914,0.008667385205626488,0.056546397507190704,-0.152895487844944,0.2314903289079666,0.4891262352466583,B,100,B,100,10000,std,2.0,16,0.003,1,1,753f5846d1bd93d8284ec4dfa089a3909766dd3c
