run_id,ckpt_from,ckpt_to,finite,cos_all,cos_null,cos_neuron_mean,cos_neuron_absmean,exp,width,period,enc,c,lr,seed,git_hash
A_w5_T1000_std_lr0.01_s4,0,10000,True,0.6488648653030396,-0.220432847738266,0.3317420780658722,0.6077945828437805,A,5,1000,std,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s0,0,10000,True,-0.011137956753373146,-0.010970652103424072,-0.00493665924295783,0.357173353433609,A,5,1000,centered,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s1,0,10000,True,0.17683902382850647,0.22889387607574463,0.2498263418674469,0.37454724311828613,A,5,1000,centered,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s2,0,10000,True,-0.03983058035373688,-0.020523084327578545,0.012380510568618774,0.28570908308029175,A,5,1000,centered,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s3,0,10000,True,0.6380875706672668,-0.08115137368440628,0.6231382489204407,0.6231382489204407,A,5,1000,centered,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s4,0,10000,True,-0.11566300690174103,0.15941916406154633,0.018868034705519676,0.32608282566070557,A,5,1000,centered,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s0,0,10000,True,0.3181036710739136,-0.0867205560207367,-0.11997829377651215,0.7454999685287476,A,5,10000,std,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s1,0,10000,True,0.2625003457069397,0.10929353535175323,0.26860401034355164,0.6687296628952026,A,5,10000,std,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s2,0,10000,True,0.31065109372138977,0.3686930239200592,0.44911783933639526,0.7111193537712097,A,5,10000,std,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s3,0,10000,True,-0.040524035692214966,-0.15088114142417908,-0.4485618472099304,0.4516725540161133,A,5,10000,std,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s4,0,10000,True,0.050963208079338074,-0.08446811139583588,0.28391018509864807,0.6035602688789368,A,5,10000,std,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s0,0,10000,True,-0.09271156787872314,-0.03674637898802757,0.03360478952527046,0.4855874478816986,A,5,10000,centered,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s1,0,10000,True,-0.23147138953208923,-0.045990239828825,-0.03716770559549332,0.47391247749328613,A,5,10000,centered,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s2,0,10000,True,-0.016523322090506554,0.30697354674339294,-0.010223180055618286,0.3896366059780121,A,5,10000,centered,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s3,0,10000,True,0.28884369134902954,-0.10926792025566101,0.14148685336112976,0.4633864760398865,A,5,10000,centered,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s4,0,10000,True,-0.13463228940963745,-0.12763814628124237,-0.16681060194969177,0.3429875075817108,A,5,10000,centered,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s0,0,10000,True,0.37743139266967773,0.03466169536113739,0.5769050717353821,0.5769050717353821,A,5,100000,std,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s1,0,10000,True,-0.31868451833724976,0.5390369296073914,-0.03831413388252258,0.4851439595222473,A,5,100000,std,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s2,0,10000,True,0.7320517301559448,0.22884701192378998,0.018399929627776146,0.6794350147247314,A,5,100000,std,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s3,0,10000,True,0.24509543180465698,-0.13456928730010986,-0.0670124739408493,0.31950488686561584,A,5,100000,std,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s4,0,10000,True,-0.31152763962745667,0.32457074522972107,-0.1705164611339569,0.48379674553871155,A,5,100000,std,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s0,0,10000,True,-0.11821860074996948,-0.036292992532253265,0.0755179151892662,0.36274009943008423,A,5,100000,centered,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s1,0,10000,True,-0.20457492768764496,0.01096142828464508,-0.2104140967130661,0.42880964279174805,A,5,100000,centered,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s2,0,10000,True,-0.5191077589988708,0.021158551797270775,-0.5395302176475525,0.5395302176475525,A,5,100000,centered,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s3,0,10000,True,0.0006397794932126999,0.045956581830978394,-0.008625698275864124,0.3639127016067505,A,5,100000,centered,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s4,0,10000,True,0.08912301063537598,-0.15677927434444427,0.06274495273828506,0.4619888365268707,A,5,100000,centered,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_std_lr0.01_s0,10000,50000,True,-0.07580295205116272,0.04774254560470581,0.047369904816150665,0.3601404130458832,A,5,100,std,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_std_lr0.01_s1,10000,50000,True,0.1885181963443756,0.3224247992038727,0.5067559480667114,0.5067559480667114,A,5,100,std,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_std_lr0.01_s2,10000,50000,True,-0.0162543635815382,0.05463077872991562,-0.08813085407018661,0.3591410517692566,A,5,100,std,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_std_lr0.01_s3,10000,50000,True,0.2696329653263092,-0.03775215893983841,0.576417863368988,0.576417863368988,A,5,100,std,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_std_lr0.01_s4,10000,50000,True,-0.030292775481939316,0.2563476264476776,-0.23185110092163086,0.23185110092163086,A,5,100,std,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_centered_lr0.01_s0,10000,50000,True,-0.1522204726934433,-0.005465832073241472,-0.608876645565033,0.608876645565033,A,5,100,centered,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_centered_lr0.01_s1,10000,50000,True,0.12985502183437347,-0.19212760031223297,0.21493372321128845,0.41881436109542847,A,5,100,centered,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_centered_lr0.01_s2,10000,50000,True,-0.10476639121770859,-0.4083614945411682,-0.0023303895723074675,0.31111791729927063,A,5,100,centered,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_centered_lr0.01_s3,10000,50000,True,-0.15316568315029144,0.0247134268283844,0.07403459399938583,0.3500899374485016,A,5,100,centered,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_centered_lr0.01_s4,10000,50000,True,-0.42343568801879883,0.06800632923841476,-0.4594443440437317,0.4594443440437317,A,5,100,centered,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s0,10000,50000,True,0.7370953559875488,0.10596325993537903,0.5439404845237732,0.5439404845237732,A,5,1000,std,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s1,10000,50000,True,-0.05008745193481445,-0.08367229998111725,-0.23927032947540283,0.2922240197658539,A,5,1000,std,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s2,10000,50000,True,0.4192850589752197,0.13425950706005096,0.32779669761657715,0.4428039491176605,A,5,1000,std,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s3,10000,50000,True,-0.2199597954750061,0.5463756322860718,-0.21221844851970673,0.6120716333389282,A,5,1000,std,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s4,10000,50000,True,0.007428394164890051,0.043629858642816544,-0.14176590740680695,0.3999348282814026,A,5,1000,std,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s0,10000,50000,True,0.15481942892074585,0.01641114056110382,0.3132110834121704,0.32787489891052246,A,5,1000,centered,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s1,10000,50000,True,0.260375052690506,-0.04087906330823898,0.16685383021831512,0.5577214956283569,A,5,1000,centered,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s2,10000,50000,True,0.5006065964698792,-0.07191962003707886,0.5149243474006653,0.5149243474006653,A,5,1000,centered,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s3,10000,50000,True,0.22692376375198364,-0.03335438668727875,0.28467077016830444,0.5471077561378479,A,5,1000,centered,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s4,10000,50000,True,0.16809804737567902,-0.3866366446018219,-0.14243154227733612,0.39907798171043396,A,5,1000,centered,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s0,10000,50000,True,-0.5555622577667236,0.23046448826789856,-0.2002103626728058,0.586907684803009,A,5,10000,std,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s1,10000,50000,True,0.1406710147857666,0.11086168885231018,0.3750711977481842,0.6175845265388489,A,5,10000,std,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s2,10000,50000,True,-0.3405129611492157,-0.24579553306102753,-0.275221586227417,0.6350963711738586,A,5,10000,std,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s3,10000,50000,True,0.35221076011657715,0.12906421720981598,0.4692770540714264,0.633048951625824,A,5,10000,std,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s4,10000,50000,True,0.3724778890609741,0.27233508229255676,0.15817835927009583,0.6065028309822083,A,5,10000,std,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s0,10000,50000,True,0.3031652867794037,-0.002009485848248005,0.05072426795959473,0.3329053223133087,A,5,10000,centered,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s1,10000,50000,True,0.46290794014930725,-0.1388884037733078,0.46984654664993286,0.46984654664993286,A,5,10000,centered,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s2,10000,50000,True,-0.2583513557910919,-0.24626322090625763,-0.15085282921791077,0.2531678080558777,A,5,10000,centered,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s3,10000,50000,True,0.39341121912002563,0.05330543592572212,0.2827737331390381,0.3420877456665039,A,5,10000,centered,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s4,10000,50000,True,-0.06912292540073395,0.4342138469219208,-0.1331121176481247,0.29883670806884766,A,5,10000,centered,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s0,10000,50000,True,0.4868537485599518,0.015309099107980728,-0.18332567811012268,0.38843536376953125,A,5,100000,std,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s1,10000,50000,True,0.78989577293396,-0.10706167668104172,0.6051695942878723,0.6051695942878723,A,5,100000,std,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s2,10000,50000,True,-0.554580807685852,0.09340842068195343,-0.4581732749938965,0.4581732749938965,A,5,100000,std,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s3,10000,50000,True,0.5862532258033752,0.17373867332935333,0.6975878477096558,0.6975878477096558,A,5,100000,std,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s4,10000,50000,True,0.6116507053375244,0.30385273694992065,0.29798072576522827,0.3233985900878906,A,5,100000,std,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s0,10000,50000,True,0.554228663444519,0.11990514397621155,0.527161717414856,0.527161717414856,A,5,100000,centered,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s1,10000,50000,True,0.7985435724258423,0.2555737793445587,0.8620678186416626,0.8620678186416626,A,5,100000,centered,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s2,10000,50000,True,0.5724859237670898,-0.22257772088050842,0.5822060108184814,0.5822060108184814,A,5,100000,centered,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s3,10000,50000,True,0.12691539525985718,-0.12854327261447906,-0.21703803539276123,0.6375594735145569,A,5,100000,centered,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s4,10000,50000,True,0.7591724395751953,-0.11028528958559036,0.6967939138412476,0.6967939138412476,A,5,100000,centered,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_std_lr0.01_s0,50000,100000,True,-0.25729501247406006,0.04541836306452751,-0.13704676926136017,0.22096173465251923,A,5,100,std,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_std_lr0.01_s1,50000,100000,True,-0.5271785855293274,-0.12463930994272232,-0.24746474623680115,0.3292238116264343,A,5,100,std,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_std_lr0.01_s2,50000,100000,True,-0.01892012730240822,-0.2870500683784485,-0.1574040949344635,0.2790223956108093,A,5,100,std,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_std_lr0.01_s3,50000,100000,True,-0.13799576461315155,-0.2159978598356247,-0.29347795248031616,0.4071088433265686,A,5,100,std,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_std_lr0.01_s4,50000,100000,True,0.006385910324752331,0.0066606453619897366,0.11958269774913788,0.3175368309020996,A,5,100,std,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_centered_lr0.01_s0,50000,100000,True,-0.0642005130648613,-0.07200408726930618,-0.14949855208396912,0.38824182748794556,A,5,100,centered,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_centered_lr0.01_s1,50000,100000,True,0.18355131149291992,0.005359940230846405,0.11814957857131958,0.35104185342788696,A,5,100,centered,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_centered_lr0.01_s2,50000,100000,True,-0.10673798620700836,0.025030968710780144,0.2761179506778717,0.6212483048439026,A,5,100,centered,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_centered_lr0.01_s3,50000,100000,True,0.11705756187438965,-0.2845863401889801,0.2678327262401581,0.46594294905662537,A,5,100,centered,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_centered_lr0.01_s4,50000,100000,True,-0.3329847455024719,-0.039637088775634766,-0.2624594569206238,0.3771228492259979,A,5,100,centered,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s0,50000,100000,True,0.05052635073661804,-0.057774726301431656,0.09091627597808838,0.2987029254436493,A,5,1000,std,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s1,50000,100000,True,0.3607569932937622,0.4456534683704376,0.28920143842697144,0.4661341607570648,A,5,1000,std,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s2,50000,100000,True,-0.14080826938152313,0.10697215050458908,-0.29513686895370483,0.5273935198783875,A,5,1000,std,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s3,50000,100000,True,0.6968322992324829,0.5640288591384888,0.06277705729007721,0.2504597306251526,A,5,1000,std,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s4,50000,100000,True,-0.2685304284095764,0.08753038942813873,0.16963738203048706,0.3986784517765045,A,5,1000,std,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s0,50000,100000,True,0.2827695608139038,0.0006607670220546424,0.2645219564437866,0.35044121742248535,A,5,1000,centered,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s1,50000,100000,True,-0.12535107135772705,-0.08241754025220871,-0.25835472345352173,0.3672086298465729,A,5,1000,centered,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s2,50000,100000,True,0.36211833357810974,-0.11048208177089691,0.4389086663722992,0.5377489924430847,A,5,1000,centered,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s3,50000,100000,True,0.5270547270774841,-0.4187059700489044,-0.2941623330116272,0.6922462582588196,A,5,1000,centered,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s4,50000,100000,True,-0.3643777668476105,1.3629556633532047e-05,-0.457507461309433,0.457507461309433,A,5,1000,centered,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s0,50000,100000,True,0.5496319532394409,0.05602879822254181,0.32468342781066895,0.5539319515228271,A,5,10000,std,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s1,50000,100000,True,0.37908756732940674,0.4327840805053711,0.46731191873550415,0.6752682328224182,A,5,10000,std,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s2,50000,100000,True,0.5754583477973938,0.0918445959687233,0.24750104546546936,0.6203015446662903,A,5,10000,std,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s3,50000,100000,True,0.7433836460113525,-0.32836776971817017,0.650999903678894,0.650999903678894,A,5,10000,std,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s4,50000,100000,True,-0.029583288356661797,0.07416731119155884,-0.08216428011655807,0.5805134177207947,A,5,10000,std,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s0,50000,100000,True,0.41042643785476685,0.1822051852941513,0.42708778381347656,0.6893618702888489,A,5,10000,centered,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s1,50000,100000,True,0.3115907907485962,0.09070241451263428,0.35401925444602966,0.35401925444602966,A,5,10000,centered,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s2,50000,100000,True,0.1890486627817154,-0.05401960015296936,-0.28794217109680176,0.5352359414100647,A,5,10000,centered,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s3,50000,100000,True,0.6523287892341614,0.11735442280769348,0.4452002942562103,0.6044502854347229,A,5,10000,centered,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s4,50000,100000,True,0.27121835947036743,0.019709207117557526,0.17869918048381805,0.5563062429428101,A,5,10000,centered,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s0,50000,100000,True,0.5843294262886047,0.042200542986392975,0.32661062479019165,0.32661062479019165,A,5,100000,std,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s1,50000,100000,True,0.7202123403549194,-0.3868633210659027,0.5946380496025085,0.5946380496025085,A,5,100000,std,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s2,50000,100000,True,0.6201661229133606,0.11967644095420837,0.24016360938549042,0.4175755977630615,A,5,100000,std,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s3,50000,100000,True,0.6448720097541809,0.24489599466323853,0.6034682393074036,0.6034682393074036,A,5,100000,std,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s4,50000,100000,True,-0.06896927952766418,0.28732025623321533,0.007638806011527777,0.2859143614768982,A,5,100000,std,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s0,50000,100000,True,0.8444737792015076,-0.02354605868458748,0.8402689099311829,0.8402689099311829,A,5,100000,centered,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s1,50000,100000,True,0.2514428198337555,0.3919031322002411,0.16506119072437286,0.5161788463592529,A,5,100000,centered,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s2,50000,100000,True,-0.06791262328624725,0.24815763533115387,0.026365583762526512,0.16923245787620544,A,5,100000,centered,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s3,50000,100000,True,0.20199093222618103,-0.04654271900653839,0.36265620589256287,0.6168904304504395,A,5,100000,centered,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s4,50000,100000,True,0.6563689708709717,-0.5362261533737183,0.5506426095962524,0.5864392518997192,A,5,100000,centered,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_std_lr0.01_s0,100000,300000,True,-0.027829287573695183,0.07254946976900101,-0.11131449043750763,0.40641242265701294,A,5,100,std,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_std_lr0.01_s1,100000,300000,True,0.09576782584190369,-0.015219364315271378,0.16458430886268616,0.16458430886268616,A,5,100,std,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_std_lr0.01_s2,100000,300000,True,0.12946784496307373,-0.08238907158374786,0.0989452376961708,0.30160292983055115,A,5,100,std,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
