run_id,ckpt,n_pairs,finite,pcos_mean,pcos_median,pcos_absmean,pcos_frac_pos5,pcos_frac_neg5,pcos_split_mean,vpcos_mean,vpcos_split_mean,vpcos_frac_pos5,eig1_frac,pcos_alive_mean,vpcos_alive_mean,vpcos_perp_alive_mean,eig1_frac_alive,eig1_frac_perp_alive,n_alive,exp,width,period,enc,c,lr,seed,git_hash
A_w5_T1000_std_lr0.01_s2,0,10,True,0.22994108498096466,0.9125522375106812,0.9003429412841797,0.6,0.4,0.22994549572467804,0.9003429412841797,0.9002750515937805,1.0,0.9211475253105164,0.9419034123420715,0.9419034123420715,-0.11004409193992615,0.9565005302429199,0.4667310416698456,4,A,5,1000,std,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s3,0,10,True,0.47695690393447876,0.9235079288482666,0.665326714515686,0.6,0.0,0.47701916098594666,0.47695690393447876,0.47701916098594666,0.6,0.7863948345184326,0.9519030451774597,0.9519030451774597,0.8803521990776062,0.9640699625015259,0.9113729000091553,4,A,5,1000,std,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s4,0,10,True,-0.20437636971473694,-0.8954195976257324,0.9254361391067505,0.4,0.6,-0.20436958968639374,0.9254361391067505,0.9253919720649719,1.0,0.9405797123908997,-0.9861703515052795,0.9861703515052795,0.3957401514053345,0.9930851459503174,0.697870135307312,2,A,5,1000,std,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s0,0,10,True,-0.20454776287078857,-0.6672570109367371,0.7916398644447327,0.4,0.6,-0.20380368828773499,0.7916398644447327,0.7901540398597717,1.0,0.8423081636428833,-0.20454776287078857,0.7916398644447327,0.794881284236908,0.8423081636428833,0.8451655507087708,5,A,5,1000,centered,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s1,0,10,True,-0.009766533970832825,0.28649628162384033,0.5023407936096191,0.2,0.3,-0.009811585769057274,0.5023407936096191,0.5021691918373108,0.5,0.6075314879417419,-0.3243856728076935,0.5797927379608154,0.5755043029785156,0.7291415333747864,0.7262637615203857,3,A,5,1000,centered,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s2,0,10,True,0.10623037815093994,0.022493986412882805,0.2512165904045105,0.1,0.0,0.10621017217636108,-0.08765293657779694,-0.08778966963291168,0.0,0.37705931067466736,-0.24930238723754883,0.24930238723754883,0.20215840637683868,0.6246511936187744,0.6010792255401611,2,A,5,1000,centered,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s3,0,10,True,-0.1318853199481964,-0.5758547782897949,0.7460959553718567,0.4,0.5,-0.13162711262702942,0.7460959553718567,0.7450324892997742,0.9,0.7995134592056274,-0.1318853199481964,0.7460959553718567,0.7456332445144653,0.7995134592056274,0.7992033958435059,5,A,5,1000,centered,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s4,0,10,True,0.021945828571915627,0.0034369826316833496,0.30430668592453003,0.2,0.1,0.021906653419137,-0.03852397948503494,-0.03867460787296295,0.1,0.44766467809677124,0.038064032793045044,-0.10948991775512695,-0.10757818818092346,0.5595373511314392,0.552437961101532,4,A,5,1000,centered,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s0,0,10,True,-0.19108179211616516,-0.9254812002182007,0.9600352048873901,0.4,0.6,-0.1910802572965622,0.9600352048873901,0.9600302577018738,1.0,0.96812504529953,-0.19108179211616516,0.9600352048873901,0.5286886692047119,0.96812504529953,0.6305502653121948,5,A,5,10000,std,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s1,0,10,True,-0.17010211944580078,-0.8700132369995117,0.948857307434082,0.4,0.6,-0.1701013743877411,0.948857307434082,0.9488531947135925,1.0,0.959394633769989,0.026189247146248817,0.9434807300567627,0.44667768478393555,0.9579635858535767,0.687738835811615,4,A,5,10000,std,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s2,0,10,True,0.814826488494873,0.83832848072052,0.814826488494873,0.9,0.0,0.8148103952407837,0.814826488494873,0.8148103952407837,0.9,0.8578798174858093,0.9570000767707825,0.9570000767707825,0.7711119651794434,0.9714424014091492,0.8515719771385193,3,A,5,10000,std,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s3,0,10,True,0.3277914524078369,0.43400484323501587,0.48132842779159546,0.4,0.1,0.3277629315853119,0.3277914524078369,0.3277629315853119,0.4,0.5118384957313538,0.6051331162452698,0.6051331162452698,0.829921543598175,0.7410857677459717,0.8873830437660217,3,A,5,10000,std,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s4,0,10,True,-0.19784840941429138,-0.9026554822921753,0.9521018266677856,0.4,0.6,-0.19784221053123474,0.9521018266677856,0.9520617723464966,1.0,0.9620758891105652,-0.3262478709220886,0.9859919548034668,0.9387598633766174,0.9906646609306335,0.9592642784118652,3,A,5,10000,std,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s0,0,10,True,-0.13958768546581268,-0.1754339635372162,0.34049564599990845,0.1,0.2,-0.139552041888237,-0.12361619621515274,-0.12369725853204727,0.1,0.4713335633277893,-0.13958768546581268,-0.12361619621515274,-0.12725067138671875,0.4713335633277893,0.48100119829177856,5,A,5,10000,centered,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s1,0,10,True,-0.1265718638896942,-0.06550430506467819,0.3173907697200775,0.0,0.1,-0.12656760215759277,0.10429747402667999,0.10428476333618164,0.1,0.4715269207954407,-0.4920962154865265,0.4920962154865265,0.47891393303871155,0.746048092842102,0.7394570112228394,2,A,5,10000,centered,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s2,0,10,True,0.17609953880310059,0.8923707008361816,0.956580638885498,0.6,0.4,0.17607302963733673,0.956580638885498,0.9564774632453918,1.0,0.9654170274734497,-0.022244542837142944,0.9469587802886963,0.9472732543945312,0.9603989124298096,0.9606376886367798,4,A,5,10000,centered,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s3,0,10,True,0.30423304438591003,0.18261194229125977,0.48382577300071716,0.4,0.0,0.3042508065700531,0.41078099608421326,0.4107242524623871,0.4,0.590896725654602,0.5068795680999756,0.41278794407844543,0.4220750629901886,0.7134661674499512,0.7067738175392151,4,A,5,10000,centered,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s4,0,10,True,-0.003443589899688959,-0.05264994502067566,0.32983359694480896,0.1,0.1,-0.0034467310179024935,0.2102748602628708,0.21027632057666779,0.2,0.4547438621520996,-0.15769073367118835,0.4114744961261749,0.43385109305381775,0.6135910153388977,0.6270807981491089,3,A,5,10000,centered,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s0,0,10,True,0.0002989470958709717,0.0,0.5470663905143738,0.3,0.3,0.0002976238611154258,0.5470663905143738,0.5470585823059082,0.6,0.7476086020469666,0.9865081310272217,0.9865081310272217,0.853583812713623,0.9932540059089661,0.9267919063568115,2,A,5,100000,std,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s1,0,10,True,-0.18939857184886932,-0.9498903751373291,0.9600397348403931,0.4,0.6,-0.1893971711397171,0.9600397348403931,0.9600372314453125,1.0,0.9683167338371277,0.022284487262368202,0.973246157169342,0.3502378761768341,0.9800317287445068,0.6294394731521606,4,A,5,100000,std,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s2,0,10,True,-0.16557030379772186,0.0,0.5201133489608765,0.2,0.4,-0.16556721925735474,0.057794857770204544,0.0577993281185627,0.3,0.7218350768089294,-0.3067667782306671,0.9631803631782532,0.6167547702789307,0.9754884243011475,0.7513163089752197,3,A,5,100000,std,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s3,0,10,True,-0.14392581582069397,-0.24161581695079803,0.6193057298660278,0.3,0.4,-0.14388374984264374,0.6193057298660278,0.6192604303359985,0.7,0.7171410322189331,-0.20682664215564728,0.6205235123634338,0.796557605266571,0.7707905173301697,0.8582985401153564,4,A,5,100000,std,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s4,0,10,True,-0.18744106590747833,0.0,0.5620673894882202,0.2,0.4,-0.18744079768657684,0.5620673894882202,0.5620666742324829,0.6,0.762641191482544,-0.3321053087711334,0.9956877827644348,0.6012160181999207,0.997126042842865,0.7445761561393738,3,A,5,100000,std,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s0,0,10,True,0.04217813163995743,-0.10191644728183746,0.2492333948612213,0.1,0.0,0.042177535593509674,0.06265018880367279,0.06265008449554443,0.1,0.3432234823703766,-0.2643997073173523,0.2643997073173523,0.22448764741420746,0.6321998238563538,0.6122438311576843,2,A,5,100000,centered,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s1,0,10,True,0.18282456696033478,0.8532555103302002,0.897162139415741,0.6,0.4,0.18282067775726318,0.897162139415741,0.8971273303031921,1.0,0.9179684519767761,0.026491263881325722,0.8926405310630798,0.8913082480430603,0.9198058247566223,0.9188164472579956,4,A,5,100000,centered,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s2,0,10,True,0.1265832483768463,0.3872278928756714,0.6237328052520752,0.4,0.2,0.126522958278656,0.6237328052520752,0.6236259937286377,0.6,0.7016081213951111,-0.8001688122749329,0.8001688122749329,0.8018682599067688,0.9000844359397888,0.9009342193603516,2,A,5,100000,centered,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s3,0,10,True,-0.025982577353715897,-0.11754611134529114,0.45279401540756226,0.2,0.3,-0.025979334488511086,0.09359891712665558,0.093589186668396,0.3,0.5389276146888733,-0.15753649175167084,0.028534552082419395,0.03204314038157463,0.6726296544075012,0.6714942455291748,4,A,5,100000,centered,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s4,0,10,True,-0.14896132051944733,-0.6661758422851562,0.775231659412384,0.4,0.6,-0.14895670115947723,0.775231659412384,0.7752165794372559,1.0,0.8214355707168579,-0.23600144684314728,0.7369353175163269,0.7341876029968262,0.8250263333320618,0.8231847882270813,3,A,5,100000,centered,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_std_lr0.01_s0,10000,10,True,0.14023327827453613,0.6422311067581177,0.8409315347671509,0.6,0.4,0.13921913504600525,0.33151501417160034,0.33303171396255493,0.6,0.8815169334411621,0.14023327827453613,0.33151501417160034,0.8040280342102051,0.8815169334411621,0.8456709980964661,5,A,5,100,std,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_std_lr0.01_s1,10000,10,True,0.054481275379657745,0.0,0.5278895497322083,0.3,0.3,0.07918884605169296,0.5278895497322083,0.5013564825057983,0.6,0.7294397950172424,0.9706180095672607,0.9706180095672607,0.937312126159668,0.9804261326789856,0.9583079814910889,3,A,5,100,std,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_std_lr0.01_s2,10000,10,True,0.17683041095733643,0.864974319934845,0.9246681928634644,0.6,0.4,0.17536886036396027,0.9246681928634644,0.9219976663589478,1.0,0.940371036529541,-0.9951146841049194,0.9951146841049194,0.9758673906326294,0.9975574016571045,0.9879336953163147,2,A,5,100,std,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_std_lr0.01_s3,10000,10,True,-0.09685459733009338,-0.12308984994888306,0.6097217202186584,0.3,0.4,-0.09550323337316513,0.6097217202186584,0.6064279079437256,0.7,0.7225984930992126,-0.26399752497673035,0.5826679468154907,0.8947484493255615,0.7106204032897949,0.9218916893005371,4,A,5,100,std,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_std_lr0.01_s4,10000,10,True,-0.09074212610721588,0.0,0.18738262355327606,0.0,0.2,-0.08999310433864594,-0.03855016827583313,-0.039109788835048676,0.1,0.451042503118515,-0.6464614868164062,-0.6464614868164062,0.6938084363937378,0.8232307434082031,0.8469041585922241,2,A,5,100,std,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_centered_lr0.01_s0,10000,10,True,0.2176142930984497,0.6906676292419434,0.7323465943336487,0.6,0.4,0.2420930415391922,0.7323465943336487,0.674450695514679,1.0,0.7910500168800354,0.0901724100112915,0.780476987361908,0.7855560183525085,0.8387525081634521,0.8425885438919067,4,A,5,100,centered,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_centered_lr0.01_s1,10000,10,True,0.09176454693078995,0.11753207445144653,0.5471643209457397,0.3,0.3,0.08914856612682343,0.5471643209457397,0.5311802625656128,0.6,0.6742979884147644,0.09176454693078995,0.5471643209457397,0.5613828301429749,0.6742979884147644,0.6790618896484375,5,A,5,100,centered,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_centered_lr0.01_s2,10000,10,True,-0.07276807725429535,-0.11982332170009613,0.19117093086242676,0.0,0.1,-0.06466031074523926,0.06200769543647766,0.05504388362169266,0.1,0.3360597491264343,0.05459896847605705,-0.1433759480714798,-0.15055857598781586,0.3865015506744385,0.39041754603385925,3,A,5,100,centered,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_centered_lr0.01_s3,10000,10,True,0.187974214553833,0.9155899286270142,0.9449151754379272,0.6,0.4,0.1882949024438858,0.9449151754379272,0.939895510673523,1.0,0.9561389088630676,0.187974214553833,0.9449151754379272,0.9452136754989624,0.9561389088630676,0.9563785791397095,5,A,5,100,centered,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_centered_lr0.01_s4,10000,10,True,-0.1820383071899414,-0.809206485748291,0.8750861883163452,0.4,0.6,-0.17827345430850983,0.8750861883163452,0.8299552798271179,1.0,0.9012840390205383,-0.1820383071899414,0.8750861883163452,0.849774956703186,0.9012840390205383,0.8816908597946167,5,A,5,100,centered,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s0,10000,10,True,-0.1359413117170334,-0.4094019830226898,0.6631471514701843,0.3,0.4,-0.13603617250919342,-0.04138173162937164,-0.04081057384610176,0.3,0.7414661645889282,,,,,,1,A,5,1000,std,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s1,10000,10,True,-0.03285878896713257,-0.08542966097593307,0.5882188081741333,0.3,0.3,-0.03277159109711647,0.5622137784957886,0.5616807341575623,0.6,0.6853323578834534,,,,,,1,A,5,1000,std,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s2,10000,10,True,0.07953940331935883,0.19900986552238464,0.5983709692955017,0.4,0.3,0.07941336184740067,0.11228883266448975,0.1123066172003746,0.4,0.7048946619033813,,,,,,1,A,5,1000,std,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s3,10000,10,True,0.13023336231708527,0.7431579828262329,0.8683401346206665,0.6,0.4,0.13019342720508575,0.8683401346206665,0.8682344555854797,1.0,0.8967647552490234,-0.3289244472980499,0.9211634993553162,0.6844679713249207,0.9476720690727234,0.7902824282646179,3,A,5,1000,std,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s4,10000,10,True,-0.18352989852428436,-0.45002081990242004,0.5272015929222107,0.2,0.4,-0.17946623265743256,0.009590625762939453,0.006845199968665838,0.3,0.6538057327270508,-0.5583725571632385,-0.5583725571632385,0.4086301028728485,0.7791862487792969,0.7043150663375854,2,A,5,1000,std,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s0,10000,10,True,-0.10595512390136719,-0.08149486035108566,0.3663751482963562,0.0,0.2,-0.10587819665670395,0.30752143263816833,0.3069714903831482,0.2,0.5244112014770508,-0.40570130944252014,0.7389176487922668,0.7359218001365662,0.8300574421882629,0.8281847834587097,3,A,5,1000,centered,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s1,10000,10,True,0.09817279875278473,0.1944684237241745,0.5345003604888916,0.3,0.3,0.09798987954854965,0.5345003604888916,0.53438800573349,0.6,0.6626331210136414,0.5272276997566223,0.5272276997566223,0.5378924012184143,0.6763526797294617,0.6839920282363892,4,A,5,1000,centered,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s2,10000,10,True,0.15481804311275482,0.7714519500732422,0.8588725328445435,0.6,0.4,0.1548176109790802,0.8588725328445435,0.8586195111274719,1.0,0.8889869451522827,-0.012953579425811768,0.9161252379417419,0.9203084111213684,0.9377956986427307,0.9408540725708008,4,A,5,1000,centered,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s3,10000,10,True,-0.11718451976776123,-0.1181524395942688,0.5087375640869141,0.1,0.4,-0.11706224828958511,0.3443598747253418,0.3440692126750946,0.5,0.5893782377243042,-0.14589130878448486,0.23124559223651886,0.23557710647583008,0.6545679569244385,0.6584985852241516,4,A,5,1000,centered,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s4,10000,10,True,-0.20207726955413818,-0.22588109970092773,0.666157066822052,0.2,0.4,-0.1999387890100479,0.666157066822052,0.6439145803451538,0.6,0.7947294116020203,-0.3246724605560303,0.9717974066734314,0.9703105092048645,0.9788945913314819,0.9777849316596985,4,A,5,1000,centered,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s0,10000,10,True,-0.1980150192975998,-0.6487165689468384,0.8293771743774414,0.4,0.6,-0.1980123370885849,0.3208405375480652,0.3210662007331848,0.6,0.8716217279434204,-0.3213278353214264,0.9585147500038147,0.688586950302124,0.9690553545951843,0.7828928828239441,4,A,5,10000,std,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s1,10000,10,True,0.5420557856559753,0.6744122505187988,0.5909725427627563,0.7,0.0,0.5420424342155457,0.18122167885303497,0.18122103810310364,0.4,0.6985393762588501,0.8165443539619446,0.15659956634044647,0.9204886555671692,0.8687556982040405,0.9405747652053833,4,A,5,10000,std,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s2,10000,10,True,0.1343000829219818,0.623579204082489,0.7435469031333923,0.6,0.4,0.13427141308784485,0.7435469031333923,0.7434476613998413,1.0,0.7990021109580994,-0.30831941962242126,0.9485859870910645,0.6509597301483154,0.9657393097877502,0.7702742218971252,3,A,5,10000,std,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s3,10000,10,True,0.27042317390441895,0.9463201761245728,0.8894961476325989,0.6,0.4,0.27064499258995056,0.27042317390441895,0.27064499258995056,0.6,0.9142550230026245,0.9846931099891663,0.9846931099891663,0.3572831153869629,0.9898037314414978,0.6190027594566345,3,A,5,10000,std,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s4,10000,10,True,-0.19364750385284424,-0.26319584250450134,0.5985848307609558,0.2,0.4,-0.19360211491584778,0.5492454767227173,0.5491708517074585,0.6,0.7032877206802368,0.17858059704303741,0.36504390835762024,0.8972268104553223,0.6221171021461487,0.9320116639137268,3,A,5,10000,std,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s0,10000,10,True,0.20440402626991272,0.8951611518859863,0.9070597887039185,0.6,0.4,0.20439711213111877,0.9070597887039185,0.9069744944572449,1.0,0.9261564016342163,0.20440402626991272,0.9070597887039185,0.9094527959823608,0.9261564016342163,0.9280230402946472,5,A,5,10000,centered,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s1,10000,10,True,0.13317766785621643,0.5971885919570923,0.8156020045280457,0.5,0.4,0.13317161798477173,0.8156020045280457,0.8155024647712708,0.9,0.8598214387893677,0.13317766785621643,0.8156020045280457,0.8153406977653503,0.8598214387893677,0.8598437309265137,5,A,5,10000,centered,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s2,10000,10,True,-0.17656418681144714,-0.7501449584960938,0.8672095537185669,0.4,0.6,-0.1765323430299759,0.8672095537185669,0.8670421838760376,1.0,0.8947755098342896,-0.17656418681144714,0.8672095537185669,0.8723030090332031,0.8947755098342896,0.8988323211669922,5,A,5,10000,centered,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s3,10000,10,True,-0.17004022002220154,-0.1350707858800888,0.396820604801178,0.0,0.3,-0.17002874612808228,0.23599953949451447,0.23598618805408478,0.3,0.5059715509414673,-0.17004022002220154,0.23599953949451447,0.225655198097229,0.5059715509414673,0.499091237783432,5,A,5,10000,centered,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
