step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,sign_match_mean,sign_clone_frac,eval_loss
0,B_w100_K100_c0.0_lr0.01_s0,0,0,0,70.7718,27.2196,0.500317,0,1.47365
0,B_w100_K100_c0.0_lr0.01_s1,0,0,0,71.0885,27.2114,0.500904,0,1.34609
0,B_w100_K100_c0.0_lr0.01_s2,0,0,0,71.0207,27.4344,0.498874,0,2.03996
0,B_w100_K100_c0.0_lr0.01_s3,0,0,0,70.9377,27.1465,0.497277,0,3.73323
0,B_w100_K100_c0.0_lr0.01_s4,0,0,0,71.0911,27.6034,0.50076,0,0.860708
0,B_w100_K100_c2.0_lr0.01_s0,0,0,0,65.9086,23.6057,0.498211,0.00020202,1.18563
0,B_w100_K100_c2.0_lr0.01_s1,0,0,0,66.469,24.5621,0.500394,0,1.25177
0,B_w100_K100_c2.0_lr0.01_s2,0,0,0,65.3777,23.9968,0.500721,0,1.69557
0,B_w100_K100_c2.0_lr0.01_s3,0,0,0,64.7392,23.9415,0.498721,0,1.47212
0,B_w100_K100_c2.0_lr0.01_s4,0,0,0,66.8234,24.4591,0.500664,0,1.21047
0,B_w100_K10000_c0.0_lr0.01_s0,0,0,0,70.8214,27.9834,0.501684,0,1.48806
0,B_w100_K10000_c0.0_lr0.01_s1,0,0,0,70.913,28.0089,0.499721,0,1.80445
0,B_w100_K10000_c0.0_lr0.01_s2,0,0,0,70.863,26.9399,0.496643,0,1.18528
0,B_w100_K10000_c0.0_lr0.01_s3,0,0,0,70.9335,27.2421,0.500548,0,1.86373
0,B_w100_K10000_c0.0_lr0.01_s4,0,0,0,70.995,28.0075,0.500144,0,2.08187
0,B_w100_K10000_c2.0_lr0.01_s0,0,0,0,66.4853,24.8433,0.498105,0,1.37646
0,B_w100_K10000_c2.0_lr0.01_s1,0,0,0,66.3194,24.6421,0.499557,0,1.94985
0,B_w100_K10000_c2.0_lr0.01_s2,0,0,0,68.3895,25.1647,0.500173,0,1.62125
0,B_w100_K10000_c2.0_lr0.01_s3,0,0,0,67.2252,23.7712,0.497557,0,2.91403
0,B_w100_K10000_c2.0_lr0.01_s4,0,0,0,66.8995,24.4068,0.499673,0,2.56907
10000,B_w100_K100_c0.0_lr0.01_s0,0,0,0,84.7287,42.2447,0.499827,0,0.395532
10000,B_w100_K100_c0.0_lr0.01_s1,0,0,0,84.9978,42.1892,0.498778,0,0.595504
10000,B_w100_K100_c0.0_lr0.01_s2,0,0,0,84.9947,42.4292,0.499298,0,0.463151
10000,B_w100_K100_c0.0_lr0.01_s3,nan,nan,nan,nan,nan,nan,nan,nan
10000,B_w100_K100_c0.0_lr0.01_s4,0,0,0,84.6772,40.9649,0.500866,0,0.337097
10000,B_w100_K100_c2.0_lr0.01_s0,0,0,0,83.2691,36.0618,0.528764,0,0.470683
10000,B_w100_K100_c2.0_lr0.01_s1,0,0,0,82.1318,31.7066,0.537076,0,0.648844
10000,B_w100_K100_c2.0_lr0.01_s2,0.01,0,0,83.2016,34.0087,0.54001,0,0.481709
10000,B_w100_K100_c2.0_lr0.01_s3,0.01,0,0,81.7715,30.0947,0.528908,0,0.364143
10000,B_w100_K100_c2.0_lr0.01_s4,0,0,0,82.7719,34.8011,0.53645,0,0.381593
10000,B_w100_K10000_c0.0_lr0.01_s0,0,0,0,77.3724,32.6877,0.501809,0,0.0916133
10000,B_w100_K10000_c0.0_lr0.01_s1,0,0,0,79.2328,33.5025,0.502963,0,0.079436
10000,B_w100_K10000_c0.0_lr0.01_s2,0,0,0,79.4372,32.873,0.504319,0,0.0904165
10000,B_w100_K10000_c0.0_lr0.01_s3,0,0,0,78.4282,33.0367,0.499404,0,0.0955468
10000,B_w100_K10000_c0.0_lr0.01_s4,0,0,0,77.7371,32.9088,0.500798,0,0.0557389
10000,B_w100_K10000_c2.0_lr0.01_s0,0,0,0,81.067,33.6249,0.513141,0,0.0749244
10000,B_w100_K10000_c2.0_lr0.01_s1,0,0,0,79.8717,32.7277,0.508369,0,0.0934248
10000,B_w100_K10000_c2.0_lr0.01_s2,0,0,0,80.2674,33.0559,0.514382,0,0.104465
10000,B_w100_K10000_c2.0_lr0.01_s3,0,0,0,78.9213,30.2886,0.51393,0,0.0790364
10000,B_w100_K10000_c2.0_lr0.01_s4,0,0,0,79.767,33.2093,0.502299,0.00020202,0.0931905
20000,B_w100_K100_c0.0_lr0.01_s0,0,0,0,87.4074,46.3214,0.500856,0,0.489771
20000,B_w100_K100_c0.0_lr0.01_s1,0,0,0,87.2625,44.6374,0.498942,0,0.503802
20000,B_w100_K100_c0.0_lr0.01_s2,0,0,0,87.655,47.2759,0.498288,0,0.39398
20000,B_w100_K100_c0.0_lr0.01_s3,nan,nan,nan,nan,nan,nan,nan,nan
20000,B_w100_K100_c0.0_lr0.01_s4,0,0,0,87.6565,46.6434,0.498711,0,0.485752
20000,B_w100_K100_c2.0_lr0.01_s0,0.11,0,0,78.4115,21.0723,0.554228,0,0.412923
20000,B_w100_K100_c2.0_lr0.01_s1,0.08,0,0,74.6041,16.3005,0.559423,0,0.792459
20000,B_w100_K100_c2.0_lr0.01_s2,0.2,0,0,80.059,24.6631,0.562867,0,0.453251
20000,B_w100_K100_c2.0_lr0.01_s3,0.11,0,0,83.1105,32.9067,0.554036,0,0.762664
20000,B_w100_K100_c2.0_lr0.01_s4,0.18,0,0,78.4301,23.2195,0.560875,0,0.370666
20000,B_w100_K10000_c0.0_lr0.01_s0,0,0,0,79.125,34.6961,0.500241,0,0.066102
20000,B_w100_K10000_c0.0_lr0.01_s1,0,0,0,80.5363,35.2961,0.503425,0,0.0636469
20000,B_w100_K10000_c0.0_lr0.01_s2,0,0,0,80.4729,34.7742,0.502405,0,0.0559639
20000,B_w100_K10000_c0.0_lr0.01_s3,0,0,0,79.8959,35.0292,0.499798,0,0.0880078
20000,B_w100_K10000_c0.0_lr0.01_s4,0,0,0,79.3387,34.8121,0.498692,0,0.0776012
20000,B_w100_K10000_c2.0_lr0.01_s0,0,0,0,80.109,31.6863,0.517095,0,0.0640266
20000,B_w100_K10000_c2.0_lr0.01_s1,0,0,0,80.4013,32.6372,0.510553,0,0.0581448
20000,B_w100_K10000_c2.0_lr0.01_s2,0,0,0,80.9296,32.1091,0.522607,0,0.0634142
20000,B_w100_K10000_c2.0_lr0.01_s3,0,0,0,80.8608,33.4929,0.516277,0,0.0465475
20000,B_w100_K10000_c2.0_lr0.01_s4,0,0,0,80.003,30.848,0.507196,0,0.0627681
30000,B_w100_K100_c0.0_lr0.01_s0,0.01,0,0,85.3003,39.6889,0.500962,0,0.515318
30000,B_w100_K100_c0.0_lr0.01_s1,0,0,0,85.2262,35.9057,0.501385,0,0.934758
30000,B_w100_K100_c0.0_lr0.01_s2,0.01,0,0,87.347,45.873,0.501049,0,0.61453
30000,B_w100_K100_c0.0_lr0.01_s3,nan,nan,nan,nan,nan,nan,nan,nan
30000,B_w100_K100_c0.0_lr0.01_s4,0.02,0,0,85.5326,35.2695,0.500058,0,0.543769
30000,B_w100_K100_c2.0_lr0.01_s0,0.46,0,0,73.4798,13.7433,0.57063,0.00020202,0.591792
30000,B_w100_K100_c2.0_lr0.01_s1,0.5,0,0,68.5831,10.2638,0.580741,0,0.546195
30000,B_w100_K100_c2.0_lr0.01_s2,0.54,0,0,77.988,17.7031,0.58229,0,0.775348
30000,B_w100_K100_c2.0_lr0.01_s3,0.42,0,0,76.8009,20.5852,0.565724,0,1.04696
