run_id,ckpt,n_periods,finite,Eg_norm,gbar_norm_mean,ratio,ratio_pred,exp,width,period,enc,c,lr,seed,ratio_over_pred,git_hash
A_w5_T1000_centered_lr0.01_s3,10000,50,True,2.734689950942993,2.981325149536133,0.9172732830047607,0.1414213562373095,A,5,1000,centered,,0.01,3,6.486101586139134,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s4,10000,50,True,1.5938795804977417,2.1458492279052734,0.7427733540534973,0.1414213562373095,A,5,1000,centered,,0.01,4,5.252200755359043,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s0,10000,50,True,4.717433452606201,6.422762393951416,0.7344866991043091,0.1414213562373095,A,5,10000,std,,0.01,0,5.1936052562798025,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s1,10000,50,True,6.123465538024902,9.781181335449219,0.6260455846786499,0.1414213562373095,A,5,10000,std,,0.01,1,4.426810782581703,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s2,10000,50,True,6.425707817077637,7.697624683380127,0.8347650170326233,0.1414213562373095,A,5,10000,std,,0.01,2,5.902680042410718,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s3,10000,50,True,6.798908233642578,8.064483642578125,0.84306800365448,0.1414213562373095,A,5,10000,std,,0.01,3,5.961391023854878,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s4,10000,50,True,3.5979056358337402,7.373819351196289,0.48792973160743713,0.1414213562373095,A,5,10000,std,,0.01,4,3.450184219621509,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s0,10000,50,True,2.174304723739624,3.0541510581970215,0.7119178771972656,0.1414213562373095,A,5,10000,centered,,0.01,0,5.034019586141183,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s1,10000,50,True,0.8943706750869751,1.4163119792938232,0.6314786076545715,0.1414213562373095,A,5,10000,centered,,0.01,1,4.465228056467868,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s2,10000,50,True,1.225529432296753,1.8064152002334595,0.6784317493438721,0.1414213562373095,A,5,10000,centered,,0.01,2,4.79723690533304,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s3,10000,50,True,2.1882550716400146,2.7143442630767822,0.8061818480491638,0.1414213562373095,A,5,10000,centered,,0.01,3,5.700566516250666,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s4,10000,50,True,2.485259771347046,3.3231165409088135,0.7478702068328857,0.1414213562373095,A,5,10000,centered,,0.01,4,5.288240946989194,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s0,10000,5,True,1.8316200971603394,2.090029239654541,0.8763610124588013,0.4472135954999579,A,5,100000,std,,0.01,0,1.9596027966884197,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s1,10000,5,True,1.8721561431884766,2.3557190895080566,0.7947281002998352,0.4472135954999579,A,5,100000,std,,0.01,1,1.7770660558997025,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s2,10000,5,True,5.735225677490234,5.974681854248047,0.9599215388298035,0.4472135954999579,A,5,100000,std,,0.01,2,2.1464498138896446,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s3,10000,5,True,3.792994499206543,5.259130477905273,0.721220850944519,0.4472135954999579,A,5,100000,std,,0.01,3,1.6126988495021881,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s4,10000,5,True,2.9028332233428955,3.315228223800659,0.8756058216094971,0.4472135954999579,A,5,100000,std,,0.01,4,1.9579141386133898,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s0,10000,5,True,0.8669745326042175,1.5066149234771729,0.5754453539848328,0.4472135954999579,A,5,100000,centered,,0.01,0,1.2867349288465155,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s1,10000,5,True,1.3470244407653809,1.5106474161148071,0.8916868567466736,0.4472135954999579,A,5,100000,centered,,0.01,1,1.9938724263286791,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s2,10000,5,True,1.347454309463501,1.4169021844863892,0.9509861469268799,0.4472135954999579,A,5,100000,centered,,0.01,2,2.126469670189106,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s3,10000,5,True,0.9302671551704407,1.1258587837219238,0.8262733817100525,0.4472135954999579,A,5,100000,centered,,0.01,3,1.8476034495023088,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s4,10000,5,True,0.6884686946868896,0.932886004447937,0.7379987239837646,0.4472135954999579,A,5,100000,centered,,0.01,4,1.6502153141358022,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_std_lr0.01_s0,50000,50,True,0.29555943608283997,1.506750226020813,0.19615688920021057,0.1414213562373095,A,5,100,std,,0.01,0,1.3870386652992714,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_std_lr0.01_s1,50000,50,True,8.977951049804688,10.619175910949707,0.8454470634460449,0.1414213562373095,A,5,100,std,,0.01,1,5.978213516969516,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_std_lr0.01_s2,50000,50,True,0.5355582237243652,1.7475471496582031,0.306462824344635,0.1414213562373095,A,5,100,std,,0.01,2,2.1670194127567317,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_std_lr0.01_s3,50000,50,True,1.181420922279358,2.8501882553100586,0.41450628638267517,0.1414213562373095,A,5,100,std,,0.01,3,2.931002059456427,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_std_lr0.01_s4,50000,50,True,3.5697202682495117,4.814224720001221,0.7414942979812622,0.1414213562373095,A,5,100,std,,0.01,4,5.24315646313709,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_centered_lr0.01_s0,50000,50,True,0.9461157917976379,1.8626893758773804,0.5079299807548523,0.1414213562373095,A,5,100,centered,,0.01,0,3.5916073375970865,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_centered_lr0.01_s1,50000,50,True,0.7964247465133667,2.1115050315856934,0.3771834373474121,0.1414213562373095,A,5,100,centered,,0.01,1,2.667089662996064,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_centered_lr0.01_s2,50000,50,True,0.7640498876571655,1.5383342504501343,0.4966735243797302,0.1414213562373095,A,5,100,centered,,0.01,2,3.5120121712472927,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_centered_lr0.01_s3,50000,50,True,0.42418134212493896,1.077599048614502,0.3936356008052826,0.1414213562373095,A,5,100,centered,,0.01,3,2.7834240264585612,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_centered_lr0.01_s4,50000,50,True,0.48344019055366516,1.1845712661743164,0.40811407566070557,0.1414213562373095,A,5,100,centered,,0.01,4,2.8858023039736462,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s0,50000,50,True,0.637108564376831,1.6917277574539185,0.37660229206085205,0.1414213562373095,A,5,1000,std,,0.01,0,2.6629803452662517,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s1,50000,50,True,1.921811580657959,3.2392690181732178,0.5932855606079102,0.1414213562373095,A,5,1000,std,,0.01,1,4.195162430859157,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s2,50000,50,True,3.5399081707000732,4.815687656402588,0.7350784540176392,0.1414213562373095,A,5,1000,std,,0.01,2,5.197789595399964,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s3,50000,50,True,1.2049169540405273,2.1768229007720947,0.553520917892456,0.1414213562373095,A,5,1000,std,,0.01,3,3.9139839457035785,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s4,50000,50,True,1.3357112407684326,3.4890623092651367,0.38282814621925354,0.1414213562373095,A,5,1000,std,,0.01,4,2.707003782207093,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s0,50000,50,True,0.8363921642303467,1.2319426536560059,0.6789213418960571,0.1414213562373095,A,5,1000,centered,,0.01,0,4.800698847469725,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s1,50000,50,True,1.4758812189102173,1.9755799770355225,0.7470622658729553,0.1414213562373095,A,5,1000,centered,,0.01,1,5.282527941673542,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s2,50000,50,True,1.3806519508361816,1.652419090270996,0.8355337977409363,0.1414213562373095,A,5,1000,centered,,0.01,2,5.908116142931653,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s3,50000,50,True,0.4817058742046356,0.9491423964500427,0.5075169801712036,0.1414213562373095,A,5,1000,centered,,0.01,3,3.5886869824637664,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s4,50000,50,True,0.13481764495372772,0.4001520276069641,0.3369160592556,0.1414213562373095,A,5,1000,centered,,0.01,4,2.382356301902834,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s0,50000,50,True,8.681732177734375,11.006804466247559,0.7887604832649231,0.1414213562373095,A,5,10000,std,,0.01,0,5.577378864486055,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s1,50000,50,True,2.401442766189575,5.0500383377075195,0.47552961111068726,0.1414213562373095,A,5,10000,std,,0.01,1,3.3625021267136876,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s2,50000,50,True,2.624389410018921,3.564957857131958,0.7361628413200378,0.1414213562373095,A,5,10000,std,,0.01,2,5.205457371549551,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s3,50000,50,True,1.4297608137130737,3.1264376640319824,0.45731306076049805,0.1414213562373095,A,5,10000,std,,0.01,3,3.233691663889238,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s4,50000,50,True,2.049666166305542,3.9826877117156982,0.5146439671516418,0.1414213562373095,A,5,10000,std,,0.01,4,3.6390823906967276,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s0,50000,50,True,2.2425615787506104,2.7374253273010254,0.8192229270935059,0.1414213562373095,A,5,10000,centered,,0.01,0,5.7927808705131065,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s1,50000,50,True,1.0698336362838745,1.758291482925415,0.6084506511688232,0.1414213562373095,A,5,10000,centered,,0.01,1,4.302395814588454,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s2,50000,50,True,1.35215425491333,1.7651249170303345,0.7660388350486755,0.1414213562373095,A,5,10000,centered,,0.01,2,5.416712549151616,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s3,50000,50,True,1.504889726638794,2.053154230117798,0.7329647541046143,0.1414213562373095,A,5,10000,centered,,0.01,3,5.182843479981031,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s4,50000,50,True,2.548804759979248,3.3390517234802246,0.7633318901062012,0.1414213562373095,A,5,10000,centered,,0.01,4,5.397571557900394,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s0,50000,6,True,0.7307909727096558,2.0277254581451416,0.36039936542510986,0.4082482904638631,A,5,100000,std,,0.01,0,0.8827945489143728,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s1,50000,6,True,3.657602548599243,3.8231077194213867,0.9567092657089233,0.4082482904638631,A,5,100000,std,,0.01,1,2.3434495331796334,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s2,50000,6,True,4.481302738189697,4.819671154022217,0.9297943115234375,0.4082482904638631,A,5,100000,std,,0.01,2,2.2775216289748066,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s3,50000,6,True,5.578208923339844,5.902007579803467,0.9451375603675842,0.4082482904638631,A,5,100000,std,,0.01,3,2.3151047596395142,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s4,50000,6,True,1.0329945087432861,1.9974006414413452,0.5171694159507751,0.4082482904638631,A,5,100000,std,,0.01,4,1.2668011796525904,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s0,50000,6,True,2.16815185546875,2.493535041809082,0.8695092797279358,0.4082482904638631,A,5,100000,centered,,0.01,0,2.1298540619483677,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s1,50000,6,True,0.9499152302742004,1.1239023208618164,0.8451937437057495,0.4082482904638631,A,5,100000,centered,,0.01,1,2.0702934058717473,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
