run_id,ckpt,n_periods,finite,Eg_norm,gbar_norm_mean,ratio,ratio_pred,exp,width,period,enc,c,lr,seed,ratio_over_pred,git_hash
A_w5_T100_std_lr0.01_s0,0,50,True,1.0742830038070679,2.838543653488159,0.3784627318382263,0.1414213562373095,A,5,100,std,,0.01,0,2.6761356410919572,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_std_lr0.01_s1,0,50,True,6.887747764587402,8.833684921264648,0.7797139883041382,0.1414213562373095,A,5,100,std,,0.01,1,5.513410485158645,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_std_lr0.01_s2,0,50,True,1.7180765867233276,3.716390371322632,0.46229711174964905,0.1414213562373095,A,5,100,std,,0.01,2,3.26893422641132,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_std_lr0.01_s3,0,50,True,11.663725852966309,14.604535102844238,0.7986372709274292,0.1414213562373095,A,5,100,std,,0.01,3,5.647218299811032,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_std_lr0.01_s4,0,50,True,0.49974653124809265,1.1657265424728394,0.4286996126174927,0.1414213562373095,A,5,100,std,,0.01,4,3.0313640317387507,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_centered_lr0.01_s0,0,50,True,0.5310264229774475,1.0087060928344727,0.5264431834220886,0.1414213562373095,A,5,100,centered,,0.01,0,3.722515449071923,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_centered_lr0.01_s1,0,50,True,0.28040167689323425,0.7496694326400757,0.37403374910354614,0.1414213562373095,A,5,100,centered,,0.01,1,2.644818003837452,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_centered_lr0.01_s2,0,50,True,0.3638657033443451,0.9129734039306641,0.3985501825809479,0.1414213562373095,A,5,100,centered,,0.01,2,2.8181753674612486,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_centered_lr0.01_s3,0,50,True,0.4113382399082184,0.939972996711731,0.43760645389556885,0.1414213562373095,A,5,100,centered,,0.01,3,3.09434491040555,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_centered_lr0.01_s4,0,50,True,0.5978790521621704,1.436790108680725,0.41612136363983154,0.1414213562373095,A,5,100,centered,,0.01,4,2.9424223802631815,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s0,0,50,True,1.2916072607040405,3.218446969985962,0.40131381154060364,0.1414213562373095,A,5,1000,std,,0.01,0,2.83771717524181,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s1,0,50,True,3.641260862350464,5.634350776672363,0.6462609171867371,0.1414213562373095,A,5,1000,std,,0.01,1,4.569754769585796,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s2,0,50,True,3.6806671619415283,5.596893310546875,0.6576268076896667,0.1414213562373095,A,5,1000,std,,0.01,2,4.65012375207425,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s3,0,50,True,0.45706865191459656,1.421952724456787,0.3214372992515564,0.1414213562373095,A,5,1000,std,,0.01,3,2.2729049402706507,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s4,0,50,True,5.388774871826172,7.112819194793701,0.7576144933700562,0.1414213562373095,A,5,1000,std,,0.01,4,5.357143457871774,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s0,0,50,True,0.27194342017173767,0.5768587589263916,0.47142115235328674,0.1414213562373095,A,5,1000,centered,,0.01,0,3.333450936237856,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s1,0,50,True,0.41321882605552673,0.6354319453239441,0.6502959728240967,0.1414213562373095,A,5,1000,centered,,0.01,1,4.598286921622216,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s2,0,50,True,1.1329702138900757,1.3334733247756958,0.8496384620666504,0.1414213562373095,A,5,1000,centered,,0.01,2,6.007851180842377,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s3,0,50,True,0.3236124813556671,0.6748330593109131,0.4795444905757904,0.1414213562373095,A,5,1000,centered,,0.01,3,3.3908916116678984,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s4,0,50,True,0.6283296346664429,0.8980742692947388,0.6996410489082336,0.1414213562373095,A,5,1000,centered,,0.01,4,4.9472093007948095,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s0,0,50,True,2.7244889736175537,4.343111038208008,0.6273127794265747,0.1414213562373095,A,5,10000,std,,0.01,0,4.435771202575119,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s1,0,50,True,6.242769718170166,7.82435417175293,0.7978639006614685,0.1414213562373095,A,5,10000,std,,0.01,1,5.641749746216743,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s2,0,50,True,9.788725852966309,12.220881462097168,0.8009836077690125,0.1414213562373095,A,5,10000,std,,0.01,2,5.663809406727345,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s3,0,50,True,0.7060481309890747,2.653327226638794,0.26609915494918823,0.1414213562373095,A,5,10000,std,,0.01,3,1.8816051693258085,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s4,0,50,True,1.0635106563568115,2.5714712142944336,0.41358062624931335,0.1414213562373095,A,5,10000,std,,0.01,4,2.924456653882685,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s0,0,50,True,0.6119139194488525,0.7966287732124329,0.7681293487548828,0.1414213562373095,A,5,10000,centered,,0.01,0,5.431494713329842,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s1,0,50,True,0.8177633285522461,0.9642446041107178,0.8480870127677917,0.1414213562373095,A,5,10000,centered,,0.01,1,5.996880777643477,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s2,0,50,True,0.1653597354888916,0.35313093662261963,0.4682674705982208,0.1414213562373095,A,5,10000,centered,,0.01,2,3.3111510386907423,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s3,0,50,True,0.3820905387401581,0.6226080656051636,0.6136935353279114,0.1414213562373095,A,5,10000,centered,,0.01,3,4.339468604007122,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s4,0,50,True,0.8363455533981323,1.1166399717330933,0.7489840984344482,0.1414213562373095,A,5,10000,centered,,0.01,4,5.29611735003891,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s0,0,5,True,2.9650485515594482,3.222367763519287,0.9201459288597107,0.4472135954999579,A,5,100000,std,,0.01,0,2.057508846149999,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s1,0,5,True,4.094438552856445,4.409714698791504,0.9285041689872742,0.4472135954999579,A,5,100000,std,,0.01,1,2.0761984392474973,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s2,0,5,True,2.127309799194336,2.287580728530884,0.9299386739730835,0.4472135954999579,A,5,100000,std,,0.01,2,2.079406089909829,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s3,0,5,True,0.41584447026252747,0.9127523303031921,0.4555939733982086,0.4472135954999579,A,5,100000,std,,0.01,3,1.0187390946576254,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s4,0,5,True,3.6801512241363525,3.8180527687072754,0.9638817310333252,0.4472135954999579,A,5,100000,std,,0.01,4,2.155305072860684,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s0,0,5,True,1.6364928483963013,1.6878633499145508,0.9695647954940796,0.4472135954999579,A,5,100000,centered,,0.01,0,2.168012791315444,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s1,0,5,True,0.45244622230529785,0.6500537991523743,0.6960135102272034,0.4472135954999579,A,5,100000,centered,,0.01,1,1.556333522126272,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s2,0,5,True,0.25416821241378784,0.3587964177131653,0.7083911895751953,0.4472135954999579,A,5,100000,centered,,0.01,2,1.5840108545520772,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s3,0,5,True,0.33521440625190735,0.40155163407325745,0.834797739982605,0.4472135954999579,A,5,100000,centered,,0.01,3,1.866664494064299,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s4,0,5,True,0.5194472074508667,0.6144253015518188,0.8454196453094482,0.4472135954999579,A,5,100000,centered,,0.01,4,1.8904157964256876,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_std_lr0.01_s0,10000,50,True,5.507360935211182,9.060003280639648,0.6078762412071228,0.1414213562373095,A,5,100,std,,0.01,0,4.29833412279746,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_std_lr0.01_s1,10000,50,True,0.4422215521335602,1.3857579231262207,0.3191189169883728,0.1414213562373095,A,5,100,std,,0.01,1,2.2565115020738533,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_std_lr0.01_s2,10000,50,True,6.20327615737915,10.110472679138184,0.6135495901107788,0.1414213562373095,A,5,100,std,,0.01,2,4.338450757615584,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_std_lr0.01_s3,10000,50,True,1.3392908573150635,3.972602605819702,0.3371318578720093,0.1414213562373095,A,5,100,std,,0.01,3,2.383882228553171,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_std_lr0.01_s4,10000,50,True,0.6668871641159058,1.383191704750061,0.48213645815849304,0.1414213562373095,A,5,100,std,,0.01,4,3.409219590211346,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_centered_lr0.01_s0,10000,50,True,0.8925718665122986,1.7476762533187866,0.5107192397117615,0.1414213562373095,A,5,100,centered,,0.01,0,3.6113303768262446,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_centered_lr0.01_s1,10000,50,True,0.8970180153846741,2.474641799926758,0.3624839782714844,0.1414213562373095,A,5,100,centered,,0.01,1,2.5631487910724373,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_centered_lr0.01_s2,10000,50,True,0.3268250524997711,0.9948905110359192,0.3285035490989685,0.1414213562373095,A,5,100,centered,,0.01,2,2.322870872117286,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_centered_lr0.01_s3,10000,50,True,1.1091108322143555,1.991233229637146,0.5569969415664673,0.1414213562373095,A,5,100,centered,,0.01,3,3.9385631448181617,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_centered_lr0.01_s4,10000,50,True,0.6412914395332336,1.9328627586364746,0.3317832350730896,0.1414213562373095,A,5,100,centered,,0.01,4,2.34606175404192,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s0,10000,50,True,3.08541202545166,4.942092418670654,0.6243128776550293,0.1414213562373095,A,5,1000,std,,0.01,0,4.414558693719586,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s1,10000,50,True,2.361643075942993,3.645246982574463,0.6478691697120667,0.1414213562373095,A,5,1000,std,,0.01,1,4.581126832251005,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s2,10000,50,True,1.302950382232666,2.500189781188965,0.5211405754089355,0.1414213562373095,A,5,1000,std,,0.01,2,3.6850203482311765,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s3,10000,50,True,9.4326810836792,12.276640892028809,0.7683438062667847,0.1414213562373095,A,5,1000,std,,0.01,3,5.433011156939264,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s4,10000,50,True,2.332063674926758,4.969254970550537,0.46929845213890076,0.1414213562373095,A,5,1000,std,,0.01,4,3.3184411790776713,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s0,10000,50,True,2.465555191040039,2.8606319427490234,0.8618918061256409,0.1414213562373095,A,5,1000,centered,,0.01,0,6.094495407605618,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s1,10000,50,True,0.9573129415512085,1.4150841236114502,0.6765060424804688,0.1414213562373095,A,5,1000,centered,,0.01,1,4.78362010151614,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s2,10000,50,True,3.0528876781463623,3.2906599044799805,0.9277433156967163,0.1414213562373095,A,5,1000,centered,,0.01,2,6.560135897296401,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
