run_id,cos_sign,n,finite,n_dead,n_v_pos,n_dead_v_pos,sign_step,dead_step,exp,width,period,enc,c,lr,seed,dead_rate,git_hash
A_w100_T10000_centered_lr0.01_s4,neg,54,True,21.0,27.0,9.0,10000,1000000,A,100,10000,centered,,0.01,4,0.3888888888888889,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T100000_std_lr0.01_s0,pos,35,True,31.0,26.0,24.0,10000,1000000,A,100,100000,std,,0.01,0,0.8857142857142857,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T100000_std_lr0.01_s0,neg,50,True,42.0,6.0,5.0,10000,1000000,A,100,100000,std,,0.01,0,0.84,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T100000_std_lr0.01_s1,pos,41,True,21.0,37.0,21.0,10000,1000000,A,100,100000,std,,0.01,1,0.5121951219512195,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T100000_std_lr0.01_s1,neg,47,True,29.0,4.0,0.0,10000,1000000,A,100,100000,std,,0.01,1,0.6170212765957447,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T100000_std_lr0.01_s2,pos,42,True,20.0,10.0,4.0,10000,1000000,A,100,100000,std,,0.01,2,0.47619047619047616,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T100000_std_lr0.01_s2,neg,46,True,24.0,42.0,21.0,10000,1000000,A,100,100000,std,,0.01,2,0.5217391304347826,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T100000_std_lr0.01_s3,pos,46,True,24.0,17.0,8.0,10000,1000000,A,100,100000,std,,0.01,3,0.5217391304347826,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T100000_std_lr0.01_s3,neg,39,True,19.0,24.0,10.0,10000,1000000,A,100,100000,std,,0.01,3,0.48717948717948717,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T100000_std_lr0.01_s4,pos,38,True,24.0,5.0,2.0,10000,1000000,A,100,100000,std,,0.01,4,0.631578947368421,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T100000_std_lr0.01_s4,neg,43,True,22.0,35.0,17.0,10000,1000000,A,100,100000,std,,0.01,4,0.5116279069767442,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T100000_centered_lr0.01_s0,pos,56,True,4.0,54.0,4.0,10000,1000000,A,100,100000,centered,,0.01,0,0.07142857142857142,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T100000_centered_lr0.01_s0,neg,44,True,4.0,4.0,0.0,10000,1000000,A,100,100000,centered,,0.01,0,0.09090909090909091,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T100000_centered_lr0.01_s1,pos,39,True,1.0,31.0,1.0,10000,1000000,A,100,100000,centered,,0.01,1,0.02564102564102564,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T100000_centered_lr0.01_s1,neg,61,True,3.0,21.0,1.0,10000,1000000,A,100,100000,centered,,0.01,1,0.04918032786885246,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T100000_centered_lr0.01_s2,pos,60,True,5.0,46.0,3.0,10000,1000000,A,100,100000,centered,,0.01,2,0.08333333333333333,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T100000_centered_lr0.01_s2,neg,40,True,2.0,10.0,0.0,10000,1000000,A,100,100000,centered,,0.01,2,0.05,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T100000_centered_lr0.01_s3,pos,38,True,5.0,37.0,5.0,10000,1000000,A,100,100000,centered,,0.01,3,0.13157894736842105,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T100000_centered_lr0.01_s3,neg,62,True,2.0,9.0,0.0,10000,1000000,A,100,100000,centered,,0.01,3,0.03225806451612903,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T100000_centered_lr0.01_s4,pos,48,True,3.0,10.0,1.0,10000,1000000,A,100,100000,centered,,0.01,4,0.0625,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T100000_centered_lr0.01_s4,neg,52,True,4.0,36.0,1.0,10000,1000000,A,100,100000,centered,,0.01,4,0.07692307692307693,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T10000_std_lr0.003_s0,pos,42,True,30.0,33.0,24.0,10000,1000000,A,100,10000,std,,0.003,0,0.7142857142857143,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T10000_std_lr0.003_s0,neg,58,True,39.0,9.0,6.0,10000,1000000,A,100,10000,std,,0.003,0,0.6724137931034483,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T10000_std_lr0.003_s1,pos,53,True,41.0,41.0,33.0,10000,1000000,A,100,10000,std,,0.003,1,0.7735849056603774,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T10000_std_lr0.003_s1,neg,46,True,38.0,12.0,8.0,10000,1000000,A,100,10000,std,,0.003,1,0.8260869565217391,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T10000_std_lr0.003_s2,pos,53,True,26.0,12.0,7.0,10000,1000000,A,100,10000,std,,0.003,2,0.49056603773584906,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T10000_std_lr0.003_s2,neg,45,True,21.0,37.0,18.0,10000,1000000,A,100,10000,std,,0.003,2,0.4666666666666667,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T10000_std_lr0.003_s3,pos,56,True,41.0,45.0,34.0,10000,1000000,A,100,10000,std,,0.003,3,0.7321428571428571,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T10000_std_lr0.003_s3,neg,43,True,38.0,5.0,4.0,10000,1000000,A,100,10000,std,,0.003,3,0.8837209302325582,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T10000_std_lr0.003_s4,pos,69,True,52.0,58.0,45.0,10000,1000000,A,100,10000,std,,0.003,4,0.7536231884057971,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T10000_std_lr0.003_s4,neg,30,True,18.0,3.0,2.0,10000,1000000,A,100,10000,std,,0.003,4,0.6,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T10000_std_lr0.001_s0,pos,61,True,27.0,44.0,20.0,10000,1000000,A,100,10000,std,,0.001,0,0.4426229508196721,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T10000_std_lr0.001_s0,neg,39,True,12.0,4.0,2.0,10000,1000000,A,100,10000,std,,0.001,0,0.3076923076923077,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T10000_std_lr0.001_s1,pos,52,True,34.0,38.0,23.0,10000,1000000,A,100,10000,std,,0.001,1,0.6538461538461539,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T10000_std_lr0.001_s1,neg,48,True,26.0,10.0,3.0,10000,1000000,A,100,10000,std,,0.001,1,0.5416666666666666,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T10000_std_lr0.001_s2,pos,52,True,21.0,12.0,2.0,10000,1000000,A,100,10000,std,,0.001,2,0.40384615384615385,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T10000_std_lr0.001_s2,neg,48,True,15.0,41.0,14.0,10000,1000000,A,100,10000,std,,0.001,2,0.3125,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T10000_std_lr0.001_s3,pos,43,True,15.0,9.0,4.0,10000,1000000,A,100,10000,std,,0.001,3,0.3488372093023256,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T10000_std_lr0.001_s3,neg,54,True,20.0,38.0,14.0,10000,1000000,A,100,10000,std,,0.001,3,0.37037037037037035,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T10000_std_lr0.001_s4,pos,52,True,22.0,19.0,9.0,10000,1000000,A,100,10000,std,,0.001,4,0.4230769230769231,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w100_T10000_std_lr0.001_s4,neg,47,True,20.0,32.0,14.0,10000,1000000,A,100,10000,std,,0.001,4,0.425531914893617,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w5_K100_c0.0_lr0.01_s0,pos,5,True,4.0,3.0,2.0,10000,1000000,B,5,100,std,0.0,0.01,0,0.8,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w5_K100_c0.0_lr0.01_s0,neg,0,True,0.0,0.0,0.0,10000,1000000,B,5,100,std,0.0,0.01,0,0.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w5_K100_c0.0_lr0.01_s1,pos,3,True,2.0,2.0,1.0,10000,1000000,B,5,100,std,0.0,0.01,1,0.6666666666666666,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w5_K100_c0.0_lr0.01_s1,neg,2,True,2.0,1.0,1.0,10000,1000000,B,5,100,std,0.0,0.01,1,1.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w5_K100_c0.0_lr0.01_s2,pos,2,True,2.0,2.0,2.0,10000,1000000,B,5,100,std,0.0,0.01,2,1.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w5_K100_c0.0_lr0.01_s2,neg,3,True,3.0,2.0,2.0,10000,1000000,B,5,100,std,0.0,0.01,2,1.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w5_K100_c0.0_lr0.01_s3,pos,1,True,1.0,1.0,1.0,10000,1000000,B,5,100,std,0.0,0.01,3,1.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w5_K100_c0.0_lr0.01_s3,neg,4,True,4.0,1.0,1.0,10000,1000000,B,5,100,std,0.0,0.01,3,1.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w5_K100_c0.0_lr0.01_s4,pos,0,True,0.0,0.0,0.0,10000,1000000,B,5,100,std,0.0,0.01,4,0.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w5_K100_c0.0_lr0.01_s4,neg,5,True,5.0,3.0,3.0,10000,1000000,B,5,100,std,0.0,0.01,4,1.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w5_K100_c2.0_lr0.01_s0,pos,4,True,4.0,2.0,2.0,10000,1000000,B,5,100,std,2.0,0.01,0,1.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w5_K100_c2.0_lr0.01_s0,neg,1,True,1.0,1.0,1.0,10000,1000000,B,5,100,std,2.0,0.01,0,1.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w5_K100_c2.0_lr0.01_s1,pos,2,True,2.0,1.0,1.0,10000,1000000,B,5,100,std,2.0,0.01,1,1.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w5_K100_c2.0_lr0.01_s1,neg,3,True,3.0,1.0,1.0,10000,1000000,B,5,100,std,2.0,0.01,1,1.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w5_K100_c2.0_lr0.01_s2,pos,4,True,4.0,2.0,2.0,10000,1000000,B,5,100,std,2.0,0.01,2,1.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w5_K100_c2.0_lr0.01_s2,neg,1,True,1.0,1.0,1.0,10000,1000000,B,5,100,std,2.0,0.01,2,1.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w5_K100_c2.0_lr0.01_s3,pos,4,True,4.0,2.0,2.0,10000,1000000,B,5,100,std,2.0,0.01,3,1.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w5_K100_c2.0_lr0.01_s3,neg,1,True,1.0,0.0,0.0,10000,1000000,B,5,100,std,2.0,0.01,3,1.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w5_K100_c2.0_lr0.01_s4,pos,4,True,3.0,3.0,2.0,10000,1000000,B,5,100,std,2.0,0.01,4,0.75,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w5_K100_c2.0_lr0.01_s4,neg,1,True,1.0,1.0,1.0,10000,1000000,B,5,100,std,2.0,0.01,4,1.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w5_K10000_c0.0_lr0.01_s0,pos,2,True,0.0,1.0,0.0,10000,1000000,B,5,10000,std,0.0,0.01,0,0.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w5_K10000_c0.0_lr0.01_s0,neg,3,True,0.0,2.0,0.0,10000,1000000,B,5,10000,std,0.0,0.01,0,0.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w5_K10000_c0.0_lr0.01_s1,pos,3,True,0.0,1.0,0.0,10000,1000000,B,5,10000,std,0.0,0.01,1,0.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w5_K10000_c0.0_lr0.01_s1,neg,2,True,0.0,1.0,0.0,10000,1000000,B,5,10000,std,0.0,0.01,1,0.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w5_K10000_c0.0_lr0.01_s2,pos,2,True,0.0,2.0,0.0,10000,1000000,B,5,10000,std,0.0,0.01,2,0.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w5_K10000_c0.0_lr0.01_s2,neg,3,True,0.0,2.0,0.0,10000,1000000,B,5,10000,std,0.0,0.01,2,0.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w5_K10000_c0.0_lr0.01_s3,pos,3,True,0.0,1.0,0.0,10000,1000000,B,5,10000,std,0.0,0.01,3,0.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w5_K10000_c0.0_lr0.01_s3,neg,2,True,0.0,1.0,0.0,10000,1000000,B,5,10000,std,0.0,0.01,3,0.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w5_K10000_c0.0_lr0.01_s4,pos,2,True,0.0,1.0,0.0,10000,1000000,B,5,10000,std,0.0,0.01,4,0.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w5_K10000_c0.0_lr0.01_s4,neg,3,True,0.0,2.0,0.0,10000,1000000,B,5,10000,std,0.0,0.01,4,0.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w5_K10000_c2.0_lr0.01_s0,pos,4,True,0.0,0.0,0.0,10000,1000000,B,5,10000,std,2.0,0.01,0,0.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w5_K10000_c2.0_lr0.01_s0,neg,1,True,0.0,0.0,0.0,10000,1000000,B,5,10000,std,2.0,0.01,0,0.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w5_K10000_c2.0_lr0.01_s1,pos,3,True,0.0,2.0,0.0,10000,1000000,B,5,10000,std,2.0,0.01,1,0.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w5_K10000_c2.0_lr0.01_s1,neg,2,True,0.0,0.0,0.0,10000,1000000,B,5,10000,std,2.0,0.01,1,0.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w5_K10000_c2.0_lr0.01_s2,pos,4,True,0.0,1.0,0.0,10000,1000000,B,5,10000,std,2.0,0.01,2,0.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w5_K10000_c2.0_lr0.01_s2,neg,1,True,0.0,1.0,0.0,10000,1000000,B,5,10000,std,2.0,0.01,2,0.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w5_K10000_c2.0_lr0.01_s3,pos,3,True,0.0,2.0,0.0,10000,1000000,B,5,10000,std,2.0,0.01,3,0.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w5_K10000_c2.0_lr0.01_s3,neg,2,True,0.0,1.0,0.0,10000,1000000,B,5,10000,std,2.0,0.01,3,0.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w5_K10000_c2.0_lr0.01_s4,pos,2,True,0.0,1.0,0.0,10000,1000000,B,5,10000,std,2.0,0.01,4,0.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w5_K10000_c2.0_lr0.01_s4,neg,3,True,0.0,2.0,0.0,10000,1000000,B,5,10000,std,2.0,0.01,4,0.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w100_K100_c0.0_lr0.01_s0,pos,47,True,46.0,25.0,25.0,10000,1000000,B,100,100,std,0.0,0.01,0,0.9787234042553191,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w100_K100_c0.0_lr0.01_s0,neg,53,True,53.0,30.0,30.0,10000,1000000,B,100,100,std,0.0,0.01,0,1.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w100_K100_c0.0_lr0.01_s1,pos,59,True,59.0,25.0,25.0,10000,1000000,B,100,100,std,0.0,0.01,1,1.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w100_K100_c0.0_lr0.01_s1,neg,41,True,40.0,19.0,18.0,10000,1000000,B,100,100,std,0.0,0.01,1,0.975609756097561,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w100_K100_c0.0_lr0.01_s2,pos,46,True,44.0,16.0,14.0,10000,1000000,B,100,100,std,0.0,0.01,2,0.9565217391304348,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w100_K100_c0.0_lr0.01_s2,neg,54,True,54.0,23.0,23.0,10000,1000000,B,100,100,std,0.0,0.01,2,1.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w100_K100_c0.0_lr0.01_s3,pos,0,False,,,,10000,1000000,B,100,100,std,0.0,0.01,3,,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w100_K100_c0.0_lr0.01_s3,neg,0,False,,,,10000,1000000,B,100,100,std,0.0,0.01,3,,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w100_K100_c0.0_lr0.01_s4,pos,45,True,44.0,22.0,22.0,10000,1000000,B,100,100,std,0.0,0.01,4,0.9777777777777777,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w100_K100_c0.0_lr0.01_s4,neg,55,True,55.0,26.0,26.0,10000,1000000,B,100,100,std,0.0,0.01,4,1.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w100_K100_c2.0_lr0.01_s0,pos,70,True,70.0,31.0,31.0,10000,1000000,B,100,100,std,2.0,0.01,0,1.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w100_K100_c2.0_lr0.01_s0,neg,30,True,30.0,17.0,17.0,10000,1000000,B,100,100,std,2.0,0.01,0,1.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w100_K100_c2.0_lr0.01_s1,pos,54,True,53.0,31.0,30.0,10000,1000000,B,100,100,std,2.0,0.01,1,0.9814814814814815,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w100_K100_c2.0_lr0.01_s1,neg,46,True,46.0,26.0,26.0,10000,1000000,B,100,100,std,2.0,0.01,1,1.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w100_K100_c2.0_lr0.01_s2,pos,64,True,63.0,36.0,36.0,10000,1000000,B,100,100,std,2.0,0.01,2,0.984375,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w100_K100_c2.0_lr0.01_s2,neg,36,True,36.0,12.0,12.0,10000,1000000,B,100,100,std,2.0,0.01,2,1.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w100_K100_c2.0_lr0.01_s3,pos,72,True,72.0,37.0,37.0,10000,1000000,B,100,100,std,2.0,0.01,3,1.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w100_K100_c2.0_lr0.01_s3,neg,28,True,27.0,14.0,14.0,10000,1000000,B,100,100,std,2.0,0.01,3,0.9642857142857143,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w100_K100_c2.0_lr0.01_s4,pos,54,True,54.0,26.0,26.0,10000,1000000,B,100,100,std,2.0,0.01,4,1.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w100_K100_c2.0_lr0.01_s4,neg,46,True,45.0,23.0,22.0,10000,1000000,B,100,100,std,2.0,0.01,4,0.9782608695652174,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w100_K10000_c0.0_lr0.01_s0,pos,49,True,0.0,25.0,0.0,10000,1000000,B,100,10000,std,0.0,0.01,0,0.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w100_K10000_c0.0_lr0.01_s0,neg,51,True,0.0,25.0,0.0,10000,1000000,B,100,10000,std,0.0,0.01,0,0.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w100_K10000_c0.0_lr0.01_s1,pos,55,True,2.0,24.0,0.0,10000,1000000,B,100,10000,std,0.0,0.01,1,0.03636363636363636,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w100_K10000_c0.0_lr0.01_s1,neg,45,True,1.0,20.0,0.0,10000,1000000,B,100,10000,std,0.0,0.01,1,0.022222222222222223,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w100_K10000_c0.0_lr0.01_s2,pos,48,True,2.0,25.0,2.0,10000,1000000,B,100,10000,std,0.0,0.01,2,0.041666666666666664,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w100_K10000_c0.0_lr0.01_s2,neg,52,True,0.0,29.0,0.0,10000,1000000,B,100,10000,std,0.0,0.01,2,0.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w100_K10000_c0.0_lr0.01_s3,pos,54,True,0.0,24.0,0.0,10000,1000000,B,100,10000,std,0.0,0.01,3,0.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w100_K10000_c0.0_lr0.01_s3,neg,46,True,0.0,19.0,0.0,10000,1000000,B,100,10000,std,0.0,0.01,3,0.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w100_K10000_c0.0_lr0.01_s4,pos,45,True,0.0,27.0,0.0,10000,1000000,B,100,10000,std,0.0,0.01,4,0.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w100_K10000_c0.0_lr0.01_s4,neg,55,True,0.0,29.0,0.0,10000,1000000,B,100,10000,std,0.0,0.01,4,0.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w100_K10000_c2.0_lr0.01_s0,pos,59,True,2.0,33.0,2.0,10000,1000000,B,100,10000,std,2.0,0.01,0,0.03389830508474576,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w100_K10000_c2.0_lr0.01_s0,neg,41,True,4.0,22.0,1.0,10000,1000000,B,100,10000,std,2.0,0.01,0,0.0975609756097561,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w100_K10000_c2.0_lr0.01_s1,pos,51,True,6.0,19.0,2.0,10000,1000000,B,100,10000,std,2.0,0.01,1,0.11764705882352941,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w100_K10000_c2.0_lr0.01_s1,neg,49,True,5.0,30.0,2.0,10000,1000000,B,100,10000,std,2.0,0.01,1,0.10204081632653061,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w100_K10000_c2.0_lr0.01_s2,pos,54,True,6.0,20.0,1.0,10000,1000000,B,100,10000,std,2.0,0.01,2,0.1111111111111111,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w100_K10000_c2.0_lr0.01_s2,neg,46,True,4.0,20.0,2.0,10000,1000000,B,100,10000,std,2.0,0.01,2,0.08695652173913043,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w100_K10000_c2.0_lr0.01_s3,pos,69,True,5.0,34.0,5.0,10000,1000000,B,100,10000,std,2.0,0.01,3,0.07246376811594203,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w100_K10000_c2.0_lr0.01_s3,neg,31,True,3.0,21.0,2.0,10000,1000000,B,100,10000,std,2.0,0.01,3,0.0967741935483871,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w100_K10000_c2.0_lr0.01_s4,pos,40,True,0.0,26.0,0.0,10000,1000000,B,100,10000,std,2.0,0.01,4,0.0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B_w100_K10000_c2.0_lr0.01_s4,neg,60,True,6.0,35.0,4.0,10000,1000000,B,100,10000,std,2.0,0.01,4,0.1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
