run_id,ckpt,finite,cos_full_abs,cos_split_abs,cos_full_mean,cos_split_mean,cos_chance,exp,width,period,enc,c,lr,seed,git_hash
A_w5_T1000_std_lr0.01_s0,0,True,0.6725689768791199,0.6724064350128174,-0.051471102982759476,-0.051431119441986084,0.1784124116152771,A,5,1000,std,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s1,0,True,0.9150905609130859,0.9150050282478333,0.5409312844276428,0.5408578515052795,0.1784124116152771,A,5,1000,std,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s2,0,True,0.9448972940444946,0.9448612332344055,-0.6135576963424683,-0.6135459542274475,0.1784124116152771,A,5,1000,std,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s3,0,True,0.7469501495361328,0.7462631464004517,-0.5788692235946655,-0.5790316462516785,0.1784124116152771,A,5,1000,std,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s4,0,True,0.9529694318771362,0.952950119972229,-0.1728498488664627,-0.1728382110595703,0.1784124116152771,A,5,1000,std,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s0,0,True,0.16481105983257294,0.1648411750793457,-0.05587170273065567,-0.05588337033987045,0.1784124116152771,A,5,1000,centered,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s1,0,True,0.16108959913253784,0.16108053922653198,0.06612645834684372,0.06610482931137085,0.1784124116152771,A,5,1000,centered,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s2,0,True,0.2766211926937103,0.27655893564224243,-0.0020391433499753475,-0.001991251017898321,0.1784124116152771,A,5,1000,centered,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s3,0,True,0.16817554831504822,0.16804833710193634,-0.1003478392958641,-0.10031598806381226,0.1784124116152771,A,5,1000,centered,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s4,0,True,0.202316015958786,0.20223577320575714,0.0372917540371418,0.03726973384618759,0.1784124116152771,A,5,1000,centered,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s0,0,True,0.9611421823501587,0.9611393809318542,0.19904711842536926,0.19904711842536926,0.1784124116152771,A,5,10000,std,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s1,0,True,0.9433978199958801,0.9433959722518921,0.22528907656669617,0.2252887487411499,0.1784124116152771,A,5,10000,std,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s2,0,True,0.9055048823356628,0.9054956436157227,0.9055048823356628,0.9054956436157227,0.1784124116152771,A,5,10000,std,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s3,0,True,0.5230903625488281,0.5230895280838013,-0.14757093787193298,-0.14757026731967926,0.1784124116152771,A,5,10000,std,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s4,0,True,0.8608094453811646,0.8607965707778931,-0.14754420518875122,-0.14753930270671844,0.1784124116152771,A,5,10000,std,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s0,0,True,0.20749230682849884,0.20747430622577667,0.02417360618710518,0.02417653799057007,0.1784124116152771,A,5,10000,centered,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s1,0,True,0.21187324821949005,0.2118699550628662,0.09592368453741074,0.09592084586620331,0.1784124116152771,A,5,10000,centered,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s2,0,True,0.16147562861442566,0.1614748239517212,-0.09215239435434341,-0.0921541377902031,0.1784124116152771,A,5,10000,centered,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s3,0,True,0.230372816324234,0.23037640750408173,0.230372816324234,0.23037640750408173,0.1784124116152771,A,5,10000,centered,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s4,0,True,0.14218318462371826,0.1421777456998825,0.06023498252034187,0.060230471193790436,0.1784124116152771,A,5,10000,centered,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s0,0,True,0.7632147669792175,0.7632088661193848,0.37863340973854065,0.3786277770996094,0.1784124116152771,A,5,100000,std,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s1,0,True,0.9751356244087219,0.9751335978507996,0.21456360816955566,0.21456432342529297,0.1784124116152771,A,5,100000,std,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s2,0,True,0.7518264055252075,0.7518232464790344,0.007068050093948841,0.0070705413818359375,0.1784124116152771,A,5,100000,std,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s3,0,True,0.5418058633804321,0.5415443181991577,-0.21545588970184326,-0.21520785987377167,0.1784124116152771,A,5,100000,std,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s4,0,True,0.7692154049873352,0.7692145109176636,0.026902198791503906,0.026901865378022194,0.1784124116152771,A,5,100000,std,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s0,0,True,0.1418219357728958,0.14182083308696747,-0.031022632494568825,-0.031023835763335228,0.1784124116152771,A,5,100000,centered,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s1,0,True,0.15758368372917175,0.15758216381072998,0.07182126492261887,0.07182168960571289,0.1784124116152771,A,5,100000,centered,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s2,0,True,0.1485377699136734,0.1485264003276825,-0.10877348482608795,-0.10876625776290894,0.1784124116152771,A,5,100000,centered,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s3,0,True,0.13299617171287537,0.13299314677715302,0.026082828640937805,0.0260835699737072,0.1784124116152771,A,5,100000,centered,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s4,0,True,0.09187410026788712,0.09187256544828415,0.00913877785205841,0.009138589724898338,0.1784124116152771,A,5,100000,centered,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_std_lr0.01_s0,10000,True,0.913303554058075,0.9119046926498413,0.5535063743591309,0.5522473454475403,0.1784124116152771,A,5,100,std,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_std_lr0.01_s1,10000,True,0.6514662504196167,0.6291784644126892,-0.3742700517177582,-0.39533624053001404,0.1784124116152771,A,5,100,std,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_std_lr0.01_s2,10000,True,0.8648289442062378,0.8637226819992065,0.507355809211731,0.5063549876213074,0.1784124116152771,A,5,100,std,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_std_lr0.01_s3,10000,True,0.5632773637771606,0.5612495541572571,0.2786434590816498,0.2776997685432434,0.1784124116152771,A,5,100,std,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_std_lr0.01_s4,10000,True,0.47139105200767517,0.4711443781852722,-0.12795376777648926,-0.1285289227962494,0.1784124116152771,A,5,100,std,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_centered_lr0.01_s0,10000,True,0.10297654569149017,0.09905745089054108,0.04520966857671738,0.049149345606565475,0.1784124116152771,A,5,100,centered,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_centered_lr0.01_s1,10000,True,0.1499658226966858,0.14878609776496887,-0.01907355710864067,-0.020124265924096107,0.1784124116152771,A,5,100,centered,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_centered_lr0.01_s2,10000,True,0.14712539315223694,0.1458616554737091,-0.14712539315223694,-0.1458616554737091,0.1784124116152771,A,5,100,centered,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_centered_lr0.01_s3,10000,True,0.09413763135671616,0.09391563385725021,-0.041710179299116135,-0.041714172810316086,0.1784124116152771,A,5,100,centered,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_centered_lr0.01_s4,10000,True,0.41302403807640076,0.40310707688331604,0.09787590801715851,0.09047126024961472,0.1784124116152771,A,5,100,centered,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s0,10000,True,0.8133783340454102,0.8128343820571899,0.08934447914361954,0.08914986997842789,0.1784124116152771,A,5,1000,std,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s1,10000,True,0.7119240760803223,0.7117433547973633,0.31429770588874817,0.31436389684677124,0.1784124116152771,A,5,1000,std,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s2,10000,True,0.7995030283927917,0.7993580102920532,0.46103963255882263,0.4609150290489197,0.1784124116152771,A,5,1000,std,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s3,10000,True,0.9084967374801636,0.908439040184021,-0.5226036310195923,-0.5225493311882019,0.1784124116152771,A,5,1000,std,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s4,10000,True,0.7008264660835266,0.6973775625228882,-0.014781380072236061,-0.011970257386565208,0.1784124116152771,A,5,1000,std,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s0,10000,True,0.14658574759960175,0.1450551450252533,-0.02960333228111267,-0.031143631786108017,0.1784124116152771,A,5,1000,centered,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s1,10000,True,0.096308633685112,0.09607752412557602,0.09302004426717758,0.09278831630945206,0.1784124116152771,A,5,1000,centered,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s2,10000,True,0.056352097541093826,0.056327708065509796,-0.03975726291537285,-0.039748359471559525,0.1784124116152771,A,5,1000,centered,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s3,10000,True,0.05828321725130081,0.05824993923306465,-0.01727225072681904,-0.01726752519607544,0.1784124116152771,A,5,1000,centered,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s4,10000,True,0.19493909180164337,0.1966281235218048,-0.012017572298645973,-0.013764810748398304,0.1784124116152771,A,5,1000,centered,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s0,10000,True,0.9182270169258118,0.9180976152420044,-0.1586320698261261,-0.1585058867931366,0.1784124116152771,A,5,10000,std,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s1,10000,True,0.793208122253418,0.7931982278823853,0.793208122253418,0.7931982278823853,0.1784124116152771,A,5,10000,std,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s2,10000,True,0.8451822996139526,0.8451021313667297,0.4925055503845215,0.4924317002296448,0.1784124116152771,A,5,10000,std,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s3,10000,True,0.9437965154647827,0.9436740875244141,0.6184623837471008,0.618582546710968,0.1784124116152771,A,5,10000,std,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s4,10000,True,0.7026116251945496,0.7025383114814758,0.09636247158050537,0.09640346467494965,0.1784124116152771,A,5,10000,std,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s0,10000,True,0.05223429948091507,0.05223428085446358,-0.006963792257010937,-0.006958500947803259,0.1784124116152771,A,5,10000,centered,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s1,10000,True,0.18819738924503326,0.18819177150726318,-0.13265171647071838,-0.13264822959899902,0.1784124116152771,A,5,10000,centered,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s2,10000,True,0.07150348275899887,0.07149969786405563,-0.02631758712232113,-0.026318857446312904,0.1784124116152771,A,5,10000,centered,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s3,10000,True,0.19175422191619873,0.1917518675327301,-0.047846920788288116,-0.04784832522273064,0.1784124116152771,A,5,10000,centered,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s4,10000,True,0.05843150615692139,0.05842654034495354,0.024130772799253464,0.024132782593369484,0.1784124116152771,A,5,10000,centered,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s0,10000,True,0.6811646223068237,0.6811521649360657,0.3318537175655365,0.3318414092063904,0.1784124116152771,A,5,100000,std,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s1,10000,True,0.6989477872848511,0.6989462971687317,0.32229161262512207,0.32229137420654297,0.1784124116152771,A,5,100000,std,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s2,10000,True,0.7869055271148682,0.7869049310684204,0.001961183501407504,0.0019612193573266268,0.1784124116152771,A,5,100000,std,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s3,10000,True,0.8604105710983276,0.8603812456130981,0.8604105710983276,0.8603812456130981,0.1784124116152771,A,5,100000,std,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s4,10000,True,0.7485687136650085,0.7485634088516235,0.37590140104293823,0.3758999705314636,0.1784124116152771,A,5,100000,std,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s0,10000,True,0.1775515228509903,0.17757068574428558,0.026086261495947838,0.02609936334192753,0.1784124116152771,A,5,100000,centered,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s1,10000,True,0.03310399502515793,0.03310428559780121,0.010047768242657185,0.010046673007309437,0.1784124116152771,A,5,100000,centered,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s2,10000,True,0.12959077954292297,0.12959004938602448,0.08203770220279694,0.0820372924208641,0.1784124116152771,A,5,100000,centered,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s3,10000,True,0.15809974074363708,0.15916113555431366,-0.013982638716697693,-0.015050595626235008,0.1784124116152771,A,5,100000,centered,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s4,10000,True,0.21022748947143555,0.21021875739097595,-0.11554958671331406,-0.11554212868213654,0.1784124116152771,A,5,100000,centered,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_std_lr0.01_s0,50000,True,0.4697906970977783,0.45695191621780396,-0.31011953949928284,-0.3205898404121399,0.1784124116152771,A,5,100,std,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_std_lr0.01_s1,50000,True,0.7492510080337524,0.7492858171463013,-0.3554953932762146,-0.3555709421634674,0.1784124116152771,A,5,100,std,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_std_lr0.01_s2,50000,True,0.5355707406997681,0.5263872742652893,0.15269097685813904,0.15565243363380432,0.1784124116152771,A,5,100,std,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_std_lr0.01_s3,50000,True,0.777036190032959,0.7757512331008911,0.09579344838857651,0.09525187313556671,0.1784124116152771,A,5,100,std,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_std_lr0.01_s4,50000,True,0.6725971698760986,0.6670533418655396,0.6725971698760986,0.6670533418655396,0.1784124116152771,A,5,100,std,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_centered_lr0.01_s0,50000,True,0.28524431586265564,0.2847537398338318,-0.15225033462047577,-0.1519654393196106,0.1784124116152771,A,5,100,centered,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_centered_lr0.01_s1,50000,True,0.29030001163482666,0.2903958857059479,-0.077763631939888,-0.07761223614215851,0.1784124116152771,A,5,100,centered,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_centered_lr0.01_s2,50000,True,0.19816002249717712,0.190547376871109,0.027990693226456642,0.020342087373137474,0.1784124116152771,A,5,100,centered,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_centered_lr0.01_s3,50000,True,0.24879717826843262,0.24703478813171387,0.018627142533659935,0.01798701286315918,0.1784124116152771,A,5,100,centered,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100_centered_lr0.01_s4,50000,True,0.416003942489624,0.41192665696144104,-0.06077181175351143,-0.058065980672836304,0.1784124116152771,A,5,100,centered,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s0,50000,True,0.6816564798355103,0.6814026832580566,0.3162122368812561,0.31598541140556335,0.1784124116152771,A,5,1000,std,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s1,50000,True,0.6488487124443054,0.6478222608566284,0.2139182984828949,0.21328306198120117,0.1784124116152771,A,5,1000,std,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s2,50000,True,0.6657193899154663,0.6650058031082153,0.362947940826416,0.3627532124519348,0.1784124116152771,A,5,1000,std,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s3,50000,True,0.7958900332450867,0.7951329350471497,0.5033000707626343,0.5036258697509766,0.1784124116152771,A,5,1000,std,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_std_lr0.01_s4,50000,True,0.58881676197052,0.5882848501205444,0.04626540094614029,0.046230874955654144,0.1784124116152771,A,5,1000,std,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s0,50000,True,0.1400098353624344,0.13250786066055298,-0.07309450954198837,-0.06562089174985886,0.1784124116152771,A,5,1000,centered,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s1,50000,True,0.12745751440525055,0.12443319708108902,-0.07796624302864075,-0.07496931403875351,0.1784124116152771,A,5,1000,centered,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s2,50000,True,0.11587506532669067,0.11598856747150421,-0.11587506532669067,-0.11598856747150421,0.1784124116152771,A,5,1000,centered,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s3,50000,True,0.2508009374141693,0.22115068137645721,0.20324480533599854,0.17346759140491486,0.1784124116152771,A,5,1000,centered,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T1000_centered_lr0.01_s4,50000,True,0.21613042056560516,0.20411309599876404,-0.13450153172016144,-0.12836210429668427,0.1784124116152771,A,5,1000,centered,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s0,50000,True,0.7464144229888916,0.746364176273346,0.09054464846849442,0.09051479399204254,0.1784124116152771,A,5,10000,std,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s1,50000,True,0.877781093120575,0.8777589797973633,0.5325266122817993,0.5325174331665039,0.1784124116152771,A,5,10000,std,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s2,50000,True,0.8015651702880859,0.8012998700141907,-0.21731849014759064,-0.21751335263252258,0.1784124116152771,A,5,10000,std,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s3,50000,True,0.7949467897415161,0.7949202656745911,0.7949467897415161,0.7949202656745911,0.1784124116152771,A,5,10000,std,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_std_lr0.01_s4,50000,True,0.7138558626174927,0.7138165831565857,0.7138558626174927,0.7138165831565857,0.1784124116152771,A,5,10000,std,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s0,50000,True,0.1783355176448822,0.17862050235271454,-0.08027110248804092,-0.07997417449951172,0.1784124116152771,A,5,10000,centered,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s1,50000,True,0.2757044732570648,0.2756963074207306,-0.14621789753437042,-0.14621178805828094,0.1784124116152771,A,5,10000,centered,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s2,50000,True,0.229566290974617,0.22945737838745117,-0.04318561404943466,-0.04308638721704483,0.1784124116152771,A,5,10000,centered,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s3,50000,True,0.1863754242658615,0.18570418655872345,-0.04178570955991745,-0.04111505299806595,0.1784124116152771,A,5,10000,centered,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T10000_centered_lr0.01_s4,50000,True,0.11596417427062988,0.11595137417316437,-0.05761865898966789,-0.057621099054813385,0.1784124116152771,A,5,10000,centered,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s0,50000,True,0.6553559899330139,0.655339777469635,0.32965531945228577,0.3296569585800171,0.1784124116152771,A,5,100000,std,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s1,50000,True,0.7731800079345703,0.7731785774230957,0.3818846046924591,0.3818837106227875,0.1784124116152771,A,5,100000,std,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s2,50000,True,0.7594008445739746,0.7593979835510254,0.37311410903930664,0.373114675283432,0.1784124116152771,A,5,100000,std,,0.01,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s3,50000,True,0.9037334322929382,0.903705894947052,0.9037334322929382,0.903705894947052,0.1784124116152771,A,5,100000,std,,0.01,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_std_lr0.01_s4,50000,True,0.4688255190849304,0.4688015580177307,0.43286609649658203,0.43287473917007446,0.1784124116152771,A,5,100000,std,,0.01,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s0,50000,True,0.09774066507816315,0.09773509204387665,-0.09774066507816315,-0.09773509204387665,0.1784124116152771,A,5,100000,centered,,0.01,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A_w5_T100000_centered_lr0.01_s1,50000,True,0.058868199586868286,0.05886629968881607,0.01388455368578434,0.013880258426070213,0.1784124116152771,A,5,100000,centered,,0.01,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
