exp,width,period,enc,c,lr,ckpt,kind,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31,b32,b33,b34,b35,b36,b37,b38,b39,git_hash
A,100,10000,std,,0.01,300000,raw,27,23,5,5,8,9,12,9,12,6,6,4,10,4,8,4,3,4,1,4,2,3,3,6,3,5,8,8,8,0,9,7,11,8,12,6,13,18,24,21,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,10000,std,,0.01,1000000,raw,2,1,0,1,2,2,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8,11,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,100000,centered,,0.01,0,raw,375,457,451,435,460,446,390,417,366,330,319,286,247,270,246,241,238,260,257,274,287,283,231,250,271,271,261,276,307,289,294,356,397,366,402,422,472,453,481,375,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,100000,centered,,0.01,10000,raw,1857,1669,1177,822,614,482,441,417,390,374,409,424,393,392,398,380,375,398,358,386,399,400,392,419,347,427,454,410,416,410,392,406,409,462,529,640,815,1199,1689,1979,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,100000,centered,,0.01,50000,raw,586,1041,1153,1186,1077,916,850,735,646,573,484,425,425,377,356,323,299,294,294,288,281,287,277,307,333,362,375,393,473,525,559,647,768,842,979,1008,1162,1203,1037,604,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,100000,centered,,0.01,100000,raw,271,538,570,648,694,773,699,718,687,654,651,626,611,619,620,671,595,556,560,588,562,595,594,586,598,616,593,614,630,697,676,727,763,710,731,679,668,595,487,280,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,100000,centered,,0.01,300000,raw,458,693,667,734,728,703,659,604,624,547,547,518,562,553,509,541,537,512,496,521,538,502,517,519,536,528,513,512,565,546,548,611,663,677,669,678,749,703,652,453,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,100000,centered,,0.01,1000000,raw,542,708,677,637,622,546,538,549,542,539,529,512,500,488,503,467,473,508,452,459,424,465,495,461,487,511,501,515,515,517,513,490,580,566,601,590,651,680,719,508,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,100000,std,,0.01,0,raw,4825,650,289,99,49,28,50,79,37,44,19,24,31,32,21,31,64,51,42,25,18,39,43,61,12,10,16,33,22,23,37,31,80,42,32,44,125,304,566,4926,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,100000,std,,0.01,10000,raw,3663,775,322,164,147,93,62,55,65,53,54,56,51,40,35,41,33,33,22,28,25,35,48,36,51,35,37,47,42,46,54,48,52,63,123,136,181,297,747,3746,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,100000,std,,0.01,50000,raw,2232,961,504,404,275,218,156,132,99,98,78,69,68,80,83,70,65,68,66,67,69,78,79,66,61,81,79,48,83,104,110,107,118,145,160,277,395,488,1001,2291,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,100000,std,,0.01,100000,raw,2987,849,419,259,192,123,110,70,69,65,62,68,68,58,59,49,48,47,38,35,189,44,37,38,57,55,70,79,75,62,55,65,102,97,102,206,231,362,897,3140,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,100000,std,,0.01,300000,raw,1275,748,469,321,201,146,104,65,71,57,69,69,67,54,38,34,54,34,35,33,293,33,33,39,45,48,62,68,56,57,61,54,74,102,145,218,333,478,776,1319,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,100,100000,std,,0.01,1000000,raw,434,321,175,133,100,83,79,71,73,70,45,52,38,33,37,44,25,36,29,23,126,24,42,47,26,35,31,40,42,49,70,60,49,86,98,90,120,190,311,423,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,100,std,0.0,0.01,0,raw,7,5,5,2,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,5,2,0,5,2,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,100,std,0.0,0.01,10000,raw,0,0,0,0,0,1,0,2,0,1,0,1,3,0,2,2,4,2,3,2,1,1,1,2,7,3,2,2,4,1,1,1,1,0,0,0,0,0,0,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,100,std,0.0,0.01,50000,raw,0,0,0,0,1,0,2,0,0,0,2,2,1,3,3,1,4,2,3,0,2,4,4,2,1,2,1,1,1,0,2,0,0,1,0,1,0,0,0,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,100,std,0.0,0.01,100000,raw,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,2,2,1,3,2,1,0,3,1,3,0,2,1,0,0,0,2,0,0,0,0,0,0,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,100,std,0.0,0.01,300000,raw,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,100,std,0.0,0.01,1000000,raw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,100,std,2.0,0.01,0,raw,8,6,4,2,2,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,0,3,5,8,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,100,std,2.0,0.01,10000,raw,0,0,2,1,5,4,1,4,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,4,2,4,5,2,2,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,100,std,2.0,0.01,50000,raw,0,0,0,0,0,1,1,3,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,100,std,2.0,0.01,100000,raw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,100,std,2.0,0.01,300000,raw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,100,std,2.0,0.01,1000000,raw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,10000,std,0.0,0.01,0,raw,7,5,1,1,2,2,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0,2,0,2,1,1,1,1,3,0,2,2,1,3,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,10000,std,0.0,0.01,10000,raw,8,3,2,4,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,2,0,1,2,0,2,3,0,0,1,3,0,0,1,2,1,1,5,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,10000,std,0.0,0.01,50000,raw,12,2,3,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,1,2,2,3,0,0,1,2,0,0,1,1,12,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,10000,std,0.0,0.01,100000,raw,10,4,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,1,0,1,2,2,0,0,2,1,3,1,5,5,6,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,10000,std,0.0,0.01,300000,raw,8,6,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,2,2,1,2,1,1,1,4,11,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,10000,std,0.0,0.01,1000000,raw,3,2,3,3,3,4,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,3,1,0,1,3,2,2,1,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,10000,std,2.0,0.01,0,raw,1,6,4,7,2,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,1,6,8,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,10000,std,2.0,0.01,10000,raw,0,8,3,3,1,3,0,2,0,1,4,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,2,2,2,2,3,5,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,10000,std,2.0,0.01,50000,raw,1,2,2,1,6,1,1,2,1,0,3,0,0,2,0,0,2,0,1,1,0,2,0,0,0,0,0,0,0,1,1,0,2,3,2,1,6,1,3,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,10000,std,2.0,0.01,100000,raw,1,3,1,4,4,3,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,2,1,4,2,3,4,6,1,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,10000,std,2.0,0.01,300000,raw,1,2,0,4,2,2,2,2,1,0,2,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,6,5,4,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,5,10000,std,2.0,0.01,1000000,raw,1,2,1,5,2,2,2,0,1,0,1,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,3,3,1,4,0,3,5,2,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,100,std,0.0,0.01,0,raw,1274,2699,1748,1373,1355,943,496,246,203,226,241,257,247,245,232,165,122,110,73,63,65,73,98,138,183,199,261,291,319,265,247,279,324,519,913,1346,1406,1570,2699,1237,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,100,std,0.0,0.01,10000,raw,0,112,748,1259,1404,1056,763,572,502,437,394,377,327,324,293,258,247,219,205,190,196,208,233,256,267,305,360,359,470,447,505,618,740,868,1034,1160,1023,759,293,12,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,100,std,0.0,0.01,50000,raw,0,0,0,1,4,9,21,45,67,100,166,212,272,315,369,410,432,444,518,506,495,506,490,468,421,395,375,277,204,182,156,90,51,46,16,8,2,0,0,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,100,std,0.0,0.01,100000,raw,0,0,0,0,0,0,0,2,6,8,11,20,29,43,47,80,92,96,97,115,121,112,102,86,64,69,55,41,22,23,12,4,4,2,1,1,1,0,0,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,100,std,0.0,0.01,300000,raw,0,0,0,0,0,0,0,1,0,0,2,0,3,0,3,1,4,4,5,3,2,5,12,6,2,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,100,std,0.0,0.01,1000000,raw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,100,std,2.0,0.01,0,raw,2360,3405,2595,1745,972,563,321,187,106,62,48,33,22,11,12,7,5,3,2,1,0,1,1,4,9,11,14,25,40,52,67,118,163,310,517,936,1677,2517,3450,2378,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,100,std,2.0,0.01,10000,raw,1,59,342,759,1203,1409,1471,1368,1321,1088,920,738,572,379,267,149,84,53,23,10,20,16,28,62,107,170,275,450,631,892,1073,1258,1406,1529,1486,1310,978,533,109,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,100,std,2.0,0.01,50000,raw,0,3,2,3,9,9,16,27,42,56,55,47,50,43,40,25,27,28,14,24,22,16,28,30,33,32,41,46,57,56,48,33,35,19,9,3,6,3,1,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,100,std,2.0,0.01,100000,raw,0,1,0,3,5,6,5,4,6,7,3,4,2,2,4,0,2,3,3,0,0,0,1,1,1,0,2,5,4,5,10,7,6,4,3,5,2,0,1,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,100,std,2.0,0.01,300000,raw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,100,std,2.0,0.01,1000000,raw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,10000,std,0.0,0.01,0,raw,31,829,1614,1616,1464,1131,749,559,580,618,651,608,549,421,336,232,139,80,60,43,64,62,120,155,247,310,409,548,644,702,608,553,606,803,1165,1521,1536,1596,761,30,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,10000,std,0.0,0.01,10000,raw,2574,3970,1198,1224,1451,1166,534,206,56,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,37,137,327,566,977,1391,1370,1367,2934,3239,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,10000,std,0.0,0.01,50000,raw,1123,1234,254,458,969,1510,1822,1559,1261,789,539,368,180,126,41,24,9,4,0,0,1,6,11,20,47,80,145,275,443,648,917,1190,1448,1602,1455,1082,517,355,1010,1228,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,10000,std,0.0,0.01,100000,raw,1075,1374,1115,1869,1869,1314,741,379,187,96,105,112,165,217,236,271,262,303,308,329,303,331,309,301,269,238,183,187,186,165,220,319,506,808,1191,1492,1536,1304,1497,1078,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,10000,std,0.0,0.01,300000,raw,608,1442,489,634,1052,1162,912,654,431,367,338,386,475,460,494,491,466,498,451,447,407,434,446,466,460,462,464,453,435,532,527,625,724,826,952,938,831,649,954,908,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,10000,std,0.0,0.01,1000000,raw,30,589,1250,1502,1610,1157,761,458,424,476,525,572,629,557,518,360,294,206,145,112,147,172,254,316,342,456,514,535,514,529,497,523,615,835,1015,1377,1429,1080,736,198,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,10000,std,2.0,0.01,0,raw,1512,3684,3022,1848,1101,557,305,169,83,53,40,22,15,14,6,8,4,1,1,0,0,0,0,2,3,1,7,11,12,20,42,84,160,295,562,1037,1850,3023,3707,1489,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,10000,std,2.0,0.01,10000,raw,492,1272,2302,2261,1802,1278,914,567,441,303,204,129,101,82,51,25,22,23,19,15,9,10,8,14,18,24,59,73,129,202,194,379,575,804,1292,1899,2386,2201,1496,675,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,10000,std,2.0,0.01,50000,raw,125,351,706,1179,1470,1605,1551,1394,1198,921,662,452,308,200,97,54,32,15,1,1,2,5,12,22,43,73,125,225,366,591,829,1098,1476,1579,1599,1478,1238,815,511,341,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,10000,std,2.0,0.01,100000,raw,0,48,362,830,1405,1788,1821,1570,1371,1015,741,504,331,194,141,78,46,26,13,7,13,14,13,43,68,128,228,380,514,732,950,1330,1573,1667,1638,1409,998,528,207,26,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,10000,std,2.0,0.01,300000,raw,31,320,833,1263,1539,1606,1501,1182,868,634,473,341,223,143,95,62,40,38,16,20,9,13,12,27,48,67,109,174,252,371,583,857,1098,1468,1669,1606,1315,971,525,127,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,10000,std,2.0,0.01,1000000,raw,37,255,714,1194,1491,1450,1257,1018,881,646,517,300,213,153,74,64,43,21,7,8,8,16,22,42,75,82,179,200,287,460,578,767,995,1244,1373,1422,1176,839,537,204,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,100,centered,,0.01,0,vsigned,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,2,0,2,1,0,1,2,1,0,0,1,1,0,2,0,1,1,0,1,1,1,7,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,100,centered,,0.01,10000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,1,1,0,0,1,0,1,1,2,5,5,3,5,9,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,100,centered,,0.01,50000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,1,1,0,1,2,3,1,1,1,2,1,1,1,2,6,7,9,3,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,100,centered,,0.01,100000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,3,0,1,0,0,1,1,0,2,1,2,2,1,2,2,3,4,4,2,6,5,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,100,centered,,0.01,300000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,5,5,5,7,5,12,7,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,100,centered,,0.01,1000000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,1,0,1,3,5,10,7,4,4,2,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,100,std,,0.01,0,vsigned,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,18,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,100,std,,0.01,10000,vsigned,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,10,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,100,std,,0.01,50000,vsigned,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,100,std,,0.01,100000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,2,3,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,100,std,,0.01,300000,vsigned,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,2,2,2,1,0,2,0,0,0,2,2,4,4,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,100,std,,0.01,1000000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,1000,centered,,0.01,0,vsigned,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,2,3,0,2,2,2,1,1,5,3,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,1000,centered,,0.01,10000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,1,2,0,2,3,3,8,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,1000,centered,,0.01,50000,vsigned,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,2,1,1,1,0,0,0,0,0,0,1,0,0,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,1000,centered,,0.01,100000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,0,0,0,1,1,1,2,1,2,1,5,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,1000,centered,,0.01,300000,vsigned,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,1000,centered,,0.01,1000000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,1000,std,,0.01,0,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,1000,std,,0.01,10000,vsigned,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,1000,std,,0.01,50000,vsigned,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,1000,std,,0.01,100000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,1000,std,,0.01,300000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,1000,std,,0.01,1000000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,10000,centered,,0.01,0,vsigned,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,2,2,0,1,1,0,1,0,1,1,1,0,0,0,0,0,3,2,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,10000,centered,,0.01,10000,vsigned,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,2,1,1,2,0,1,0,2,3,6,5,5,9,8,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,10000,centered,,0.01,50000,vsigned,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,2,0,0,0,0,1,0,3,0,4,1,2,1,1,2,2,4,3,3,4,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,10000,centered,,0.01,100000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,1,1,1,2,0,0,1,0,1,1,4,5,4,3,4,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,10000,centered,,0.01,300000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,3,0,1,0,2,3,0,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,10000,centered,,0.01,1000000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,10000,std,,0.01,0,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,5,16,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,10000,std,,0.01,10000,vsigned,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,11,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,10000,std,,0.01,50000,vsigned,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,10000,std,,0.01,100000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,10000,std,,0.01,300000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,10000,std,,0.01,1000000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,100000,centered,,0.01,0,vsigned,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,2,4,0,1,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,100000,centered,,0.01,10000,vsigned,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,1,1,0,1,0,0,0,1,0,1,0,0,3,1,0,3,1,3,0,1,3,3,7,11,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,100000,centered,,0.01,50000,vsigned,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,2,1,1,5,0,0,2,1,5,3,0,5,6,6,0,2,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
A,5,100000,centered,,0.01,100000,vsigned,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,3,1,1,1,1,4,1,1,2,1,4,4,3,2,0,3,1,4,2,6,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
