exp,width,period,enc,c,lr,ckpt,kind,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31,b32,b33,b34,b35,b36,b37,b38,b39,git_hash
B,100,100,std,2.0,0.01,300000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,100,std,2.0,0.01,1000000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,10000,std,0.0,0.01,0,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,19,47,60,103,193,294,478,645,830,1097,1252,1353,1226,1133,1165,1552,2296,2985,3152,3210,1590,61,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,10000,std,0.0,0.01,10000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,48,193,533,1100,2143,2842,2594,2565,6904,5813,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,10000,std,0.0,0.01,50000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,15,29,71,121,271,455,811,1187,1706,2451,3007,3424,2965,2051,975,609,2244,2351,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,10000,std,0.0,0.01,100000,vsigned,0,0,0,0,0,0,0,0,1,4,4,9,19,31,54,69,101,207,242,288,344,397,405,462,471,420,369,333,289,266,312,505,885,1549,2505,3361,3405,2419,2871,2153,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,10000,std,0.0,0.01,300000,vsigned,0,0,0,0,0,2,1,0,3,8,17,16,43,44,73,104,167,235,293,373,481,592,709,765,847,883,880,885,805,853,886,1053,1378,1737,2112,1990,1465,1138,2396,1516,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,10000,std,0.0,0.01,1000000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,15,43,51,88,171,266,417,595,696,971,1069,1164,1086,1054,973,947,1073,1596,2172,2987,2931,2330,1325,228,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,10000,std,2.0,0.01,0,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,11,7,21,26,34,60,95,167,329,600,1119,2138,3698,6045,7391,3001,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,10000,std,2.0,0.01,10000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,9,15,25,30,35,43,75,141,174,258,406,497,820,1142,1718,2570,3701,4647,4503,2768,1167,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,10000,std,2.0,0.01,50000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,27,54,97,170,325,533,818,1253,1750,2296,2870,3130,3204,2948,2417,1521,862,466,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,10000,std,2.0,0.01,100000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,14,26,38,89,146,269,422,711,1018,1473,1965,2701,3143,3488,3426,2814,1828,890,255,26,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,10000,std,2.0,0.01,300000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,10,19,27,50,66,110,162,252,397,593,844,1217,1725,2280,2969,3275,3145,2578,1804,845,158,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
B,100,10000,std,2.0,0.01,1000000,vsigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,10,22,43,85,139,156,332,413,587,977,1224,1648,2013,2501,2823,2913,2370,1553,792,241,c644695f7b3aba0ee7db4ecd6f0bf7745ea04a19
