model,direction,seed,valid_paired,pulse_abs_remaining,hold_abs_remaining,pulse_signed_remaining,hold_signed_remaining,pulse_target_self_recovery,pulse_others_self_compensation,pulse_target_z_remaining,pulse_target_v_norm_ratio,pulse_target_geometry_recovery,pulse_target_readout_recovery
leaky100,plus,0,True,0.004327986695063013,0.9930935717394426,0.004327986695063013,0.9930935717394426,0.9938826951077364,0.0017893181972005276,0.3108529722479947,0.425502508415971,0.9067804594066021,0.08710223570113437
leaky100,plus,1,True,0.3078088110336063,1.1196990597878616,0.3078088110336063,1.1196990597878616,0.7172765517131054,-0.025085362746711845,0.9775795416531957,0.5900132396668188,0.057990451955171496,0.659286099757934
leaky100,plus,2,True,0.07726939303222949,1.8390999532979315,-0.07726939303222949,1.8390999532979315,0.988665838021196,0.08860355501103348,0.0535809986856778,0.5052103049646899,0.9908779509624432,-0.002212112941247266
leaky100,plus,3,True,0.2795185476670082,1.5506061571676955,0.2795185476670082,1.5506061571676955,0.7536491606196966,-0.03316770828670478,0.9318532175631806,0.4657319436805942,0.10923220165904757,0.644416958960649
leaky100,plus,4,True,0.1801601660638298,1.3765967296173582,0.1801601660638298,1.3765967296173582,0.8381957164427483,-0.018355882506578044,0.8104567376487418,0.42988689893270393,0.48689958916903653,0.3512961272737116
leaky100,plus,5,True,0.1703725240399464,1.4040480497605414,0.1703725240399464,1.4040480497605414,0.8458731916897051,-0.016245715729651472,0.9955788088017035,0.3729812121320504,0.01934493620855582,0.8265282554811493
leaky100,plus,6,True,0.20785875351559488,1.2281114513557474,0.20785875351559488,1.2281114513557474,0.8119004179697366,-0.019759171485331413,0.9073455441310037,0.4593680166988874,0.18288751634891665,0.6290129016208198
leaky100,plus,7,True,0.03668760816140824,1.2752883008331077,-0.03668760816140824,1.2752883008331077,0.9836976388302523,0.05298996933115594,0.41550284138696464,0.2121185879898661,0.85829421589245,0.1254034229378023
leaky100,plus,8,True,0.0037728903170514707,1.1102550218840663,0.0037728903170514707,1.1102550218840663,0.9586201421559287,0.037606967527019794,0.629607852630415,0.32133125822400155,0.5740029600003953,0.38461718215553353
leaky100,plus,9,True,0.00012686471629230365,1.7748392198980838,-0.00012686471629230365,1.7748392198980838,0.9946740939448913,0.005452770771401031,0.6696888408289415,0.2456916599281235,0.5922246271992762,0.4024494667456151
leaky100,minus,0,True,0.7416524379906533,0.7702212409071889,0.7416524379906533,0.7702212409071889,0.032299529326223375,0.2260480326831233,0.9965302486583438,0.9831332289060124,0.0030664196366494423,0.02923310968957398
leaky100,minus,1,True,0.6998725623237456,0.6983719334934171,0.6998725623237456,0.6983719334934171,0.030537462448123054,0.2695899752281315,0.9994772077355237,0.9852167925096134,-4.762914730349621e-05,0.030585091595426304
leaky100,minus,2,True,1.4522239102369066,1.4516534287130944,1.4522239102369066,1.4516534287130944,0.11193431272447607,-0.5641582229613827,0.9893904946651974,0.9271164199555203,-0.04268494394023703,0.15461925666471324
leaky100,minus,3,True,0.8195834170917051,0.914839744370881,0.8195834170917051,0.914839744370881,0.09372495678146486,0.08669162612683003,0.9981780503966139,0.9679611735198482,-0.013544735426174626,0.10726969220763939
leaky100,minus,4,True,0.6989681404490625,0.7095016893848637,0.6989681404490625,0.7095016893848637,0.18414797661605375,0.11688388293488354,0.9948424566953233,0.9485152303799131,0.0005313342251660469,0.1836166423908879
leaky100,minus,5,True,0.942815066793241,0.9455032097373358,0.942815066793241,0.9455032097373358,0.01650152646947789,0.04068340673728108,0.9999515258561542,0.997288911485528,0.0071635647857610785,0.009337961683716948
leaky100,minus,6,True,1.2306553814937637,1.2235420533819954,1.2306553814937637,1.2235420533819954,-0.009840557187159593,-0.22081482430660437,1.0000289312834327,1.002708476966486,-0.0012366102822116698,-0.008603946904947915
leaky100,minus,7,True,1.274121063854415,1.272589511963627,1.274121063854415,1.272589511963627,-0.0037247131407993628,-0.2703963507136155,0.9999680453336276,1.001102294237351,-0.0005953700427274722,-0.0031293430980718815
leaky100,minus,8,True,0.09590028719215114,0.02710458576511261,0.09590028719215114,0.02710458576511261,0.023237305609439707,0.8808624071984095,0.9991095196160615,0.9930357645086286,0.0009136088721046765,0.022323696737335016
leaky100,minus,9,True,0.8266555630892973,0.8119261405204337,0.8266555630892973,0.8119261405204337,-0.0012618716873624702,0.17460630859806503,0.9988033709711455,0.9808115169307948,-0.022863245554239908,0.02160137386687757
elu100,plus,0,True,0.19063196423380666,1.2074958196902676,-0.19063196423380666,1.2074958196902676,1.0894571511976763,0.10117481303613048,-0.5190503630414606,14.685898025573325,1.0063841482472975,0.08307300295037863
elu100,plus,1,True,0.0031350529038839036,1.148331611819512,-0.0031350529038839036,1.148331611819512,1.00700618606271,-0.003871133158826017,-0.08724325827016341,3.067721401625959,0.9866017090309774,0.02040447703173251
elu100,plus,2,True,0.02865523662251433,1.5262603162612982,0.02865523662251433,1.5262603162612982,0.9849721051171652,-0.013627341739679453,0.05586228053254631,0.7582413159046907,0.7179640074647045,0.26700809765246064
elu100,plus,3,True,0.19563753441283702,1.2720262244591656,-0.19563753441283702,1.2720262244591656,1.1525503103250134,0.04308722408782352,-0.7080335388116478,19.59009712621583,0.9400800494918169,0.21247026083319662
elu100,plus,4,True,0.0657036456737069,1.9535350458268648,-0.0657036456737069,1.9535350458268648,1.062882647365724,0.002820998307982883,-0.2719304304598793,14.461161639767022,0.9994894541579126,0.06339319320781149
elu100,plus,5,True,0.02073850392833402,1.0732623267165846,-0.02073850392833402,1.0732623267165846,1.0104148630777887,0.010323640850545239,-2.012848335246932,14.425304548936502,1.006550767249131,0.003864095828657792
elu100,plus,6,True,0.03822653844933364,1.325183459642062,0.03822653844933364,1.325183459642062,1.001980616759167,-0.04020715520850054,-0.3355899761035893,5.301342770446835,0.9959373514434442,0.006043265315722681
elu100,plus,7,True,0.07810110546270274,1.4097704325708955,0.07810110546270274,1.4097704325708955,1.0157252893743003,-0.09382639483700303,-0.8345982948593947,17.6826990090402,1.0024913789130487,0.01323391046125146
elu100,plus,8,True,0.04902348073530345,1.4370753114292407,-0.04902348073530345,1.4370753114292407,1.0581882006161754,-0.009164719880871811,0.07838370891536753,4.828534569627045,0.9972142718496438,0.06097392876653143
elu100,plus,9,True,0.24444958171802442,1.0632891730990408,-0.24444958171802442,1.0632891730990408,1.0018657471345727,0.24258383458345173,-3.9638426181978144,16.703336089350866,1.0018562653279701,9.481806602611366e-06
elu100,minus,0,True,10.006707072206384,10.045624580362617,-10.006707072206384,-10.045624580362617,0.0017996219945559666,11.004907450211824,0.9999941026129446,0.9898863523191607,0.0017978359248274067,1.7860697286179383e-06
elu100,minus,1,True,3.2781204721766763,3.2964175313244013,3.2781204721766763,3.2964175313244013,0.0686638675947916,-2.3467843397714674,0.999544347186155,0.9992931555278094,0.06866716587218724,-3.2982773958384242e-06
elu100,minus,2,True,1.188496760406764,1.1899424483215721,1.188496760406764,1.1899424483215721,-0.0008615653370811494,-0.18763519506968251,1.0000732722268584,1.0000676208023829,-0.0008615204628426021,-4.487423852663535e-08
elu100,minus,3,True,1.232241425929487,1.412405609772178,1.232241425929487,1.412405609772178,0.07607429490000128,-0.30831572082949454,0.9993859618739818,1.0113257064631878,0.07608605432533788,-1.1759425336585448e-05
elu100,minus,4,True,0.4541291204984893,0.418570798601582,-0.4541291204984893,-0.418570798601582,-0.013354815819688337,1.4674839363181775,1.0001610152468587,0.9984000042357899,-0.013354755671492358,-6.014819581985039e-08
elu100,minus,5,True,0.43496298846739495,0.48654497409853,0.43496298846739495,0.48654497409853,0.056106734319550045,0.508930277213055,1.0004727625967722,0.996963838419226,0.056116578943541495,-9.844623991173659e-06
elu100,minus,6,True,3.2598595906109753,3.2609078189677043,3.2598595906109753,3.2609078189677043,8.108390147354427e-05,-2.259940674512449,0.9999976848490038,0.9989904356001015,8.108265493111944e-05,1.2465423869071742e-09
elu100,minus,7,True,9.682681679334806,9.736559409514035,-9.682681679334806,-9.736559409514035,0.16322249213010365,10.519459187204701,0.9958784255407233,0.9954640543806814,0.16322379664538988,-1.3045152861180247e-06
elu100,minus,8,True,10.827258939853145,10.800210576564947,10.827258939853145,10.800210576564947,-0.0025319692104381897,-9.824726970642699,1.0000062297807757,1.0002779606316379,-0.0025321938722264736,2.246617880541694e-07
elu100,minus,9,True,8.437790248778603,8.470627874555515,-8.437790248778603,-8.470627874555515,-0.0013038788511032795,9.439094127629707,1.0000006674800648,1.0080405904545822,-0.0013122864707268977,8.407619623140734e-06
snake075,plus,0,True,1.9353599706429279,1.6202918021758455,-1.9353599706429279,-1.6202918021758455,-0.5967553409299786,3.532115311572907,0.7996647362918287,1.3555661821454736,0.08994210962887772,-0.6866974505588566
snake075,plus,1,False,0.9919957960409285,1.9017483148906418,0.9919957960409285,1.9017483148906418,-0.0029546790959902314,0.010958883055061748,1.0059324998562962,1.0061133250975305,0.011122059966802933,-0.014076739062793223
snake075,plus,2,True,6.279411991205542,3.394774281561269,6.279411991205542,3.394774281561269,-0.39720611574987985,-4.8822058754556625,0.32928323488743655,1.365581208818747,0.34107825403358805,-0.7382843697834681
snake075,plus,3,True,2.325703650343795,3.2378541443438653,2.325703650343795,3.2378541443438653,0.15039224841267484,-1.4760958987564698,0.9085199635284213,0.936555193499194,0.06402968570018663,0.08636256271248823
snake075,plus,4,True,1.383387823619382,1.9070848420360031,1.383387823619382,1.9070848420360031,0.35208812022519764,-0.7354759438445797,0.910924606297082,0.7822756678147869,-0.012754110403727204,0.3648422306289249
snake075,plus,5,True,1.4585863517190873,1.2637792708268325,1.4585863517190873,1.2637792708268325,0.17473326374973397,-0.6333196154688214,0.9735981250373559,0.8800567229507124,0.04106323951723467,0.1336700242324993
