act,reg,lam,lr,seed,task,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,alpha_med_l1,alpha_min_l1,alpha_max_l1,alpha_clip_frac_l1,two_alpha_W_med_l1,alpha_med_l2,alpha_min_l2,alpha_max_l2,alpha_clip_frac_l2,two_alpha_W_med_l2,reg_loss,pen_l2_total,pen_l2init_total,pen_shell_total
SNA,l2init,0.001,0.001,9,1,0.95306875,1,1,0,0,-0.2620570362,0.7375658751,-1.720494032,0.7866738439,71.008307,0,0,0.4806529284,0.5859293938,-0.3229768872,1.383627534,57.50945497,1.29012394,0.9018750191,2.046836615,0.8261144161,0.4343615472,2.782480478,0,1.200000048,1.041714787,0.5352638364,1.922418714,0,1.200000048,0.1817886923,0.2806842304,0.1817886923,0.07756960089
SNA,l2init,0.001,0.001,9,2,0.9621416667,1,1,0,0,-0.6511198878,1.010175824,-4.422883034,0.6775423884,66.36568226,0,0,0.1039774418,1.015748382,-4.526720524,1.057077885,61.24830769,1.399729848,1.016400576,2.181576729,0.6100333333,0.3716440201,2.731651545,0,1.200000048,0.601718545,0.2680046856,1.713215351,0,1.200000048,0.2321252764,0.3360228073,0.2321252764,0.1059391605
SNA,l2init,0.001,0.001,9,3,0.9633125,1,1,0,0,-0.457993418,1.047973871,-8.610724449,0.8143798113,62.95459833,0,0,-0.8981691599,1.415658236,-5.61909771,0.7193681002,64.03418422,1.376449585,1.044763088,2.247607946,0.5891184807,0.2532096505,2.117098331,0,1.200000048,0.4306127727,0.1821498871,1.40024507,0,1.200000048,0.2414515852,0.3486204359,0.2414515852,0.1120265844
SNA,l2init,0.001,0.001,9,4,0.9666875,1,1,0,0,-0.541664958,1.182943344,-7.792683125,0.760607779,64.82504243,0,0,-0.8944589496,1.787247658,-6.238776684,0.7462208271,66.03737014,1.441047311,1.127575874,2.326759577,0.5197645426,0.2800115049,2.286062479,0,1.200000048,0.3436816931,0.1584838331,0.9416006207,0,1.200000048,0.2819358994,0.3951275626,0.2819358994,0.1381196406
SNA,l2init,0.001,0.001,9,5,0.96635625,1,1,0,0,-0.4563688636,1.16922009,-9.998275757,0.8160529733,61.31312759,0,0,-1.478479743,2.149962664,-6.107735634,0.6856996417,67.22487469,1.417194724,1.17033112,2.397069693,0.5265474319,0.2198002636,1.923828483,0,1.200000048,0.2892086208,0.1566409022,1.094530106,0,1.200000048,0.2975510448,0.412665962,0.2975510448,0.1479804349
SNA,l2init,0.001,0.001,9,6,0.96760625,1,1,0,0,-0.1324884593,1.158417702,-8.523981094,0.9764814377,60.13758521,0,0,-1.841144562,2.447860479,-6.453035355,0.6973819137,68.87241117,1.408653736,1.192094207,2.375559092,0.5220968127,0.2477462888,2.859254122,0,1.200000048,0.2504116595,0.1535903215,0.6535516977,0,1.200000048,0.2839439294,0.4002394855,0.2839439294,0.1405527847
SNA,l2init,0.001,0.001,9,7,0.9665770833,1,1,0,0,-0.2097673416,1.146219373,-8.047365189,0.9146319628,61.37984345,0,0,-1.150807142,2.122317791,-6.655965805,0.7163954377,66.53014801,1.383039594,1.164191127,2.333576679,0.5324672461,0.2683897018,2.211869001,0,1.200000048,0.2903701663,0.15704602,1.209777117,0,1.200000048,0.2694920187,0.3830594652,0.2694920187,0.1308071717
SNA,l2init,0.001,0.001,9,8,0.9675041667,1,1,0,0,-0.1157155856,1.07207036,-8.922027588,0.9617499709,59.02185427,0,0,-1.51675725,2.234509945,-8.292928696,0.6867922544,68.4189456,1.335752726,1.153571725,2.373347759,0.5623052716,0.2409618199,2.037564516,0,1.200000048,0.2774784863,0.1347454637,0.6931171417,0,1.200000048,0.263037489,0.3778259006,0.263037489,0.12779682
SNA,l2init,0.001,0.001,9,9,0.96685625,1,1,0,0,-0.170365572,1.176338553,-12.16691399,0.9647302032,60.01220274,0,0,-2.077862024,2.41573596,-7.106582165,0.6565449238,67.91456356,1.410796642,1.198350787,2.401376009,0.5225172043,0.1817609221,1.155589104,0,1.200000048,0.2483412474,0.1472034156,0.677058816,0,1.200000048,0.2929958499,0.4111305053,0.2929958499,0.146879406
SNA,l2init,0.001,0.001,9,10,0.96631875,0.9925000072,0.9925000072,0,0,-0.3966999352,1.225644827,-11.12671852,0.8142725825,60.8581297,0,0,-2.191201687,2.34060955,-5.817059517,0.6297702193,67.14351549,1.453407526,1.210899711,2.415774822,0.5120053887,0.203157261,2.189341068,0,1.200000048,0.2662558258,0.1588107646,0.8797931075,0,1.200000048,0.3023049895,0.4182155562,0.3023049895,0.151353675
SNA,l2init,0.001,0.001,9,11,0.9668458333,1,1,0,0,-0.3428337574,1.165051222,-9.067102432,0.843315661,64.00882517,0,0,-1.573924303,2.090189695,-5.841695309,0.6581817269,68.71067931,1.452521443,1.174011111,2.399327517,0.5240659118,0.235706836,2.194244146,0,1.200000048,0.293848902,0.1530669928,0.6827811003,0,1.200000048,0.2978396302,0.4119851034,0.2978396302,0.1476163594
SNA,l2init,0.001,0.001,9,12,0.9665833333,1,1,0,0,0.07643590122,1.07883513,-12.57666206,1.068771839,55.77361475,0,0,-2.419582844,2.588022232,-6.743065357,0.6497997046,65.02601445,1.287894368,1.168314099,2.383589029,0.5688741803,0.1769257337,3,0.009999999776,1.200000048,0.2391047329,0.1363708228,0.9315065742,0,1.200000048,0.2640451942,0.3796103384,0.2640451942,0.1286387182
SNA,l2init,0.001,0.001,9,13,0.9670875,0.9175000191,0.9175000191,0,0,-0.4709140658,1.201354265,-11.31227398,0.7774497271,61.55870649,0,0,-1.85866785,2.193106174,-5.864677906,0.5991834998,66.67218316,1.36036694,1.186544895,2.355500937,0.5278325677,0.1888897866,2.672329187,0,1.200000048,0.2602666914,0.139062494,0.9389234781,0,1.200000048,0.2813953644,0.3946273522,0.2813953644,0.1372916201
SNA,l2init,0.001,0.001,9,14,0.96635,0.9991666675,0.9991666675,0,0,-0.3422137201,1.218582153,-10.40902328,0.8709358573,62.66088266,0,0,-1.819995761,2.488285542,-5.892298222,0.663703084,68.1111454,1.427804351,1.202503562,2.406044245,0.5038838983,0.1995819807,1.463728547,0,1.200000048,0.2504064143,0.1360276788,0.5769168139,0,1.200000048,0.3050406203,0.4209117783,0.3050406203,0.1525655263
SNA,l2init,0.001,0.001,9,15,0.9659104167,0.9991666675,0.9991666675,0,0,-0.3790372908,1.189774275,-11.14448357,0.8388427496,61.92479945,0,0,-1.810270548,2.426047802,-7.343788147,0.6525118947,67.32549446,1.44461143,1.212911487,2.386513472,0.5137833357,0.1937567443,2.085579872,0,1.200000048,0.2554196417,0.1557243466,0.6493216157,0,1.200000048,0.3091998243,0.424969817,0.3091998243,0.1550106852
SNA,l2init,0.001,0.001,9,16,0.9682395833,1,1,0,0,-0.15922077,1.168573976,-10.88705254,0.8938515186,62.06743244,0,0,-1.891855478,2.445120335,-5.87012434,0.6269168854,68.23602015,1.428520918,1.207901001,2.406913519,0.5243718028,0.1993537098,1.764944553,0,1.200000048,0.2532450557,0.1510724574,0.6693695784,0,1.200000048,0.2925505896,0.4072194967,0.2925505896,0.14471048
