N0,N0_parts,testability_dL,testability_met,S,R_c,N1_S03,N1,N2_dS,N2,N3_Rc_seq,N3
MANIPULATION_OK,G1=True pinned=True broken=[],"[2.41, 1.03, 2.02]",True,"{""0.3"": 0.87, ""1.0"": 0.0, ""3.0"": -0.25}","{""0.3"": 1.8, ""1.0"": 1.86, ""3.0"": 0.9}","[0.87, -0.17, 0.89]",N1_PARTIAL,"[1.27, 0.08, 0.95]",N2_PARTIAL,"[1.8, 1.86, 0.9]",RC_FLAT_OR_MIXED
