arm,cond,seed,layer,role,start,end,n_intervals,delta,delta_error,delta_median,self,self_error,self_rate,self_median,self_share,upstream,upstream_error,upstream_rate,upstream_median,upstream_share,cross,cross_error,cross_rate,cross_median,cross_share,bias,bias_error,bias_rate,bias_median,bias_share,upstream_growth,upstream_growth_error,upstream_growth_rate,upstream_growth_median,upstream_growth_share,upstream_rotation,upstream_rotation_error,upstream_rotation_rate,upstream_rotation_median,upstream_rotation_share,self_growth,self_growth_error,self_growth_rate,self_growth_median,self_growth_share,self_rotation,self_rotation_error,self_rotation_rate,self_rotation_median,self_rotation_share,closure_residual,upstream_growth_fraction,upstream_rotation_fraction,self_growth_fraction,self_rotation_fraction,bias_absolute_share
ELU,raw,0,1,REPORT_ONLY,0,10,10,-134.36270013482147,1.1568376108151196e-10,-123.98499920882563,-134.44312760792218,2.1639493994993019e-10,-13.444312760792219,-123.96160633303039,1.000598584823169,0.0,4.462724720166204e-10,0.0,0.0,-0.0,0.0,1.2050698388156836e-10,0.0,0.0,-0.0,0.08042747310071718,2.4516465851484807e-15,0.008042747310071718,-3.1079427571967244e-05,-0.0005985848231690425,0.0,1.01693740341774e-09,0.0,0.0,-0.0,0.0,1.4632098754348068e-09,0.0,0.0,-0.0,-77.46630678616778,7.267033863596563e-10,-7.746630678616778,-67.01862341993206,0.5765462193632382,-56.97682082175439,8.57639866114412e-10,-5.697682082175438,-44.000144925239724,0.42405236545993064,0.0,,,0.5762013140015868,0.423798685998413,0.0005985848231690425
ELU,raw,0,1,REPORT_ONLY,0,50,50,-167.1661957527236,1.316611577324769e-10,-134.4022105960915,-167.26417234561265,3.498646979456406e-10,-3.345283446912253,-134.39460761060883,1.0005861029046446,0.0,3.1078810023890938e-09,0.0,0.0,-0.0,0.0,1.929907349938736e-10,0.0,0.0,-0.0,0.0979765928890265,7.972446589160694e-15,0.0019595318577805302,-0.02755481144413352,-0.000586102904644405,0.0,7.082042104051585e-09,0.0,0.0,-0.0,0.0,1.0189923106443786e-08,0.0,0.0,-0.0,-89.90804089044967,4.17616591700398e-09,-1.7981608178089934,-71.39794241404643,0.537836256221586,-77.35613145516297,4.437789759638558e-09,-1.5471226291032594,-52.925741086452675,0.46274984668305835,0.0,,,0.5375212134770592,0.4624787865229408,0.000586102904644405
ELU,raw,0,1,REPORT_ONLY,1,10,9,-92.62582566127517,1.5553776625527735e-10,-82.30690778492962,-92.67228793092586,1.6970708612143496e-10,-10.296920881213985,-82.20253832804981,1.0005016124749118,0.0,4.428190464517842e-10,0.0,0.0,-0.0,0.0,9.454804513913239e-11,0.0,0.0,-0.0,0.0464622696506558,1.885282024379913e-15,0.005162474405628423,-0.014373556710779667,-0.0005016124749113104,0.0,1.0090679562817085e-09,0.0,0.0,-0.0,0.0,1.4518870027339354e-09,0.0,0.0,-0.0,-60.63545002037393,6.673160842135657e-10,-6.737272224485992,-46.675808777189516,0.6546279030441537,-32.036837910551924,7.918564567366722e-10,-3.5596486567279917,-12.239958285599679,0.34587370943075785,-2.842170943040401e-14,,,0.6542996981532291,0.3457003018467708,0.0005016124749113104
ELU,raw,0,1,REPORT_ONLY,10,50,40,-32.803495617902165,2.3203854455253888e-10,-3.2775984285155744,-32.82104473769047,1.3232964176840562e-10,-0.8205261184422618,-3.25394562210315,1.0005349771253869,0.0,2.6616085303724692e-09,0.0,0.0,-0.0,0.0,7.248375111230465e-11,0.0,0.0,-0.0,0.017549119788309326,3.812759337558408e-15,0.00043872799470773315,-0.027963100001215935,-0.0005349771253869688,0.0,6.065104700633836e-09,0.0,0.0,-0.0,0.0,8.726713231008965e-09,0.0,0.0,-0.0,-12.441734104281888,3.4490534475158687e-09,-0.3110433526070472,-2.650419052257944,0.3792807403578033,-20.37931063340858,3.579307576429561e-09,-0.5094827658352145,-0.8128702290509097,0.6212542367675835,0.0,,,0.37907794232991804,0.6209220576700819,0.0005349771253869688
ELU,raw,0,2,REPORT_ONLY,0,10,10,-75.26096344570414,1.3726748152799543e-11,-66.6725823899128,-39.64686343155519,1.752392628514013e-11,-3.964686343155519,-38.8823993144603,0.5267918668109771,-27.46210558287511,1.3904858036900063e-10,-2.746210558287511,-22.109281235739545,0.3648917622837399,-7.8237855667504945,3.530374404381281e-11,-0.7823785566750494,-7.777384132171806,0.10395542667208671,-0.3282088645233307,5.177108484590244e-15,-0.03282088645233307,-0.2839935328811407,0.004360944233196163,-40.318360031253235,1.7206360863787587e-10,-4.031836003125323,-37.15297446280046,0.5357141097501402,12.856254448378127,2.927122831499913e-10,1.2856254448378128,12.918267914321543,-0.17082234746640035,-18.644231648115117,1.4329889017253226e-11,-1.8644231648115117,-18.38490877516514,0.2477277833622966,-21.002631783440073,2.1409117620710717e-11,-2.100263178344007,-20.547841535088267,0.2790640834486805,0.0,1.4681452559994184,-0.4681452559994184,0.4702574184790632,0.5297425815209368,0.004360944233196163
ELU,raw,0,2,REPORT_ONLY,0,50,50,-383.10313568917866,6.182389373344273e-11,-266.5275334767225,-72.18868946328205,5.855677510179893e-11,-1.4437737892656408,-65.8562213643998,0.18843147637885838,-301.2169057919719,3.0212673445729295e-09,-6.024338115839438,-202.84442152086712,0.7862553911235978,-9.261781906530764,1.047119053331895e-10,-0.18523563813061528,-8.515389206452314,0.024175688068617335,-0.43575852739391846,1.9157111519935736e-14,-0.008715170547878369,-0.30813347175717354,0.0011374444289264719,-373.0272825142955,3.6170918278814193e-09,-7.46054565028591,-263.9376968468115,0.973699371693324,71.8103767223237,6.181630556362123e-09,1.436207534446474,63.179645176540234,-0.1874439805697265,-33.703078258140074,1.6239906298123687e-10,-0.6740615651628015,-33.294639123589235,0.08797390341770588,-38.48561120514198,1.9056895708702065e-10,-0.7697122241028396,-36.14627122274287,0.10045757296115251,0.0,1.2384008843511516,-0.23840088435115186,0.46687477648811954,0.5331252235118805,0.0011374444289264719
ELU,raw,0,2,REPORT_ONLY,1,10,9,-72.43162591217519,1.6495536202611263e-11,-61.87822926588739,-39.60415055256052,1.7275142231134966e-11,-4.400461172506724,-38.79814471469818,0.5467798085960592,-27.41202319737844,1.378777851009123e-10,-3.045780355264271,-21.865433025653125,0.3784537879988511,-5.111656911813681,3.2503489225510213e-11,-0.5679618790904091,-4.854627106533714,0.07057216854432714,-0.30379525042255406,4.803646221628937e-15,-0.03375502782472823,-0.26942493207752705,0.004194234860762506,-40.27042657513882,1.6982186154378396e-10,-4.474491841682092,-37.099058210499976,0.5559784979004547,12.858403377760371,2.8986204419064035e-10,1.428711486417819,12.796455850722353,-0.17752470990160354,-18.614408471289938,1.4091433363695664e-11,-2.068267607921104,-18.33223752348324,0.2569928292630112,-20.989742081270578,2.1125966141950222e-11,-2.3321935645856198,-20.71918781519044,0.28978697933304803,0.0,1.469078961635714,-0.4690789616357136,0.47001155716206783,0.5299884428379321,0.004194234860762506
ELU,raw,0,2,REPORT_ONLY,10,50,40,-307.8421722434746,7.356847749102505e-11,-208.04945701831116,-32.541826031726856,4.055049454899651e-11,-0.8135456507931714,-27.543230914123427,0.10570944778153818,-273.75480020909674,2.880465482416564e-09,-6.843870005227418,-185.40515351251224,0.8892699730320969,-1.4379963397802715,6.934093519269958e-11,-0.035949908494506785,-0.19301545048809265,0.004671212944284157,-0.10754966287058779,1.0456170690972735e-14,-0.0026887415717646948,-0.07241557352244854,0.000349366242080458,-332.70892248304233,3.4429855608219723e-09,-8.317723062076059,-231.22662037689759,1.0807775947601501,58.954122273945586,5.88849346179241e-09,1.4738530568486397,43.561009418319145,-0.19150762172805338,-15.058846610024952,1.4783637566200013e-10,-0.3764711652506238,-15.855732586624086,0.04891742577139432,-17.48297942170191,1.6874012694440075e-10,-0.43707448554254774,-6.486191386475223,0.05679202201014387,1.1368683772161603e-13,1.215353748058174,-0.21535374805817403,0.462753583506446,0.5372464164935542,0.000349366242080458
ELU,raw,0,1,PRIMARY,0,1,1,-41.736874473546266,5.306225514403295e-11,-47.19914419881166,-41.77083967699633,4.6639688340351994e-11,-41.77083967699633,-47.10131779431463,1.0008137936507822,0.0,3.453425564836158e-12,0.0,0.0,-0.0,0.0,2.5958938742435927e-11,0.0,0.0,-0.0,0.03396520345006138,1.0235068717063179e-15,0.03396520345006138,-0.0008680804166942835,-0.0008137936507820983,0.0,7.869447136031577e-12,0.0,0.0,-0.0,0.0,1.1322872700871188e-11,0.0,0.0,-0.0,-16.83085676579387,5.936489552481992e-11,-16.83085676579387,-17.69136267396501,0.4032610725669368,-24.939982911202456,6.584489003632386e-11,-24.939982911202456,-28.70024429431224,0.5975527210838454,-7.105427357601002e-15,,,0.4029331681130368,0.5970668318869631,0.0008137936507820983
ELU,raw,0,2,PRIMARY,0,1,1,-2.8293375335289177,3.1292313756936903e-12,-2.7040584920891297,-0.04271287899466822,2.42478786862531e-13,-0.04271287899466822,-0.052922411445861184,0.015096423982116471,-0.05008238549666051,1.1681848717142433e-12,-0.05008238549666051,-0.12456257128679062,0.01770109960482332,-2.7121286549368127,2.8052430687301257e-12,-2.7121286549368127,-2.2878883435349824,0.958573737773197,-0.024413614100776613,4.725768445357337e-16,-0.024413614100776613,-0.02031874842941761,0.008628738639863342,-0.0479334561144183,2.235971887004526e-12,-0.0479334561144183,-0.05921161166945574,0.016941582807418826,-0.002148929382242277,2.850805224477276e-12,-0.002148929382242277,0.03590575856816385,0.0007595167974045163,-0.029823176825177926,2.3622727507274266e-13,-0.029823176825177926,-0.045259559699568075,0.010540692466614505,-0.0128897021694903,2.7894976353510567e-13,-0.0128897021694903,-0.01579921138998223,0.004555731515501969,0.0,0.9570921121082481,0.042907887891753226,0.698224458924923,0.30177554107507715,0.008628738639863342
