arm,cond,seed,task,layer,online,m_mean,m_median,sd_mean,sd_median,m_alg_mean,m_alg_median,w_norm_mean,w_norm_median,bias_mean,bias_median,mu_norm_mean,mu_norm_median,cos_mean,cos_median,train_low_mean,train_low_median,train_zero_mean,train_zero_median,train_negative_mean,train_negative_median,train_signed_low_mean,train_signed_low_median,train_mean_mean,train_mean_median,train_abs_mean_mean,train_abs_mean_median,train_dead_mean,train_dead_median,diag_low_mean,diag_low_median,diag_zero_mean,diag_zero_median,diag_dead_mean,diag_dead_median,derivative_max_difference_mean,derivative_max_difference_median,derivative_zero_disagreement_mean,derivative_zero_disagreement_median
ELU,raw,0,5,1,0.1691020833,-114.59185753596847,-107.27042245825132,34.051424835292025,30.57330120888624,-114.59185777422388,-107.27041667906505,9.48280122359397,8.630353147835514,0.07904597919899971,0.012257992755621672,25.93165051292406,25.931650512924058,-0.6124397868365231,-0.7705911151929599,0.9839166666666668,0.9991666666666666,0.4996749999999999,0.5295833333333333,0.0,0.0,0.9839166666666668,0.9991666666666666,0.011526726030169139,1.4184071848154405e-09,0.011526726030169139,1.4184071848154405e-09,0.21,0.0,0.9839166666666668,0.9991666666666666,0.4996749999999999,0.5295833333333333,0.21,0.0,0.0,0.0,0.0,0.0
ELU,raw,0,5,2,0.1691020833,-40.030260238197386,-38.25973350383342,11.435470088694117,7.206915617044848,-40.03026005148839,-38.259733075669786,3.6446896478312754,3.4529723888428636,-0.2064797579217702,-0.19358213990926743,29.58360850945463,29.58360850945463,-0.3762400154749093,-0.3398047462084226,0.8653666666666667,0.9791666666666666,0.029408333333333335,0.0,0.0,0.0,0.8653666666666667,0.9791666666666666,0.03937482001072717,0.0025433297992758833,0.03937482001072717,0.0025433297992758833,0.0,0.0,0.8653666666666667,0.9791666666666666,0.029408333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELU,raw,0,6,1,0.2036208333,-124.5014638746812,-119.87275197108588,36.866029861504586,33.86844406358733,-124.5014632530363,-119.87274646958042,10.058030174975123,9.951135373572054,0.06612162327917759,-0.0015345823194365948,25.93165051292406,25.931650512924058,-0.6222604513141655,-0.7703198008928149,0.9793666666666667,0.9991666666666666,0.5536416666666666,0.6720833333333334,0.0,0.0,0.9793666666666667,0.9991666666666666,0.013198564842305732,8.474125293604432e-10,0.013198564842305732,8.474125293604432e-10,0.49,0.0,0.9793666666666667,0.9991666666666666,0.5536416666666666,0.6720833333333334,0.49,0.0,0.0,0.0,0.0,0.0
ELU,raw,0,6,2,0.2036208333,-48.220918494056434,-42.99030543307464,14.497145710879936,9.572826573808413,-48.220918958249015,-42.99030352654316,3.806199774797954,3.4402307638441574,-0.21879225850163495,-0.2117917686700821,37.05967712891526,37.05967712891526,-0.35164670040347495,-0.31988874218518404,0.8549,0.9879166666666667,0.07037500000000001,0.0,0.0,0.0,0.8549,0.9879166666666667,0.032725799905346964,0.0026794352489362444,0.032725799905346964,0.0026794352489362444,0.01,0.0,0.8549,0.9879166666666667,0.07037500000000001,0.0,0.01,0.0,0.0,0.0,0.0,0.0
ELU,raw,0,7,1,0.1600583333,-127.79053072231281,-119.85357920686403,37.91780845789871,34.25264301557495,-127.79052999832136,-119.85358439133219,10.372860052186459,10.100347945925051,0.06923769135959447,0.0001386529766023159,25.93165051292406,25.931650512924058,-0.6234420598230834,-0.7704312395754418,0.9844583333333334,1.0,0.5658666666666667,0.6720833333333334,0.0,0.0,0.9844583333333334,1.0,0.011771809028454275,7.951441836675404e-10,0.011771809028454275,7.951441836675404e-10,0.52,1.0,0.9844583333333334,1.0,0.5658666666666667,0.6720833333333334,0.52,1.0,0.0,0.0,0.0,0.0
ELU,raw,0,7,2,0.1600583333,-63.18501644036089,-55.39043055538088,16.43338371940474,10.734331165410794,-63.18501717044441,-55.39043854249812,4.09360585597622,3.778886908480426,-0.260566610917449,-0.2707920968532562,47.912896482394416,47.91289648239444,-0.3463380492881027,-0.2856465481819077,0.9538916666666668,0.9941666666666666,0.14114166666666667,0.0,0.0,0.0,0.9538916666666668,0.9941666666666666,0.016747717576985642,0.0017577537157640935,0.016747717576985642,0.0017577537157640935,0.04,0.0,0.9538916666666668,0.9941666666666666,0.14114166666666667,0.0,0.04,0.0,0.0,0.0,0.0,0.0
ELU,raw,0,8,1,0.1343770833,-137.1417577985343,-122.95240698814393,40.1263331464868,34.812643048975026,-137.14175671546988,-122.95241070449202,10.601548990893043,10.145334204916093,0.06536336049204693,-0.0029883821262046695,25.93165051292406,25.931650512924058,-0.6398463918339994,-0.770832830641982,0.9886166666666667,1.0,0.6085,0.7033333333333334,0.0,0.0,0.9886166666666667,1.0,0.01044439195295035,6.48684212516338e-10,0.01044439195295035,6.48684212516338e-10,0.68,1.0,0.9886166666666667,1.0,0.6085,0.7033333333333334,0.68,1.0,0.0,0.0,0.0,0.0
ELU,raw,0,8,2,0.1343770833,-63.382869244754836,-54.29122255146504,15.429574534835481,9.397519294421247,-63.382869138009326,-54.29122130164731,4.200849489257453,3.7614481888129623,-0.2840845094434917,-0.27282363176345825,44.55497875219596,44.55497875219597,-0.36105122525887323,-0.29035327814378825,0.9595250000000002,0.9966666666666667,0.13445833333333332,0.0,0.0,0.0,0.9595250000000002,0.9966666666666667,0.009120527738392635,0.0008333496588868688,0.009120527738392635,0.0008333496588868688,0.21,0.0,0.9595250000000002,0.9966666666666667,0.13445833333333332,0.0,0.21,0.0,0.0,0.0,0.0,0.0
ELU,raw,0,9,1,0.1174895833,-138.3464753469803,-122.8359710586071,40.60603891541102,34.78630234614531,-138.34647612952546,-122.83596430303044,10.665196662951772,10.142036290080728,0.07018162991727878,0.00034477904773666523,25.93165051292406,25.931650512924058,-0.6395107805916527,-0.7706525606903805,0.988275,1.0,0.6103583333333334,0.7029166666666666,0.0,0.0,0.988275,1.0,0.010518068944874517,6.988805409030487e-10,0.010518068944874517,6.988805409030487e-10,0.67,1.0,0.988275,1.0,0.6103583333333334,0.7029166666666666,0.67,1.0,0.0,0.0,0.0,0.0
ELU,raw,0,9,2,0.1174895833,-81.4720278150109,-62.0396761171023,20.19972972611688,11.258813105442124,-81.47202668967735,-62.03967624016156,4.32280936440365,3.8607789171528206,-0.29649033474735914,-0.2640749365091324,61.75662807443976,61.75662807443979,-0.3332127106596605,-0.24706100768788183,0.9443833333333335,0.9975,0.24924166666666664,0.0,0.0,0.0,0.9443833333333335,0.9975,0.002186858194329535,0.0008334142786373778,0.002186858194329535,0.0008334142786373778,0.13,0.0,0.9443833333333335,0.9975,0.24924166666666664,0.0,0.13,0.0,0.0,0.0,0.0,0.0
ELU,raw,0,10,1,0.1443479167,-134.3839920570359,-123.96678389072417,39.74118397716332,34.520440528976124,-134.3839916447903,-123.96678241412476,10.772718571454298,10.130115024817059,0.08036861628701444,0.003358407731866464,25.93165051292406,25.931650512924058,-0.6314501226513952,-0.7700480286055955,0.9855166666666666,0.9995833333333333,0.5930583333333334,0.7112499999999999,0.0,0.0,0.9855166666666666,0.9995833333333333,0.011240940237715578,8.374853178654128e-10,0.011240940237715578,8.374853178654128e-10,0.5,0.5,0.9855166666666666,0.9995833333333333,0.5930583333333334,0.7112499999999999,0.5,0.5,0.0,0.0,0.0,0.0
ELU,raw,0,10,2,0.1443479167,-75.26153614090285,-66.69362013260525,19.851060869245696,11.627050420182258,-75.26153659649735,-66.69362389859577,4.522494464498849,4.086127750801888,-0.31922196694999,-0.290411040186882,49.540691626486435,49.540691626486435,-0.36462213957288425,-0.2852106052941303,0.9577583333333334,0.9966666666666667,0.19275000000000003,0.0,0.0,0.0,0.9577583333333334,0.9966666666666667,0.00473440723814695,0.0008566405771754948,0.00473440723814695,0.0008566405771754948,0.17,0.0,0.9577583333333334,0.9966666666666667,0.19275000000000003,0.0,0.17,0.0,0.0,0.0,0.0,0.0
ELU,raw,0,11,1,0.11688125,-137.64684158787142,-124.15794795672099,40.46214777097257,34.63094513189111,-137.64684174205144,-124.15795345645799,10.879897336588577,10.130664854831744,0.08154935050290078,0.0034425846533849835,25.93165051292406,25.931650512924058,-0.6357423932725632,-0.770070410211875,0.9854750000000001,1.0,0.605275,0.7041666666666666,0.0,0.0,0.9854750000000001,1.0,0.011542140408721266,8.356570107117435e-10,0.011542140408721266,8.356570107117435e-10,0.51,1.0,0.9854750000000001,1.0,0.605275,0.7041666666666666,0.51,1.0,0.0,0.0,0.0,0.0
ELU,raw,0,11,2,0.11688125,-86.00587021460905,-68.67028620421887,23.21742231039586,12.995384063035587,-86.00586950089979,-68.67027863487394,4.636978947232839,4.204505220149047,-0.33654015749423705,-0.306316077709198,57.15581129542273,57.15581129542275,-0.35730229985929624,-0.2722231970497482,0.9887916666666667,0.9975,0.24701666666666663,0.00125,0.0,0.0,0.9887916666666667,0.9975,0.0026471091846460614,0.0008334759126963555,0.0026471091846460614,0.0008334759126963555,0.15,0.0,0.9887916666666667,0.9975,0.24701666666666663,0.00125,0.15,0.0,0.0,0.0,0.0,0.0
ELU,raw,0,12,1,0.1232958333,-136.6202088888182,-123.53456029295921,40.370294836711125,34.589044837057784,-136.62020870999626,-123.53456461561879,10.929456978273043,10.125354401848817,0.08507117298431695,-0.00118415174074471,25.93165051292406,25.931650512924058,-0.6336009081789445,-0.7697101956154875,0.9877666666666667,0.9995833333333333,0.5967833333333333,0.7029166666666666,0.0,0.0,0.9877666666666667,0.9995833333333333,0.010557980534447184,8.470140751751739e-10,0.010557980534447184,8.470140751751739e-10,0.5,0.5,0.9877666666666667,0.9995833333333333,0.5967833333333333,0.7029166666666666,0.5,0.5,0.0,0.0,0.0,0.0
ELU,raw,0,12,2,0.1232958333,-99.78571223094687,-74.13012095535795,28.261686451211578,16.725416770502537,-99.7857126824052,-74.13012113270625,4.669884222718999,4.154227649101818,-0.32988076156936585,-0.2750287652015686,70.66691029690243,70.66691029690243,-0.33796135103964053,-0.23888840713091927,0.9839500000000001,0.9966666666666667,0.29742499999999994,0.021666666666666667,0.0,0.0,0.9839500000000001,0.9966666666666667,0.0020400901342032558,0.0008343650196547482,0.0020400901342032558,0.0008343650196547482,0.07,0.0,0.9839500000000001,0.9966666666666667,0.29742499999999994,0.021666666666666667,0.07,0.0,0.0,0.0,0.0,0.0
ELU,raw,0,13,1,0.1124270833,-141.01611898368,-124.60344751998781,41.4904515696871,35.05400796594566,-141.01612074982793,-124.60346041103071,11.041687247241589,10.299740925950784,0.08622620075009763,-0.003929091151803732,25.93165051292406,25.931650512924058,-0.6404170260434532,-0.7697321511884198,0.9883166666666667,1.0,0.6196166666666667,0.7125,0.0,0.0,0.9883166666666667,1.0,0.01057244135081343,8.263766431273785e-10,0.01057244135081343,8.263766431273785e-10,0.51,1.0,0.9883166666666667,1.0,0.6196166666666667,0.7125,0.51,1.0,0.0,0.0,0.0,0.0
ELU,raw,0,13,2,0.1124270833,-116.09556288358655,-89.44921169678369,29.61549557226323,17.919618438114302,-116.09556282079473,-89.44919670427987,4.770657753283878,4.2515194373814085,-0.3449360316293314,-0.2583092451095581,83.52917888877003,83.52917888877002,-0.3314796249114362,-0.25152945307647856,0.9698083333333334,0.9983333333333333,0.37099166666666666,0.14166666666666666,0.0,0.0,0.9698083333333334,0.9983333333333333,0.001311767107076772,1.7059570783651269e-06,0.001311767107076772,1.7059570783651269e-06,0.3,0.0,0.9698083333333334,0.9983333333333333,0.37099166666666666,0.14166666666666666,0.3,0.0,0.0,0.0,0.0,0.0
ELU,raw,0,14,1,0.1136395833,-140.49709074244203,-124.94220809539159,41.28771789123053,35.05400796594566,-140.49709184588997,-124.94221320844035,11.08550371243439,10.299740926023514,0.0900059314025566,0.006382982945069671,25.93165051292406,25.931650512924058,-0.6392603966149134,-0.7697353805589303,0.9886166666666667,1.0,0.6181416666666667,0.7204166666666667,0.0,0.0,0.9886166666666667,1.0,0.010434041556920461,8.263782082664159e-10,0.010434041556920461,8.263782082664159e-10,0.51,1.0,0.9886166666666667,1.0,0.6181416666666667,0.7204166666666667,0.51,1.0,0.0,0.0,0.0,0.0
ELU,raw,0,14,2,0.1136395833,-93.57567885599285,-75.02057693580787,24.911381705821842,14.328386451903151,-93.57567978857456,-75.02059277401892,4.891130319428403,4.214742255741839,-0.34680807263779573,-0.28719471395015717,60.4078280188959,60.407828018895906,-0.3526904970832647,-0.2701758191602479,0.9734416666666666,0.9975,0.26593333333333335,0.025,0.0,0.0,0.9734416666666666,0.9975,0.003046537142167853,0.0008407203505407958,0.003046537142167853,0.0008407203505407958,0.13,0.0,0.9734416666666666,0.9975,0.26593333333333335,0.025,0.13,0.0,0.0,0.0,0.0,0.0
ELU,raw,0,15,1,0.1226895833,-141.02932089052,-124.72842715422313,41.89134801206188,35.00144204915526,-141.02932109145272,-124.72842766137529,11.189031670759475,10.293412003797624,0.09579818970989436,0.010553767438977957,25.93165051292406,25.931650512924058,-0.6388875639234951,-0.7695128369221697,0.9879000000000001,0.9991666666666666,0.6200333333333332,0.7225,0.0,0.0,0.9879000000000001,0.9991666666666666,0.010773990015928643,8.979523924373265e-10,0.010773990015928643,8.979523924373265e-10,0.42,0.0,0.9879000000000001,0.9991666666666666,0.6200333333333332,0.7225,0.42,0.0,0.0,0.0,0.0,0.0
ELU,raw,0,15,2,0.1226895833,-124.25319781061722,-91.67833838452896,38.05437718356057,23.64893654406562,-124.25319850476845,-91.67833952861884,4.962523847107547,4.231073509235372,-0.3551268582092598,-0.26716120541095734,86.39824911258872,86.39824911258876,-0.3355236001376628,-0.25332549501269014,0.9796666666666668,0.9966666666666667,0.39667499999999994,0.2875,0.0,0.0,0.9796666666666668,0.9966666666666667,0.003022278454776099,0.0011508824188090096,0.003022278454776099,0.0011508824188090096,0.1,0.0,0.9796666666666668,0.9966666666666667,0.39667499999999994,0.2875,0.1,0.0,0.0,0.0,0.0,0.0
ELU,raw,0,16,1,0.117975,-145.47791229507575,-125.76176723162334,42.92124268118155,35.54958584405977,-145.4779129051023,-125.7617656657748,11.28408019808176,10.304591862233586,0.09335039115569088,0.005796479061245918,25.93165051292406,25.931650512924058,-0.6461764444777697,-0.7700399813778169,0.9889250000000002,1.0,0.6331166666666668,0.7316666666666667,0.0,0.0,0.9889250000000002,1.0,0.010375631574816397,7.830644477604051e-10,0.010375631574816397,7.830644477604051e-10,0.56,1.0,0.9889250000000002,1.0,0.6331166666666668,0.7316666666666667,0.56,1.0,0.0,0.0,0.0,0.0
ELU,raw,0,16,2,0.117975,-124.35765075230103,-93.43901456594467,32.37652945297427,19.821830008481733,-124.35765151000005,-93.43902141393309,4.990395930501126,4.311118248037399,-0.35773539064917714,-0.2753077894449234,85.46610733409098,85.466107334091,-0.33709707719569054,-0.2556918634512103,0.9956833333333336,0.9991666666666666,0.39881666666666665,0.25416666666666665,0.0,0.0,0.9956833333333336,0.9991666666666666,0.0013063131950060447,1.2482492155062408e-07,0.0013063131950060447,1.2482492155062408e-07,0.35,0.0,0.9956833333333336,0.9991666666666666,0.39881666666666665,0.25416666666666665,0.35,0.0,0.0,0.0,0.0,0.0
ELU,raw,0,17,1,0.10533125,-145.97511279262181,-127.95354240338007,43.07756693116805,35.08085988808965,-145.97511287367143,-127.95354756017818,11.30615242491266,10.302093334186651,0.0950492951401975,0.01060026092454791,25.93165051292406,25.931650512924058,-0.6459253455924587,-0.7699361239698018,0.9889666666666668,1.0,0.6333333333333333,0.73875,0.0,0.0,0.9889666666666668,1.0,0.010318322177597256,8.227151624161664e-10,0.010318322177597256,8.227151624161664e-10,0.51,1.0,0.9889666666666668,1.0,0.6333333333333333,0.73875,0.51,1.0,0.0,0.0,0.0,0.0
ELU,raw,0,17,2,0.10533125,-155.29966019137748,-111.47130711158115,36.23112186947128,21.871724495196318,-155.29966022356223,-111.47131105355662,5.057875904587104,4.286749420899154,-0.36654877322260293,-0.2642042636871338,111.66668812550115,111.66668812550117,-0.3262481706728304,-0.2428525807670603,0.9966416666666668,1.0,0.5232333333333333,0.6608333333333334,0.0,0.0,0.9966416666666668,1.0,0.0008443343668654442,3.0181296137791455e-13,0.0008443343668654442,3.0181296137791455e-13,0.6,1.0,0.9966416666666668,1.0,0.5232333333333333,0.6608333333333334,0.6,1.0,0.0,0.0,0.0,0.0
ELU,raw,0,18,1,0.113675,-149.26962200968626,-125.71731600165367,43.91618489146547,35.32661446244818,-149.2696230453638,-125.71732025865649,11.381328726938573,10.31126500551197,0.09297183631453663,-0.003919850802049041,25.93165051292406,25.931650512924058,-0.6501395805334812,-0.7699760350497398,0.9892333333333334,1.0,0.6355333333333333,0.73125,0.0,0.0,0.9892333333333334,1.0,0.010248288819087584,7.734725330677154e-10,0.010248288819087584,7.734725330677154e-10,0.55,1.0,0.9892333333333334,1.0,0.6355333333333333,0.73125,0.55,1.0,0.0,0.0,0.0,0.0
ELU,raw,0,18,2,0.113675,-131.77235487008554,-98.51725597143172,36.71868673563849,22.732275087637724,-131.77235675750228,-98.51724481697715,5.114110836252028,4.296745952038277,-0.35561270665726624,-0.2481946349143982,91.17671215205922,91.17671215205922,-0.3294091480610492,-0.2464258225179307,0.991225,0.9991666666666666,0.4372083333333333,0.4045833333333333,0.0,0.0,0.991225,0.9991666666666666,0.0014890343182440873,5.04557813041941e-09,0.0014890343182440873,5.04557813041941e-09,0.44,0.0,0.991225,0.9991666666666666,0.4372083333333333,0.4045833333333333,0.44,0.0,0.0,0.0,0.0,0.0
ELU,raw,0,19,1,0.1101083333,-151.22632113090754,-128.45012317180633,44.55713763855612,35.04193169970135,-151.22632168534952,-128.45012387889417,11.445786595610617,10.307430408848724,0.0961168844299391,0.008278656983748078,25.93165051292406,25.931650512924058,-0.652460088842937,-0.7696935704383112,0.9895083333333335,1.0,0.6434083333333334,0.7408333333333333,0.0,0.0,0.9895083333333335,1.0,0.010092761334331225,8.1835131757163e-10,0.010092761334331225,8.1835131757163e-10,0.53,1.0,0.9895083333333335,1.0,0.6434083333333334,0.7408333333333333,0.53,1.0,0.0,0.0,0.0,0.0
ELU,raw,0,19,2,0.1101083333,-156.2197115288553,-118.50257638613382,37.52798577417163,22.847886609613273,-156.21971237858773,-118.50256984951326,5.165958709855638,4.317836426377324,-0.35757519078906624,-0.2481946349143982,113.72358110929497,113.72358110929498,-0.3158186241208509,-0.22988531571294296,0.9799500000000001,1.0,0.5272166666666666,0.72,0.0,0.0,0.9799500000000001,1.0,0.0005645065406215673,2.073215918604773e-14,0.0005645065406215673,2.073215918604773e-14,0.71,1.0,0.9799500000000001,1.0,0.5272166666666666,0.72,0.71,1.0,0.0,0.0,0.0,0.0
ELU,raw,0,20,1,0.1071166667,-151.1437815901292,-129.83453684171042,44.60575238002287,35.04305104577881,-151.14378187084014,-129.83453389293422,11.4841786632378,10.309056097200358,0.10082485036924481,0.00833484809845686,25.93165051292406,25.931650512924058,-0.6515105464364183,-0.7697608873195043,0.9891833333333335,1.0,0.6429916666666666,0.7491666666666668,0.0,0.0,0.9891833333333335,1.0,0.010188326054705718,7.909466894782099e-10,0.010188326054705718,7.909466894782099e-10,0.53,1.0,0.9891833333333335,1.0,0.6429916666666666,0.7491666666666668,0.53,1.0,0.0,0.0,0.0,0.0
ELU,raw,0,20,2,0.1071166667,-151.87950929680002,-111.43922110736371,35.94849563792968,22.730594009228575,-151.87951019959937,-111.43922144738187,5.192743142701156,4.413965207739414,-0.3704636800987646,-0.2925206869840622,106.97749897385661,106.97749897385661,-0.3251568340536282,-0.24955956227021187,0.9951166666666666,0.9991666666666666,0.5229416666666666,0.6387499999999999,0.0,0.0,0.9951166666666666,0.9991666666666666,0.000567583975877741,3.130355897458988e-09,0.000567583975877741,3.130355897458988e-09,0.45,0.0,0.9951166666666666,0.9991666666666666,0.5229416666666666,0.6387499999999999,0.45,0.0,0.0,0.0,0.0,0.0
ELU,raw,0,21,1,0.1085666667,-158.21257945493755,-131.5887890211741,46.378946038374686,35.70769316697183,-158.21258090813495,-131.58878517379895,11.620783721194194,10.338812244874802,0.0864567548019113,-0.011839340906590223,25.93165051292406,25.931650512924058,-0.6619631271652375,-0.7720308868997314,0.9898333333333335,1.0,0.6644333333333333,0.77,0.0,0.0,0.9898333333333335,1.0,0.010095185544658644,4.3062937512183646e-10,0.010095185544658644,4.3062937512183646e-10,0.85,1.0,0.9898333333333335,1.0,0.6644333333333333,0.77,0.85,1.0,0.0,0.0,0.0,0.0
ELU,raw,0,21,2,0.1085666667,-190.6872476172477,-135.08455324490865,41.143428548406845,27.014925218254135,-190.6872463161416,-135.08454290605994,5.262929555124654,4.5670293389185606,-0.3763258831575513,-0.3047105073928833,141.27216955715699,141.27216955715704,-0.3115782148107396,-0.223060074551945,0.9997666666666667,1.0,0.6307916666666668,0.8904166666666666,0.0,0.0,0.9997666666666667,1.0,0.0001434837143258595,9.258590862550618e-18,0.0001434837143258595,9.258590862550618e-18,0.77,1.0,0.9997666666666667,1.0,0.6307916666666668,0.8904166666666666,0.77,1.0,0.0,0.0,0.0,0.0
