arm,cond,layer,task,role,n,train_low_mean_seed_median,train_zero_mean_seed_median,m_mean_seed_median,sd_mean_seed_median,mu_norm_mean_seed_median,w_norm_mean_seed_median,bias_mean_seed_median,online_seed_median
ELU,raw,1,0,REGISTERED_DESCRIPTIVE,10,0.0,0.0,-0.01061153914113541,0.14073588477528637,26.1949460599757,0.5774550665974515,0.00017811575191444717,
ELU,raw,1,1,REGISTERED_DESCRIPTIVE,10,0.8076833333333333,0.017125,-38.65403788718303,14.746233558439524,26.1949460599757,4.913232937706326,0.045108416140501505,0.8255083333
ELU,raw,1,2,REGISTERED_DESCRIPTIVE,10,0.8901666666666666,0.12087916666666666,-58.77856157200082,21.35749439087957,26.1949460599757,7.228491616843625,0.0436426177364774,0.66452708335
ELU,raw,1,3,REGISTERED_DESCRIPTIVE,10,0.9406833333333334,0.25287500000000007,-77.90647922957315,26.04645853197511,26.1949460599757,8.400513114715057,0.0398654169787369,0.2969416667
ELU,raw,1,5,REGISTERED_DESCRIPTIVE,10,0.9608541666666668,0.44301250000000003,-105.69185741803844,33.81419931565876,26.1949460599757,9.698900551161165,0.05256439779001085,0.14843645835
ELU,raw,1,10,REGISTERED_DESCRIPTIVE,10,0.9551916666666667,0.5718666666666667,-120.3480779153185,42.106052300586086,26.1949460599757,10.993086880879641,0.0488564331742964,0.107309375
ELU,raw,1,50,REGISTERED_DESCRIPTIVE,10,0.9669,0.6011416666666668,-148.64651313905466,48.885517148111354,26.1949460599757,11.982458280012391,0.043355962409805215,0.10037499998499999
ELU,raw,2,0,REGISTERED_DESCRIPTIVE,10,0.0,0.0,-0.0014286178998037945,0.07363265764548302,2.524961703233979,0.5760928870449987,-0.0025196719652740285,
ELU,raw,2,1,REGISTERED_DESCRIPTIVE,10,0.04652916666666667,0.0,-2.5656465172295992,6.088881544948469,12.650528873713998,1.6020566145977715,-0.01540755557245575,0.8255083333
ELU,raw,2,2,REGISTERED_DESCRIPTIVE,10,0.5356916666666667,0.00015,-15.383521812102602,11.711634162407506,24.902465104264415,2.380747732528941,-0.07373560942010954,0.66452708335
ELU,raw,2,3,REGISTERED_DESCRIPTIVE,10,0.8371875,0.005083333333333334,-33.42370669330967,13.643715230792964,48.02261000722718,2.8257889805967644,-0.10806141912122257,0.2969416667
ELU,raw,2,5,REGISTERED_DESCRIPTIVE,10,0.9489541666666665,0.10021666666666668,-59.17176208305429,18.29315142332078,65.42767605916703,3.3373045562188315,-0.15404016585991484,0.14843645835
ELU,raw,2,10,REGISTERED_DESCRIPTIVE,10,0.9937291666666668,0.6065,-307.6836485419244,83.75348824636063,406.494808575204,3.6650265822467314,-0.1922704213485122,0.107309375
ELU,raw,2,50,REGISTERED_DESCRIPTIVE,10,0.9999250000000001,0.9937458333333333,-631.204482636118,167.6572385939942,919.460557124711,3.9949456791894784,-0.22230771466158333,0.10037499998499999
ELU,std,1,0,REGISTERED_DESCRIPTIVE,10,0.0,0.0,-0.0029614356946131614,0.5610498238339943,6.52834064585069,0.5774550665974515,0.00017811575191444717,
ELU,std,1,1,REGISTERED_DESCRIPTIVE,10,0.2299125,8.333333333333334e-06,-2.1778144563922015,16.524732923328564,6.52834064585069,3.635663248769153,-0.07062076609305223,0.9828354167
ELU,std,1,2,REGISTERED_DESCRIPTIVE,10,0.43627499999999997,0.030829166666666668,-6.42506572432091,50.64545996068793,6.52834064585069,9.596451941963554,-0.27380495838471686,0.91973958335
ELU,std,1,3,REGISTERED_DESCRIPTIVE,10,0.47215416666666665,0.12064583333333335,-8.641299565942479,84.3431786674728,6.52834064585069,12.803168432823448,-0.2996419724589214,0.435
ELU,std,1,5,REGISTERED_DESCRIPTIVE,10,0.49283333333333335,0.22801249999999998,-8.330037088942703,148.656377378488,6.52834064585069,15.632503446902803,-0.17326524700038137,0.1329333333
ELU,std,1,10,REGISTERED_DESCRIPTIVE,10,0.5000666666666667,0.27819583333333336,-8.84593741578986,200.86688524222706,6.52834064585069,18.40489863698221,-0.1284368035022635,0.10204583335
ELU,std,1,50,REGISTERED_DESCRIPTIVE,10,0.49898750000000003,0.288875,-9.477315015221977,216.25180221947963,6.52834064585069,19.584459355804377,-0.12197098776232451,0.10123750000000001
ELU,std,2,0,REGISTERED_DESCRIPTIVE,10,0.0,0.0,-0.0010610188055732584,0.27594471913804086,0.8195993563252337,0.5760928870449987,-0.0025196719652740285,
ELU,std,2,1,REGISTERED_DESCRIPTIVE,10,0.24330416666666668,2.5e-05,-5.805270578603345,12.402153990375467,52.19540401426117,1.0024410267958097,0.008784030511596938,0.9828354167
ELU,std,2,2,REGISTERED_DESCRIPTIVE,10,0.8943416666666666,0.3904708333333333,-99.26431371052266,76.98942697273941,170.89400180417536,1.7835052557229578,-0.022936098988575397,0.91973958335
