arm,cond,seed,R1,T1,T2,T_A,low_from_task1,T_star,layer,initial_low_layers,Q0_l1,Q0_l2,first_late_low_l1,Q10_l1,first_late_low_l2,Q10_l2,R2_context,R2,R2_reason,start,end,n_intervals,delta,delta_error,delta_median,self,self_error,self_rate,self_median,self_share,upstream,upstream_error,upstream_rate,upstream_median,upstream_share,cross,cross_error,cross_rate,cross_median,cross_share,bias,bias_error,bias_rate,bias_median,bias_share,upstream_growth,upstream_growth_error,upstream_growth_rate,upstream_growth_median,upstream_growth_share,upstream_rotation,upstream_rotation_error,upstream_rotation_rate,upstream_rotation_median,upstream_rotation_share,self_growth,self_growth_error,self_growth_rate,self_growth_median,self_growth_share,self_rotation,self_rotation_error,self_rotation_rate,self_rotation_median,self_rotation_share,closure_residual,upstream_growth_fraction,upstream_rotation_fraction,self_growth_fraction,self_rotation_fraction,bias_absolute_share
ELU,raw,0,L1_FIRST,1,3,3,False,1,L1_FIRST,,0.0,0.0,11,0.9855166666666667,11,0.9577583333333334,L2_LEDGER_WHEN_L1_FIRST,MIXED,NEITHER_GE_HALF,0,1,1,-2.8293375335289177,3.1292313756936903e-12,-2.7040584920891297,-0.04271287899466822,2.42478786862531e-13,-0.04271287899466822,-0.052922411445861184,0.015096423982116471,-0.05008238549666051,1.1681848717142433e-12,-0.05008238549666051,-0.12456257128679062,0.01770109960482332,-2.7121286549368127,2.8052430687301257e-12,-2.7121286549368127,-2.2878883435349824,0.958573737773197,-0.024413614100776613,4.725768445357337e-16,-0.024413614100776613,-0.02031874842941761,0.008628738639863342,-0.0479334561144183,2.235971887004526e-12,-0.0479334561144183,-0.05921161166945574,0.016941582807418826,-0.002148929382242277,2.850805224477276e-12,-0.002148929382242277,0.03590575856816385,0.0007595167974045163,-0.029823176825177926,2.3622727507274266e-13,-0.029823176825177926,-0.045259559699568075,0.010540692466614505,-0.0128897021694903,2.7894976353510567e-13,-0.0128897021694903,-0.01579921138998223,0.004555731515501969,0.0,0.9570921121082481,0.042907887891753226,0.698224458924923,0.30177554107507715,0.008628738639863342
ELU,std,0,L2_FIRST,,2,3,False,2,L2_FIRST,,0.0,0.0,,0.4911,11,0.9999,L2_LEDGER,MIXED,NEITHER_GE_HALF,0,2,2,-105.70811180616305,4.065578653508113e-11,-106.00455881318398,-22.411364901705184,9.824068832884253e-12,-11.205682450852592,-22.74315264727865,0.21201177959550446,-17.406787977499345,3.2979246681383473e-11,-8.703393988749673,-17.06091239369821,0.16466842213034863,-65.86516120197021,4.270917171991631e-11,-32.932580600985105,-65.51642715991224,0.6230852114996355,-0.02479772498831153,1.0753249198770765e-15,-0.012398862494155765,-0.04184400616213679,0.0002345867745115258,-15.756481782266988,8.146162520794966e-11,-7.878240891133494,-15.312010798072034,0.14905650581631472,-1.6503061952323599,7.954097280498739e-11,-0.8251530976161799,-1.385544050524492,0.015611916314033933,-8.200912066819384,6.31993691742662e-12,-4.100456033409692,-8.09434940049129,0.07758072608332459,-14.2104528348858,9.034198360889468e-12,-7.1052264174429,-14.803898370882441,0.1344310535121799,-1.4210854715202004e-14,0.9051918023379383,0.09480819766206186,0.36592648876086137,0.6340735112391387,0.0002345867745115258
ELU,raw,1,L1_FIRST,1,3,3,False,1,L1_FIRST,,0.0,0.0,11,0.9985,11,0.9063416666666667,L2_LEDGER_WHEN_L1_FIRST,MIXED,NEITHER_GE_HALF,0,1,1,-1.771597287935821,3.046831764335794e-12,-1.4731641543260223,0.03366284166135265,2.605587585551951e-13,0.03366284166135265,0.006185046307035828,-0.019001407312253766,0.03806766415778571,1.2054368309727476e-12,0.03806766415778571,-0.058443623258784085,-0.02148776384848743,-1.8237830786035365,2.6867472541818823e-12,-1.8237830786035365,-1.5209152214792594,1.0294569149676898,-0.01954471515142359,4.014100058224966e-16,-0.01954471515142359,-0.021273627877235413,0.011032256193051718,-0.027296529574003466,2.1569299877070385e-12,-0.027296529574003466,-0.004983117682655679,0.015407863717046019,0.06536419373178921,2.890976204334955e-12,0.06536419373178921,0.05317779478353329,-0.03689562756553347,-0.01024720670316119,2.5773430866569865e-13,-0.01024720670316119,-0.0117297538977028,0.0057841625593707795,0.043910048364513864,3.1003764876579474e-13,0.043910048364513864,0.048887451694403346,-0.024785569871624558,-6.661338147750939e-16,-0.7170529155890092,1.7170529155890102,-0.30440706124122957,1.3044070612412302,0.011032256193051718
ELU,std,1,L2_FIRST,,2,3,False,2,L2_FIRST,,0.0,0.0,,0.49523333333333336,11,0.9999833333333333,L2_LEDGER,MIXED,NEITHER_GE_HALF,0,2,2,-98.9875893766783,3.7219885861710944e-11,-101.22573525720165,-21.4009580600888,9.210115289127968e-12,-10.7004790300444,-21.440825689415156,0.21619839613076702,-16.363329051500706,3.068587337336397e-11,-8.181664525750353,-18.443288596692938,0.16530687487734644,-61.174446714122105,3.972031816105341e-11,-30.587223357061053,-61.67578486061713,0.6180011767064503,-0.048855550966691225,1.1886525883357102e-15,-0.024427775483345612,-0.05826342012733221,0.0004935522854363166,-13.902956413543238,7.701317043985466e-11,-6.951478206771619,-16.86001624963177,0.14045151014475363,-2.4603726379574606,7.493546793478113e-11,-1.2301863189787303,-2.447546673696081,0.02485536473259273,-7.211867094593985,5.705158285003209e-12,-3.6059335472969924,-6.974972884919728,0.07285627562007402,-14.189090965494822,8.635690953857196e-12,-7.094545482747411,-13.988129572881622,0.14334212051069306,0.0,0.8496410705783721,0.15035892942162746,0.3369880485885154,0.663011951411485,0.0004935522854363166
ELU,raw,2,L1_FIRST,1,3,3,False,1,L1_FIRST,,0.0,0.0,11,0.96945,11,0.956275,L2_LEDGER_WHEN_L1_FIRST,MIXED,NEITHER_GE_HALF,0,1,1,-2.373554656519565,2.8306364672422536e-12,-2.183553757783219,0.020550429411279533,2.849708940196511e-13,0.020550429411279533,0.02185620419267243,-0.00865808139485333,-0.12337467941951549,1.1129991389108023e-12,-0.12337467941951549,-0.07048780917150632,0.05197886599351564,-2.2517889015382835,2.5760784359024864e-12,-2.2517889015382835,-2.2010338556843743,0.9486989883941281,-0.018941504973045083,4.552554842339711e-16,-0.018941504973045083,-0.01471165381371975,0.00798022700720941,-0.0508111417990418,1.976295264795967e-12,-0.0508111417990418,-0.08120896320074554,0.02140719265068374,-0.0725635376204737,2.60469021560235e-12,-0.0725635376204737,-0.07464931695621757,0.030571673342831895,0.010908770683187857,2.6200871434594525e-13,0.010908770683187857,0.0183151181575983,-0.0045959635491115295,0.009641658728091666,3.135981693128715e-13,0.009641658728091666,-0.004942055309299994,-0.004062117845741797,4.440892098500626e-16,0.4118441647679326,0.5881558352320675,0.530829330369143,0.46917066963085646,0.00798022700720941
ELU,std,2,L2_FIRST,6,2,3,False,2,L2_FIRST,,0.0,0.0,11,0.503325,11,0.9998583333333333,L2_LEDGER,MIXED,NEITHER_GE_HALF,0,2,2,-87.25489575717958,3.405931188640034e-11,-87.97673229823465,-20.371283854924748,8.924381498469098e-12,-10.185641927462374,-20.803447680944416,0.23346866302626396,-13.650949710771092,2.929368694422622e-11,-6.825474855385546,-15.900687986785684,0.15644909769602072,-53.19276072363678,3.6775067058400066e-11,-26.59638036181839,-53.08151614558166,0.6096249415238104,-0.03990146784693934,1.0842700694942036e-15,-0.01995073392346967,-0.0528979686787352,0.0004572977539046127,-12.015886942840421,7.174930336625777e-11,-6.0079434714202105,-13.5002017972286,0.1377101747537383,-1.6350627679306768,7.099421564693174e-11,-0.8175313839653384,-1.5383953132738766,0.01873892294228246,-6.834815193090622,5.53154849895459e-12,-3.417407596545311,-6.872154821688139,0.07833159542257814,-13.536468661834126,8.339099384196867e-12,-6.768234330917063,-13.252392359915618,0.1551370676036858,1.4210854715202004e-14,0.8802235153909806,0.11977648460901978,0.3355122456574237,0.6644877543425762,0.0004572977539046127
ELU,raw,3,L1_FIRST,1,3,2,False,1,L1_FIRST,,0.0,0.0,11,0.999575,11,0.987775,L2_LEDGER_WHEN_L1_FIRST,MIXED,NEITHER_GE_HALF,0,1,1,-2.4296542698594594,3.2868478325634514e-12,-1.9792542109530162,-0.01818195947566659,3.474488230847632e-13,-0.01818195947566659,-0.011011087847514821,0.007483352549874639,0.11993208661651293,1.2078914726264808e-12,0.11993208661651293,0.08292258051084908,-0.04936179114218183,-2.4929470118289556,3.05172411269173e-12,-2.4929470118289556,-1.9605018291553025,1.026050102170774,-0.038457385171350326,5.342548212439572e-16,-0.038457385171350326,-0.028922379948198795,0.01582833642153328,-0.006253376986194228,2.118220695951501e-12,-0.006253376986194228,-0.04100691172312376,0.002573772352621983,0.12618546360270716,2.8636995488005963e-12,0.12618546360270716,0.05978912803577844,-0.05193556349480381,-0.036508000526175824,3.157242733006255e-13,-0.036508000526175824,-0.06371380235472043,0.015026006366036427,0.018326041050509213,3.6917642817261055e-13,0.018326041050509213,0.03930926248369265,-0.007542653816161779,0.0,-0.052140983806857465,1.0521409838068574,2.0079244250343575,-1.0079244250343562,0.01582833642153328
ELU,std,3,L2_FIRST,,2,3,False,2,L2_FIRST,,0.0,0.0,,0.49621666666666664,11,0.9999416666666666,L2_LEDGER,MIXED,NEITHER_GE_HALF,0,2,2,-76.33265331382698,3.156690860508686e-11,-76.5619659068274,-18.435147711372906,8.447699039421982e-12,-9.217573855686453,-17.988887385949237,0.24151063681201218,-12.457610722642269,2.899606731512381e-11,-6.228805361321134,-13.81782818356664,0.16320159436126508,-45.41243058527912,3.4143897630385774e-11,-22.70621529263956,-44.411896409665864,0.5949279713699283,-0.027464294532692293,8.895104581654176e-16,-0.013732147266346147,-0.044827790930867195,0.0003597974567945142,-11.199604231873447,7.206536645615868e-11,-5.599802115936724,-11.85073666163246,0.1467210131662584,-1.2580064907688224,7.196682810254799e-11,-0.6290032453844112,-0.725028277580757,0.016480581195006696,-5.690522051913363,5.005025492081794e-12,-2.8452610259566815,-6.106829327707986,0.07454898794776436,-12.744625659459544,8.04347790376158e-12,-6.372312829729772,-12.952457282734297,0.16696164886424783,0.0,0.899017033139241,0.10098296686075918,0.308677865835748,0.691322134164252,0.0003597974567945142
ELU,raw,4,L1_FIRST,1,3,2,False,1,L1_FIRST,,0.0,0.0,11,0.9984416666666667,11,0.9542583333333333,L2_LEDGER_WHEN_L1_FIRST,MIXED,NEITHER_GE_HALF,0,1,1,-2.9165677716275358,3.047089245360959e-12,-2.5710073870197725,0.1700853859100987,3.048354245988895e-13,0.1700853859100987,0.14207261483450337,-0.0583169668007357,-0.028260955579721726,1.1074860070558618e-12,-0.028260955579721726,-0.04011879150655663,0.009689799035237652,-3.013209488866423,2.8638150998306822e-12,-3.013209488866423,-2.685616934756885,1.0331354265719526,-0.04518271309148986,6.133625043280855e-16,-0.04518271309148986,-0.04755578190088272,0.015491741193545622,-0.029605416329640435,1.7867254381501953e-12,-0.029605416329640435,-0.008445038218807429,0.010150772636810593,0.0013444607499187074,2.548062648210871e-12,0.0013444607499187074,0.013855488451187642,-0.0004609736015729394,0.04586694314002543,2.828216664498958e-13,0.04586694314002543,0.0452607504585147,-0.015726342307633142,0.12421844277007336,3.34020916723015e-13,0.12421844277007336,0.10435138115422338,-0.04259062449310259,-4.440892098500626e-16,1.0475730817426219,-0.04757308174262188,0.269670100665022,0.7303298993349786,0.015491741193545622
ELU,std,4,L2_FIRST,,2,3,False,2,L2_FIRST,,0.0,0.0,11,0.4998416666666667,11,0.9997833333333334,L2_LEDGER,MIXED,NEITHER_GE_HALF,0,2,2,-87.3878930877134,3.5211554905456306e-11,-90.11972046317878,-21.985383476917345,9.834843117388507e-12,-10.992691738458673,-21.48294796231054,0.25158386019045076,-12.674351148008734,3.066554998701109e-11,-6.337175574004367,-16.08921427833311,0.14503555012233987,-52.708595980798066,3.893082860825174e-11,-26.354297990399033,-54.22674075203989,0.6031567316526689,-0.019562481989269145,9.073185309095355e-16,-0.009781240994634573,-0.016447948291897774,0.00022385803454070917,-11.915345149815098,7.678301313665848e-11,-5.957672574907549,-14.879705378941729,0.136350067827535,-0.7590059981936345,7.673125890764883e-11,-0.37950299909681723,-0.9989885968605232,0.008685482294804857,-7.620362614990282,6.1713142206771435e-12,-3.810181307495141,-8.33075893958961,0.08720158303097587,-14.365020861927059,9.242901153419498e-12,-7.1825104309635295,-14.306376987707594,0.16438227715947484,-1.4210854715202004e-14,0.9401148043532876,0.05988519564671221,0.34661040245174574,0.6533895975482541,0.00022385803454070917
ELU,raw,5,L1_FIRST,1,2,3,False,1,L1_FIRST,,0.0,0.0,11,0.9409333333333333,11,0.999975,L2_LEDGER_WHEN_L1_FIRST,MIXED,NEITHER_GE_HALF,0,1,1,-2.448661960979944,3.0094613163688093e-12,-2.2525107140647322,0.09411969653340052,2.957141104018828e-13,0.09411969653340052,0.10320562019994982,-0.03843719469376419,-0.21773294649608238,1.1564081963482626e-12,-0.21773294649608238,-0.18734914641795075,0.08891915256810155,-2.309431531871341,2.723408689012171e-12,-2.309431531871341,-2.162136990583053,0.9431402001063129,-0.01561717914592009,4.604550182746633e-16,-0.01561717914592009,-0.016001662239432335,0.006377842019349278,-0.05227701982117908,1.824350458440487e-12,-0.05227701982117908,-0.049457604633524804,0.021349218738325987,-0.16545592667490333,2.727517842515344e-12,-0.16545592667490333,-0.07113100718010512,0.06756993382977558,0.0550588772089952,2.8205337678584556e-13,0.0550588772089952,0.03556029146862394,-0.0224852911861141,0.03906081932440527,3.341114771752975e-13,0.03906081932440527,0.016099724793391328,-0.01595190350765007,8.881784197001252e-16,0.24009696585867718,0.759903034141323,0.5849878318451261,0.4150121681548734,0.006377842019349278
ELU,std,5,L2_FIRST,4,2,3,False,2,L2_FIRST,,0.0,0.0,11,0.5046666666666667,11,0.9999083333333333,L2_LEDGER,MIXED,NEITHER_GE_HALF,0,2,2,-99.55009867638414,3.8385528197784894e-11,-97.69066306390783,-22.055996008039433,9.946561623037501e-12,-11.027998004019716,-22.48405873246224,0.22155674681688373,-18.08648139525016,3.236171592332989e-11,-9.04324069762508,-18.709236409912258,0.18168220459575238,-59.38289977412846,4.142532017825159e-11,-29.69144988706423,-60.04868711936655,0.5965127163476697,-0.024721498966064247,9.555767262833495e-16,-0.012360749483032124,-0.026413017883896828,0.00024833223969399066,-16.249826556944726,7.717181373567262e-11,-8.124913278472363,-17.148238354643993,0.1632326514287987,-1.836654838305432,7.627902971779859e-11,-0.918327419152716,-2.081925902591337,0.018449553166953656,-8.489761889444553,6.2440517312764724e-12,-4.244880944722277,-8.41380503368001,0.08528130059461754,-13.566234118594876,9.279495533969565e-12,-6.783117059297438,-13.854151108595453,0.13627544622226614,2.842170943040401e-14,0.8984515120344096,0.1015484879655902,0.38491854488684285,0.6150814551131569,0.00024833223969399066
